场景ID	场景类型	是否可发送组队邀请	场景类型	副本类型	小地图倍数	小地图左右偏移	小地图上下偏移	开启等级	能否使用坐骑	区域组	地图名字	最小等级	最大等级	每条线最大人数限制	背景音	探索的奖励	场景描述	副本初始任务	摄像机设置2.5D	摄像机设置3D	最长挑战时间	场景名字显示	主界面显示的活动按钮	开启场景任务	是否可以托管	评分限制	是否自动追踪任务	视野同步距离	是否回归默认镜头	场景中心点	是否有白天黑夜	小岛场景亮度设置	是否允许星之子觉醒	是否允许召唤使者	是否允许召唤元素灵	场景复活时间
1420	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800020	35	36	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1421	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1421	1	109	-1	26			3800021	35	36	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1422	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1422	1	109	-1	26			3800022	35	36	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1423	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1423	1	109	-1	26			3800023	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1424	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1424	1	109	-1	26			3800024	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1425	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1425	1	109	-1	26			3800025	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1426	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1426	1	109	-1	26			3800026	27	28	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1427	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1427	1	109	-1	26			3800027	27	28	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1428	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1428	1	109	-1	26			3800028	27	28	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1429	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1429	1	109	-1	26			3800029	25	26	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1430	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1430	1	109	-1	26			3800030	25	26	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1431	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1431	1	109	-1	26			3800031	25	26	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1432	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1432	1	109	-1	26			3800032	35	36	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1433	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1433	1	109	-1	26			3800033	35	36	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1434	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1434	1	109	-1	26			3800034	35	36	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1435	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1435	1	109	-1	26			3800035	19	20	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1436	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1436	1	109	-1	26			3800036	19	20	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1437	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1437	1	109	-1	26			3800037	19	20	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1438	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1438	1	109	-1	26			3800038	35	36	120	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1439	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1439	1	109	-1	26			3800039	35	36	120	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1440	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1440	1	109	-1	26			3800040	35	36	120	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1441	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1442	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1443	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1444	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1445	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1446	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1447	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1448	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1449	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1450	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1451	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1452	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1453	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1454	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1455	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1456	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1457	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1458	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1459	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1460	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1461	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1462	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1463	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1464	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1465	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1466	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1467	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1468	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1469	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1470	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1471	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1472	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1473	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1474	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1475	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1476	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1477	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1478	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1479	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1480	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1481	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1482	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1483	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1484	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1485	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1486	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1876	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1877	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1878	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1879	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1880	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1881	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1882	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1883	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1884	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1885	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	300	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1886	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	300	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1887	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	300	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1888	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	300	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1356	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800045	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1357	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800045	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1358	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800045	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1359	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800046	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1360	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800046	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1361	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800046	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1362	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800047	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1363	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800047	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1364	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800047	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1365	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800048	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1366	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800048	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1367	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800048	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1368	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800050	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1369	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800050	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1370	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800049	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1371	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800049	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1372	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800041	35	36	60	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1373	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800041	35	36	60	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1374	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800041	35	36	60	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1375	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800041	35	36	60	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1376	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800041	35	36	60	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1377	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800042	35	36	70	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1378	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800042	35	36	130	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1379	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800042	35	36	150	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1380	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800042	35	36	150	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1381	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800042	35	36	60	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1382	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800043	35	36	80	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1383	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800043	35	36	80	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1384	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800043	35	36	60	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1385	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800043	35	36	60	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1386	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800043	35	36	60	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1387	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800044	35	36	75	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1388	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800044	35	36	75	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1389	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800044	35	36	75	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1390	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800044	35	36	75	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1391	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800044	35	36	75	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1392	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800002	35	36	300	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1393	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800003	35	36	300	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1394	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800004	35	36	300	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1395	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800002	35	36	300	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1396	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1420	1	109	-1	26			3800003	35	36	300	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1550	ContractScene	1	2	1	1.900000	0	10	-1	0	-1	MapName1550	20	109	5	5			402110	1	2	0	2.000000	0	0	1	100	1	50	1	-0.125,17.375	0	1	0	1	0	0
1551	ContractScene	1	2	1	1.900000	0	10	-1	0	-1	MapName1551	20	109	5	5			402130	1	2	0	2.000000	0	0	1	100	1	50	1	-0.125,17.375	0	1	0	1	0	0
1552	ContractScene	1	2	1	1.900000	0	10	-1	0	-1	MapName1552	20	109	5	5			402150	1	2	0	2.000000	0	0	1	100	1	50	1	-0.125,17.375	0	1	0	1	0	0
1553	ContractScene	1	2	2	2.500000	5	5	-1	0	-1	MapName1553	20	109	10	18			402120	1	2	0	2.000000	0	0	1	100	1	50	1	37.38,37.37	0	1	0	1	0	0
1554	ContractScene	1	2	2	2.500000	5	5	-1	0	-1	MapName1554	20	109	10	18			402140	1	2	0	2.000000	0	0	1	100	1	50	1	37.38,37.37	0	1	0	1	0	0
1555	ContractScene	1	2	2	2.500000	5	5	-1	0	-1	MapName1555	20	109	10	18			402160	1	2	0	2.000000	0	0	1	100	1	50	1	37.38,37.37	0	1	0	1	0	0
1556	ContractScene	1	2	2	2.500000	5	5	-1	0	-1	MapName1556	20	109	10	18			402170	1	2	0	2.000000	0	0	1	100	1	50	1	37.38,37.37	0	1	0	1	0	0
1557	ContractScene	1	2	2	2.500000	5	5	-1	0	-1	MapName1557	20	109	10	18			402180	1	2	0	2.000000	0	0	1	100	1	50	1	37.38,37.37	0	1	0	1	0	0
1558	GuardTempleMapFightScene	1	72	1	2.500000	0	0	-1	0	-1	MapName1558	20	109	10	18			3920002	1	2	300	0.000000	0	0	1	100	1	100	1		0	1	0	0	0	0
1559	GuardTempleMapFightScene	1	72	1	2.500000	0	0	-1	0	-1	MapName1559	20	109	10	18			3920001	1	2	300	0.000000	0	0	1	100	1	100	1		0	1	0	0	0	0
1560	GuardTempleMapFightScene	1	72	1	2.500000	0	0	-1	0	-1	MapName1560	20	109	10	18			3920000	1	2	300	0.000000	0	0	1	100	1	100	1		0	1	0	0	0	0
1561	GuardTempleChallengeBossScene	1	74	1	2.500000	0	0	-1	0	-1	MapName1561	20	109	10	18			0	1	2	360	0.000000	0	0	1	100	1	100	1	-30,-25	0	1	0	0	0	0
1562	GuardTempleChallengeBossScene	1	74	1	2.500000	0	0	-1	0	-1	MapName1562	20	109	10	18			0	1	2	360	0.000000	0	0	1	100	1	100	1		0	1	0	0	0	0
1961	GuardTempleChapterBossScene	1	73	1	2.500000	0	0	-1	0	-1	MapName1961	20	109	10	18			0	1	2	300	0.000000	0	0	1	100	1	40	1	-30,-25	0	1	0	0	0	0
1962	GuardTempleChapterBossScene	1	73	1	2.500000	0	0	-1	0	-1	MapName1962	20	109	10	18			0	1	2	300	0.000000	0	0	1	100	1	100	1		0	1	0	0	0	0
1963	GuardTempleChapterBossScene	1	73	1	2.500000	0	0	-1	0	-1	MapName1963	20	109	10	18			0	1	2	300	0.000000	0	0	1	100	1	40	1	-30,-25	0	1	0	0	0	0
1964	GuardTempleChapterBossScene	1	73	1	2.500000	0	0	-1	0	-1	MapName1964	20	109	10	18			0	1	2	300	0.000000	0	0	1	100	1	100	1		0	1	0	0	0	0
1966	GuardTempleChapterBossScene	1	73	1	2.500000	0	0	-1	0	-1	MapName1966	20	109	10	18			0	1	2	300	0.000000	0	0	1	100	1	40	1	-30,-25	0	1	0	0	0	0
1967	GuardTempleChapterBossScene	1	73	1	2.500000	0	0	-1	0	-1	MapName1967	20	109	10	18			0	1	2	300	0.000000	0	0	1	100	1	100	1		0	1	0	0	0	0
1968	GuardTempleChapterBossScene	1	73	1	2.500000	0	0	-1	0	-1	MapName1968	20	109	10	18			0	1	2	300	0.000000	0	0	1	100	1	40	1	-30,-25	0	1	0	0	0	0
1969	GuardTempleChapterBossScene	1	73	1	2.500000	0	0	-1	0	-1	MapName1969	20	109	10	18			0	1	2	300	0.000000	0	0	1	100	1	100	1		0	1	0	0	0	0
1970	ElementTrialScene	1	75	1	10.000000	0	15	-1	0	-1	MapName1916	20	109	-1	26			582100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1971	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1971	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1972	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1972	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1973	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1973	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1974	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1974	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1975	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1975	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1976	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1971	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1977	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1972	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1978	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1973	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1979	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1974	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
