编号	类型	分组标签	子标签	排序	是否公会新闻	标题	内容	图标	成就点	奖励	是否可追踪	是否可分享	追踪任务ID	引导行为类型	引导对象	引导场景	引导坐标	是否在成就中隐藏	跳转功能
2020705	238	0	0	0		AchievementName2020705	AchievementContent2020705		0		0	0	0	5	LinkUI:AdventureBookPanel;1	0		1	2007
2020801	55	0	0	0		AchievementName2020801	AchievementContent2020801		0		0	0	0	4		2	-50.1, 1.5, -75.8	1	2009
2020901	222	0	0	0		AchievementName2020901	AchievementContent2020901		0		0	0	0	5	LinkUI:AdventureBookPanel;5	0		1	1802
2020902	222	0	0	0		AchievementName2020902	AchievementContent2020902		0		0	0	0	5	LinkUI:AdventureBookPanel;5	0		1	1802
2020903	222	0	0	0		AchievementName2020903	AchievementContent2020903		0		0	0	0	5	LinkUI:AdventureBookPanel;5	0		1	1802
2020904	222	0	0	0		AchievementName2020904	AchievementContent2020904		0		0	0	0	5	LinkUI:AdventureBookPanel;5	0		1	1802
2020905	222	0	0	0		AchievementName2020905	AchievementContent2020905		0		0	0	0	5	LinkUI:AdventureBookPanel;5	0		1	1802
2021001	16	0	0	0		AchievementName2021001	AchievementContent2021001		0		0	0	0	5	LinkUI:AdventurePanel	0		1	30
2021101	16	0	0	0		AchievementName2021101	AchievementContent2021101		0		0	0	0	5	LinkUI:AdventurePanel	0		1	30
2021102	16	0	0	0		AchievementName2021102	AchievementContent2021102		0		0	0	0	5	LinkUI:AdventurePanel	0		1	30
2021103	16	0	0	0		AchievementName2021103	AchievementContent2021103		0		0	0	0	5	LinkUI:AdventurePanel	0		1	30
2021105	16	0	0	0		AchievementName2021105	AchievementContent2021105		0		0	0	0	5	LinkUI:AdventurePanel	0		1	30
2021201	247	0	0	0		AchievementName2021201	AchievementContent2021201		0		0	0	0	5	LinkUI:DevilSealPanel	0		1	31
2021202	247	0	0	0		AchievementName2021202	AchievementContent2021202		0		0	0	0	5	LinkUI:DevilSealPanel	0		1	31
2021203	247	0	0	0		AchievementName2021203	AchievementContent2021203		0		0	0	0	5	LinkUI:DevilSealPanel	0		1	31
2021204	247	0	0	0		AchievementName2021204	AchievementContent2021204		0		0	0	0	5	LinkUI:DevilSealPanel	0		1	31
2021301	20	0	0	0		AchievementName2021301	AchievementContent2021301		0		0	0	0	5	LinkUI:WorldMapPanel;1	0		1	63
2021302	20	0	0	0		AchievementName2021302	AchievementContent2021302		0		0	0	0	5	LinkUI:WorldMapPanel;3	0		1	63
2021303	20	0	0	0		AchievementName2021303	AchievementContent2021303		0		0	0	0	5	LinkUI:WorldMapPanel;4	0		1	63
2021304	20	0	0	0		AchievementName2021304	AchievementContent2021304		0		0	0	0	5	LinkUI:WorldMapPanel;5	0		1	63
2021305	20	0	0	0		AchievementName2021305	AchievementContent2021305		0		0	0	0	5	LinkUI:WorldMapPanel;6	0		1	63
2021306	20	0	0	0		AchievementName2021306	AchievementContent2021306		0		0	0	0	5	LinkUI:WorldMapPanel;7	0		1	63
2021401	223	0	0	0		AchievementName2021401	AchievementContent2021401		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	0
2021402	223	0	0	0		AchievementName2021402	AchievementContent2021402		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	0
2021403	223	0	0	0		AchievementName2021403	AchievementContent2021403		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	0
2021501	71	0	0	0		AchievementName2021501	AchievementContent2021501		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	0
2021502	71	0	0	0		AchievementName2021502	AchievementContent2021502		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	0
2021601	222	0	0	0		AchievementName2021601	AchievementContent2021601		0		0	0	0	1	npc_10205	2	-14.0, 0.0, 6.3	1	80
2021602	222	0	0	0		AchievementName2021602	AchievementContent2021602		0		0	0	0	1	npc_10205	2	-14.0, 0.0, 6.3	1	80
2021603	50	0	0	0		AchievementName2021603	AchievementContent2021603		0		0	0	0	5	LinkUI:TradingPanel;1;1	0		1	49
2021604	50	0	0	0		AchievementName2021604	AchievementContent2021604		0		0	0	0	5	LinkUI:TradingPanel;1;1	0		1	49
2021605	222	0	0	0		AchievementName2021605	AchievementContent2021605		0		0	0	0	1	npc_10205	2	-14.0, 0.0, 6.3	1	80
2021701	220	0	0	0		AchievementName2021701	AchievementContent2021701		0		0	0	0	1	npc_10046	2	11.8, 1.3, -42.4	1	33
2021702	220	0	0	0		AchievementName2021702	AchievementContent2021702		0		0	0	0	1	npc_10046	2	11.8, 1.3, -42.4	1	33
2021703	220	0	0	0		AchievementName2021703	AchievementContent2021703		0		0	0	0	1	npc_10046	2	11.8, 1.3, -42.4	1	33
2021704	220	0	0	0		AchievementName2021704	AchievementContent2021704		0		0	0	0	1	npc_10046	2	11.8, 1.3, -42.4	1	33
2021801	24	0	0	0		AchievementName2021801	AchievementContent2021801		0		0	0	0	1	npc_10046	2	11.8, 1.3, -42.4	1	33
2021802	24	0	0	0		AchievementName2021802	AchievementContent2021802		0		0	0	0	1	npc_10046	2	11.8, 1.3, -42.4	1	33
2021803	24	0	0	0		AchievementName2021803	AchievementContent2021803		0		0	0	0	1	npc_10046	2	11.8, 1.3, -42.4	1	33
2022001	25	0	0	0		AchievementName2022001	AchievementContent2022001		0		0	0	0	5	LinkUI:AdventurePanel	0		1	0
2022002	25	0	0	0		AchievementName2022002	AchievementContent2022002		0		0	0	0	5	LinkUI:AdventurePanel	0		1	0
2022003	25	0	0	0		AchievementName2022003	AchievementContent2022003		0		0	0	0	5	LinkUI:AdventurePanel	0		1	0
2022004	25	0	0	0		AchievementName2022004	AchievementContent2022004		0		0	0	0	5	LinkUI:AdventurePanel	0		1	0
2022005	25	0	0	0		AchievementName2022005	AchievementContent2022005		0		0	0	0	5	LinkUI:AdventurePanel	0		1	0
2022006	240	0	0	0		AchievementName2022006	AchievementContent2022006		0		0	0	0	5	LinkUI:AdventurePanel	0		1	0
2022007	240	0	0	0		AchievementName2022007	AchievementContent2022007		0		0	0	0	5	LinkUI:AdventurePanel	0		1	0
2022008	25	0	0	0		AchievementName2022008	AchievementContent2022008		0		0	0	0	5	LinkUI:AdventurePanel	0		1	0
2022009	240	0	0	0		AchievementName2022009	AchievementContent2022009		0		0	0	0	5	LinkUI:AdventurePanel	0		1	0
2022101	62	0	0	0		AchievementName2022101	AchievementContent2022101		0		0	0	0	1	npc_10080	40	17.9, 0.8, 7.4	1	50
2022102	62	0	0	0		AchievementName2022102	AchievementContent2022102		0		0	0	0	1	npc_10080	40	17.9, 0.8, 7.4	1	50
2022103	62	0	0	0		AchievementName2022103	AchievementContent2022103		0		0	0	0	1	npc_10080	40	17.9, 0.8, 7.4	1	50
2022104	62	0	0	0		AchievementName2022104	AchievementContent2022104		0		0	0	0	1	npc_10080	40	17.9, 0.8, 7.4	1	50
2022105	62	0	0	0		AchievementName2022105	AchievementContent2022105		0		0	0	0	1	npc_10080	40	17.9, 0.8, 7.4	1	50
2022201	254	0	0	0		AchievementName2022201	AchievementContent2022201		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	50
2022202	254	0	0	0		AchievementName2022202	AchievementContent2022202		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	50
2022203	254	0	0	0		AchievementName2022203	AchievementContent2022203		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	50
2022204	254	0	0	0		AchievementName2022204	AchievementContent2022204		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	50
2022301	253	0	0	0		AchievementName2022301	AchievementContent2022301		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	50
2022401	63	0	0	0		AchievementName2022401	AchievementContent2022401		0		0	0	0	5	LinkUI:GuildSeekHelpPanel	0		1	50
2022501	64	0	0	0		AchievementName2022501	AchievementContent2022501		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	74
2022502	64	0	0	0		AchievementName2022502	AchievementContent2022502		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	74
2022503	64	0	0	0		AchievementName2022503	AchievementContent2022503		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	74
2022601	99	0	0	0		AchievementName2022601	AchievementContent2022601		0		0	0	0	5	HomelandScene	0		1	138
2022602	100	0	0	0		AchievementName2022602	AchievementContent2022602		0		0	0	0	5	HomelandScene	0		1	138
2022603	101	0	0	0		AchievementName2022603	AchievementContent2022603		0		0	0	0	5	HomelandScene	0		1	138
2022604	102	0	0	0		AchievementName2022604	AchievementContent2022604		0		0	0	0	5	HomelandScene	0		1	138
2022605	102	0	0	0		AchievementName2022605	AchievementContent2022605		0		0	0	0	5	HomelandScene	0		1	138
2022606	103	0	0	0		AchievementName2022606	AchievementContent2022606		0		0	0	0	5	HomelandScene	0		1	138
2022607	103	0	0	0		AchievementName2022607	AchievementContent2022607		0		0	0	0	5	HomelandScene	0		1	138
2022608	103	0	0	0		AchievementName2022608	AchievementContent2022608		0		0	0	0	5	HomelandScene	0		1	138
2030101	1	0	0	0		AchievementName2030101	AchievementContent2030101		0		0	0	0	5	LinkUI:DungeonInfoPanel;3;1	0		1	25
2030102	1	0	0	0		AchievementName2030102	AchievementContent2030102		0		0	0	0	5	LinkUI:DungeonInfoPanel;3;2	0		1	25
2030103	1	0	0	0		AchievementName2030103	AchievementContent2030103		0		0	0	0	5	LinkUI:DungeonInfoPanel;3;2	0		1	25
2030104	1	0	0	0		AchievementName2030104	AchievementContent2030104		0		0	0	0	5	LinkUI:DungeonInfoPanel;2;1	0		1	25
2030105	1	0	0	0		AchievementName2030105	AchievementContent2030105		0		0	0	0	5	LinkUI:DungeonInfoPanel;2;2	0		1	25
2030106	1	0	0	0		AchievementName2030106	AchievementContent2030106		0		0	0	0	5	LinkUI:DungeonInfoPanel;2;3	0		1	25
2030107	1	0	0	0		AchievementName2030107	AchievementContent2030107		0		0	0	0	5	LinkUI:DungeonInfoPanel;1;1	0		1	25
2030108	1	0	0	0		AchievementName2030108	AchievementContent2030108		0		0	0	0	5	LinkUI:DungeonInfoPanel;1;2	0		1	25
2030109	1	0	0	0		AchievementName2030109	AchievementContent2030109		0		0	0	0	5	LinkUI:DungeonInfoPanel;1;3	0		1	25
2030110	1	0	0	0		AchievementName2030110	AchievementContent2030110		0		0	0	0	5	LinkUI:DungeonInfoPanel;4;2	0		1	25
2030111	1	0	0	0		AchievementName2030111	AchievementContent2030111		0		0	0	0	5	LinkUI:DungeonInfoPanel;4;3	0		1	25
2030112	1	0	0	0		AchievementName2030112	AchievementContent2030112		0		0	0	0	5	LinkUI:DungeonInfoPanel;5;2	0		1	25
2030113	1	0	0	0		AchievementName2030113	AchievementContent2030113		0		0	0	0	5	LinkUI:DungeonInfoPanel;5;3	0		1	25
2030114	1	0	0	0		AchievementName2030114	AchievementContent2030114		0		0	0	0	5	LinkUI:DungeonInfoPanel;100	0		1	26
2030115	1	0	0	0		AchievementName2030115	AchievementContent2030115		0		0	0	0	5	LinkUI:DungeonInfoPanel;101	0		1	26
2030116	1	0	0	0		AchievementName2030116	AchievementContent2030116		0		0	0	0	5	LinkUI:DungeonInfoPanel;6;2	0		1	25
2030117	1	0	0	0		AchievementName2030117	AchievementContent2030117		0		0	0	0	5	LinkUI:DungeonInfoPanel;6;3	0		1	25
2030118	1	0	0	0		AchievementName2030118	AchievementContent2030118		0		0	0	0	5	LinkUI:DungeonInfoPanel;102	0		1	26
2030201	255	0	0	0		AchievementName2030201	AchievementContent2030201		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030202	255	0	0	0		AchievementName2030202	AchievementContent2030202		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030203	255	0	0	0		AchievementName2030203	AchievementContent2030203		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030204	256	0	0	0		AchievementName2030204	AchievementContent2030204		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030205	256	0	0	0		AchievementName2030205	AchievementContent2030205		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030206	256	0	0	0		AchievementName2030206	AchievementContent2030206		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030207	256	0	0	0		AchievementName2030207	AchievementContent2030207		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030208	256	0	0	0		AchievementName2030208	AchievementContent2030208		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030209	256	0	0	0		AchievementName2030209	AchievementContent2030209		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030210	257	0	0	0		AchievementName2030210	AchievementContent2030210		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030211	257	0	0	0		AchievementName2030211	AchievementContent2030211		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030212	257	0	0	0		AchievementName2030212	AchievementContent2030212		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030213	257	0	0	0		AchievementName2030213	AchievementContent2030213		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030214	257	0	0	0		AchievementName2030214	AchievementContent2030214		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030215	257	0	0	0		AchievementName2030215	AchievementContent2030215		0		0	0	0	5	LinkUI:DungeonInfoPanel	0		1	25
2030301	245	0	0	0		AchievementName2030301	AchievementContent2030301		0		0	0	0	5	LinkUI:ArenaPanel	0		1	13
2030302	245	0	0	0		AchievementName2030302	AchievementContent2030302		0		0	0	0	5	LinkUI:ArenaPanel	0		1	13
2030303	245	0	0	0		AchievementName2030303	AchievementContent2030303		0		0	0	0	5	LinkUI:ArenaPanel	0		1	13
2030304	245	0	0	0		AchievementName2030304	AchievementContent2030304		0		0	0	0	5	LinkUI:ArenaPanel	0		1	13
2030401	15	0	0	0		AchievementName2030401	AchievementContent2030401		0		0	0	0	5	LinkUI:ArenaPanel	0		1	13
2030402	15	0	0	0		AchievementName2030402	AchievementContent2030402		0		0	0	0	5	LinkUI:ArenaPanel	0		1	13
2030403	15	0	0	0		AchievementName2030403	AchievementContent2030403		0		0	0	0	5	LinkUI:ArenaPanel	0		1	13
2030404	15	0	0	0		AchievementName2030404	AchievementContent2030404		0		0	0	0	5	LinkUI:ArenaPanel	0		1	13
2030501	79	0	0	0		AchievementName2030501	AchievementContent2030501		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	4111
2030502	79	0	0	0		AchievementName2030502	AchievementContent2030502		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	4111
2030503	79	0	0	0		AchievementName2030503	AchievementContent2030503		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	4111
2030504	79	0	0	0		AchievementName2030504	AchievementContent2030504		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	4111
2030505	79	0	0	0		AchievementName2030505	AchievementContent2030505		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	4111
2030601	78	0	0	0		AchievementName2030601	AchievementContent2030601		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	4111
2030602	78	0	0	0		AchievementName2030602	AchievementContent2030602		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	4111
2030603	78	0	0	0		AchievementName2030603	AchievementContent2030603		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	4111
2030604	78	0	0	0		AchievementName2030604	AchievementContent2030604		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	4111
2030605	78	0	0	0		AchievementName2030605	AchievementContent2030605		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	4111
2030701	77	0	0	0		AchievementName2030701	AchievementContent2030701		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	109
2030702	77	0	0	0		AchievementName2030702	AchievementContent2030702		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	109
2030703	77	0	0	0		AchievementName2030703	AchievementContent2030703		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	109
2030801	76	0	0	0		AchievementName2030801	AchievementContent2030801		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	109
2030802	76	0	0	0		AchievementName2030802	AchievementContent2030802		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	109
2030803	76	0	0	0		AchievementName2030803	AchievementContent2030803		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	109
2030901	250	0	0	0		AchievementName2030901	AchievementContent2030901		0		0	0	0	1	npc_multi	2	-54.7, 5.9, 28.8	1	13
2030902	250	0	0	0		AchievementName2030902	AchievementContent2030902		0		0	0	0	1	npc_multi	2	-54.7, 5.9, 28.8	1	13
2030903	250	0	0	0		AchievementName2030903	AchievementContent2030903		0		0	0	0	1	npc_multi	2	-54.7, 5.9, 28.8	1	13
2031001	230	0	0	0		AchievementName2031001	AchievementContent2031001		0		0	0	0	1	npc_multi	2	-54.7, 5.9, 28.8	1	14
2031002	230	0	0	0		AchievementName2031002	AchievementContent2031002		0		0	0	0	1	npc_multi	2	-54.7, 5.9, 28.8	1	14
2031003	230	0	0	0		AchievementName2031003	AchievementContent2031003		0		0	0	0	1	npc_multi	2	-54.7, 5.9, 28.8	1	14
2031101	54	0	0	0		AchievementName2031101	AchievementContent2031101		0		0	0	0	1	npc_multi	2	-54.7, 5.9, 28.8	1	14
2031102	54	0	0	0		AchievementName2031102	AchievementContent2031102		0		0	0	0	1	npc_multi	2	-54.7, 5.9, 28.8	1	14
2031201	259	0	0	0		AchievementName2031201	AchievementContent2031201		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	105
2031301	88	0	0	0		AchievementName2031301	AchievementContent2031301		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	105
2031302	88	0	0	0		AchievementName2031302	AchievementContent2031302		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	105
2031401	252	0	0	0		AchievementName2031401	AchievementContent2031401		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
2031402	70	0	0	0		AchievementName2031402	AchievementContent2031402		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
2031403	70	0	0	0		AchievementName2031403	AchievementContent2031403		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
2031404	232	0	0	0		AchievementName2031404	AchievementContent2031404		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
2031405	231	0	0	0		AchievementName2031405	AchievementContent2031405		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
2031406	70	0	0	0		AchievementName2031406	AchievementContent2031406		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
2031407	70	0	0	0		AchievementName2031407	AchievementContent2031407		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
2031408	232	0	0	0		AchievementName2031408	AchievementContent2031408		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
2031409	232	0	0	0		AchievementName2031409	AchievementContent2031409		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
2031410	231	0	0	0		AchievementName2031410	AchievementContent2031410		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
2031411	231	0	0	0		AchievementName2031411	AchievementContent2031411		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
2031412	70	0	0	0		AchievementName2031412	AchievementContent2031412		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
2031413	232	0	0	0		AchievementName2031413	AchievementContent2031413		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
2031414	231	0	0	0		AchievementName2031414	AchievementContent2031414		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
2031501	27	0	0	0		AchievementName2031501	AchievementContent2031501		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	3
2031502	27	0	0	0		AchievementName2031502	AchievementContent2031502		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	3
2031503	27	0	0	0		AchievementName2031503	AchievementContent2031503		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	3
2031504	27	0	0	0		AchievementName2031504	AchievementContent2031504		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	3
2031601	248	0	0	0		AchievementName2031601	AchievementContent2031601		0		0	0	0	5	LinkUI:TradingPanel;2;1	0		1	0
2031602	249	0	0	0		AchievementName2031602	AchievementContent2031602		0		0	0	0	5	LinkUI:TradingPanel;2;1	0		1	0
2031603	249	0	0	0		AchievementName2031603	AchievementContent2031603		0		0	0	0	5	LinkUI:TradingPanel;2;1	0		1	0
2031701	294	0	0	0		AchievementName2031701	AchievementContent2031701		0		0	0	0	5	LinkUI:SoulStarCubePanel	0		1	145
2031702	294	0	0	0		AchievementName2031702	AchievementContent2031702		0		0	0	0	5	LinkUI:SoulStarCubePanel	0		1	145
2031703	294	0	0	0		AchievementName2031703	AchievementContent2031703		0		0	0	0	5	LinkUI:SoulStarCubePanel	0		1	145
2031704	294	0	0	0		AchievementName2031704	AchievementContent2031704		0		0	0	0	5	LinkUI:SoulStarCubePanel	0		1	145
2031705	294	0	0	0		AchievementName2031705	AchievementContent2031705		0		0	0	0	5	LinkUI:SoulStarCubePanel	0		1	145
2031801	295	0	0	0		AchievementName2031801	AchievementContent2031801		0		0	0	0	5	LinkUI:SoulStarCubePanel	0		1	145
2031802	295	0	0	0		AchievementName2031802	AchievementContent2031802		0		0	0	0	5	LinkUI:SoulStarCubePanel	0		1	145
2031901	289	0	0	0		AchievementName2031901	AchievementContent2031901		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	122
2031902	289	0	0	0		AchievementName2031902	AchievementContent2031902		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	122
2032001	291	0	0	0		AchievementName2032001	AchievementContent2032001		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	122
2032002	291	0	0	0		AchievementName2032002	AchievementContent2032002		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	122
2032003	291	0	0	0		AchievementName2032003	AchievementContent2032003		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	122
2032101	290	0	0	0		AchievementName2032101	AchievementContent2032101		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	122
2032102	290	0	0	0		AchievementName2032102	AchievementContent2032102		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	122
2032201	296	0	0	0		AchievementName2032201	AchievementContent2032201		0		0	0	0	5	LinkUI:DungeonInfoPanel;300	0		1	27
2032202	296	0	0	0		AchievementName2032202	AchievementContent2032202		0		0	0	0	5	LinkUI:DungeonInfoPanel;400	0		1	27
2032301	305	0	0	0		AchievementName2032301	AchievementContent2032301		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	160
2032302	305	0	0	0		AchievementName2032302	AchievementContent2032302		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	160
2032303	244	0	0	0		AchievementName2032303	AchievementContent2032303		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	160
2032304	244	0	0	0		AchievementName2032304	AchievementContent2032304		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	160
2032305	244	0	0	0		AchievementName2032305	AchievementContent2032305		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	160
2032401	301	0	0	0		AchievementName2032401	AchievementContent2032401		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	162
2032402	301	0	0	0		AchievementName2032402	AchievementContent2032402		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	162
2032501	309	0	0	0		AchievementName2032501	AchievementContent2032501		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	158
2032502	309	0	0	0		AchievementName2032502	AchievementContent2032502		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	158
2032503	310	0	0	0		AchievementName2032503	AchievementContent2032503		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	158
2032504	310	0	0	0		AchievementName2032504	AchievementContent2032504		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	158
2032601	302	0	0	0		AchievementName2032601	AchievementContent2032601		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	159
2032602	303	0	0	0		AchievementName2032602	AchievementContent2032602		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	159
2032603	304	0	0	0		AchievementName2032603	AchievementContent2032603		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	159
2032701	104	0	0	0		AchievementName2032701	AchievementContent2032701		0		0	0	0	5	LinkUI:StarTracePanel	0		1	183
2032702	104	0	0	0		AchievementName2032702	AchievementContent2032702		0		0	0	0	5	LinkUI:StarTracePanel	0		1	183
2032703	104	0	0	0		AchievementName2032703	AchievementContent2032703		0		0	0	0	5	LinkUI:StarTracePanel	0		1	183
2040101	235	0	0	0		AchievementName2040101	AchievementContent2040101		0		0	0	0	5	LinkUI:BagPanel	0		1	0
