流水id	npc编号	技能分类	灵魂技能解锁需佣兵等级	灵魂技能Id	灵魂技能等级	升级灵魂技能所需消耗
2378	soldier_npc_10046	2	35	skill403401	2	item105000000068,2
2379	soldier_npc_10046	2	35	skill403401	3	item105000000068,4
2380	soldier_npc_10046	2	35	skill403401	4	item105000000068,6
2381	soldier_npc_10046	2	41	skill403401	5	item105000000068,8
2382	soldier_npc_10046	2	41	skill403401	6	item105000000068,10
2383	soldier_npc_10046	2	61	skill403401	7	item105000000068,12
2384	soldier_npc_10046	2	61	skill403401	8	item105000000068,14
2385	soldier_npc_10046	2	71	skill403401	9	item105000000068,16
2386	soldier_npc_10046	2	71	skill403401	10	item105000000068,18
2387	soldier_npc_10046	2	35	skill403402	1	
2388	soldier_npc_10046	2	35	skill403402	2	item105000000069,2
2389	soldier_npc_10046	2	35	skill403402	3	item105000000069,4
2390	soldier_npc_10046	2	35	skill403402	4	item105000000069,6
2391	soldier_npc_10046	2	41	skill403402	5	item105000000069,8
2392	soldier_npc_10046	2	41	skill403402	6	item105000000069,10
2393	soldier_npc_10046	2	61	skill403402	7	item105000000069,12
2394	soldier_npc_10046	2	61	skill403402	8	item105000000069,14
2395	soldier_npc_10046	2	71	skill403402	9	item105000000069,16
2396	soldier_npc_10046	2	71	skill403402	10	item105000000069,18
2397	soldier_npc_10046	2	35	skill403403	1	
2398	soldier_npc_10046	2	35	skill403403	2	item105000000070,2
2399	soldier_npc_10046	2	35	skill403403	3	item105000000070,4
2400	soldier_npc_10046	2	35	skill403403	4	item105000000070,6
2401	soldier_npc_10046	2	41	skill403403	5	item105000000070,8
2402	soldier_npc_10046	2	41	skill403403	6	item105000000070,10
2403	soldier_npc_10046	2	61	skill403403	7	item105000000070,12
2404	soldier_npc_10046	2	61	skill403403	8	item105000000070,14
2405	soldier_npc_10046	2	71	skill403403	9	item105000000070,16
2406	soldier_npc_10046	2	71	skill403403	10	item105000000070,18
2407	soldier_npc_10046	2	35	skill403404	1	
2408	soldier_npc_10046	2	35	skill403404	2	item105000000071,2
2409	soldier_npc_10046	2	35	skill403404	3	item105000000071,4
2410	soldier_npc_10046	2	35	skill403404	4	item105000000071,6
2411	soldier_npc_10046	2	41	skill403404	5	item105000000071,8
2412	soldier_npc_10046	2	41	skill403404	6	item105000000071,10
2413	soldier_npc_10046	2	61	skill403404	7	item105000000071,12
2414	soldier_npc_10046	2	61	skill403404	8	item105000000071,14
2415	soldier_npc_10046	2	71	skill403404	9	item105000000071,16
2416	soldier_npc_10046	2	71	skill403404	10	item105000000071,18
2417	soldier_npc_10046	3	0	skill403406	1	
2418	soldier_npc_10046	3	0	skill403407	1	
2419	soldier_npc_10046	3	0	skill403408	1	
2420	soldier_npc_10046	3	0	skill403409	1	
2421	soldier_npc_10047	1	0	skill403905	1	
2422	soldier_npc_10047	1	0	skill403905	2	
2423	soldier_npc_10047	1	0	skill403905	3	
2424	soldier_npc_10047	1	0	skill403905	4	
2425	soldier_npc_10047	1	0	skill403905	5	
2426	soldier_npc_10047	1	0	skill403905	6	
2427	soldier_npc_10047	1	0	skill403905	7	
2428	soldier_npc_10047	1	0	skill403905	8	
2429	soldier_npc_10047	1	0	skill403905	9	
2430	soldier_npc_10047	1	0	skill403905	10	
2431	soldier_npc_10047	2	35	skill403901	1	
2432	soldier_npc_10047	2	35	skill403901	2	item105000000068,2
2433	soldier_npc_10047	2	35	skill403901	3	item105000000068,4
2434	soldier_npc_10047	2	35	skill403901	4	item105000000068,6
2435	soldier_npc_10047	2	41	skill403901	5	item105000000068,8
2436	soldier_npc_10047	2	41	skill403901	6	item105000000068,10
2437	soldier_npc_10047	2	61	skill403901	7	item105000000068,12
2438	soldier_npc_10047	2	61	skill403901	8	item105000000068,14
2439	soldier_npc_10047	2	71	skill403901	9	item105000000068,16
2440	soldier_npc_10047	2	71	skill403901	10	item105000000068,18
2441	soldier_npc_10047	2	35	skill403902	1	
2442	soldier_npc_10047	2	35	skill403902	2	item105000000069,2
2443	soldier_npc_10047	2	35	skill403902	3	item105000000069,4
2444	soldier_npc_10047	2	35	skill403902	4	item105000000069,6
2445	soldier_npc_10047	2	41	skill403902	5	item105000000069,8
2446	soldier_npc_10047	2	41	skill403902	6	item105000000069,10
2447	soldier_npc_10047	2	61	skill403902	7	item105000000069,12
2448	soldier_npc_10047	2	61	skill403902	8	item105000000069,14
2449	soldier_npc_10047	2	71	skill403902	9	item105000000069,16
2450	soldier_npc_10047	2	71	skill403902	10	item105000000069,18
2451	soldier_npc_10047	2	35	skill403903	1	
2452	soldier_npc_10047	2	35	skill403903	2	item105000000070,2
2453	soldier_npc_10047	2	35	skill403903	3	item105000000070,4
2454	soldier_npc_10047	2	35	skill403903	4	item105000000070,6
2455	soldier_npc_10047	2	41	skill403903	5	item105000000070,8
2456	soldier_npc_10047	2	41	skill403903	6	item105000000070,10
2457	soldier_npc_10047	2	61	skill403903	7	item105000000070,12
2458	soldier_npc_10047	2	61	skill403903	8	item105000000070,14
2459	soldier_npc_10047	2	71	skill403903	9	item105000000070,16
2460	soldier_npc_10047	2	71	skill403903	10	item105000000070,18
2461	soldier_npc_10047	2	35	skill403904	1	
2462	soldier_npc_10047	2	35	skill403904	2	item105000000071,2
2463	soldier_npc_10047	2	35	skill403904	3	item105000000071,4
2464	soldier_npc_10047	2	35	skill403904	4	item105000000071,6
2465	soldier_npc_10047	2	41	skill403904	5	item105000000071,8
2466	soldier_npc_10047	2	41	skill403904	6	item105000000071,10
2467	soldier_npc_10047	2	61	skill403904	7	item105000000071,12
2468	soldier_npc_10047	2	61	skill403904	8	item105000000071,14
2469	soldier_npc_10047	2	71	skill403904	9	item105000000071,16
2470	soldier_npc_10047	2	71	skill403904	10	item105000000071,18
2471	soldier_npc_10047	3	0	skill403906	1	
2472	soldier_npc_10047	3	0	skill403907	1	
2473	soldier_npc_10047	3	0	skill403908	1	
2474	soldier_npc_10047	3	0	skill403909	1	
2475	soldier_npc_10048	1	0	skill404005	1	
2476	soldier_npc_10048	1	0	skill404005	2	
2477	soldier_npc_10048	1	0	skill404005	3	
2478	soldier_npc_10048	1	0	skill404005	4	
2479	soldier_npc_10048	1	0	skill404005	5	
2480	soldier_npc_10048	1	0	skill404005	6	
2481	soldier_npc_10048	1	0	skill404005	7	
2482	soldier_npc_10048	1	0	skill404005	8	
2483	soldier_npc_10048	1	0	skill404005	9	
2484	soldier_npc_10048	1	0	skill404005	10	
2485	soldier_npc_10048	2	35	skill404001	1	
2486	soldier_npc_10048	2	35	skill404001	2	item105000000068,2
2487	soldier_npc_10048	2	35	skill404001	3	item105000000068,4
2488	soldier_npc_10048	2	35	skill404001	4	item105000000068,6
2489	soldier_npc_10048	2	41	skill404001	5	item105000000068,8
2490	soldier_npc_10048	2	41	skill404001	6	item105000000068,10
2491	soldier_npc_10048	2	61	skill404001	7	item105000000068,12
2492	soldier_npc_10048	2	61	skill404001	8	item105000000068,14
2493	soldier_npc_10048	2	71	skill404001	9	item105000000068,16
2494	soldier_npc_10048	2	71	skill404001	10	item105000000068,18
2495	soldier_npc_10048	2	35	skill404002	1	
2496	soldier_npc_10048	2	35	skill404002	2	item105000000069,2
2497	soldier_npc_10048	2	35	skill404002	3	item105000000069,4
2498	soldier_npc_10048	2	35	skill404002	4	item105000000069,6
2499	soldier_npc_10048	2	41	skill404002	5	item105000000069,8
2500	soldier_npc_10048	2	41	skill404002	6	item105000000069,10
2501	soldier_npc_10048	2	61	skill404002	7	item105000000069,12
2502	soldier_npc_10048	2	61	skill404002	8	item105000000069,14
2503	soldier_npc_10048	2	71	skill404002	9	item105000000069,16
2504	soldier_npc_10048	2	71	skill404002	10	item105000000069,18
2505	soldier_npc_10048	2	35	skill404003	1	
2506	soldier_npc_10048	2	35	skill404003	2	item105000000070,2
2507	soldier_npc_10048	2	35	skill404003	3	item105000000070,4
2508	soldier_npc_10048	2	35	skill404003	4	item105000000070,6
2509	soldier_npc_10048	2	41	skill404003	5	item105000000070,8
2510	soldier_npc_10048	2	41	skill404003	6	item105000000070,10
2511	soldier_npc_10048	2	61	skill404003	7	item105000000070,12
2512	soldier_npc_10048	2	61	skill404003	8	item105000000070,14
2513	soldier_npc_10048	2	71	skill404003	9	item105000000070,16
2514	soldier_npc_10048	2	71	skill404003	10	item105000000070,18
2515	soldier_npc_10048	2	35	skill404004	1	
2516	soldier_npc_10048	2	35	skill404004	2	item105000000071,2
2517	soldier_npc_10048	2	35	skill404004	3	item105000000071,4
2518	soldier_npc_10048	2	35	skill404004	4	item105000000071,6
2519	soldier_npc_10048	2	41	skill404004	5	item105000000071,8
2520	soldier_npc_10048	2	41	skill404004	6	item105000000071,10
2521	soldier_npc_10048	2	61	skill404004	7	item105000000071,12
2522	soldier_npc_10048	2	61	skill404004	8	item105000000071,14
2523	soldier_npc_10048	2	71	skill404004	9	item105000000071,16
2524	soldier_npc_10048	2	71	skill404004	10	item105000000071,18
2525	soldier_npc_10048	3	0	skill404006	1	
2526	soldier_npc_10048	3	0	skill404007	1	
2527	soldier_npc_10048	3	0	skill404008	1	
2528	soldier_npc_10048	3	0	skill404009	1	
2529	soldier_npc_10049	1	0	skill404105	1	
2530	soldier_npc_10049	1	0	skill404105	2	
2531	soldier_npc_10049	1	0	skill404105	3	
2532	soldier_npc_10049	1	0	skill404105	4	
2533	soldier_npc_10049	1	0	skill404105	5	
2534	soldier_npc_10049	1	0	skill404105	6	
2535	soldier_npc_10049	1	0	skill404105	7	
2536	soldier_npc_10049	1	0	skill404105	8	
2537	soldier_npc_10049	1	0	skill404105	9	
2538	soldier_npc_10049	1	0	skill404105	10	
2539	soldier_npc_10049	2	35	skill404101	1	
2540	soldier_npc_10049	2	35	skill404101	2	item105000000068,2
2541	soldier_npc_10049	2	35	skill404101	3	item105000000068,4
2542	soldier_npc_10049	2	35	skill404101	4	item105000000068,6
2543	soldier_npc_10049	2	41	skill404101	5	item105000000068,8
2544	soldier_npc_10049	2	41	skill404101	6	item105000000068,10
2545	soldier_npc_10049	2	61	skill404101	7	item105000000068,12
2546	soldier_npc_10049	2	61	skill404101	8	item105000000068,14
2547	soldier_npc_10049	2	71	skill404101	9	item105000000068,16
2548	soldier_npc_10049	2	71	skill404101	10	item105000000068,18
2549	soldier_npc_10049	2	35	skill404102	1	
2550	soldier_npc_10049	2	35	skill404102	2	item105000000069,2
2551	soldier_npc_10049	2	35	skill404102	3	item105000000069,4
2552	soldier_npc_10049	2	35	skill404102	4	item105000000069,6
2553	soldier_npc_10049	2	41	skill404102	5	item105000000069,8
2554	soldier_npc_10049	2	41	skill404102	6	item105000000069,10
2555	soldier_npc_10049	2	61	skill404102	7	item105000000069,12
2556	soldier_npc_10049	2	61	skill404102	8	item105000000069,14
2557	soldier_npc_10049	2	71	skill404102	9	item105000000069,16
2558	soldier_npc_10049	2	71	skill404102	10	item105000000069,18
2559	soldier_npc_10049	2	35	skill404103	1	
2560	soldier_npc_10049	2	35	skill404103	2	item105000000070,2
2561	soldier_npc_10049	2	35	skill404103	3	item105000000070,4
2562	soldier_npc_10049	2	35	skill404103	4	item105000000070,6
2563	soldier_npc_10049	2	41	skill404103	5	item105000000070,8
2564	soldier_npc_10049	2	41	skill404103	6	item105000000070,10
2565	soldier_npc_10049	2	61	skill404103	7	item105000000070,12
2566	soldier_npc_10049	2	61	skill404103	8	item105000000070,14
2567	soldier_npc_10049	2	71	skill404103	9	item105000000070,16
2568	soldier_npc_10049	2	71	skill404103	10	item105000000070,18
2569	soldier_npc_10049	2	35	skill404104	1	
2570	soldier_npc_10049	2	35	skill404104	2	item105000000071,2
2571	soldier_npc_10049	2	35	skill404104	3	item105000000071,4
2572	soldier_npc_10049	2	35	skill404104	4	item105000000071,6
2573	soldier_npc_10049	2	41	skill404104	5	item105000000071,8
2574	soldier_npc_10049	2	41	skill404104	6	item105000000071,10
2575	soldier_npc_10049	2	61	skill404104	7	item105000000071,12
2576	soldier_npc_10049	2	61	skill404104	8	item105000000071,14
2577	soldier_npc_10049	2	71	skill404104	9	item105000000071,16
2578	soldier_npc_10049	2	71	skill404104	10	item105000000071,18
2579	soldier_npc_10049	3	0	skill404106	1	
2580	soldier_npc_10049	3	0	skill404107	1	
2581	soldier_npc_10049	3	0	skill404108	1	
2582	soldier_npc_10049	3	0	skill404109	1	
2583	soldier_npc_10050	1	0	skill404305	1	
2584	soldier_npc_10050	1	0	skill404305	2	
2585	soldier_npc_10050	1	0	skill404305	3	
2586	soldier_npc_10050	1	0	skill404305	4	
2587	soldier_npc_10050	1	0	skill404305	5	
2588	soldier_npc_10050	1	0	skill404305	6	
2589	soldier_npc_10050	1	0	skill404305	7	
2590	soldier_npc_10050	1	0	skill404305	8	
2591	soldier_npc_10050	1	0	skill404305	9	
2592	soldier_npc_10050	1	0	skill404305	10	
2593	soldier_npc_10050	2	35	skill404301	1	
2594	soldier_npc_10050	2	35	skill404301	2	item105000000068,2
2595	soldier_npc_10050	2	35	skill404301	3	item105000000068,4
2596	soldier_npc_10050	2	35	skill404301	4	item105000000068,6
2597	soldier_npc_10050	2	41	skill404301	5	item105000000068,8
2598	soldier_npc_10050	2	41	skill404301	6	item105000000068,10
2599	soldier_npc_10050	2	61	skill404301	7	item105000000068,12
2600	soldier_npc_10050	2	61	skill404301	8	item105000000068,14
2601	soldier_npc_10050	2	71	skill404301	9	item105000000068,16
2602	soldier_npc_10050	2	71	skill404301	10	item105000000068,18
2603	soldier_npc_10050	2	35	skill404302	1	
2604	soldier_npc_10050	2	35	skill404302	2	item105000000069,2
2605	soldier_npc_10050	2	35	skill404302	3	item105000000069,4
2606	soldier_npc_10050	2	35	skill404302	4	item105000000069,6
2607	soldier_npc_10050	2	41	skill404302	5	item105000000069,8
2608	soldier_npc_10050	2	41	skill404302	6	item105000000069,10
2609	soldier_npc_10050	2	61	skill404302	7	item105000000069,12
2610	soldier_npc_10050	2	61	skill404302	8	item105000000069,14
2611	soldier_npc_10050	2	71	skill404302	9	item105000000069,16
2612	soldier_npc_10050	2	71	skill404302	10	item105000000069,18
2613	soldier_npc_10050	2	35	skill404303	1	
2614	soldier_npc_10050	2	35	skill404303	2	item105000000070,2
2615	soldier_npc_10050	2	35	skill404303	3	item105000000070,4
2616	soldier_npc_10050	2	35	skill404303	4	item105000000070,6
2617	soldier_npc_10050	2	41	skill404303	5	item105000000070,8
2618	soldier_npc_10050	2	41	skill404303	6	item105000000070,10
2619	soldier_npc_10050	2	61	skill404303	7	item105000000070,12
2620	soldier_npc_10050	2	61	skill404303	8	item105000000070,14
2621	soldier_npc_10050	2	71	skill404303	9	item105000000070,16
2622	soldier_npc_10050	2	71	skill404303	10	item105000000070,18
2623	soldier_npc_10050	2	35	skill404304	1	
2624	soldier_npc_10050	2	35	skill404304	2	item105000000071,2
2625	soldier_npc_10050	2	35	skill404304	3	item105000000071,4
2626	soldier_npc_10050	2	35	skill404304	4	item105000000071,6
2627	soldier_npc_10050	2	41	skill404304	5	item105000000071,8
2628	soldier_npc_10050	2	41	skill404304	6	item105000000071,10
2629	soldier_npc_10050	2	61	skill404304	7	item105000000071,12
2630	soldier_npc_10050	2	61	skill404304	8	item105000000071,14
2631	soldier_npc_10050	2	71	skill404304	9	item105000000071,16
2632	soldier_npc_10050	2	71	skill404304	10	item105000000071,18
2633	soldier_npc_10050	3	0	skill404306	1	
2634	soldier_npc_10050	3	0	skill404307	1	
2635	soldier_npc_10050	3	0	skill404308	1	
2636	soldier_npc_10050	3	0	skill404309	1	
2637	soldier_npc_10051	1	0	skill404205	1	
2638	soldier_npc_10051	1	0	skill404205	2	
2639	soldier_npc_10051	1	0	skill404205	3	
2640	soldier_npc_10051	1	0	skill404205	4	
2641	soldier_npc_10051	1	0	skill404205	5	
2642	soldier_npc_10051	1	0	skill404205	6	
2643	soldier_npc_10051	1	0	skill404205	7	
2644	soldier_npc_10051	1	0	skill404205	8	
2645	soldier_npc_10051	1	0	skill404205	9	
2646	soldier_npc_10051	1	0	skill404205	10	
2647	soldier_npc_10051	2	35	skill404201	1	
2648	soldier_npc_10051	2	35	skill404201	2	item105000000068,2
2649	soldier_npc_10051	2	35	skill404201	3	item105000000068,4
2650	soldier_npc_10051	2	35	skill404201	4	item105000000068,6
2651	soldier_npc_10051	2	41	skill404201	5	item105000000068,8
2652	soldier_npc_10051	2	41	skill404201	6	item105000000068,10
2653	soldier_npc_10051	2	61	skill404201	7	item105000000068,12
2654	soldier_npc_10051	2	61	skill404201	8	item105000000068,14
2655	soldier_npc_10051	2	71	skill404201	9	item105000000068,16
2656	soldier_npc_10051	2	71	skill404201	10	item105000000068,18
2657	soldier_npc_10051	2	35	skill404202	1	
2658	soldier_npc_10051	2	35	skill404202	2	item105000000069,2
2659	soldier_npc_10051	2	35	skill404202	3	item105000000069,4
2660	soldier_npc_10051	2	35	skill404202	4	item105000000069,6
2661	soldier_npc_10051	2	41	skill404202	5	item105000000069,8
2662	soldier_npc_10051	2	41	skill404202	6	item105000000069,10
2663	soldier_npc_10051	2	61	skill404202	7	item105000000069,12
2664	soldier_npc_10051	2	61	skill404202	8	item105000000069,14
2665	soldier_npc_10051	2	71	skill404202	9	item105000000069,16
2666	soldier_npc_10051	2	71	skill404202	10	item105000000069,18
2667	soldier_npc_10051	2	35	skill404203	1	
2668	soldier_npc_10051	2	35	skill404203	2	item105000000070,2
2669	soldier_npc_10051	2	35	skill404203	3	item105000000070,4
2670	soldier_npc_10051	2	35	skill404203	4	item105000000070,6
2671	soldier_npc_10051	2	41	skill404203	5	item105000000070,8
2672	soldier_npc_10051	2	41	skill404203	6	item105000000070,10
2673	soldier_npc_10051	2	61	skill404203	7	item105000000070,12
2674	soldier_npc_10051	2	61	skill404203	8	item105000000070,14
2675	soldier_npc_10051	2	71	skill404203	9	item105000000070,16
2676	soldier_npc_10051	2	71	skill404203	10	item105000000070,18
2677	soldier_npc_10051	2	35	skill404204	1	
2678	soldier_npc_10051	2	35	skill404204	2	item105000000071,2
2679	soldier_npc_10051	2	35	skill404204	3	item105000000071,4
2680	soldier_npc_10051	2	35	skill404204	4	item105000000071,6
2681	soldier_npc_10051	2	41	skill404204	5	item105000000071,8
2682	soldier_npc_10051	2	41	skill404204	6	item105000000071,10
2683	soldier_npc_10051	2	61	skill404204	7	item105000000071,12
2684	soldier_npc_10051	2	61	skill404204	8	item105000000071,14
2685	soldier_npc_10051	2	71	skill404204	9	item105000000071,16
2686	soldier_npc_10051	2	71	skill404204	10	item105000000071,18
2687	soldier_npc_10051	3	0	skill404206	1	
2688	soldier_npc_10051	3	0	skill404207	1	
2689	soldier_npc_10051	3	0	skill404208	1	
2690	soldier_npc_10051	3	0	skill404209	1	
2691	soldier_npc_10052	2	0	skill1005_1	1	
2692	soldier_npc_10052	2	0	skill1006_1	2	
2693	soldier_npc_10053	1	0	skill404405	1	
2694	soldier_npc_10053	1	0	skill404405	2	
2695	soldier_npc_10053	1	0	skill404405	3	
2696	soldier_npc_10053	1	0	skill404405	4	
2697	soldier_npc_10053	1	0	skill404405	5	
2698	soldier_npc_10053	1	0	skill404405	6	
2699	soldier_npc_10053	1	0	skill404405	7	
2700	soldier_npc_10053	1	0	skill404405	8	
2701	soldier_npc_10053	1	0	skill404405	9	
2702	soldier_npc_10053	1	0	skill404405	10	
2703	soldier_npc_10053	2	35	skill404401	1	
2704	soldier_npc_10053	2	35	skill404401	2	item105000000068,2
2705	soldier_npc_10053	2	35	skill404401	3	item105000000068,4
2706	soldier_npc_10053	2	35	skill404401	4	item105000000068,6
2707	soldier_npc_10053	2	41	skill404401	5	item105000000068,8
2708	soldier_npc_10053	2	41	skill404401	6	item105000000068,10
2709	soldier_npc_10053	2	61	skill404401	7	item105000000068,12
2710	soldier_npc_10053	2	61	skill404401	8	item105000000068,14
2711	soldier_npc_10053	2	71	skill404401	9	item105000000068,16
2712	soldier_npc_10053	2	71	skill404401	10	item105000000068,18
2713	soldier_npc_10053	2	35	skill404402	1	
2714	soldier_npc_10053	2	35	skill404402	2	item105000000069,2
2715	soldier_npc_10053	2	35	skill404402	3	item105000000069,4
2716	soldier_npc_10053	2	35	skill404402	4	item105000000069,6
2717	soldier_npc_10053	2	41	skill404402	5	item105000000069,8
2718	soldier_npc_10053	2	41	skill404402	6	item105000000069,10
2719	soldier_npc_10053	2	61	skill404402	7	item105000000069,12
2720	soldier_npc_10053	2	61	skill404402	8	item105000000069,14
2721	soldier_npc_10053	2	71	skill404402	9	item105000000069,16
2722	soldier_npc_10053	2	71	skill404402	10	item105000000069,18
2723	soldier_npc_10053	2	35	skill404403	1	
2724	soldier_npc_10053	2	35	skill404403	2	item105000000070,2
2725	soldier_npc_10053	2	35	skill404403	3	item105000000070,4
2726	soldier_npc_10053	2	35	skill404403	4	item105000000070,6
2727	soldier_npc_10053	2	41	skill404403	5	item105000000070,8
2728	soldier_npc_10053	2	41	skill404403	6	item105000000070,10
2729	soldier_npc_10053	2	61	skill404403	7	item105000000070,12
2730	soldier_npc_10053	2	61	skill404403	8	item105000000070,14
2731	soldier_npc_10053	2	71	skill404403	9	item105000000070,16
2732	soldier_npc_10053	2	71	skill404403	10	item105000000070,18
2733	soldier_npc_10053	2	35	skill404404	1	
2734	soldier_npc_10053	2	35	skill404404	2	item105000000071,2
2735	soldier_npc_10053	2	35	skill404404	3	item105000000071,4
2736	soldier_npc_10053	2	35	skill404404	4	item105000000071,6
2737	soldier_npc_10053	2	41	skill404404	5	item105000000071,8
2738	soldier_npc_10053	2	41	skill404404	6	item105000000071,10
2739	soldier_npc_10053	2	61	skill404404	7	item105000000071,12
2740	soldier_npc_10053	2	61	skill404404	8	item105000000071,14
2741	soldier_npc_10053	2	71	skill404404	9	item105000000071,16
2742	soldier_npc_10053	2	71	skill404404	10	item105000000071,18
2743	soldier_npc_10053	3	0	skill404406	1	
2744	soldier_npc_10053	3	0	skill404407	1	
2745	soldier_npc_10053	3	0	skill404408	1	
2746	soldier_npc_10053	3	0	skill404409	1	
2747	soldier_npc_10054	1	0	skill404505	1	
2748	soldier_npc_10054	1	0	skill404505	2	
2749	soldier_npc_10054	1	0	skill404505	3	
2750	soldier_npc_10054	1	0	skill404505	4	
2751	soldier_npc_10054	1	0	skill404505	5	
2752	soldier_npc_10054	1	0	skill404505	6	
2753	soldier_npc_10054	1	0	skill404505	7	
2754	soldier_npc_10054	1	0	skill404505	8	
2755	soldier_npc_10054	1	0	skill404505	9	
2756	soldier_npc_10054	1	0	skill404505	10	
2757	soldier_npc_10054	2	35	skill404501	1	
2758	soldier_npc_10054	2	35	skill404501	2	item105000000068,2
2759	soldier_npc_10054	2	35	skill404501	3	item105000000068,4
2760	soldier_npc_10054	2	35	skill404501	4	item105000000068,6
2761	soldier_npc_10054	2	41	skill404501	5	item105000000068,8
2762	soldier_npc_10054	2	41	skill404501	6	item105000000068,10
2763	soldier_npc_10054	2	61	skill404501	7	item105000000068,12
2764	soldier_npc_10054	2	61	skill404501	8	item105000000068,14
2765	soldier_npc_10054	2	71	skill404501	9	item105000000068,16
2766	soldier_npc_10054	2	71	skill404501	10	item105000000068,18
2767	soldier_npc_10054	2	35	skill404502	1	
2768	soldier_npc_10054	2	35	skill404502	2	item105000000069,2
2769	soldier_npc_10054	2	35	skill404502	3	item105000000069,4
2770	soldier_npc_10054	2	35	skill404502	4	item105000000069,6
2771	soldier_npc_10054	2	41	skill404502	5	item105000000069,8
2772	soldier_npc_10054	2	41	skill404502	6	item105000000069,10
2773	soldier_npc_10054	2	61	skill404502	7	item105000000069,12
2774	soldier_npc_10054	2	61	skill404502	8	item105000000069,14
2775	soldier_npc_10054	2	71	skill404502	9	item105000000069,16
2776	soldier_npc_10054	2	71	skill404502	10	item105000000069,18
2777	soldier_npc_10054	2	35	skill404503	1	
2778	soldier_npc_10054	2	35	skill404503	2	item105000000070,2
2779	soldier_npc_10054	2	35	skill404503	3	item105000000070,4
2780	soldier_npc_10054	2	35	skill404503	4	item105000000070,6
2781	soldier_npc_10054	2	41	skill404503	5	item105000000070,8
2782	soldier_npc_10054	2	41	skill404503	6	item105000000070,10
2783	soldier_npc_10054	2	61	skill404503	7	item105000000070,12
2784	soldier_npc_10054	2	61	skill404503	8	item105000000070,14
2785	soldier_npc_10054	2	71	skill404503	9	item105000000070,16
2786	soldier_npc_10054	2	71	skill404503	10	item105000000070,18
2787	soldier_npc_10054	2	35	skill404504	1	
2788	soldier_npc_10054	2	35	skill404504	2	item105000000071,2
2789	soldier_npc_10054	2	35	skill404504	3	item105000000071,4
2790	soldier_npc_10054	2	35	skill404504	4	item105000000071,6
2791	soldier_npc_10054	2	41	skill404504	5	item105000000071,8
2792	soldier_npc_10054	2	41	skill404504	6	item105000000071,10
2793	soldier_npc_10054	2	61	skill404504	7	item105000000071,12
2794	soldier_npc_10054	2	61	skill404504	8	item105000000071,14
2795	soldier_npc_10054	2	71	skill404504	9	item105000000071,16
2796	soldier_npc_10054	2	71	skill404504	10	item105000000071,18
2797	soldier_npc_10054	3	0	skill404506	1	
2798	soldier_npc_10054	3	0	skill404507	1	
2799	soldier_npc_10054	3	0	skill404508	1	
2800	soldier_npc_10054	3	0	skill404509	1	
2801	soldier_npc_10055	1	0	skill404605	1	
2802	soldier_npc_10055	1	0	skill404605	2	
2803	soldier_npc_10055	1	0	skill404605	3	
2804	soldier_npc_10055	1	0	skill404605	4	
2805	soldier_npc_10055	1	0	skill404605	5	
2806	soldier_npc_10055	1	0	skill404605	6	
2807	soldier_npc_10055	1	0	skill404605	7	
2808	soldier_npc_10055	1	0	skill404605	8	
2809	soldier_npc_10055	1	0	skill404605	9	
2810	soldier_npc_10055	1	0	skill404605	10	
2811	soldier_npc_10055	2	35	skill404601	1	
2812	soldier_npc_10055	2	35	skill404601	2	item105000000068,2
2813	soldier_npc_10055	2	35	skill404601	3	item105000000068,4
2814	soldier_npc_10055	2	35	skill404601	4	item105000000068,6
2815	soldier_npc_10055	2	41	skill404601	5	item105000000068,8
2816	soldier_npc_10055	2	41	skill404601	6	item105000000068,10
2817	soldier_npc_10055	2	61	skill404601	7	item105000000068,12
2818	soldier_npc_10055	2	61	skill404601	8	item105000000068,14
2819	soldier_npc_10055	2	71	skill404601	9	item105000000068,16
2820	soldier_npc_10055	2	71	skill404601	10	item105000000068,18
2821	soldier_npc_10055	2	35	skill404602	1	
2822	soldier_npc_10055	2	35	skill404602	2	item105000000069,2
2823	soldier_npc_10055	2	35	skill404602	3	item105000000069,4
2824	soldier_npc_10055	2	35	skill404602	4	item105000000069,6
2825	soldier_npc_10055	2	41	skill404602	5	item105000000069,8
2826	soldier_npc_10055	2	41	skill404602	6	item105000000069,10
2827	soldier_npc_10055	2	61	skill404602	7	item105000000069,12
2828	soldier_npc_10055	2	61	skill404602	8	item105000000069,14
2829	soldier_npc_10055	2	71	skill404602	9	item105000000069,16
2830	soldier_npc_10055	2	71	skill404602	10	item105000000069,18
2831	soldier_npc_10055	2	35	skill404603	1	
2832	soldier_npc_10055	2	35	skill404603	2	item105000000070,2
2833	soldier_npc_10055	2	35	skill404603	3	item105000000070,4
2834	soldier_npc_10055	2	35	skill404603	4	item105000000070,6
2835	soldier_npc_10055	2	41	skill404603	5	item105000000070,8
2836	soldier_npc_10055	2	41	skill404603	6	item105000000070,10
2837	soldier_npc_10055	2	61	skill404603	7	item105000000070,12
2838	soldier_npc_10055	2	61	skill404603	8	item105000000070,14
2839	soldier_npc_10055	2	71	skill404603	9	item105000000070,16
2840	soldier_npc_10055	2	71	skill404603	10	item105000000070,18
2841	soldier_npc_10055	2	35	skill404604	1	
2842	soldier_npc_10055	2	35	skill404604	2	item105000000071,2
2843	soldier_npc_10055	2	35	skill404604	3	item105000000071,4
2844	soldier_npc_10055	2	35	skill404604	4	item105000000071,6
2845	soldier_npc_10055	2	41	skill404604	5	item105000000071,8
