ID		标签类型	拍卖类型	等待竞价时间	生命时长（开始竞价后）	货币类型	起拍竞价	每次竞价提升百分比	一口价	重置时间的节点	购买限制
1186	item101020505216	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1187	item101020505217	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1188	item101020505218	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1189	item101020505219	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1190	item101020505220	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1191	item101020505221	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1192	item101020505222	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1193	item101020505223	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1194	item101020505224	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1195	item101020505225	5	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1196	item101020505226	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1197	item101020505227	5	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1198	item101020505228	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1199	item101020505229	5	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1200	item101020505230	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1201	item101020505231	5	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1202	item101020505232	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1203	item101020505233	5	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1204	item101020505234	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1205	item101020505235	5	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1206	item101020505236	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1207	item101020505237	5	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1208	item101020505238	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1209	item101020505239	5	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1210	item101020505240	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1211	item101020505241	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1212	item101020505242	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1213	item101020505243	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1214	item101020505245	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1215	item101020505246	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1216	item101020505247	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1217	item101020505248	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1218	item101020505249	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1219	item101020505250	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1220	item101020505251	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1221	item101020505252	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1222	item101020505253	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1223	item101020505301	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1224	item101020505302	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1225	item101020505303	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1226	item101020505304	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1227	item101020505305	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1228	item101020505306	5	3	300	3600	2	28800	1000	57600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1229	item101020505307	5	3	300	3600	2	28800	1000	57600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1230	item101020505308	5	3	300	3600	2	28800	1000	57600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1231	item101020505309	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1232	item101020505310	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1233	item101020505311	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1234	item101020505312	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1235	item101020505313	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1236	item101020505314	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1237	item101020505315	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1238	item101020505316	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1239	item101020505317	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1240	item101020505318	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1241	item101020505319	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1242	item101020505333	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1243	item101020505334	5	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1244	item101020506001	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1245	item101020506002	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1246	item101020506003	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1247	item101020506004	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1248	item101020506005	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1249	item101020506006	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1250	item101020506009	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1251	item101020506011	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1252	item101020506012	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1253	item101020506013	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1254	item101020506014	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1255	item101020506015	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1256	item101020506016	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1257	item101020506017	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1258	item101020506018	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1259	item101020506019	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1260	item101020506020	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1261	item101020506021	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1262	item101020506022	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1263	item101020506023	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1264	item101020506024	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1265	item101020506025	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1266	item101020506026	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1267	item101020506027	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1268	item101020506028	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1269	item101020506029	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1270	item101020506030	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1271	item101020506031	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1272	item101020506032	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1273	item101020506033	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1274	item101020506034	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1275	item101020506035	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1276	item101020506036	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1277	item101020506037	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1278	item101020506038	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1279	item101020506039	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1280	item101020506040	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1281	item101020506041	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1282	item101020506042	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1283	item101020506043	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1284	item101020506044	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1285	item101020506045	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1286	item101020506046	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1287	item101020506047	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1288	item101020506048	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1289	item101020506049	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1290	item101020506050	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1291	item101020506051	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1292	item101020506052	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1293	item101020506053	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1294	item101020506054	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1295	item101020506055	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1296	item101020506056	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1297	item101020506057	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1298	item101020506058	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1299	item101020506059	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1300	item101020506061	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1301	item101020506062	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1302	item101020506063	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1303	item101020506064	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1304	item101020506065	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1305	item101020506066	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1306	item101020506067	5	3	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1307	item101020506068	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1308	item101020506069	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1309	item101020506070	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1310	item101020506071	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1311	item101020506072	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1312	item101020506073	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1313	item101020506074	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1314	item101020506075	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1315	item101020506076	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1316	item101020506077	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1317	item101020506078	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1318	item101020506079	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1319	item101020506080	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1320	item101020506081	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1321	item101020506082	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1322	item101020506083	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1323	item101020506084	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1324	item101020506085	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1325	item101020506086	5	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1326	item101020506087	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1327	item101020506088	5	3	300	3600	2	3200	1000	6400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1328	item101040101101	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1329	item101040101102	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1330	item101040101103	5	3	300	7200	2	800000	1000	1600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1331	item101040101104	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1332	item101040101105	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1333	item101040101106	5	3	300	7200	2	800000	1000	1600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1334	item101040101107	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1335	item101040101108	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1336	item101040101109	5	3	300	7200	2	800000	1000	1600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1337	item101040101110	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1338	item101040101111	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1339	item101040101112	5	3	300	7200	2	800000	1000	1600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1340	item101040101113	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1341	item101040101114	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1342	item101040101115	5	3	300	7200	2	800000	1000	1600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1343	item103010132001	2	3	300	3600	2	16000	1000	32000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1344	item103010132011	2	3	300	3600	2	16000	1000	32000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1345	item103010132021	2	3	300	3600	2	16000	1000	32000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1346	item103010132031	2	3	300	3600	2	16000	1000	32000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1347	item103010132101	2	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1348	item103010132111	2	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1349	item103010132201	2	3	300	7200	2	800000	1000	1600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1350	item103010132211	2	3	300	7200	2	800000	1000	1600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1351	item103010132221	2	3	300	7200	2	800000	1000	1600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1352	item103010132231	2	3	300	7200	2	800000	1000	1600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1353	item103010132301	2	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1354	item103010132311	2	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1355	item103010132321	2	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1356	item103010132331	2	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1357	item103010133001	2	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1358	item103010133101	2	3	300	7200	2	400000	1000	800000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1359	item103010133111	2	3	300	7200	2	400000	1000	800000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1360	item103010133201	2	3	300	7200	2	1600000	1000	3200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1361	item103010133301	2	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1362	item103010134001	2	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1363	item103010134101	2	3	300	7200	2	400000	1000	800000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1364	item103010134111	2	3	300	7200	2	400000	1000	800000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1365	item103010134201	2	3	300	7200	2	1600000	1000	3200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1366	item103010134301	2	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1367	item103010135001	2	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1368	item103010135101	2	3	300	7200	2	400000	1000	800000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1369	item103010135111	2	3	300	7200	2	400000	1000	800000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1370	item103010135201	2	3	300	7200	2	1600000	1000	3200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1371	item103010135301	2	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1372	item103010136001	2	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1373	item103010136101	2	3	300	7200	2	400000	1000	800000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1374	item103010136111	2	3	300	7200	2	400000	1000	800000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1375	item103010136201	2	3	300	7200	2	1600000	1000	3200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1376	item103010136301	2	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1377	item103010137001	2	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1378	item103010137101	2	3	300	7200	2	400000	1000	800000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1379	item103010137111	2	3	300	7200	2	400000	1000	800000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1380	item103010137201	2	3	300	7200	2	1600000	1000	3200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1381	item103010137301	2	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1382	item103010138001	2	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1383	item103010138101	2	3	300	7200	2	400000	1000	800000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1384	item103010138111	2	3	300	7200	2	400000	1000	800000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1385	item103010138201	2	3	300	7200	2	1600000	1000	3200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1386	item103010138301	2	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1387	item103015110401	2	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1388	item103015110402	2	3	300	3600	2	19200	1000	38400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1389	item103015110403	2	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1390	item103015110404	2	3	300	3600	2	25600	1000	51200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1391	item103015110405	2	3	300	3600	2	25600	1000	51200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1392	item103015110406	2	3	300	7200	2	800000	1000	1600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1393	item103015110407	2	3	300	3600	2	19200	1000	38400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1394	item103015110412	2	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1395	item103015110408	2	3	300	3600	2	38400	1000	76800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1396	item103015110409	2	3	300	3600	2	19200	1000	38400	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1397	item103015110302	2	3	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1398	item103015110303	2	3	300	3600	2	8000	1000	16000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1399	item103015110305	2	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1400	item103015110417	2	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1401	item9307050430999	4	3	300	3600	2	32000	1000	64000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1402	item9308050430999	4	3	300	3600	2	32000	1000	64000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1403	item9309050430999	4	3	300	3600	2	32000	1000	64000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1404	item9310050430999	4	3	300	3600	2	32000	1000	64000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1405	item9307060430999	4	3	300	3600	2	64000	1000	128000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1406	item9308060430999	4	3	300	3600	2	64000	1000	128000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1407	item9309060430999	4	3	300	3600	2	64000	1000	128000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1408	item9310060430999	4	3	300	3600	2	64000	1000	128000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1409	item171000101032	2	3	300	7200	2	240000	1000	480000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1410	item102020060003	2	3	300	7200	2	1200000	1000	2400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1411	item8102020060003	2	3	300	7200	2	1200000	1000	2400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1412	item211000000003	2	3	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1413	item104000000001	2	3	300	3600	2	9000	1000	18000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1414	item104000000002	2	3	300	3600	2	24000	1000	48000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1415	item104000000003	2	3	300	3600	2	75000	1000	150000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1416	item104000000004	2	3	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1417	item104000000005	2	3	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1418	item104000000006	2	3	300	3600	2	4800	1000	9600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1419	item104000000007	2	3	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1420	item104000000008	2	3	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
