流水id	技能宝石	进阶等级	最大等级	收集属性倍率	镶嵌属性倍率	收集额外属性	镶嵌额外属性	技能效果评分	突破所需材料	进阶需求货币数量
1141	50303001	6	140	0.000000	2.000000	4,314;23,1044	4,573;1,5733;23,1911;22,1911	1200		
1142	50304001	0	20	0.000000	1.000000	1,1200;24,400	3,190;1,1900;24,633;25,633	600	item17902050304001,10	item1000,500000
1143	50304001	1	40	0.000000	1.170000	1,1440;24,480	3,217;1,2175;24,725;25,725	700	item17902050304001,20	item1000,1000000
1144	50304001	2	60	0.000000	1.330000	1,1632;24,544	3,255;1,2555;24,851;25,851	800	item17902050304001,40	item1000,1500000
1145	50304001	3	80	0.000000	1.500000	1,1872;24,624	3,307;1,3070;24,1023;25,1023	900	item17902050304001,70	item1000,2000000
1146	50304001	4	100	0.000000	1.670000	1,2172;24,724	3,376;1,3762;24,1254;25,1254	1000	item17902050304001,110	item1000,2500000
1147	50304001	5	120	0.000000	1.830000	1,2572;24,858	3,463;1,4633;24,1544;25,1544	1100	item17902050304001,160	item1000,3000000
1148	50304001	6	140	0.000000	2.000000	1,3132;24,1044	3,573;1,5733;24,1911;25,1911	1200		
1149	50305001	0	20	0.000000	1.000000	4,120;26,400	4,190;1,1900;23,633;26,633	600	item17902050305001,10	item1000,500000
1150	50305001	1	40	0.000000	1.170000	4,144;26,480	4,217;1,2175;23,725;26,725	700	item17902050305001,20	item1000,1000000
1151	50305001	2	60	0.000000	1.330000	4,164;26,544	4,255;1,2555;23,851;26,851	800	item17902050305001,40	item1000,1500000
1152	50305001	3	80	0.000000	1.500000	4,188;26,624	4,307;1,3070;23,1023;26,1023	900	item17902050305001,70	item1000,2000000
1153	50305001	4	100	0.000000	1.670000	4,218;26,724	4,376;1,3762;23,1254;26,1254	1000	item17902050305001,110	item1000,2500000
1154	50305001	5	120	0.000000	1.830000	4,258;26,858	4,463;1,4633;23,1544;26,1544	1100	item17902050305001,160	item1000,3000000
1155	50305001	6	140	0.000000	2.000000	4,314;26,1044	4,573;1,5733;23,1911;26,1911	1200		
1156	50306001	0	20	0.000000	1.000000	4,120;21,400	3,190;4,190;24,633;21,633	600	item17902050306001,10	item1000,500000
1157	50306001	1	40	0.000000	1.170000	4,144;21,480	3,217;4,217;24,725;21,725	700	item17902050306001,20	item1000,1000000
1158	50306001	2	60	0.000000	1.330000	4,164;21,544	3,255;4,255;24,851;21,851	800	item17902050306001,40	item1000,1500000
1159	50306001	3	80	0.000000	1.500000	4,188;21,624	3,307;4,307;24,1023;21,1023	900	item17902050306001,70	item1000,2000000
1160	50306001	4	100	0.000000	1.670000	4,218;21,724	3,376;4,376;24,1254;21,1254	1000	item17902050306001,110	item1000,2500000
1161	50306001	5	120	0.000000	1.830000	4,258;21,858	3,463;4,463;24,1544;21,1544	1100	item17902050306001,160	item1000,3000000
1162	50306001	6	140	0.000000	2.000000	4,314;21,1044	3,573;4,573;24,1911;21,1911	1200		
1163	50307001	0	20	0.000000	1.000000	3,120;22,400	3,190;1,1900;25,633;22,633	600	item17902050307001,10	item1000,500000
1164	50307001	1	40	0.000000	1.170000	3,144;22,480	3,217;1,2175;25,725;22,725	700	item17902050307001,20	item1000,1000000
1165	50307001	2	60	0.000000	1.330000	3,164;22,544	3,255;1,2555;25,851;22,851	800	item17902050307001,40	item1000,1500000
1166	50307001	3	80	0.000000	1.500000	3,188;22,624	3,307;1,3070;25,1023;22,1023	900	item17902050307001,70	item1000,2000000
1167	50307001	4	100	0.000000	1.670000	3,218;22,724	3,376;1,3762;25,1254;22,1254	1000	item17902050307001,110	item1000,2500000
1168	50307001	5	120	0.000000	1.830000	3,258;22,858	3,463;1,4633;25,1544;22,1544	1100	item17902050307001,160	item1000,3000000
1169	50307001	6	140	0.000000	2.000000	3,314;22,1044	3,573;1,5733;25,1911;22,1911	1200		
1170	50308001	0	20	0.000000	1.000000	3,120;25,400	3,190;1,1900;25,633;22,633	600	item17902050308001,10	item1000,500000
1171	50308001	1	40	0.000000	1.170000	3,144;25,480	3,217;1,2175;25,725;22,725	700	item17902050308001,20	item1000,1000000
1172	50308001	2	60	0.000000	1.330000	3,164;25,544	3,255;1,2555;25,851;22,851	800	item17902050308001,40	item1000,1500000
1173	50308001	3	80	0.000000	1.500000	3,188;25,624	3,307;1,3070;25,1023;22,1023	900	item17902050308001,70	item1000,2000000
1174	50308001	4	100	0.000000	1.670000	3,218;25,724	3,376;1,3762;25,1254;22,1254	1000	item17902050308001,110	item1000,2500000
1175	50308001	5	120	0.000000	1.830000	3,258;25,858	3,463;1,4633;25,1544;22,1544	1100	item17902050308001,160	item1000,3000000
1176	50308001	6	140	0.000000	2.000000	3,314;25,1044	3,573;1,5733;25,1911;22,1911	1200		
1177	50401001	0	20	0.000000	1.000000	1,1200;26,400	4,190;1,1900;26,633;21,633	600	item17902050401001,10	item1000,500000
1178	50401001	1	40	0.000000	1.170000	1,1440;26,480	4,217;1,2175;26,725;21,725	700	item17902050401001,20	item1000,1000000
1179	50401001	2	60	0.000000	1.330000	1,1632;26,544	4,255;1,2555;26,851;21,851	800	item17902050401001,40	item1000,1500000
1180	50401001	3	80	0.000000	1.500000	1,1872;26,624	4,307;1,3070;26,1023;21,1023	900	item17902050401001,70	item1000,2000000
1181	50401001	4	100	0.000000	1.670000	1,2172;26,724	4,376;1,3762;26,1254;21,1254	1000	item17902050401001,110	item1000,2500000
1182	50401001	5	120	0.000000	1.830000	1,2572;26,858	4,463;1,4633;26,1544;21,1544	1100	item17902050401001,160	item1000,3000000
1183	50401001	6	140	0.000000	2.000000	1,3132;26,1044	4,573;1,5733;26,1911;21,1911	1200		
1184	50402001	0	20	0.000000	1.000000	1,1200;24,400	4,190;1,1900;24,633;21,633	600	item17902050402001,10	item1000,500000
1185	50402001	1	40	0.000000	1.170000	1,1440;24,480	4,217;1,2175;24,725;21,725	700	item17902050402001,20	item1000,1000000
1186	50402001	2	60	0.000000	1.330000	1,1632;24,544	4,255;1,2555;24,851;21,851	800	item17902050402001,40	item1000,1500000
1187	50402001	3	80	0.000000	1.500000	1,1872;24,624	4,307;1,3070;24,1023;21,1023	900	item17902050402001,70	item1000,2000000
1188	50402001	4	100	0.000000	1.670000	1,2172;24,724	4,376;1,3762;24,1254;21,1254	1000	item17902050402001,110	item1000,2500000
1189	50402001	5	120	0.000000	1.830000	1,2572;24,858	4,463;1,4633;24,1544;21,1544	1100	item17902050402001,160	item1000,3000000
1190	50402001	6	140	0.000000	2.000000	1,3132;24,1044	4,573;1,5733;24,1911;21,1911	1200		
1191	50403001	0	20	0.000000	1.000000	4,120;23,400	4,190;1,1900;23,633;22,633	600	item17902050403001,10	item1000,500000
1192	50403001	1	40	0.000000	1.170000	4,144;23,480	4,217;1,2175;23,725;22,725	700	item17902050403001,20	item1000,1000000
1193	50403001	2	60	0.000000	1.330000	4,164;23,544	4,255;1,2555;23,851;22,851	800	item17902050403001,40	item1000,1500000
1194	50403001	3	80	0.000000	1.500000	4,188;23,624	4,307;1,3070;23,1023;22,1023	900	item17902050403001,70	item1000,2000000
1195	50403001	4	100	0.000000	1.670000	4,218;23,724	4,376;1,3762;23,1254;22,1254	1000	item17902050403001,110	item1000,2500000
1196	50403001	5	120	0.000000	1.830000	4,258;23,858	4,463;1,4633;23,1544;22,1544	1100	item17902050403001,160	item1000,3000000
1197	50403001	6	140	0.000000	2.000000	4,314;23,1044	4,573;1,5733;23,1911;22,1911	1200		
1198	50404001	0	20	0.000000	1.000000	1,1200;24,400	3,190;1,1900;24,633;25,633	600	item17902050404001,10	item1000,500000
1199	50404001	1	40	0.000000	1.170000	1,1440;24,480	3,217;1,2175;24,725;25,725	700	item17902050404001,20	item1000,1000000
1200	50404001	2	60	0.000000	1.330000	1,1632;24,544	3,255;1,2555;24,851;25,851	800	item17902050404001,40	item1000,1500000
1201	50404001	3	80	0.000000	1.500000	1,1872;24,624	3,307;1,3070;24,1023;25,1023	900	item17902050404001,70	item1000,2000000
1202	50404001	4	100	0.000000	1.670000	1,2172;24,724	3,376;1,3762;24,1254;25,1254	1000	item17902050404001,110	item1000,2500000
1203	50404001	5	120	0.000000	1.830000	1,2572;24,858	3,463;1,4633;24,1544;25,1544	1100	item17902050404001,160	item1000,3000000
1204	50404001	6	140	0.000000	2.000000	1,3132;24,1044	3,573;1,5733;24,1911;25,1911	1200		
1205	50405001	0	20	0.000000	1.000000	4,120;26,400	4,190;1,1900;23,633;26,633	600	item17902050405001,10	item1000,500000
1206	50405001	1	40	0.000000	1.170000	4,144;26,480	4,217;1,2175;23,725;26,725	700	item17902050405001,20	item1000,1000000
1207	50405001	2	60	0.000000	1.330000	4,164;26,544	4,255;1,2555;23,851;26,851	800	item17902050405001,40	item1000,1500000
1208	50405001	3	80	0.000000	1.500000	4,188;26,624	4,307;1,3070;23,1023;26,1023	900	item17902050405001,70	item1000,2000000
1209	50405001	4	100	0.000000	1.670000	4,218;26,724	4,376;1,3762;23,1254;26,1254	1000	item17902050405001,110	item1000,2500000
1210	50405001	5	120	0.000000	1.830000	4,258;26,858	4,463;1,4633;23,1544;26,1544	1100	item17902050405001,160	item1000,3000000
1211	50405001	6	140	0.000000	2.000000	4,314;26,1044	4,573;1,5733;23,1911;26,1911	1200		
1212	50406001	0	20	0.000000	1.000000	4,120;21,400	3,190;4,190;24,633;21,633	600	item17902050406001,10	item1000,500000
1213	50406001	1	40	0.000000	1.170000	4,144;21,480	3,217;4,217;24,725;21,725	700	item17902050406001,20	item1000,1000000
1214	50406001	2	60	0.000000	1.330000	4,164;21,544	3,255;4,255;24,851;21,851	800	item17902050406001,40	item1000,1500000
1215	50406001	3	80	0.000000	1.500000	4,188;21,624	3,307;4,307;24,1023;21,1023	900	item17902050406001,70	item1000,2000000
1216	50406001	4	100	0.000000	1.670000	4,218;21,724	3,376;4,376;24,1254;21,1254	1000	item17902050406001,110	item1000,2500000
1217	50406001	5	120	0.000000	1.830000	4,258;21,858	3,463;4,463;24,1544;21,1544	1100	item17902050406001,160	item1000,3000000
1218	50406001	6	140	0.000000	2.000000	4,314;21,1044	3,573;4,573;24,1911;21,1911	1200		
1219	50407001	0	20	0.000000	1.000000	3,120;22,400	3,190;1,1900;25,633;22,633	600	item17902050407001,10	item1000,500000
1220	50407001	1	40	0.000000	1.170000	3,144;22,480	3,217;1,2175;25,725;22,725	700	item17902050407001,20	item1000,1000000
1221	50407001	2	60	0.000000	1.330000	3,164;22,544	3,255;1,2555;25,851;22,851	800	item17902050407001,40	item1000,1500000
1222	50407001	3	80	0.000000	1.500000	3,188;22,624	3,307;1,3070;25,1023;22,1023	900	item17902050407001,70	item1000,2000000
1223	50407001	4	100	0.000000	1.670000	3,218;22,724	3,376;1,3762;25,1254;22,1254	1000	item17902050407001,110	item1000,2500000
1224	50407001	5	120	0.000000	1.830000	3,258;22,858	3,463;1,4633;25,1544;22,1544	1100	item17902050407001,160	item1000,3000000
1225	50407001	6	140	0.000000	2.000000	3,314;22,1044	3,573;1,5733;25,1911;22,1911	1200		
1226	50408001	0	20	0.000000	1.000000	3,120;25,400	3,190;1,1900;25,633;22,633	600	item17902050408001,10	item1000,500000
1227	50408001	1	40	0.000000	1.170000	3,144;25,480	3,217;1,2175;25,725;22,725	700	item17902050408001,20	item1000,1000000
1228	50408001	2	60	0.000000	1.330000	3,164;25,544	3,255;1,2555;25,851;22,851	800	item17902050408001,40	item1000,1500000
1229	50408001	3	80	0.000000	1.500000	3,188;25,624	3,307;1,3070;25,1023;22,1023	900	item17902050408001,70	item1000,2000000
1230	50408001	4	100	0.000000	1.670000	3,218;25,724	3,376;1,3762;25,1254;22,1254	1000	item17902050408001,110	item1000,2500000
1231	50408001	5	120	0.000000	1.830000	3,258;25,858	3,463;1,4633;25,1544;22,1544	1100	item17902050408001,160	item1000,3000000
1232	50408001	6	140	0.000000	2.000000	3,314;25,1044	3,573;1,5733;25,1911;22,1911	1200		
1233	50501001	0	20	0.000000	1.000000	1,1200;26,400	4,190;1,1900;26,633;21,633	600	item17902050501001,10	item1000,500000
1234	50501001	1	40	0.000000	1.170000	1,1440;26,480	4,217;1,2175;26,725;21,725	700	item17902050501001,20	item1000,1000000
1235	50501001	2	60	0.000000	1.330000	1,1632;26,544	4,255;1,2555;26,851;21,851	800	item17902050501001,40	item1000,1500000
1236	50501001	3	80	0.000000	1.500000	1,1872;26,624	4,307;1,3070;26,1023;21,1023	900	item17902050501001,70	item1000,2000000
1237	50501001	4	100	0.000000	1.670000	1,2172;26,724	4,376;1,3762;26,1254;21,1254	1000	item17902050501001,110	item1000,2500000
1238	50501001	5	120	0.000000	1.830000	1,2572;26,858	4,463;1,4633;26,1544;21,1544	1100	item17902050501001,160	item1000,3000000
1239	50501001	6	140	0.000000	2.000000	1,3132;26,1044	4,573;1,5733;26,1911;21,1911	1200		
1240	50502001	0	20	0.000000	1.000000	1,1200;24,400	4,190;1,1900;24,633;21,633	600	item17902050502001,10	item1000,500000
1241	50502001	1	40	0.000000	1.170000	1,1440;24,480	4,217;1,2175;24,725;21,725	700	item17902050502001,20	item1000,1000000
1242	50502001	2	60	0.000000	1.330000	1,1632;24,544	4,255;1,2555;24,851;21,851	800	item17902050502001,40	item1000,1500000
1243	50502001	3	80	0.000000	1.500000	1,1872;24,624	4,307;1,3070;24,1023;21,1023	900	item17902050502001,70	item1000,2000000
1244	50502001	4	100	0.000000	1.670000	1,2172;24,724	4,376;1,3762;24,1254;21,1254	1000	item17902050502001,110	item1000,2500000
1245	50502001	5	120	0.000000	1.830000	1,2572;24,858	4,463;1,4633;24,1544;21,1544	1100	item17902050502001,160	item1000,3000000
1246	50502001	6	140	0.000000	2.000000	1,3132;24,1044	4,573;1,5733;24,1911;21,1911	1200		
1247	50503001	0	20	0.000000	1.000000	4,120;23,400	4,190;1,1900;23,633;22,633	600	item17902050503001,10	item1000,500000
1248	50503001	1	40	0.000000	1.170000	4,144;23,480	4,217;1,2175;23,725;22,725	700	item17902050503001,20	item1000,1000000
1249	50503001	2	60	0.000000	1.330000	4,164;23,544	4,255;1,2555;23,851;22,851	800	item17902050503001,40	item1000,1500000
1250	50503001	3	80	0.000000	1.500000	4,188;23,624	4,307;1,3070;23,1023;22,1023	900	item17902050503001,70	item1000,2000000
1251	50503001	4	100	0.000000	1.670000	4,218;23,724	4,376;1,3762;23,1254;22,1254	1000	item17902050503001,110	item1000,2500000
1252	50503001	5	120	0.000000	1.830000	4,258;23,858	4,463;1,4633;23,1544;22,1544	1100	item17902050503001,160	item1000,3000000
1253	50503001	6	140	0.000000	2.000000	4,314;23,1044	4,573;1,5733;23,1911;22,1911	1200		
1254	50504001	0	20	0.000000	1.000000	1,1200;24,400	3,190;1,1900;24,633;25,633	600	item17902050504001,10	item1000,500000
1255	50504001	1	40	0.000000	1.170000	1,1440;24,480	3,217;1,2175;24,725;25,725	700	item17902050504001,20	item1000,1000000
1256	50504001	2	60	0.000000	1.330000	1,1632;24,544	3,255;1,2555;24,851;25,851	800	item17902050504001,40	item1000,1500000
1257	50504001	3	80	0.000000	1.500000	1,1872;24,624	3,307;1,3070;24,1023;25,1023	900	item17902050504001,70	item1000,2000000
1258	50504001	4	100	0.000000	1.670000	1,2172;24,724	3,376;1,3762;24,1254;25,1254	1000	item17902050504001,110	item1000,2500000
1259	50504001	5	120	0.000000	1.830000	1,2572;24,858	3,463;1,4633;24,1544;25,1544	1100	item17902050504001,160	item1000,3000000
1260	50504001	6	140	0.000000	2.000000	1,3132;24,1044	3,573;1,5733;24,1911;25,1911	1200		
1261	50505001	0	20	0.000000	1.000000	4,120;26,400	4,190;1,1900;23,633;26,633	600	item17902050505001,10	item1000,500000
1262	50505001	1	40	0.000000	1.170000	4,144;26,480	4,217;1,2175;23,725;26,725	700	item17902050505001,20	item1000,1000000
1263	50505001	2	60	0.000000	1.330000	4,164;26,544	4,255;1,2555;23,851;26,851	800	item17902050505001,40	item1000,1500000
1264	50505001	3	80	0.000000	1.500000	4,188;26,624	4,307;1,3070;23,1023;26,1023	900	item17902050505001,70	item1000,2000000
1265	50505001	4	100	0.000000	1.670000	4,218;26,724	4,376;1,3762;23,1254;26,1254	1000	item17902050505001,110	item1000,2500000
1266	50505001	5	120	0.000000	1.830000	4,258;26,858	4,463;1,4633;23,1544;26,1544	1100	item17902050505001,160	item1000,3000000
1267	50505001	6	140	0.000000	2.000000	4,314;26,1044	4,573;1,5733;23,1911;26,1911	1200		
1268	50506001	0	20	0.000000	1.000000	4,120;21,400	3,190;4,190;24,633;21,633	600	item17902050506001,10	item1000,500000
1269	50506001	1	40	0.000000	1.170000	4,144;21,480	3,217;4,217;24,725;21,725	700	item17902050506001,20	item1000,1000000
1270	50506001	2	60	0.000000	1.330000	4,164;21,544	3,255;4,255;24,851;21,851	800	item17902050506001,40	item1000,1500000
1271	50506001	3	80	0.000000	1.500000	4,188;21,624	3,307;4,307;24,1023;21,1023	900	item17902050506001,70	item1000,2000000
1272	50506001	4	100	0.000000	1.670000	4,218;21,724	3,376;4,376;24,1254;21,1254	1000	item17902050506001,110	item1000,2500000
1273	50506001	5	120	0.000000	1.830000	4,258;21,858	3,463;4,463;24,1544;21,1544	1100	item17902050506001,160	item1000,3000000
1274	50506001	6	140	0.000000	2.000000	4,314;21,1044	3,573;4,573;24,1911;21,1911	1200		
1275	50507001	0	20	0.000000	1.000000	3,120;22,400	3,190;1,1900;25,633;22,633	600	item17902050507001,10	item1000,500000
1276	50507001	1	40	0.000000	1.170000	3,144;22,480	3,217;1,2175;25,725;22,725	700	item17902050507001,20	item1000,1000000
1277	50507001	2	60	0.000000	1.330000	3,164;22,544	3,255;1,2555;25,851;22,851	800	item17902050507001,40	item1000,1500000
1278	50507001	3	80	0.000000	1.500000	3,188;22,624	3,307;1,3070;25,1023;22,1023	900	item17902050507001,70	item1000,2000000
1279	50507001	4	100	0.000000	1.670000	3,218;22,724	3,376;1,3762;25,1254;22,1254	1000	item17902050507001,110	item1000,2500000
1280	50507001	5	120	0.000000	1.830000	3,258;22,858	3,463;1,4633;25,1544;22,1544	1100	item17902050507001,160	item1000,3000000
1281	50507001	6	140	0.000000	2.000000	3,314;22,1044	3,573;1,5733;25,1911;22,1911	1200		
1282	50508001	0	20	0.000000	1.000000	3,120;25,400	3,190;1,1900;25,633;22,633	600	item17902050508001,10	item1000,500000
1283	50508001	1	40	0.000000	1.170000	3,144;25,480	3,217;1,2175;25,725;22,725	700	item17902050508001,20	item1000,1000000
1284	50508001	2	60	0.000000	1.330000	3,164;25,544	3,255;1,2555;25,851;22,851	800	item17902050508001,40	item1000,1500000
1285	50508001	3	80	0.000000	1.500000	3,188;25,624	3,307;1,3070;25,1023;22,1023	900	item17902050508001,70	item1000,2000000
1286	50508001	4	100	0.000000	1.670000	3,218;25,724	3,376;1,3762;25,1254;22,1254	1000	item17902050508001,110	item1000,2500000
1287	50508001	5	120	0.000000	1.830000	3,258;25,858	3,463;1,4633;25,1544;22,1544	1100	item17902050508001,160	item1000,3000000
1288	50508001	6	140	0.000000	2.000000	3,314;25,1044	3,573;1,5733;25,1911;22,1911	1200		
1289	50601001	0	20	0.000000	1.000000	1,1200;26,400	4,190;1,1900;26,633;21,633	600	item17902050601001,10	item1000,500000
1290	50601001	1	40	0.000000	1.170000	1,1440;26,480	4,217;1,2175;26,725;21,725	700	item17902050601001,20	item1000,1000000
1291	50601001	2	60	0.000000	1.330000	1,1632;26,544	4,255;1,2555;26,851;21,851	800	item17902050601001,40	item1000,1500000
1292	50601001	3	80	0.000000	1.500000	1,1872;26,624	4,307;1,3070;26,1023;21,1023	900	item17902050601001,70	item1000,2000000
1293	50601001	4	100	0.000000	1.670000	1,2172;26,724	4,376;1,3762;26,1254;21,1254	1000	item17902050601001,110	item1000,2500000
1294	50601001	5	120	0.000000	1.830000	1,2572;26,858	4,463;1,4633;26,1544;21,1544	1100	item17902050601001,160	item1000,3000000
1295	50601001	6	140	0.000000	2.000000	1,3132;26,1044	4,573;1,5733;26,1911;21,1911	1200		
1296	50602001	0	20	0.000000	1.000000	1,1200;24,400	4,190;1,1900;24,633;21,633	600	item17902050602001,10	item1000,500000
1297	50602001	1	40	0.000000	1.170000	1,1440;24,480	4,217;1,2175;24,725;21,725	700	item17902050602001,20	item1000,1000000
1298	50602001	2	60	0.000000	1.330000	1,1632;24,544	4,255;1,2555;24,851;21,851	800	item17902050602001,40	item1000,1500000
1299	50602001	3	80	0.000000	1.500000	1,1872;24,624	4,307;1,3070;24,1023;21,1023	900	item17902050602001,70	item1000,2000000
1300	50602001	4	100	0.000000	1.670000	1,2172;24,724	4,376;1,3762;24,1254;21,1254	1000	item17902050602001,110	item1000,2500000
1301	50602001	5	120	0.000000	1.830000	1,2572;24,858	4,463;1,4633;24,1544;21,1544	1100	item17902050602001,160	item1000,3000000
1302	50602001	6	140	0.000000	2.000000	1,3132;24,1044	4,573;1,5733;24,1911;21,1911	1200		
1303	50603001	0	20	0.000000	1.000000	4,120;23,400	4,190;1,1900;23,633;22,633	600	item17902050603001,10	item1000,500000
1304	50603001	1	40	0.000000	1.170000	4,144;23,480	4,217;1,2175;23,725;22,725	700	item17902050603001,20	item1000,1000000
1305	50603001	2	60	0.000000	1.330000	4,164;23,544	4,255;1,2555;23,851;22,851	800	item17902050603001,40	item1000,1500000
1306	50603001	3	80	0.000000	1.500000	4,188;23,624	4,307;1,3070;23,1023;22,1023	900	item17902050603001,70	item1000,2000000
1307	50603001	4	100	0.000000	1.670000	4,218;23,724	4,376;1,3762;23,1254;22,1254	1000	item17902050603001,110	item1000,2500000
1308	50603001	5	120	0.000000	1.830000	4,258;23,858	4,463;1,4633;23,1544;22,1544	1100	item17902050603001,160	item1000,3000000
1309	50603001	6	140	0.000000	2.000000	4,314;23,1044	4,573;1,5733;23,1911;22,1911	1200		
1310	50604001	0	20	0.000000	1.000000	1,1200;24,400	3,190;1,1900;24,633;25,633	600	item17902050604001,10	item1000,500000
1311	50604001	1	40	0.000000	1.170000	1,1440;24,480	3,217;1,2175;24,725;25,725	700	item17902050604001,20	item1000,1000000
1312	50604001	2	60	0.000000	1.330000	1,1632;24,544	3,255;1,2555;24,851;25,851	800	item17902050604001,40	item1000,1500000
1313	50604001	3	80	0.000000	1.500000	1,1872;24,624	3,307;1,3070;24,1023;25,1023	900	item17902050604001,70	item1000,2000000
1314	50604001	4	100	0.000000	1.670000	1,2172;24,724	3,376;1,3762;24,1254;25,1254	1000	item17902050604001,110	item1000,2500000
1315	50604001	5	120	0.000000	1.830000	1,2572;24,858	3,463;1,4633;24,1544;25,1544	1100	item17902050604001,160	item1000,3000000
1316	50604001	6	140	0.000000	2.000000	1,3132;24,1044	3,573;1,5733;24,1911;25,1911	1200		
1317	50605001	0	20	0.000000	1.000000	4,120;26,400	4,190;1,1900;23,633;26,633	600	item17902050605001,10	item1000,500000
1318	50605001	1	40	0.000000	1.170000	4,144;26,480	4,217;1,2175;23,725;26,725	700	item17902050605001,20	item1000,1000000
1319	50605001	2	60	0.000000	1.330000	4,164;26,544	4,255;1,2555;23,851;26,851	800	item17902050605001,40	item1000,1500000
1320	50605001	3	80	0.000000	1.500000	4,188;26,624	4,307;1,3070;23,1023;26,1023	900	item17902050605001,70	item1000,2000000
1321	50605001	4	100	0.000000	1.670000	4,218;26,724	4,376;1,3762;23,1254;26,1254	1000	item17902050605001,110	item1000,2500000
1322	50605001	5	120	0.000000	1.830000	4,258;26,858	4,463;1,4633;23,1544;26,1544	1100	item17902050605001,160	item1000,3000000
1323	50605001	6	140	0.000000	2.000000	4,314;26,1044	4,573;1,5733;23,1911;26,1911	1200		
1324	50606001	0	20	0.000000	1.000000	4,120;21,400	3,190;4,190;24,633;21,633	600	item17902050606001,10	item1000,500000
1325	50606001	1	40	0.000000	1.170000	4,144;21,480	3,217;4,217;24,725;21,725	700	item17902050606001,20	item1000,1000000
1326	50606001	2	60	0.000000	1.330000	4,164;21,544	3,255;4,255;24,851;21,851	800	item17902050606001,40	item1000,1500000
1327	50606001	3	80	0.000000	1.500000	4,188;21,624	3,307;4,307;24,1023;21,1023	900	item17902050606001,70	item1000,2000000
1328	50606001	4	100	0.000000	1.670000	4,218;21,724	3,376;4,376;24,1254;21,1254	1000	item17902050606001,110	item1000,2500000
1329	50606001	5	120	0.000000	1.830000	4,258;21,858	3,463;4,463;24,1544;21,1544	1100	item17902050606001,160	item1000,3000000
1330	50606001	6	140	0.000000	2.000000	4,314;21,1044	3,573;4,573;24,1911;21,1911	1200		
1331	50607001	0	20	0.000000	1.000000	3,120;22,400	3,190;1,1900;25,633;22,633	600	item17902050607001,10	item1000,500000
1332	50607001	1	40	0.000000	1.170000	3,144;22,480	3,217;1,2175;25,725;22,725	700	item17902050607001,20	item1000,1000000
1333	50607001	2	60	0.000000	1.330000	3,164;22,544	3,255;1,2555;25,851;22,851	800	item17902050607001,40	item1000,1500000
1334	50607001	3	80	0.000000	1.500000	3,188;22,624	3,307;1,3070;25,1023;22,1023	900	item17902050607001,70	item1000,2000000
1335	50607001	4	100	0.000000	1.670000	3,218;22,724	3,376;1,3762;25,1254;22,1254	1000	item17902050607001,110	item1000,2500000
1336	50607001	5	120	0.000000	1.830000	3,258;22,858	3,463;1,4633;25,1544;22,1544	1100	item17902050607001,160	item1000,3000000
1337	50607001	6	140	0.000000	2.000000	3,314;22,1044	3,573;1,5733;25,1911;22,1911	1200		
1338	50608001	0	20	0.000000	1.000000	3,120;25,400	3,190;1,1900;25,633;22,633	600	item17902050608001,10	item1000,500000
1339	50608001	1	40	0.000000	1.170000	3,144;25,480	3,217;1,2175;25,725;22,725	700	item17902050608001,20	item1000,1000000
1340	50608001	2	60	0.000000	1.330000	3,164;25,544	3,255;1,2555;25,851;22,851	800	item17902050608001,40	item1000,1500000
1341	50608001	3	80	0.000000	1.500000	3,188;25,624	3,307;1,3070;25,1023;22,1023	900	item17902050608001,70	item1000,2000000
1342	50608001	4	100	0.000000	1.670000	3,218;25,724	3,376;1,3762;25,1254;22,1254	1000	item17902050608001,110	item1000,2500000
1343	50608001	5	120	0.000000	1.830000	3,258;25,858	3,463;1,4633;25,1544;22,1544	1100	item17902050608001,160	item1000,3000000
1344	50608001	6	140	0.000000	2.000000	3,314;25,1044	3,573;1,5733;25,1911;22,1911	1200		
