流水ID	遗物ID	等级	星级	升级类型	特殊属性库id(前端用)	消耗道具	消耗碎片	消耗任意品质碎片	模型NPCID	模型特效
1147	4010	28	4	2	4010028	item171002000002,2			npc_relic_410	5900410
1148	4010	29	5	3	4010029	item171002000002,10	9004010,20	2,200;3,200	npc_relic_410	5900410
1149	4010	30	5	2	4010030	item171002000003,1			npc_relic_410	5900410
1150	4010	31	5	2	4010031	item171002000003,1			npc_relic_410	5900410
1151	4010	32	5	2	4010032	item171002000003,1			npc_relic_410	5900410
1152	4010	33	5	2	4010033	item171002000003,1			npc_relic_410	5900410
1153	4010	34	5	2	4010034	item171002000003,1			npc_relic_410	5900410
1154	4010	35	5	2	4010035	item171002000003,1			npc_relic_410	5900410
1155	4010	36	6	3	4010036	item171002000003,2	9004010,30	2,300;3,300	npc_relic_410	5900410
1156	4010	37	6	4	4010037		9004010,50	2,400;3,400	npc_relic_410	5900410
1157	4011	1	1	1	4011001		9004011,30		npc_relic_411	5900411
1158	4011	2	1	2	4011002	item171002000001,3			npc_relic_411	5900411
1159	4011	3	1	2	4011003	item171002000001,3			npc_relic_411	5900411
1160	4011	4	1	2	4011004	item171002000001,3			npc_relic_411	5900411
1161	4011	5	1	2	4011005	item171002000001,3			npc_relic_411	5900411
1162	4011	6	1	2	4011006	item171002000001,3			npc_relic_411	5900411
1163	4011	7	1	2	4011007	item171002000001,3			npc_relic_411	5900411
1164	4011	8	2	3	4011008	item171002000001,20			npc_relic_411	5900411
1165	4011	9	2	2	4011009	item171002000001,6			npc_relic_411	5900411
1166	4011	10	2	2	4011010	item171002000001,6			npc_relic_411	5900411
1167	4011	11	2	2	4011011	item171002000001,6			npc_relic_411	5900411
1168	4011	12	2	2	4011012	item171002000001,6			npc_relic_411	5900411
1169	4011	13	2	2	4011013	item171002000001,6			npc_relic_411	5900411
1170	4011	14	2	2	4011014	item171002000001,6			npc_relic_411	5900411
1171	4011	15	3	3	4011015	item171002000001,30			npc_relic_411	5900411
1172	4011	16	3	2	4011016	item171002000001,9			npc_relic_411	5900411
1173	4011	17	3	2	4011017	item171002000001,9			npc_relic_411	5900411
1174	4011	18	3	2	4011018	item171002000001,9			npc_relic_411	5900411
1175	4011	19	3	2	4011019	item171002000001,9			npc_relic_411	5900411
1176	4011	20	3	2	4011020	item171002000001,9			npc_relic_411	5900411
1177	4011	21	3	2	4011021	item171002000001,9			npc_relic_411	5900411
1178	4011	22	4	3	4011022	item171002000002,5	9004011,10	2,100;3,100	npc_relic_411	5900411
1179	4011	23	4	2	4011023	item171002000002,2			npc_relic_411	5900411
1180	4011	24	4	2	4011024	item171002000002,2			npc_relic_411	5900411
1181	4011	25	4	2	4011025	item171002000002,2			npc_relic_411	5900411
1182	4011	26	4	2	4011026	item171002000002,2			npc_relic_411	5900411
1183	4011	27	4	2	4011027	item171002000002,2			npc_relic_411	5900411
1184	4011	28	4	2	4011028	item171002000002,2			npc_relic_411	5900411
1185	4011	29	5	3	4011029	item171002000002,10	9004011,20	2,200;3,200	npc_relic_411	5900411
1186	4011	30	5	2	4011030	item171002000003,1			npc_relic_411	5900411
1187	4011	31	5	2	4011031	item171002000003,1			npc_relic_411	5900411
1188	4011	32	5	2	4011032	item171002000003,1			npc_relic_411	5900411
1189	4011	33	5	2	4011033	item171002000003,1			npc_relic_411	5900411
1190	4011	34	5	2	4011034	item171002000003,1			npc_relic_411	5900411
1191	4011	35	5	2	4011035	item171002000003,1			npc_relic_411	5900411
1192	4011	36	6	3	4011036	item171002000003,2	9004011,30	2,300;3,300	npc_relic_411	5900411
1193	4011	37	6	4	4011037		9004011,50	2,400;3,400	npc_relic_411	5900411
1194	4012	1	1	1	4012001		9004012,30		npc_relic_412	5900412
1195	4012	2	1	2	4012002	item171002000001,3			npc_relic_412	5900412
1196	4012	3	1	2	4012003	item171002000001,3			npc_relic_412	5900412
1197	4012	4	1	2	4012004	item171002000001,3			npc_relic_412	5900412
1198	4012	5	1	2	4012005	item171002000001,3			npc_relic_412	5900412
1199	4012	6	1	2	4012006	item171002000001,3			npc_relic_412	5900412
1200	4012	7	1	2	4012007	item171002000001,3			npc_relic_412	5900412
1201	4012	8	2	3	4012008	item171002000001,20			npc_relic_412	5900412
1202	4012	9	2	2	4012009	item171002000001,6			npc_relic_412	5900412
1203	4012	10	2	2	4012010	item171002000001,6			npc_relic_412	5900412
1204	4012	11	2	2	4012011	item171002000001,6			npc_relic_412	5900412
1205	4012	12	2	2	4012012	item171002000001,6			npc_relic_412	5900412
1206	4012	13	2	2	4012013	item171002000001,6			npc_relic_412	5900412
1207	4012	14	2	2	4012014	item171002000001,6			npc_relic_412	5900412
1208	4012	15	3	3	4012015	item171002000001,30			npc_relic_412	5900412
1209	4012	16	3	2	4012016	item171002000001,9			npc_relic_412	5900412
1210	4012	17	3	2	4012017	item171002000001,9			npc_relic_412	5900412
1211	4012	18	3	2	4012018	item171002000001,9			npc_relic_412	5900412
1212	4012	19	3	2	4012019	item171002000001,9			npc_relic_412	5900412
1213	4012	20	3	2	4012020	item171002000001,9			npc_relic_412	5900412
1214	4012	21	3	2	4012021	item171002000001,9			npc_relic_412	5900412
1215	4012	22	4	3	4012022	item171002000002,5	9004012,10	2,100;3,100	npc_relic_412	5900412
1216	4012	23	4	2	4012023	item171002000002,2			npc_relic_412	5900412
1217	4012	24	4	2	4012024	item171002000002,2			npc_relic_412	5900412
1218	4012	25	4	2	4012025	item171002000002,2			npc_relic_412	5900412
1219	4012	26	4	2	4012026	item171002000002,2			npc_relic_412	5900412
1220	4012	27	4	2	4012027	item171002000002,2			npc_relic_412	5900412
1221	4012	28	4	2	4012028	item171002000002,2			npc_relic_412	5900412
1222	4012	29	5	3	4012029	item171002000002,10	9004012,20	2,200;3,200	npc_relic_412	5900412
1223	4012	30	5	2	4012030	item171002000003,1			npc_relic_412	5900412
1224	4012	31	5	2	4012031	item171002000003,1			npc_relic_412	5900412
1225	4012	32	5	2	4012032	item171002000003,1			npc_relic_412	5900412
1226	4012	33	5	2	4012033	item171002000003,1			npc_relic_412	5900412
1227	4012	34	5	2	4012034	item171002000003,1			npc_relic_412	5900412
1228	4012	35	5	2	4012035	item171002000003,1			npc_relic_412	5900412
1229	4012	36	6	3	4012036	item171002000003,2	9004012,30	2,300;3,300	npc_relic_412	5900412
1230	4012	37	6	4	4012037		9004012,50	2,400;3,400	npc_relic_412	5900412
1231	4013	1	1	1	4013001		9004013,30		npc_relic_413	5900413
1232	4013	2	1	2	4013002	item171002000001,3			npc_relic_413	5900413
1233	4013	3	1	2	4013003	item171002000001,3			npc_relic_413	5900413
1234	4013	4	1	2	4013004	item171002000001,3			npc_relic_413	5900413
1235	4013	5	1	2	4013005	item171002000001,3			npc_relic_413	5900413
1236	4013	6	1	2	4013006	item171002000001,3			npc_relic_413	5900413
1237	4013	7	1	2	4013007	item171002000001,3			npc_relic_413	5900413
1238	4013	8	2	3	4013008	item171002000001,20			npc_relic_413	5900413
1239	4013	9	2	2	4013009	item171002000001,6			npc_relic_413	5900413
1240	4013	10	2	2	4013010	item171002000001,6			npc_relic_413	5900413
1241	4013	11	2	2	4013011	item171002000001,6			npc_relic_413	5900413
1242	4013	12	2	2	4013012	item171002000001,6			npc_relic_413	5900413
1243	4013	13	2	2	4013013	item171002000001,6			npc_relic_413	5900413
1244	4013	14	2	2	4013014	item171002000001,6			npc_relic_413	5900413
1245	4013	15	3	3	4013015	item171002000001,30			npc_relic_413	5900413
1246	4013	16	3	2	4013016	item171002000001,9			npc_relic_413	5900413
1247	4013	17	3	2	4013017	item171002000001,9			npc_relic_413	5900413
1248	4013	18	3	2	4013018	item171002000001,9			npc_relic_413	5900413
1249	4013	19	3	2	4013019	item171002000001,9			npc_relic_413	5900413
1250	4013	20	3	2	4013020	item171002000001,9			npc_relic_413	5900413
1251	4013	21	3	2	4013021	item171002000001,9			npc_relic_413	5900413
1252	4013	22	4	3	4013022	item171002000002,5	9004013,10	2,100;3,100	npc_relic_413	5900413
1253	4013	23	4	2	4013023	item171002000002,2			npc_relic_413	5900413
1254	4013	24	4	2	4013024	item171002000002,2			npc_relic_413	5900413
1255	4013	25	4	2	4013025	item171002000002,2			npc_relic_413	5900413
1256	4013	26	4	2	4013026	item171002000002,2			npc_relic_413	5900413
1257	4013	27	4	2	4013027	item171002000002,2			npc_relic_413	5900413
1258	4013	28	4	2	4013028	item171002000002,2			npc_relic_413	5900413
1259	4013	29	5	3	4013029	item171002000002,10	9004013,20	2,200;3,200	npc_relic_413	5900413
1260	4013	30	5	2	4013030	item171002000003,1			npc_relic_413	5900413
1261	4013	31	5	2	4013031	item171002000003,1			npc_relic_413	5900413
1262	4013	32	5	2	4013032	item171002000003,1			npc_relic_413	5900413
1263	4013	33	5	2	4013033	item171002000003,1			npc_relic_413	5900413
1264	4013	34	5	2	4013034	item171002000003,1			npc_relic_413	5900413
1265	4013	35	5	2	4013035	item171002000003,1			npc_relic_413	5900413
1266	4013	36	6	3	4013036	item171002000003,2	9004013,30	2,300;3,300	npc_relic_413	5900413
1267	4013	37	6	4	4013037		9004013,50	2,400;3,400	npc_relic_413	5900413
1268	4014	1	1	1	4014001		9004014,30		npc_relic_414	5900414
1269	4014	2	1	2	4014002	item171002000001,3			npc_relic_414	5900414
1270	4014	3	1	2	4014003	item171002000001,3			npc_relic_414	5900414
1271	4014	4	1	2	4014004	item171002000001,3			npc_relic_414	5900414
1272	4014	5	1	2	4014005	item171002000001,3			npc_relic_414	5900414
1273	4014	6	1	2	4014006	item171002000001,3			npc_relic_414	5900414
1274	4014	7	1	2	4014007	item171002000001,3			npc_relic_414	5900414
1275	4014	8	2	3	4014008	item171002000001,20			npc_relic_414	5900414
1276	4014	9	2	2	4014009	item171002000001,6			npc_relic_414	5900414
1277	4014	10	2	2	4014010	item171002000001,6			npc_relic_414	5900414
1278	4014	11	2	2	4014011	item171002000001,6			npc_relic_414	5900414
1279	4014	12	2	2	4014012	item171002000001,6			npc_relic_414	5900414
1280	4014	13	2	2	4014013	item171002000001,6			npc_relic_414	5900414
1281	4014	14	2	2	4014014	item171002000001,6			npc_relic_414	5900414
1282	4014	15	3	3	4014015	item171002000001,30			npc_relic_414	5900414
1283	4014	16	3	2	4014016	item171002000001,9			npc_relic_414	5900414
1284	4014	17	3	2	4014017	item171002000001,9			npc_relic_414	5900414
1285	4014	18	3	2	4014018	item171002000001,9			npc_relic_414	5900414
1286	4014	19	3	2	4014019	item171002000001,9			npc_relic_414	5900414
1287	4014	20	3	2	4014020	item171002000001,9			npc_relic_414	5900414
1288	4014	21	3	2	4014021	item171002000001,9			npc_relic_414	5900414
1289	4014	22	4	3	4014022	item171002000002,5	9004014,10	2,100;3,100	npc_relic_414	5900414
1290	4014	23	4	2	4014023	item171002000002,2			npc_relic_414	5900414
1291	4014	24	4	2	4014024	item171002000002,2			npc_relic_414	5900414
1292	4014	25	4	2	4014025	item171002000002,2			npc_relic_414	5900414
1293	4014	26	4	2	4014026	item171002000002,2			npc_relic_414	5900414
1294	4014	27	4	2	4014027	item171002000002,2			npc_relic_414	5900414
1295	4014	28	4	2	4014028	item171002000002,2			npc_relic_414	5900414
1296	4014	29	5	3	4014029	item171002000002,10	9004014,20	2,200;3,200	npc_relic_414	5900414
1297	4014	30	5	2	4014030	item171002000003,1			npc_relic_414	5900414
1298	4014	31	5	2	4014031	item171002000003,1			npc_relic_414	5900414
1299	4014	32	5	2	4014032	item171002000003,1			npc_relic_414	5900414
1300	4014	33	5	2	4014033	item171002000003,1			npc_relic_414	5900414
1301	4014	34	5	2	4014034	item171002000003,1			npc_relic_414	5900414
1302	4014	35	5	2	4014035	item171002000003,1			npc_relic_414	5900414
1303	4014	36	6	3	4014036	item171002000003,2	9004014,30	2,300;3,300	npc_relic_414	5900414
1304	4014	37	6	4	4014037		9004014,50	2,400;3,400	npc_relic_414	5900414
1305	4015	1	1	1	4015001		9004015,30		npc_relic_415	5900415
1306	4015	2	1	2	4015002	item171002000001,3			npc_relic_415	5900415
1307	4015	3	1	2	4015003	item171002000001,3			npc_relic_415	5900415
1308	4015	4	1	2	4015004	item171002000001,3			npc_relic_415	5900415
1309	4015	5	1	2	4015005	item171002000001,3			npc_relic_415	5900415
1310	4015	6	1	2	4015006	item171002000001,3			npc_relic_415	5900415
1311	4015	7	1	2	4015007	item171002000001,3			npc_relic_415	5900415
1312	4015	8	2	3	4015008	item171002000001,20			npc_relic_415	5900415
1313	4015	9	2	2	4015009	item171002000001,6			npc_relic_415	5900415
1314	4015	10	2	2	4015010	item171002000001,6			npc_relic_415	5900415
1315	4015	11	2	2	4015011	item171002000001,6			npc_relic_415	5900415
1316	4015	12	2	2	4015012	item171002000001,6			npc_relic_415	5900415
1317	4015	13	2	2	4015013	item171002000001,6			npc_relic_415	5900415
1318	4015	14	2	2	4015014	item171002000001,6			npc_relic_415	5900415
1319	4015	15	3	3	4015015	item171002000001,30			npc_relic_415	5900415
1320	4015	16	3	2	4015016	item171002000001,9			npc_relic_415	5900415
1321	4015	17	3	2	4015017	item171002000001,9			npc_relic_415	5900415
1322	4015	18	3	2	4015018	item171002000001,9			npc_relic_415	5900415
1323	4015	19	3	2	4015019	item171002000001,9			npc_relic_415	5900415
1324	4015	20	3	2	4015020	item171002000001,9			npc_relic_415	5900415
1325	4015	21	3	2	4015021	item171002000001,9			npc_relic_415	5900415
1326	4015	22	4	3	4015022	item171002000002,5	9004015,10	2,100;3,100	npc_relic_415	5900415
1327	4015	23	4	2	4015023	item171002000002,2			npc_relic_415	5900415
1328	4015	24	4	2	4015024	item171002000002,2			npc_relic_415	5900415
1329	4015	25	4	2	4015025	item171002000002,2			npc_relic_415	5900415
1330	4015	26	4	2	4015026	item171002000002,2			npc_relic_415	5900415
1331	4015	27	4	2	4015027	item171002000002,2			npc_relic_415	5900415
1332	4015	28	4	2	4015028	item171002000002,2			npc_relic_415	5900415
1333	4015	29	5	3	4015029	item171002000002,10	9004015,20	2,200;3,200	npc_relic_415	5900415
1334	4015	30	5	2	4015030	item171002000003,1			npc_relic_415	5900415
1335	4015	31	5	2	4015031	item171002000003,1			npc_relic_415	5900415
1336	4015	32	5	2	4015032	item171002000003,1			npc_relic_415	5900415
1337	4015	33	5	2	4015033	item171002000003,1			npc_relic_415	5900415
1338	4015	34	5	2	4015034	item171002000003,1			npc_relic_415	5900415
1339	4015	35	5	2	4015035	item171002000003,1			npc_relic_415	5900415
1340	4015	36	6	3	4015036	item171002000003,2	9004015,30	2,300;3,300	npc_relic_415	5900415
1341	4015	37	6	4	4015037		9004015,50	2,400;3,400	npc_relic_415	5900415
1342	4016	1	1	1	4016001		9004016,30		npc_relic_416	5900416
1343	4016	2	1	2	4016002	item171002000001,3			npc_relic_416	5900416
1344	4016	3	1	2	4016003	item171002000001,3			npc_relic_416	5900416
1345	4016	4	1	2	4016004	item171002000001,3			npc_relic_416	5900416
1346	4016	5	1	2	4016005	item171002000001,3			npc_relic_416	5900416
1347	4016	6	1	2	4016006	item171002000001,3			npc_relic_416	5900416
1348	4016	7	1	2	4016007	item171002000001,3			npc_relic_416	5900416
1349	4016	8	2	3	4016008	item171002000001,20			npc_relic_416	5900416
1350	4016	9	2	2	4016009	item171002000001,6			npc_relic_416	5900416
1351	4016	10	2	2	4016010	item171002000001,6			npc_relic_416	5900416
1352	4016	11	2	2	4016011	item171002000001,6			npc_relic_416	5900416
1353	4016	12	2	2	4016012	item171002000001,6			npc_relic_416	5900416
1354	4016	13	2	2	4016013	item171002000001,6			npc_relic_416	5900416
1355	4016	14	2	2	4016014	item171002000001,6			npc_relic_416	5900416
1356	4016	15	3	3	4016015	item171002000001,30			npc_relic_416	5900416
1357	4016	16	3	2	4016016	item171002000001,9			npc_relic_416	5900416
1358	4016	17	3	2	4016017	item171002000001,9			npc_relic_416	5900416
1359	4016	18	3	2	4016018	item171002000001,9			npc_relic_416	5900416
1360	4016	19	3	2	4016019	item171002000001,9			npc_relic_416	5900416
1361	4016	20	3	2	4016020	item171002000001,9			npc_relic_416	5900416
1362	4016	21	3	2	4016021	item171002000001,9			npc_relic_416	5900416
1363	4016	22	4	3	4016022	item171002000002,5	9004016,10	2,100;3,100	npc_relic_416	5900416
1364	4016	23	4	2	4016023	item171002000002,2			npc_relic_416	5900416
1365	4016	24	4	2	4016024	item171002000002,2			npc_relic_416	5900416
1366	4016	25	4	2	4016025	item171002000002,2			npc_relic_416	5900416
1367	4016	26	4	2	4016026	item171002000002,2			npc_relic_416	5900416
1368	4016	27	4	2	4016027	item171002000002,2			npc_relic_416	5900416
1369	4016	28	4	2	4016028	item171002000002,2			npc_relic_416	5900416
1370	4016	29	5	3	4016029	item171002000002,10	9004016,20	2,200;3,200	npc_relic_416	5900416
1371	4016	30	5	2	4016030	item171002000003,1			npc_relic_416	5900416
1372	4016	31	5	2	4016031	item171002000003,1			npc_relic_416	5900416
1373	4016	32	5	2	4016032	item171002000003,1			npc_relic_416	5900416
1374	4016	33	5	2	4016033	item171002000003,1			npc_relic_416	5900416
1375	4016	34	5	2	4016034	item171002000003,1			npc_relic_416	5900416
1376	4016	35	5	2	4016035	item171002000003,1			npc_relic_416	5900416
1377	4016	36	6	3	4016036	item171002000003,2	9004016,30	2,300;3,300	npc_relic_416	5900416
1378	4016	37	6	4	4016037		9004016,50	2,400;3,400	npc_relic_416	5900416
1379	4017	1	1	1	4017001		9004017,30		npc_relic_417	5900417
1380	4017	2	1	2	4017002	item171002000001,3			npc_relic_417	5900417
1381	4017	3	1	2	4017003	item171002000001,3			npc_relic_417	5900417
1382	4017	4	1	2	4017004	item171002000001,3			npc_relic_417	5900417
1383	4017	5	1	2	4017005	item171002000001,3			npc_relic_417	5900417
1384	4017	6	1	2	4017006	item171002000001,3			npc_relic_417	5900417
1385	4017	7	1	2	4017007	item171002000001,3			npc_relic_417	5900417
1386	4017	8	2	3	4017008	item171002000001,20			npc_relic_417	5900417
1387	4017	9	2	2	4017009	item171002000001,6			npc_relic_417	5900417
1388	4017	10	2	2	4017010	item171002000001,6			npc_relic_417	5900417
1389	4017	11	2	2	4017011	item171002000001,6			npc_relic_417	5900417
1390	4017	12	2	2	4017012	item171002000001,6			npc_relic_417	5900417
1391	4017	13	2	2	4017013	item171002000001,6			npc_relic_417	5900417
1392	4017	14	2	2	4017014	item171002000001,6			npc_relic_417	5900417
1393	4017	15	3	3	4017015	item171002000001,30			npc_relic_417	5900417
1394	4017	16	3	2	4017016	item171002000001,9			npc_relic_417	5900417
1395	4017	17	3	2	4017017	item171002000001,9			npc_relic_417	5900417
1396	4017	18	3	2	4017018	item171002000001,9			npc_relic_417	5900417
1397	4017	19	3	2	4017019	item171002000001,9			npc_relic_417	5900417
1398	4017	20	3	2	4017020	item171002000001,9			npc_relic_417	5900417
1399	4017	21	3	2	4017021	item171002000001,9			npc_relic_417	5900417
1400	4017	22	4	3	4017022	item171002000002,5	9004017,10	2,100;3,100	npc_relic_417	5900417
1401	4017	23	4	2	4017023	item171002000002,2			npc_relic_417	5900417
1402	4017	24	4	2	4017024	item171002000002,2			npc_relic_417	5900417
1403	4017	25	4	2	4017025	item171002000002,2			npc_relic_417	5900417
1404	4017	26	4	2	4017026	item171002000002,2			npc_relic_417	5900417
1405	4017	27	4	2	4017027	item171002000002,2			npc_relic_417	5900417
1406	4017	28	4	2	4017028	item171002000002,2			npc_relic_417	5900417
1407	4017	29	5	3	4017029	item171002000002,10	9004017,20	2,200;3,200	npc_relic_417	5900417
1408	4017	30	5	2	4017030	item171002000003,1			npc_relic_417	5900417
1409	4017	31	5	2	4017031	item171002000003,1			npc_relic_417	5900417
1410	4017	32	5	2	4017032	item171002000003,1			npc_relic_417	5900417
1411	4017	33	5	2	4017033	item171002000003,1			npc_relic_417	5900417
1412	4017	34	5	2	4017034	item171002000003,1			npc_relic_417	5900417
1413	4017	35	5	2	4017035	item171002000003,1			npc_relic_417	5900417
1414	4017	36	6	3	4017036	item171002000003,2	9004017,30	2,300;3,300	npc_relic_417	5900417
1415	4017	37	6	4	4017037		9004017,50	2,400;3,400	npc_relic_417	5900417
1416	4018	1	1	1	4018001		9004018,30		npc_relic_418	5900418
1417	4018	2	1	2	4018002	item171002000001,3			npc_relic_418	5900418
1418	4018	3	1	2	4018003	item171002000001,3			npc_relic_418	5900418
