宝图id	道具类型	掉落预览	奖励展示类型	奖励展示模型id	模型展示缩放	模型展示位置偏移	模型初始展示角度	展示语言包
item130000104398	2		1	fashion_104398	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000105198	2		1	fashion_105198	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000105298	2		1	fashion_105298	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000105398	2		1	fashion_105398	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000106198	2		1	fashion_106198	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000106298	2		1	fashion_106298	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000106398	2		1	fashion_106398	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000107198	2		1	fashion_107198	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000107298	2		1	fashion_107298	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000107398	2		1	fashion_107398	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000108198	2		1	fashion_108198	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000108298	2		1	fashion_108298	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000108398	2		1	fashion_108398	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000101199	2		1	fashion_101199	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000101299	2		1	fashion_101299	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000101399	2		1	fashion_101399	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000102199	2		1	fashion_102199	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000102299	2		1	fashion_102299	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000102399	2		1	fashion_102399	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000103199	2		1	fashion_103199	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000103299	2		1	fashion_103299	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000103399	2		1	fashion_103399	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000104199	2		1	fashion_104199	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000104299	2		1	fashion_104299	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000104399	2		1	fashion_104399	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000105199	2		1	fashion_105199	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000105299	2		1	fashion_105299	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000105399	2		1	fashion_105399	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000106199	2		1	fashion_106199	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000106299	2		1	fashion_106299	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000106399	2		1	fashion_106399	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000107199	2		1	fashion_107199	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000107299	2		1	fashion_107299	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000107399	2		1	fashion_107399	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000108199	2		1	fashion_108199	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000108299	2		1	fashion_108299	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000108399	2		1	fashion_108399	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001011100	2		1	fashion_1011100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001012100	2		1	fashion_1012100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001013100	2		1	fashion_1013100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001021100	2		1	fashion_1021100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001022100	2		1	fashion_1022100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001023100	2		1	fashion_1023100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001031100	2		1	fashion_1031100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001032100	2		1	fashion_1032100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001033100	2		1	fashion_1033100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001041100	2		1	fashion_1041100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001042100	2		1	fashion_1042100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001043100	2		1	fashion_1043100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001051100	2		1	fashion_1051100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001052100	2		1	fashion_1052100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001053100	2		1	fashion_1053100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001061100	2		1	fashion_1061100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001062100	2		1	fashion_1062100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001063100	2		1	fashion_1063100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001071100	2		1	fashion_1071100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001072100	2		1	fashion_1072100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001073100	2		1	fashion_1073100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001081100	2		1	fashion_1081100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001082100	2		1	fashion_1082100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001083100	2		1	fashion_1083100	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001011101	2		1	fashion_1011101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001012101	2		1	fashion_1012101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001013101	2		1	fashion_1013101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001021101	2		1	fashion_1021101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001022101	2		1	fashion_1022101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001023101	2		1	fashion_1023101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001031101	2		1	fashion_1031101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001032101	2		1	fashion_1032101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001033101	2		1	fashion_1033101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001041101	2		1	fashion_1041101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001042101	2		1	fashion_1042101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001043101	2		1	fashion_1043101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001051101	2		1	fashion_1051101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001052101	2		1	fashion_1052101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001053101	2		1	fashion_1053101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001061101	2		1	fashion_1061101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001062101	2		1	fashion_1062101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001063101	2		1	fashion_1063101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001071101	2		1	fashion_1071101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001072101	2		1	fashion_1072101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001073101	2		1	fashion_1073101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001081101	2		1	fashion_1081101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001082101	2		1	fashion_1082101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001083101	2		1	fashion_1083101	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001011102	2		1	fashion_1011102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001012102	2		1	fashion_1012102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001013102	2		1	fashion_1013102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001021102	2		1	fashion_1021102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001022102	2		1	fashion_1022102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001023102	2		1	fashion_1023102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001031102	2		1	fashion_1031102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001032102	2		1	fashion_1032102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001033102	2		1	fashion_1033102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001041102	2		1	fashion_1041102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001042102	2		1	fashion_1042102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001043102	2		1	fashion_1043102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001051102	2		1	fashion_1051102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001052102	2		1	fashion_1052102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001053102	2		1	fashion_1053102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001061102	2		1	fashion_1061102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001062102	2		1	fashion_1062102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001063102	2		1	fashion_1063102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001071102	2		1	fashion_1071102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001072102	2		1	fashion_1072102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001073102	2		1	fashion_1073102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001081102	2		1	fashion_1081102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001082102	2		1	fashion_1082102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001083102	2		1	fashion_1083102	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001012103	2		1	fashion_1012103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001013103	2		1	fashion_1013103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001022103	2		1	fashion_1022103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001023103	2		1	fashion_1023103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001032103	2		1	fashion_1032103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001033103	2		1	fashion_1033103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001042103	2		1	fashion_1042103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001043103	2		1	fashion_1043103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001052103	2		1	fashion_1052103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001053103	2		1	fashion_1053103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001062103	2		1	fashion_1062103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001063103	2		1	fashion_1063103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001072103	2		1	fashion_1072103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001073103	2		1	fashion_1073103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001082103	2		1	fashion_1082103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001083103	2		1	fashion_1083103	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001011104	2		1	fashion_1011104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001012104	2		1	fashion_1012104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001013104	2		1	fashion_1013104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001021104	2		1	fashion_1021104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001022104	2		1	fashion_1022104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001023104	2		1	fashion_1023104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001031104	2		1	fashion_1031104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001032104	2		1	fashion_1032104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001033104	2		1	fashion_1033104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001041104	2		1	fashion_1041104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001042104	2		1	fashion_1042104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001043104	2		1	fashion_1043104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001051104	2		1	fashion_1051104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001052104	2		1	fashion_1052104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001053104	2		1	fashion_1053104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001061104	2		1	fashion_1061104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001062104	2		1	fashion_1062104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001063104	2		1	fashion_1063104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001071104	2		1	fashion_1071104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001072104	2		1	fashion_1072104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001073104	2		1	fashion_1073104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001081104	2		1	fashion_1081104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001082104	2		1	fashion_1082104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001083104	2		1	fashion_1083104	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001011105	2		1	fashion_1011105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001012105	2		1	fashion_1012105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001013105	2		1	fashion_1013105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001021105	2		1	fashion_1021105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001022105	2		1	fashion_1022105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001023105	2		1	fashion_1023105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001031105	2		1	fashion_1031105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001032105	2		1	fashion_1032105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001033105	2		1	fashion_1033105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001041105	2		1	fashion_1041105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001042105	2		1	fashion_1042105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001043105	2		1	fashion_1043105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001051105	2		1	fashion_1051105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001052105	2		1	fashion_1052105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001053105	2		1	fashion_1053105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001061105	2		1	fashion_1061105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001062105	2		1	fashion_1062105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001063105	2		1	fashion_1063105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001071105	2		1	fashion_1071105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001072105	2		1	fashion_1072105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001073105	2		1	fashion_1073105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001081105	2		1	fashion_1081105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001082105	2		1	fashion_1082105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001083105	2		1	fashion_1083105	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001011106	2		1	fashion_1011106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001012106	2		1	fashion_1012106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001013106	2		1	fashion_1013106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001021106	2		1	fashion_1021106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001022106	2		1	fashion_1022106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001023106	2		1	fashion_1023106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001031106	2		1	fashion_1031106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001032106	2		1	fashion_1032106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001033106	2		1	fashion_1033106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001041106	2		1	fashion_1041106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001042106	2		1	fashion_1042106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001043106	2		1	fashion_1043106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001051106	2		1	fashion_1051106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001052106	2		1	fashion_1052106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001053106	2		1	fashion_1053106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001061106	2		1	fashion_1061106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001062106	2		1	fashion_1062106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001063106	2		1	fashion_1063106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001071106	2		1	fashion_1071106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001072106	2		1	fashion_1072106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001073106	2		1	fashion_1073106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001081106	2		1	fashion_1081106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001082106	2		1	fashion_1082106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001083106	2		1	fashion_1083106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071011106	2		1	fashion_1011106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071012106	2		1	fashion_1012106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071013106	2		1	fashion_1013106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071021106	2		1	fashion_1021106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071022106	2		1	fashion_1022106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071023106	2		1	fashion_1023106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071031106	2		1	fashion_1031106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071032106	2		1	fashion_1032106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071033106	2		1	fashion_1033106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071041106	2		1	fashion_1041106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071042106	2		1	fashion_1042106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071043106	2		1	fashion_1043106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071051106	2		1	fashion_1051106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071052106	2		1	fashion_1052106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071053106	2		1	fashion_1053106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071061106	2		1	fashion_1061106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071062106	2		1	fashion_1062106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071063106	2		1	fashion_1063106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071071106	2		1	fashion_1071106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071072106	2		1	fashion_1072106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071073106	2		1	fashion_1073106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071081106	2		1	fashion_1081106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071082106	2		1	fashion_1082106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300071083106	2		1	fashion_1083106	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001012107	2		1	fashion_1012107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001013107	2		1	fashion_1013107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001022107	2		1	fashion_1022107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001023107	2		1	fashion_1023107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001032107	2		1	fashion_1032107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001033107	2		1	fashion_1033107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001042107	2		1	fashion_1042107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001043107	2		1	fashion_1043107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001052107	2		1	fashion_1052107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001053107	2		1	fashion_1053107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001062107	2		1	fashion_1062107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001063107	2		1	fashion_1063107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001072107	2		1	fashion_1072107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001073107	2		1	fashion_1073107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001082107	2		1	fashion_1082107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001083107	2		1	fashion_1083107	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000301315	2		1	fashion_301315	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000302315	2		1	fashion_302315	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000303315	2		1	fashion_303315	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000304315	2		1	fashion_304315	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000305315	2		1	fashion_305315	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000306315	2		1	fashion_306315	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000307315	2		1	fashion_307315	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000308315	2		1	fashion_308315	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001011108	2		1	fashion_1011108	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001012108	2		1	fashion_1012108	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001013108	2		1	fashion_1013108	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
