流水ID	NPC	等级	经验	阶段文本	相识历程文本	比较喜欢礼物	喜欢礼物	邮件回礼奖励	谢礼文本	每日好感交互类型	交互增加好感度	每日好感度上限	羁绊类型	羁绊效果	羁绊名称	羁绊说明
587	apprentic_3004	3	1000	apprentic_LoveIntroduce_3		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
588	apprentic_3004	4	5000	apprentic_LoveIntroduce_4		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
589	apprentic_3004	5	10000	apprentic_LoveIntroduce_5		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
590	apprentic_3004	6	99999	apprentic_LoveIntroduce_6		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
591	apprentic_4001	0	0			item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	0			
592	apprentic_4001	1	100	apprentic_LoveIntroduce_1		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
593	apprentic_4001	2	500	apprentic_LoveIntroduce_2		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
594	apprentic_4001	3	1000	apprentic_LoveIntroduce_3		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
595	apprentic_4001	4	5000	apprentic_LoveIntroduce_4		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
596	apprentic_4001	5	10000	apprentic_LoveIntroduce_5		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
597	apprentic_4001	6	99999	apprentic_LoveIntroduce_6		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
598	apprentic_4002	0	0			item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	0			
599	apprentic_4002	1	100	apprentic_LoveIntroduce_1		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
600	apprentic_4002	2	500	apprentic_LoveIntroduce_2		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
601	apprentic_4002	3	1000	apprentic_LoveIntroduce_3		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
602	apprentic_4002	4	5000	apprentic_LoveIntroduce_4		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
603	apprentic_4002	5	10000	apprentic_LoveIntroduce_5		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
604	apprentic_4002	6	99999	apprentic_LoveIntroduce_6		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
605	apprentic_4003	0	0			item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	0			
606	apprentic_4003	1	100	apprentic_LoveIntroduce_1		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
607	apprentic_4003	2	500	apprentic_LoveIntroduce_2		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
608	apprentic_4003	3	1000	apprentic_LoveIntroduce_3		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
609	apprentic_4003	4	5000	apprentic_LoveIntroduce_4		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
610	apprentic_4003	5	10000	apprentic_LoveIntroduce_5		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
611	apprentic_4003	6	99999	apprentic_LoveIntroduce_6		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
612	apprentic_4004	0	0			item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	0			
613	apprentic_4004	1	100	apprentic_LoveIntroduce_1		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
614	apprentic_4004	2	500	apprentic_LoveIntroduce_2		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
615	apprentic_4004	3	1000	apprentic_LoveIntroduce_3		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
616	apprentic_4004	4	5000	apprentic_LoveIntroduce_4		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
617	apprentic_4004	5	10000	apprentic_LoveIntroduce_5		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
618	apprentic_4004	6	99999	apprentic_LoveIntroduce_6		item172000001042;item127000063021	item172000005052;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
619	apprentic_5001	0	0			item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	0			
620	apprentic_5001	1	100	apprentic_LoveIntroduce_1		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
621	apprentic_5001	2	500	apprentic_LoveIntroduce_2		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
622	apprentic_5001	3	1000	apprentic_LoveIntroduce_3		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
623	apprentic_5001	4	5000	apprentic_LoveIntroduce_4		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
624	apprentic_5001	5	10000	apprentic_LoveIntroduce_5		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
625	apprentic_5001	6	99999	apprentic_LoveIntroduce_6		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
626	apprentic_5002	0	0			item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	0			
627	apprentic_5002	1	100	apprentic_LoveIntroduce_1		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
628	apprentic_5002	2	500	apprentic_LoveIntroduce_2		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
629	apprentic_5002	3	1000	apprentic_LoveIntroduce_3		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
630	apprentic_5002	4	5000	apprentic_LoveIntroduce_4		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
631	apprentic_5002	5	10000	apprentic_LoveIntroduce_5		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
632	apprentic_5002	6	99999	apprentic_LoveIntroduce_6		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
633	apprentic_5003	0	0			item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	0			
634	apprentic_5003	1	100	apprentic_LoveIntroduce_1		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
635	apprentic_5003	2	500	apprentic_LoveIntroduce_2		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
636	apprentic_5003	3	1000	apprentic_LoveIntroduce_3		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
637	apprentic_5003	4	5000	apprentic_LoveIntroduce_4		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
638	apprentic_5003	5	10000	apprentic_LoveIntroduce_5		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
639	apprentic_5003	6	99999	apprentic_LoveIntroduce_6		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
640	apprentic_5004	0	0			item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	0			
641	apprentic_5004	1	100	apprentic_LoveIntroduce_1		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
642	apprentic_5004	2	500	apprentic_LoveIntroduce_2		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
643	apprentic_5004	3	1000	apprentic_LoveIntroduce_3		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
644	apprentic_5004	4	5000	apprentic_LoveIntroduce_4		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
645	apprentic_5004	5	10000	apprentic_LoveIntroduce_5		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
646	apprentic_5004	6	99999	apprentic_LoveIntroduce_6		item172000001052;item127000063021	item172000005062;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
647	apprentic_6001	0	0			item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	0			
648	apprentic_6001	1	100	apprentic_LoveIntroduce_1		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
649	apprentic_6001	2	500	apprentic_LoveIntroduce_2		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
650	apprentic_6001	3	1000	apprentic_LoveIntroduce_3		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
651	apprentic_6001	4	5000	apprentic_LoveIntroduce_4		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
652	apprentic_6001	5	10000	apprentic_LoveIntroduce_5		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
653	apprentic_6001	6	99999	apprentic_LoveIntroduce_6		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
654	apprentic_6002	0	0			item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	0			
655	apprentic_6002	1	100	apprentic_LoveIntroduce_1		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
656	apprentic_6002	2	500	apprentic_LoveIntroduce_2		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
657	apprentic_6002	3	1000	apprentic_LoveIntroduce_3		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
658	apprentic_6002	4	5000	apprentic_LoveIntroduce_4		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
659	apprentic_6002	5	10000	apprentic_LoveIntroduce_5		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
660	apprentic_6002	6	99999	apprentic_LoveIntroduce_6		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
661	apprentic_6003	0	0			item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	0			
662	apprentic_6003	1	100	apprentic_LoveIntroduce_1		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
663	apprentic_6003	2	500	apprentic_LoveIntroduce_2		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
664	apprentic_6003	3	1000	apprentic_LoveIntroduce_3		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
665	apprentic_6003	4	5000	apprentic_LoveIntroduce_4		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
666	apprentic_6003	5	10000	apprentic_LoveIntroduce_5		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
667	apprentic_6003	6	99999	apprentic_LoveIntroduce_6		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
668	apprentic_6004	0	0			item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	0			
669	apprentic_6004	1	100	apprentic_LoveIntroduce_1		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
670	apprentic_6004	2	500	apprentic_LoveIntroduce_2		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
671	apprentic_6004	3	1000	apprentic_LoveIntroduce_3		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
672	apprentic_6004	4	5000	apprentic_LoveIntroduce_4		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
673	apprentic_6004	5	10000	apprentic_LoveIntroduce_5		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
674	apprentic_6004	6	99999	apprentic_LoveIntroduce_6		item172000001062;item127000063021	item172000005072;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
675	apprentic_7001	0	0			item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	0			
676	apprentic_7001	1	100	apprentic_LoveIntroduce_1		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
677	apprentic_7001	2	500	apprentic_LoveIntroduce_2		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
678	apprentic_7001	3	1000	apprentic_LoveIntroduce_3		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
679	apprentic_7001	4	5000	apprentic_LoveIntroduce_4		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
680	apprentic_7001	5	10000	apprentic_LoveIntroduce_5		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
681	apprentic_7001	6	99999	apprentic_LoveIntroduce_6		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
682	apprentic_7002	0	0			item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	0			
683	apprentic_7002	1	100	apprentic_LoveIntroduce_1		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
684	apprentic_7002	2	500	apprentic_LoveIntroduce_2		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
685	apprentic_7002	3	1000	apprentic_LoveIntroduce_3		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
686	apprentic_7002	4	5000	apprentic_LoveIntroduce_4		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
687	apprentic_7002	5	10000	apprentic_LoveIntroduce_5		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
688	apprentic_7002	6	99999	apprentic_LoveIntroduce_6		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
689	apprentic_7003	0	0			item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	0			
690	apprentic_7003	1	100	apprentic_LoveIntroduce_1		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
691	apprentic_7003	2	500	apprentic_LoveIntroduce_2		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
692	apprentic_7003	3	1000	apprentic_LoveIntroduce_3		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
693	apprentic_7003	4	5000	apprentic_LoveIntroduce_4		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
694	apprentic_7003	5	10000	apprentic_LoveIntroduce_5		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
695	apprentic_7003	6	99999	apprentic_LoveIntroduce_6		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
696	apprentic_7004	0	0			item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	0			
697	apprentic_7004	1	100	apprentic_LoveIntroduce_1		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
698	apprentic_7004	2	500	apprentic_LoveIntroduce_2		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
699	apprentic_7004	3	1000	apprentic_LoveIntroduce_3		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
700	apprentic_7004	4	5000	apprentic_LoveIntroduce_4		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
701	apprentic_7004	5	10000	apprentic_LoveIntroduce_5		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
702	apprentic_7004	6	99999	apprentic_LoveIntroduce_6		item172000001072;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
703	apprentic_8001	0	0			item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	0			
704	apprentic_8001	1	100	apprentic_LoveIntroduce_1		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
705	apprentic_8001	2	500	apprentic_LoveIntroduce_2		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
706	apprentic_8001	3	1000	apprentic_LoveIntroduce_3		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
707	apprentic_8001	4	5000	apprentic_LoveIntroduce_4		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
708	apprentic_8001	5	10000	apprentic_LoveIntroduce_5		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
709	apprentic_8001	6	99999	apprentic_LoveIntroduce_6		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
710	apprentic_8002	0	0			item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	0			
711	apprentic_8002	1	100	apprentic_LoveIntroduce_1		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
712	apprentic_8002	2	500	apprentic_LoveIntroduce_2		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
713	apprentic_8002	3	1000	apprentic_LoveIntroduce_3		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
714	apprentic_8002	4	5000	apprentic_LoveIntroduce_4		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
715	apprentic_8002	5	10000	apprentic_LoveIntroduce_5		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
716	apprentic_8002	6	99999	apprentic_LoveIntroduce_6		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
717	apprentic_8003	0	0			item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	0			
718	apprentic_8003	1	100	apprentic_LoveIntroduce_1		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
719	apprentic_8003	2	500	apprentic_LoveIntroduce_2		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
720	apprentic_8003	3	1000	apprentic_LoveIntroduce_3		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
721	apprentic_8003	4	5000	apprentic_LoveIntroduce_4		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
722	apprentic_8003	5	10000	apprentic_LoveIntroduce_5		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
723	apprentic_8003	6	99999	apprentic_LoveIntroduce_6		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
724	apprentic_8004	0	0			item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	0			
725	apprentic_8004	1	100	apprentic_LoveIntroduce_1		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
726	apprentic_8004	2	500	apprentic_LoveIntroduce_2		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
727	apprentic_8004	3	1000	apprentic_LoveIntroduce_3		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
728	apprentic_8004	4	5000	apprentic_LoveIntroduce_4		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
729	apprentic_8004	5	10000	apprentic_LoveIntroduce_5		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
730	apprentic_8004	6	99999	apprentic_LoveIntroduce_6		item172000005012;item127000063021	item172000005082;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
