道具ID	开启奖励数量	开启获得道具
item95000000427	1	item82130500100080,1;item8102020060003,6;item8102020061004,1;item141000002103,1
item94000000457	1	item144300007109,1;item144300007108,1;item144300007107,1;item144300007106,1;item144300007105,1;item144300007104,1;item144300007103,1;item144300007102,1;item144300007101,1;item144300007100,1;item144300007099,1;item144300007098,1;item144300007097,1;item144300007096,1;item144300007095,1;item144300007094,1;item144300007093,1;item144300007092,1
item94000000458	1	item8101020505341,1;item8101020505345,1;item8101020505344,1;item8101020505317,1;item8101020505316,1;item8101020505315,1;item8101020505314,1;item8101020505313,1;item8101020505312,1;item8101020505309,1
item94000000459	1	item144300013009,1;item144300013008,1;item144300013007,1;item144300012009,1;item144300012008,1;item144300012007,1
item91000001223	1	item107999900012,2;item91000000823,3;item8102020061004,1;item82130800100058,1
item91000001224	1	item101020507360,1;item101020507361,1;item101020507362,1
item94000000460	1	item101020514508,1;item101020514509,1;item101020514510,1;item101020514511,1
item94000000461	1	hero101:item130000301308,1|hero102:item130000302308,1|hero103:item130000303308,1|hero104:item130000304308,1|hero105:item130000305308,1|hero106:item130000306308,1|hero107:item130000307308,1|hero108:item130000308308,1|
item91000001225	1	item8101020505253,1;item8101020505301,1;item8101020505302,1;item8101020505303,1;item8101020505304,1;item8101020505305,1
item91000001226	1	item8101020505306,1;item8101020505307,1;item8101020505308,1
item91000001227	1	item182000000104,1;item91000000015,1;item91000000238,1;item8103015110407,10;item8103015110403,2
item99000000047	1	hero101:item130000001259,1|hero102:item130000002259,1|hero103:item130000003259,1|hero104:item130000004259,1|hero105:item130000005259,1|hero106:item130000006259,1|hero107:item130000007259,1|hero108:item130000008259,1
item99000000048	1	hero101:item130000001159,1|hero102:item130000002159,1|hero103:item130000003159,1|hero104:item130000004159,1|hero105:item130000005159,1|hero106:item130000006159,1|hero107:item130000007159,1|hero108:item130000008159,1
item99000000049	1	hero101:item130000001359,1|hero102:item130000002359,1|hero103:item130000003359,1|hero104:item130000004359,1|hero105:item130000005359,1|hero106:item130000006359,1|hero107:item130000007359,1|hero108:item130000008359,1
item95000000435	1	item82130500100080,1;item82130900100085,1;item82130700100076,1
item94000000468	1	item101020507351,1;item99000000004,1;item99000000005,1;item99000000006,1
item94000000476	1	item127000053207,1;item127000053106,1;item127000053304,1
item94000000477	1	hero101:item130000001286,1|hero102:item130000002286,1|hero103:item130000003286,1|hero104:item130000004286,1|hero105:item130000005286,1|hero106:item130000006286,1|hero107:item130000007286,1|hero108:item130000008286,1|
item94000000478	1	hero101:item130000001386,1|hero102:item130000002386,1|hero103:item130000003386,1|hero104:item130000004386,1|hero105:item130000005386,1|hero106:item130000006386,1|hero107:item130000007386,1|hero108:item130000008386,1|
item94000000479	1	hero101:item130000001186,1|hero102:item130000002186,1|hero103:item130000003186,1|hero104:item130000004186,1|hero105:item130000005186,1|hero106:item130000006186,1|hero107:item130000007186,1|hero108:item130000008186,1
item94000000483	1	item107100053108,1;item107100053103,1;item107100053306,1
item94000000484	1	item127000053108,1;item127000053103,1;item127000053306,1
item95000000455	1	item130000940508,1;item130000040515,1
item91000001246	1	item101032407601,1;item101032407701,1;item101032407801,1;item101032407901,1
item94000000489	1	item107100053210,1;item107100053213,1;item107100053309,1;item107100053208,1
item94000000491	1	item173000005009,1
item99000000050	1	hero101:item130000001287,1|hero102:item130000002287,1|hero103:item130000003287,1|hero104:item130000004287,1|hero105:item130000005287,1|hero106:item130000006287,1|hero107:item130000007287,1|hero108:item130000008287,1|
item99000000051	1	hero101:item130000001387,1|hero102:item130000002387,1|hero103:item130000003387,1|hero104:item130000004387,1|hero105:item130000005387,1|hero106:item130000006387,1|hero107:item130000007387,1|hero108:item130000008387,1|
item99000000052	1	hero101:item130000001187,1|hero102:item130000002187,1|hero103:item130000003187,1|hero104:item130000004187,1|hero105:item130000005187,1|hero106:item130000006187,1|hero107:item130000007187,1|hero108:item130000008187,1
item95000000465	1	item82130200100083,1;item82130900100085,1;item82130900100077,1
item94000000494	1	item8101020505309,1;item8101020505312,1;item8101020505313,1;item8101020505314,1;item8101020505315,1;item8101020505316,1;item8101020505317,1;item8101020505344,1;item8101020505345,1;item8101020505348,1
item94000000492	1	item144300007091,1;item144300007090,1;item144300007089,1;item144300007088,1;item144300007087,1;item144300007086,1;item144300007085,1;item144300007084,1;item144300007083,1;item144300007082,1;item144300007081,1;item144300007080,1
item94000000493	1	item144300013006,1;item144300013005,1;item144300013004,1;item144300012006,1;item144300012005,1;item144300012004,1
item91000001249	1	item95000000385,1;item8102020060003,3;item8102020061004,1
item95000000474	1	item107000043101,1;item107000043302,1;item107000043102,1;item107000043103,1;item107000043201,1;item107000043301,1;item107000043202,1
item94000000502	1	item107100053205,1;item107100053206,1;item107100053308,1
item94000000503	1	item107100053207,1;item107100053106,1;item107100053304,1
item94000000504	1	item127000053207,1;item127000053106,1;item127000053304,1
item94000000505	1	item130000040338,1;item130000040340,1;item130000040341,1
item94000000513	1	item130000040336,1;item99000000001,1;item99000000002,1;item99000000003,1
item94000000514	1	item173000005012,1
item99000000053	1	hero101:item130000301307,1|hero102:item130000302307,1|hero103:item130000303307,1|hero104:item130000304307,1|hero105:item130000305307,1|hero106:item130000306307,1|hero107:item130000307307,1|hero108:item130000308307,1
item99000000054	1	hero101:item130000001254,1|hero102:item130000002254,1|hero103:item130000003254,1|hero104:item130000004254,1|hero105:item130000005254,1|hero106:item130000006254,1|hero107:item130000007254,1|hero108:item130000008254,1|
item99000000055	1	hero101:item130000001354,1|hero102:item130000002354,1|hero103:item130000003354,1|hero104:item130000004354,1|hero105:item130000005354,1|hero106:item130000006354,1|hero107:item130000007354,1|hero108:item130000008354,1|
item99000000056	1	hero101:item130000001154,1|hero102:item130000002154,1|hero103:item130000003154,1|hero104:item130000004154,1|hero105:item130000005154,1|hero106:item130000006154,1|hero107:item130000007154,1|hero108:item130000008154,1|
item91000001272	1	hero101:item130000101288,1|hero102:item130000102288,1|hero103:item130000103288,1|hero104:item130000104288,1|hero105:item130000105288,1|hero106:item130000106288,1|hero107:item130000107288,1|hero108:item130000108288,1
item91000001273	1	hero101:item130000101388,1|hero102:item130000102388,1|hero103:item130000103388,1|hero104:item130000104388,1|hero105:item130000105388,1|hero106:item130000106388,1|hero107:item130000107388,1|hero108:item130000108388,1
item91000001274	1	hero101:item130000101188,1|hero102:item130000102188,1|hero103:item130000103188,1|hero104:item130000104188,1|hero105:item130000105188,1|hero106:item130000106188,1|hero107:item130000107188,1|hero108:item130000108188,1
item91000001275	1	hero101:item130000101285,1|hero102:item130000102285,1|hero103:item130000103285,1|hero104:item130000104285,1|hero105:item130000105285,1|hero106:item130000106285,1|hero107:item130000107285,1|hero108:item130000108285,1
item91000001276	1	hero101:item130000101385,1|hero102:item130000102385,1|hero103:item130000103385,1|hero104:item130000104385,1|hero105:item130000105385,1|hero106:item130000106385,1|hero107:item130000107385,1|hero108:item130000108385,1
item99000000057	1	hero101:item130000001288,1|hero102:item130000002288,1|hero103:item130000003288,1|hero104:item130000004288,1|hero105:item130000005288,1|hero106:item130000006288,1|hero107:item130000007288,1|hero108:item130000008288,1|
item99000000058	1	hero101:item130000001388,1|hero102:item130000002388,1|hero103:item130000003388,1|hero104:item130000004388,1|hero105:item130000005388,1|hero106:item130000006388,1|hero107:item130000007388,1|hero108:item130000008388,1|
item99000000059	1	hero101:item130000001188,1|hero102:item130000002188,1|hero103:item130000003188,1|hero104:item130000004188,1|hero105:item130000005188,1|hero106:item130000006188,1|hero107:item130000007188,1|hero108:item130000008188,1
item17907000000001	1	hero101:item817902040101001,1;item817902040102001,1;item817902040103001,1;item817902040104001,1;item817902040105001,1;item817902040106001,1;item817902040107001,1;item817902040108001,1|hero102:item817902040201001,1;item817902040202001,1;item817902040203001,1;item817902040204001,1;item817902040205001,1;item817902040206001,1;item817902040207001,1;item817902040208001,1|hero103:item817902040301001,1;item817902040302001,1;item817902040303001,1;item817902040304001,1;item817902040305001,1;item817902040306001,1;item817902040307001,1;item817902040308001,1|hero104:item817902040401001,1;item817902040402001,1;item817902040403001,1;item817902040404001,1;item817902040405001,1;item817902040406001,1;item817902040407001,1;item817902040408001,1|hero105:item817902040501001,1;item817902040502001,1;item817902040503001,1;item817902040504001,1;item817902040505001,1;item817902040506001,1;item817902040507001,1;item817902040508001,1|hero106:item817902040601001,1;item817902040602001,1;item817902040603001,1;item817902040604001,1;item817902040605001,1;item817902040606001,1;item817902040607001,1;item817902040608001,1|hero107:item817902040301001,1;item817902040302001,1;item817902040303001,1;item817902040304001,1;item817902040305001,1;item817902040306001,1;item817902040307001,1;item817902040308001,1|hero108:item817902040401001,1;item817902040402001,1;item817902040403001,1;item817902040404001,1;item817902040405001,1;item817902040406001,1;item817902040407001,1;item817902040408001,1
item94000000523	1	item173000004016,1
item95000000493	1	item91000001016,3;item8102020061004,1;item8102020060003,6;item160000320707,1
item92000000224	1	item8101020505312,1;item8101020505313,1;item8101020505314,1;item8101020505315,1;item8101020505316,1;item8101020505317,1;item8101020505343,1;item8101020505341,1;item8101020505310,1;item8101020505348,1;item8101020505309,1;item8101020505336,1
item17907000000003	1	hero101:item817902030101001,1;item817902030102001,1;item817902030103001,1;item817902030104001,1;item817902030105001,1;item817902030106001,1;item817902030107001,1;item817902030108001,1|hero102:item817902030201001,1;item817902030202001,1;item817902030203001,1;item817902030204001,1;item817902030205001,1;item817902030206001,1;item817902030207001,1;item817902030208001,1|hero103:item817902030301001,1;item817902030302001,1;item817902030303001,1;item817902030304001,1;item817902030305001,1;item817902030306001,1;item817902030307001,1;item817902030308001,1|hero104:item817902030401001,1;item817902030402001,1;item817902030403001,1;item817902030404001,1;item817902030405001,1;item817902030406001,1;item817902030407001,1;item817902030408001,1|hero105:item817902030501001,1;item817902030502001,1;item817902030503001,1;item817902030504001,1;item817902030505001,1;item817902030506001,1;item817902030507001,1;item817902030508001,1|hero106:item817902030601001,1;item817902030602001,1;item817902030603001,1;item817902030604001,1;item817902030605001,1;item817902030606001,1;item817902030607001,1;item817902030608001,1|hero107:item817902030301001,1;item817902030302001,1;item817902030303001,1;item817902030304001,1;item817902030305001,1;item817902030306001,1;item817902030307001,1;item817902030308001,1|hero108:item817902030401001,1;item817902030402001,1;item817902030403001,1;item817902030404001,1;item817902030405001,1;item817902030406001,1;item817902030407001,1;item817902030408001,1
item17907000000004	1	hero101:item817902020101001,1;item817902020102001,1;item817902020103001,1;item817902020104001,1;item817902020105001,1;item817902020106001,1;item817902020107001,1;item817902020108001,1|hero102:item817902020201001,1;item817902020202001,1;item817902020203001,1;item817902020204001,1;item817902020205001,1;item817902020206001,1;item817902020207001,1;item817902020208001,1|hero103:item817902020301001,1;item817902020302001,1;item817902020303001,1;item817902020304001,1;item817902020305001,1;item817902020306001,1;item817902020307001,1;item817902020308001,1|hero104:item817902020401001,1;item817902020402001,1;item817902020403001,1;item817902020404001,1;item817902020405001,1;item817902020406001,1;item817902020407001,1;item817902020408001,1|hero105:item817902020501001,1;item817902020502001,1;item817902020503001,1;item817902020504001,1;item817902020505001,1;item817902020506001,1;item817902020507001,1;item817902020508001,1|hero106:item817902020601001,1;item817902020602001,1;item817902020603001,1;item817902020604001,1;item817902020605001,1;item817902020606001,1;item817902020607001,1;item817902020608001,1|hero107:item817902020301001,1;item817902020302001,1;item817902020303001,1;item817902020304001,1;item817902020305001,1;item817902020306001,1;item817902020307001,1;item817902020308001,1|hero108:item817902020401001,1;item817902020402001,1;item817902020403001,1;item817902020404001,1;item817902020405001,1;item817902020406001,1;item817902020407001,1;item817902020408001,1
