时装id	英雄ID	SDKAreaType	低模长相	高模长相	类型	衣服配色	缩放比例	展示icon	激活道具	展示文本	转换性别时装id	穿戴属性	收藏属性	套装id	展示类型
fashion_100441	0		backd910_t1	backd910h_t1	4			item130000940511	item130000940511,-1	FashionDes_130000940511	fashion_100441	1,4000;12,600;3,400;32,800;31,800	1,800;12,120;3,80;32,160;31,160	0	0
fashion_100442	0		backd909_t1	backd909h_t1	4			item130000940512	item130000940512,-1	FashionDes_130000940512	fashion_100442	3,900;12,800;51,800;33,500;131,500;132,800	3,180;12,160;51,160;33,100;131,100;132,160	0	0
fashion_100443	0		backd116_t1	backd116h_t1	4		hero101,0.9;hero102,0.9;hero103,0.9;hero104,0.9;hero105,0.9;hero106,0.9;hero107,0.9;hero108,0.9	item130000040331	item130000040331,-1	FashionDes_130000040331	fashion_100443	1,800;3,150;52,300	1,160;3,30;52,60	0	0
fashion_100444	0		backd911_t1	backd911h_t1	4		hero101,0.8;hero102,0.8;hero103,0.8;hero104,0.8;hero105,0.8;hero106,0.8;hero107,0.8;hero108,0.8	item130000940513	item130000940513,-1	FashionDes_130000940513	fashion_100444	1,4000;12,600;51,400;35,600;173,1000;30,1000	1,800;12,120;51,80;35,120;173,200;30,200	0	0
fashion_100445	0		backd124_t1	backd124h_t1	4			item130000040332	item130000040332,-1	FashionDes_130000040332	fashion_100445	1,800;3,150;52,300	1,160;3,30;52,60	0	0
fashion_100446	0		backd120_t1	backd120h_t1	4		hero101,0.8;hero102,0.8;hero103,0.8;hero104,0.8;hero105,0.8;hero106,0.9;hero107,0.8;hero108,0.8	item130000040333	item130000040333,-1	FashionDes_130000040333	fashion_100446	1,800;3,150;52,300	1,160;3,30;52,60	0	0
fashion_100447	0		backd912_t1	backd912h_t1	4		hero101,0.8;hero102,0.8;hero103,0.8;hero104,0.8;hero105,0.8;hero106,0.9;hero107,0.8;hero108,0.8	item130000040515	item130000040515,-1	FashionDes_130000040334	fashion_100447	1,4000;12,800;51,1000;22,1000;25,1200;153,1200	1,800;12,160;51,200;22,200;25,240;153,240	0	0
fashion_100448	0		backd125_t1	backd125h_t1	4		hero101,0.8;hero102,0.8;hero103,0.8;hero104,0.8;hero105,0.8;hero106,0.9;hero107,0.8;hero108,0.8	item130000040514	item130000040514,-1;item130000740514,604800	FashionDes_130000040514	fashion_100448	1,4000;34,1000;32,500;33,500	1,800;34,200;32,100;33,100	0	0
fashion_100449	0		backd117_t1	backd117h_t1	4		hero101,0.8;hero102,0.8;hero103,0.8;hero104,0.8;hero105,0.8;hero106,0.9;hero107,0.8;hero108,0.8	item130000040336	item130000040336,-1	FashionDes_130000040336	fashion_100449	1,800;3,150;52,300	1,160;3,30;52,60	0	0
fashion_100450	0		backd128_t1	backd128h_t1	4		hero101,0.85;hero102,0.85;hero103,0.85;hero104,0.85;hero105,0.85;hero106,0.95;hero107,0.85;hero108,0.85	item130000040516	item130000040516,-1	FashionDes_130000040516	fashion_100450	3,400;12,600;56,60;33,600;174,500;131,800	3,80;12,120;56,12;33,120;174,100;131,160	0	0
fashion_100451	0		backd126_t1	backd126h_t1	4		hero101,0.8;hero102,0.8;hero103,0.8;hero104,0.8;hero105,0.8;hero106,1.5;hero107,0.8;hero108,0.8	item130000040334	item130000040334,-1	FashionDes_130000040515	fashion_100451	1,100;3,10;132,100	1,50;3,2;31,25	0	0
fashion_100452	0		backd127_t1	backd127h_t1	4		hero101,0.8;hero102,0.8;hero103,0.8;hero104,0.8;hero105,0.8;hero106,1.5;hero107,0.8;hero108,0.8	item130000040337	item130000040337,-1;item130000140337,86400	FashionDes_130000040337	fashion_100452	1,800;4,150;51,300	1,160;4,30;51,60	0	0
fashion_100453	0		backd113_t1	backd113h_t1	4		hero101,0.8;hero102,0.8;hero103,0.8;hero104,0.8;hero105,0.8;hero106,0.9;hero107,0.8;hero108,0.8	item130000040338	item130000040338,-1	FashionDes_130000040338	fashion_100453	1,800;3,150;11,200	1,160;3,30;11,40	0	0
fashion_100454	0		backd130_t1	backd130h_t1	4		hero101,1.1;hero102,1.1;hero103,1.1;hero104,1.1;hero105,1.1;hero106,1.1;hero107,1.1;hero108,1.1	item130000040518	item130000040518,-1	FashionDes_130000040518	fashion_100454	1,3000;12,500;25,1000;11,500	1,600;12,100;25,200;11,100	0	0
fashion_100455	0		backd133_t1	backd133h_t1	4		hero101,1.1;hero102,1.1;hero103,1.1;hero104,1.1;hero105,1.1;hero106,1.1;hero107,1.1;hero108,1.1	item130000040517	item130000040517,-1	FashionDes_130000040517	fashion_109455	1,4000;3,300;51,600;132,650	1,800;3,60;51,120;132,130	0	0
fashion_100456	0		backd132_t1	backd132h_t1	4		hero101,0.8;hero102,0.8;hero103,0.8;hero194,0.8;hero105,0.8;hero106,0.9;hero107,0.8;hero108,0.8	item130000040339	item130000040339,-1	FashionDes_130000040339	fashion_100456	1,800;3,150;51,300	1,160;3,30;51,60	0	0
fashion_100457	0		backd113_t2	backd113h_t2	4		hero101,0.8;hero102,0.8;hero103,0.8;hero104,0.8;hero105,0.8;hero106,0.9;hero107,0.8;hero108,0.8	item130000040340	item130000040340,-1	FashionDes_130000040340	fashion_100457	1,800;3,150;11,200	1,160;3,30;11,40	0	0
fashion_100458	0		backd113_t3	backd113h_t3	4		hero101,0.8;hero102,0.8;hero103,0.8;hero104,0.8;hero105,0.8;hero106,0.9;hero107,0.8;hero108,0.8	item130000040341	item130000040341,-1	FashionDes_130000040341	fashion_100458	1,800;3,150;11,200	1,160;3,30;11,40	0	0
fashion_100459	0		backd134_t1	backd134h_t1	4		hero101,0.9;hero102,0.9;hero103,0.9;hero104,0.9;hero105,0.9;hero106,0.9;hero107,0.9;hero108,0.9	item130000040342	item130000040342,-1	FashionDes_130000040342	fashion_100459	1,4000;12,600;13,600;51,600;52,600	1,800;12,120;13,120;51,120;52,120	0	0
fashion_100460	0		backd131_t1	backd131h_t1	4			item130000040343	item130000040343,-1	FashionDes_130000040343	fashion_100460	1,800;3,150;52,300	1,160;3,30;52,60	0	0
fashion_100461	0		backd142_t1	backd142h_t1	4			item130000040344	item130000040344,-1;item130000140344,86400	FashionDes_130000040344	fashion_100461	3,400;12,600;32,600;34,500;30,1000;35,500	3,80;12,120;32,120;34,100;30,200;35,100	0	0
fashion_100462	0		backd129_t1	backd129h_t1	4			item130000040345	item130000040345,-1;item130000140345,86400	FashionDes_130000040345	fashion_100462	1,4000;12,800;31,1000;32,850;51,1000;132,1000	1,800;12,160;31,200;32,170;51,200;132,200	0	0
fashion_100463	0		backd135_t1	backd135h_t1	4			item130000040346	item130000040346,-1	FashionDes_130000040346	fashion_100463	1,800;3,150;52,300	1,160;3,30;52,60	0	0
fashion_100464	0		backd136_t1	backd136h_t1	4		hero101,0.8;hero102,0.8;hero103,0.8;hero104,0.8;hero105,0.8;hero106,0.9;hero107,0.8;hero108,0.8	item130000040347	item130000040347,-1	FashionDes_130000040347	fashion_100464	1,800;4,150;51,300	1,160;4,30;51,60	0	0
fashion_100465	0		backd137_t1	backd137h_t1	4		hero101,1.2;hero102,1.2;hero103,1.2;hero104,1.2;hero105,1.2;hero106,1.2;hero107,1.2;hero108,1.2	item130000040348	item130000040348,-1;item130099040348,-1;item130000140348,86400	FashionDes_130000040348	fashion_100465	1,800;3,150;33,300	1,160;3,30;33,60	0	0
fashion_100466	0		backd000_t1	backd000h_t1	4			item130000040349	item130000040349,-1	FashionDes_130000040349	fashion_100466	3,400;12,600;51,600;34,1000;52,500;132,500	3,80;12,120;51,120;34,200;52,100;132,100	0	0
fashion_100467	0		backd145_t1	backd145h_t1	4		hero101,0.6;hero102,0.6;hero103,0.6;hero104,0.6;hero105,0.6;hero106,0.6;hero107,0.6;hero108,0.6	item130000040350	item130000040350,-1	FashionDes_130000040350	fashion_100467	3,150;34,250;52,250	3,30;34,50;52,50	0	0
fashion_100468	0		backd144_t1	backd144h_t1	4		hero101,0.8;hero102,0.8;hero103,0.8;hero104,0.8;hero105,0.8;hero106,0.9;hero107,0.8;hero108,0.8	item130000040351	item130000040351,-1	FashionDes_130000040351	fashion_100468	3,400;12,600;30,600;34,600;31,800;35,600	3,80;12,120;30,120;34,120;31,160;35,120	0	0
fashion_100469	0		backd140_t1	backd140h_t1	4			item130000040352	item130000040352,-1	FashionDes_130000040352	fashion_100469	1,800;3,150;11,200	1,160;3,30;11,40	0	0
fashion_100470	0		backd140_t2	backd140h_t2	4			item130000040353	item130000040353,-1	FashionDes_130000040353	fashion_100470	1,800;3,150;11,200	1,160;3,30;11,40	0	0
fashion_100471	0		backd141_t1	backd141h_t1	4			item130000040354	item130000040354,-1	FashionDes_130000040354	fashion_100471	1,800;3,150;11,200	1,160;3,30;11,40	0	0
fashion_100472	0		backd146_t1	backd146h_t1	4			item130000040355	item130000040355,-1	FashionDes_130000040355	fashion_100472	1,500;11,100	1,100;11,20	0	0
fashion_100473	0		backd143_t1	backd143h_t1	4			item130000040356	item130000040356,-1	FashionDes_130000040356	fashion_100473	1,800;3,150;35,300	1,160;3,30;35,60	0	0
fashion_100474	0		backd139_t1	backd139h_t1	4			item130000040357	item130000040357,-1	FashionDes_130000040357	fashion_100474	1,800;3,150;35,300	1,160;3,30;35,60	0	0
fashion_100475	0		backd147_t1	backd147h_t1	4			item130000040358	item130000040358,-1	FashionDes_130000040358	fashion_100475	1,4000;12,1000;206,500;51,800;52,500;185,1000	1,800;12,200;206,100;51,160;52,100;185,200	0	0
fashion_100476	0		backd155_t1	backd155h_t1	4			item130000040359	item130000040359,-1	FashionDes_130000040359	fashion_100476	1,800;3,150;52,300	1,160;3,30;52,60	0	0
fashion_100477	0		backd148_t1	backd148h_t1	4			item130000040360	item130000040360,-1	FashionDes_130000040360	fashion_100477	1,4000;30,500;34,1000;35,500	1,800;30,100;34,200;35,100	0	0
fashion_100478	0		backd149_t1	backd149h_t1	4			item130000040361	item130000040361,-1	FashionDes_130000040361	fashion_100478	3,400;12,600;51,600;30,600;11,600;35,500	3,80;12,120;51,120;30,120;11,120;35,100	0	0
fashion_100479	0		backd150_t1	backd150h_t1	4		hero101,1.5;hero102,1.5;hero103,1.5;hero104,1.5;hero105,1.5;hero106,1.5;hero107,1.5;hero108,1.5	item130000040362	item130000040362,-1	FashionDes_130000040362	fashion_100479	3,400;12,600;51,800;32,600;52,600;33,600	3,80;12,120;51,160;32,120;52,120;33,120	0	0
fashion_100480	0		backd151_t1	backd151h_t1	4		hero101,0.7;hero102,0.7;hero103,0.7;hero104,0.7;hero105,0.7;hero106,0.7;hero107,0.7;hero108,0.7	item130000040363	item130000040363,-1	FashionDes_130000040363	fashion_100480	3,400;12,600;32,600;34,800;52,600;35,600	3,80;12,120;32,120;34,160;52,120;35,120	0	0
fashion_100481	0		backd152_t1	backd152h_t1	4			item130000040364	item130000040364,-1	FashionDes_130000040364	fashion_100481	1,800;11,250;34,300	1,160;11,50;34,60	0	0
fashion_100482	0		backd153_t1	backd153h_t1	4		hero101,0.65;hero102,0.65;hero103,0.65;hero104,0.65;hero105,0.65;hero106,0.65;hero107,0.65;hero108,0.65	item130000040365	item130000040365,-1	FashionDes_130000040365	fashion_100482	1,800;3,150;52,300	1,160;3,30;52,60	0	0
fashion_100483	0		backd154_t1	backd154h_t1	4			item130000040366	item130000040366,-1	FashionDes_130000040366	fashion_100483	1,800;3,150;33,300	1,160;3,30;33,60	0	0
fashion_100484	0		backd156_t1	backd156h_t1	4		hero101,1.2;hero102,1.2;hero103,1.2;hero104,1.2;hero105,1.2;hero106,1.2;hero107,1.2;hero108,1.2	item130000040367	item130000040367,-1	FashionDes_130000040367	fashion_100484	1,800;4,150;32,300	1,160;4,30;32,60	0	0
fashion_100485	0		backd157_t1	backd157h_t1	4			item130000040368	item130000040368,-1	FashionDes_130000040368	fashion_100485	3,900;12,800;34,650;51,600;31,600;185,500	3,180;12,160;34,130;51,120;31,120;185,100	0	0
fashion_100486	0		backd158_t1	backd158h_t1	4		hero101,1.5;hero102,1.5;hero103,1.5;hero104,1.5;hero105,1.5;hero106,1.5;hero107,1.5;hero108,1.5	item130000040369	item130000040369,-1	FashionDes_130000040369	fashion_100486	1,3000;12,500;51,1000;33,500	1,600;12,100;51,200;33,100	0	0
fashion_100487	0		backd159_t1	backd159h_t1	4			item130000040370	item130000040370,-1	FashionDes_130000040370	fashion_100487	3,400;12,600;30,500;51,500;34,800;31,800	3,80;12,120;30,100;51,100;34,160;31,160	0	0
fashion_100488	0		backd160_t1	backd160h_t1	4		hero101,1.2;hero102,1.2;hero103,1.2;hero104,1.2;hero105,1.2;hero106,1.2;hero107,1.2;hero108,1.2	item130000040371	item130000040371,-1	FashionDes_130000040371	fashion_100488	1,800;3,150;35,300	1,160;3,30;35,60	0	0
fashion_100489	0		backd161_t1	backd161h_t1	4			item130000040372	item130000040372,-1	FashionDes_130000040372	fashion_100489	1,800;3,150;132,300	1,160;3,30;132,60	0	0
fashion_100491	0		backd161_t3	backd161h_t3	4			item130000040374	item130000040374,-1	FashionDes_130000040374	fashion_100491	1,800;3,150;132,300	1,160;3,30;132,60	0	0
fashion_100490	0		backd161_t2	backd161h_t2	4			item130000040373	item130000040373,-1	FashionDes_130000040373	fashion_100490	1,800;3,150;132,300	1,160;3,30;132,60	0	0
fashion_100492	0		backd162_t1	backd162h_t1	4	10820249,10820250,10820251	hero101,1.2;hero102,1.2;hero103,1.2;hero104,1.2;hero105,1.2;hero106,1.2;hero107,1.2;hero108,1.2	item130000040375	item130000040375,-1	FashionDes_130000040375	fashion_100492	1,3000;12,500;30,1000;31,500	1,600;12,100;30,200;31,100	0	0
fashion_100493	0	5	backd710_t2	backd710h_t2	4		hero101,0.6;hero102,0.6;hero103,0.6;hero104,0.6;hero105,0.6;hero106,0.6;hero107,0.6;hero108,0.6	item130000040376	item130000040376,-1	FashionDes_130000040376	fashion_100493	3,50;32,100	3,10;32,20	0	0
fashion_100494	0		backd163_t1	backd163h_t1	4			item130000040377	item130000040377,-1	FashionDes_130000040377	fashion_100494	3,400;12,600;51,800;32,600;35,600;33,600	3,80;12,120;51,160;32,120;35,120;33,120	0	0
fashion_100495	0		backd164_t1	backd164h_t1	4			item130000040378	item130000040378,-1	FashionDes_130000040378	fashion_100495	3,900;12,800;32,500;34,800;33,800;35,500	3,180;12,160;32,100;34,160;33,160;35,100	0	0
fashion_100496	0		backd165_t1	backd165h_t1	4		hero101,0.65;hero102,0.65;hero103,0.65;hero104,0.65;hero105,0.65;hero106,0.65;hero107,0.65;hero108,0.65	item130000040379	item130000040379,-1	FashionDes_130000040379	fashion_100496	1,3000;3,300;11,500;12,500	1,600;3,60;11,100;12,100	0	0
fashion_100497	0		backd166_t1	backd166h_t1	4		hero101,1.3;hero102,1.3;hero103,1.3;hero104,1.3;hero105,1.3;hero106,1.3;hero107,1.3;hero108,1.3	item130000040380	item130000040380,-1	FashionDes_130000040380	fashion_100497	1,4000;12,600;30,600;34,800;52,600;132,600	1,800;12,120;30,120;34,160;52,120;132,120	0	0
fashion_100498	0		backd167_t1	backd167h_t1	4			item130000040381	item130000040381,-1	FashionDes_130000040381	fashion_100498	1,800;3,150;33,300	1,160;3,30;33,60	0	0
fashion_100499	0		backd168_t1	backd168h_t1	4		hero101,1.1;hero102,1.1;hero103,1.1;hero104,1.1;hero105,1.1;hero106,1.1;hero107,1.1;hero108,1.1	item130000040382	item130000040382,-1	FashionDes_130000040382	fashion_100499	1,500;34,100	1,100;34,20	0	0
fashion_1004100	0		backd169_t1	backd169h_t1	4		hero101,0.8;hero102,0.8;hero103,0.8;hero104,0.8;hero105,0.8;hero106,0.9;hero107,0.8;hero108,0.8	item130000040383	item130000040383,-1	FashionDes_130000040383	fashion_1004100	1,500;34,100	1,100;34,20	0	0
fashion_1004101	0		backd170_t1	backd170h_t1	4		hero101,0.8;hero102,0.8;hero103,0.8;hero104,0.8;hero105,0.8;hero106,0.9;hero107,0.8;hero108,0.8	item130000040384	item130000040384,-1	FashionDes_130000040384	fashion_1004101	3,50;34,100	3,10;34,20	0	0
fashion_1004102	0		backd171_t1	backd171h_t1	4		hero101,0.75;hero102,0.75;hero103,0.75;hero104,0.75;hero105,0.75;hero106,0.85;hero107,0.75;hero108,0.75	item130000040385	item130000040385,-1	FashionDes_130000040385	fashion_1004102	3,50;30,100	3,10;30,20	0	0
fashion_1004103	0		backd172_t1	backd172h_t1	4			item130000040386	item130000040386,-1	FashionDes_130000040386	fashion_1004103	1,500;32,100	1,100;32,20	0	0
fashion_1004104	0		backd173_t1	backd173h_t1	4		hero101,0.65;hero102,0.65;hero103,0.65;hero104,0.65;hero105,0.65;hero106,0.65;hero107,0.65;hero108,0.65	item130000040387	item130000040387,-1	FashionDes_130000040387	fashion_1004104	3,50;35,100	3,10;35,20	0	0
fashion_1004105	0		backd174_t1	backd174h_t1	4		hero101,0.75;hero102,0.75;hero103,0.75;hero104,0.75;hero105,0.75;hero106,0.85;hero107,0.75;hero108,0.75	item130000040388	item130000040388,-1	FashionDes_130000040388	fashion_1004105	1,500;34,100	1,100;34,20	0	0
fashion_1004106	0		backd175_t1	backd175h_t1	4		hero101,0.75;hero102,0.75;hero103,0.75;hero104,0.75;hero105,0.75;hero106,0.85;hero107,0.75;hero108,0.75	item130000040389	item130000040389,-1	FashionDes_130000040389	fashion_1004106	3,50;52,100	3,10;52,20	0	0
fashion_1004107	0		backd176_t1	backd176h_t1	4		hero101,0.75;hero102,0.75;hero103,0.75;hero104,0.75;hero105,0.75;hero106,0.85;hero107,0.75;hero108,0.75	item130000040390	item130000040390,-1	FashionDes_130000040390	fashion_1004107	3,50;30,100	3,10;30,20	0	0
fashion_1004108	0		backd177_t1	backd177h_t1	4		hero101,0.75;hero102,0.75;hero103,0.75;hero104,0.75;hero105,0.75;hero106,0.85;hero107,0.75;hero108,0.75	item130000040391	item130000040391,-1	FashionDes_130000040391	fashion_1004108	1,500;32,100	1,100;32,20	0	0
fashion_1004109	0		backd178_t1	backd178h_t1	4		hero101,0.75;hero102,0.75;hero103,0.75;hero104,0.75;hero105,0.75;hero106,0.85;hero107,0.75;hero108,0.75	item130000040392	item130000040392,-1	FashionDes_130000040392	fashion_1004109	3,50;35,100	3,10;35,20	0	0
fashion_1004110	0	5	backd179_t1	backd179h_t1	4		hero101,0.75;hero102,0.75;hero103,0.75;hero104,0.75;hero105,0.75;hero106,0.85;hero107,0.75;hero108,0.75	item130000040393	item130000040393,-1	FashionDes_130000040393	fashion_1004110	1,500;34,100	1,100;34,20	0	0
fashion_1004111	0	5	backd710_t3	backd710h_t3	4		hero101,0.6;hero102,0.6;hero103,0.6;hero104,0.6;hero105,0.6;hero106,0.6;hero107,0.6;hero108,0.6	item130000040394	item130000040394,-1	FashionDes_130000040394	fashion_1004111	3,50;32,100	3,10;32,20	0	0
fashion_1004112	0		backd181_t1	backd181h_t1	4			item130000040395	item130000040395,-1	FashionDes_130000040395	fashion_1004112	1,4000;12,600;32,600;30,600;131,800;132,600	1,800;12,120;32,120;30,120;131,160;132,120	0	0
fashion_1004113	0		backd182_t1	backd182h_t1	4			item130000040396	item130000040396,-1	FashionDes_130000040396	fashion_1004113	1,4000;12,600;32,600;34,600;52,600;153,800	1,800;12,120;32,120;34,120;52,120;153,160	0	0
fashion_1004114	0		backd183_t1	backd183h_t1	4		hero101,0.9;hero102,0.9;hero103,0.9;hero104,0.9;hero105,0.9;hero106,0.9;hero107,0.9;hero108,0.9	item130000040397	item130000040397,-1	FashionDes_130000040397	fashion_1004114	1,800;3,150;32,300	1,160;3,30;32,60	0	0
fashion_1004115	0	5	backd184_t1	backd184h_t1	4			item130000040398	item130000040398,-1	FashionDes_130000040398	fashion_1004115	1,2	1,2	0	0
fashion_1004116	0	5	backd185_t1	backd185h_t1	4			item130000040399	item130000040399,-1	FashionDes_130000040399	fashion_1004116	1,3	1,3	0	0
fashion_1004119	0		backd188_t1	backd188h_t1	4		hero101,0.86;hero102,0.86;hero103,0.86;hero104,0.86;hero105,0.86;hero106,0.86;hero107,0.86;hero108,0.86	item130000040402	item130000040402,-1	FashionDes_130000040402	fashion_1004119	3,900;12,800;32,800;30,600;31,600;52,600	3,180;12,160;32,160;30,120;31,120;52,120	0	0
fashion_1004120	0		backd189_t1	backd189h_t1	4		hero101,1.1;hero102,1.1;hero103,1.1;hero104,1.1;hero105,1.1;hero106,1.1;hero107,1.1;hero108,1.1	item130000040403	item130000040403,-1	FashionDes_130000040403	fashion_1004120	3,400;12,600;35,600;34,800;51,600;31,600	3,80;12,120;35,120;34,160;51,120;31,120	0	0
fashion_1004121	0		backd190_t1	backd190h_t1	4	10820252,10820253,10820254	hero101,0.77;hero102,0.77;hero103,0.77;hero104,0.77;hero105,0.77;hero106,0.77;hero107,0.77;hero108,0.77	item130000040404	item130000040404,-1	FashionDes_130000040404	fashion_1004121	1,3000;12,500;30,1000;35,500	1,600;12,100;30,200;35,100	0	0
fashion_1004122	0		backd193_t1	backd193h_t1	4			item130000040405	item130000040405,-1	FashionDes_130000040405	fashion_1004122	3,300;12,500;52,750;51,750	3,60;12,100;52,150;51,150	0	0
fashion_1004123	0		backd186_t1	backd186h_t1	4	10820259,10820260,10820261		item130000040406	item130000040406,-1	FashionDes_130000040406	fashion_1004123	1,900;3,200;34,150	1,180;3,40;34,30	0	0
fashion_1004124	0		backd199_t1	backd199h_t1	4		hero101,1.1;hero102,1.1;hero103,1.1;hero104,1.1;hero105,1.1;hero106,1.1;hero107,1.1;hero108,1.1	item130000040407	item130000040407,-1	FashionDes_130000040407	fashion_1004124	1,3000;3,300;35,1000;51,500	1,600;3,60;35,200;51,100	0	0
