流水	活动id	第几周	任务组	任务id	能量	功能检测和自动关闭
3724	6222	3	60	181440	30	37,0
3725	6222	3	60	181450	30	37,0
3726	6222	3	61	183100	100	0,1
3727	6222	3	62	182160	50	25,1
3728	6222	3	63	181520	30	0,1
3729	6222	3	63	181530	30	0,1
3730	6222	3	63	181540	30	0,1
3731	6222	4	64	183010	100	0,1
3732	6222	4	65	182010	50	69,0
3733	6222	4	66	181100	30	0,1
3734	6222	4	66	181110	30	0,1
3735	6222	4	66	181120	30	0,1
3736	6222	4	67	183030	100	80,1
3737	6222	4	68	182030	50	39,0
3738	6222	4	69	182050	50	0,0
3739	6222	4	70	183040	100	0,1
3740	6222	4	71	182070	50	2,1
3741	6222	4	72	181280	30	0,0
3742	6222	4	72	181290	30	0,0
3743	6222	4	72	181300	30	0,0
3744	6222	4	73	183050	100	23,1
3745	6222	4	74	182080	50	33,1
3746	6222	4	75	181370	30	138,1
3747	6222	4	75	181380	30	138,1
3748	6222	4	75	181390	30	138,1
3749	6222	4	76	183060	100	14,1
3750	6222	4	77	182100	50	41,0
3751	6222	4	78	182110	50	0,0
3752	6222	4	79	183080	100	13,1
3753	6222	4	80	182130	50	145,1
3754	6222	4	81	181430	30	37,0
3755	6222	4	81	181440	30	37,0
3756	6222	4	81	181450	30	37,0
3757	6222	4	82	183110	100	0,1
3758	6222	4	83	182170	50	25,1
3759	6222	4	84	181550	30	0,1
3760	6222	4	84	181560	30	0,1
3761	6222	4	84	181570	30	0,1
3762	6222	5	85	183010	100	0,1
3763	6222	5	86	182010	50	69,0
3764	6222	5	87	181310	30	138,1
3765	6222	5	87	181320	30	138,1
3766	6222	5	87	181330	30	138,1
3767	6222	5	88	183020	100	106,1
3768	6222	5	89	182020	50	12,0
3769	6222	5	90	182030	50	39,0
3770	6222	5	91	183030	100	80,1
3771	6222	5	93	181340	30	138,1
3772	6222	5	93	181350	30	138,1
3773	6222	5	93	181360	30	138,1
3774	6222	5	94	183040	100	0,1
3775	6222	5	95	182050	50	0,0
3776	6222	5	96	182060	50	1,1
3777	6222	5	97	183050	100	23,1
3778	6222	5	98	182070	50	2,1
3779	6222	5	99	181370	30	138,1
3780	6222	5	99	181380	30	138,1
3781	6222	5	99	181390	30	138,1
3782	6222	5	100	183060	100	14,1
3783	6222	5	101	182080	50	33,1
3784	6222	5	102	181400	30	0,1
3785	6222	5	102	181410	30	0,1
3786	6222	5	102	181420	30	0,1
3787	6222	5	103	183070	100	0,1
3788	6222	5	104	182090	50	34,1
3789	6222	5	105	181430	30	37,0
3790	6222	5	105	181440	30	37,0
3791	6222	5	105	181450	30	37,0
3792	6222	5	106	183080	100	13,1
3793	6222	5	107	182100	50	41,0
3794	6222	5	108	182110	50	0,0
3795	6222	5	109	183090	100	0,1
3796	6222	5	110	182120	50	127,0
3797	6222	5	111	181580	30	0,1
3798	6222	5	111	181590	30	0,1
3799	6222	5	111	181600	30	0,1
3800	6222	5	112	183100	100	0,1
3801	6222	5	113	182130	50	145,1
3802	6222	5	114	181130	30	0,1
3803	6222	5	114	181140	30	0,1
3804	6222	5	114	181150	30	0,1
3805	6222	5	115	183110	100	0,1
3806	6222	5	116	182140	50	25,1
3807	6222	5	117	181160	30	0,1
3808	6222	5	117	181170	30	0,1
3809	6222	5	117	181180	30	0,1
3810	6222	5	118	183120	100	0,1
3811	6222	5	119	182150	50	25,1
3812	6222	5	120	181250	30	0,0
3813	6222	5	120	181250	30	0,0
3814	6222	5	120	181270	30	0,0
3815	6222	5	121	182160	50	25,1
3816	6222	5	122	182170	50	25,1
3817	6222	5	123	181190	30	0,0
3818	6222	5	123	181200	30	0,0
3819	6222	5	123	181210	30	0,0
3820	6222	5	124	182180	50	25,1
3821	6223	1	1	183010	100	0,1
3822	6223	1	2	182010	50	69,0
3823	6223	1	3	181430	30	37,0
3824	6223	1	3	181440	30	37,0
3825	6223	1	3	181450	30	37,0
3826	6223	1	4	183020	100	106,1
3827	6223	1	5	182020	50	12,0
3828	6223	1	6	182050	50	0,0
3829	6223	1	7	183040	100	0,1
3830	6223	1	8	182060	50	1,1
3831	6223	1	9	181010	30	0,1
3832	6223	1	9	181020	30	0,1
3833	6223	1	9	181030	30	0,1
3834	6223	1	10	183050	100	23,1
3835	6223	1	11	182080	50	33,1
3836	6223	1	12	181190	30	0,0
3837	6223	1	12	181200	30	0,0
3838	6223	1	12	181210	30	0,0
3839	6223	1	13	183070	100	0,1
3840	6223	1	14	182100	50	41,0
3841	6223	1	15	182110	50	0,0
3842	6223	1	16	183080	100	13,1
3843	6223	1	17	182130	50	145,1
3844	6223	1	18	181400	30	0,1
3845	6223	1	18	181410	30	0,1
3846	6223	1	18	181420	30	0,1
3847	6223	1	19	183100	100	0,1
3848	6223	1	20	182140	50	25,1
3849	6223	1	21	181460	30	0,1
3850	6223	1	21	181470	30	0,1
3851	6223	1	21	181480	30	0,1
3852	6223	1	125	183130	30	183,1
3853	6223	2	22	183010	100	0,1
3854	6223	2	23	182010	50	69,0
3855	6223	2	24	181040	30	0,1
3856	6223	2	24	181050	30	0,1
3857	6223	2	24	181060	30	0,1
3858	6223	2	25	183030	100	80,1
3859	6223	2	26	182030	50	39,0
3860	6223	2	27	182050	50	0,0
3861	6223	2	28	183040	100	0,1
3862	6223	2	29	182060	50	1,1
3863	6223	2	30	181220	30	0,0
3864	6223	2	30	181230	30	0,0
3865	6223	2	30	181240	30	0,0
3866	6223	2	31	183050	100	23,1
3867	6223	2	32	182080	50	33,1
3868	6223	2	33	181310	30	138,1
3869	6223	2	33	181320	30	138,1
3870	6223	2	33	181330	30	138,1
3871	6223	2	34	183060	100	14,1
3872	6223	2	35	182090	50	34,1
3873	6223	2	36	182100	50	41,0
3874	6223	2	37	183080	100	13,1
3875	6223	2	38	182130	50	145,1
3876	6223	2	39	181430	30	37,0
3877	6223	2	39	181440	30	37,0
3878	6223	2	39	181450	30	37,0
3879	6223	2	40	183110	100	0,1
3880	6223	2	41	182150	50	25,1
3881	6223	2	42	181490	30	0,1
3882	6223	2	42	181500	30	0,1
3883	6223	2	42	181510	30	0,1
3884	6223	3	43	183010	100	0,1
3885	6223	3	44	182010	50	69,0
3886	6223	3	45	181070	30	0,1
3887	6223	3	45	181080	30	0,1
3888	6223	3	45	181090	30	0,1
3889	6223	3	46	183020	100	106,1
3890	6223	3	47	182070	50	2,1
3891	6223	3	48	182050	50	0,0
3892	6223	3	49	183070	100	0,1
3893	6223	3	50	182060	50	1,1
3894	6223	3	51	181250	30	0,0
3895	6223	3	51	181260	30	0,0
3896	6223	3	51	181270	30	0,0
3897	6223	3	52	183050	100	23,1
3898	6223	3	53	182080	50	33,1
3899	6223	3	54	181340	30	138,1
3900	6223	3	54	181350	30	138,1
3901	6223	3	54	181360	30	138,1
3902	6223	3	55	183040	100	0,1
3903	6223	3	56	182100	50	41,0
3904	6223	3	57	182120	50	127,0
3905	6223	3	58	183080	100	13,1
3906	6223	3	59	182130	50	145,1
3907	6223	3	60	181430	30	37,0
3908	6223	3	60	181440	30	37,0
3909	6223	3	60	181450	30	37,0
3910	6223	3	61	183100	100	0,1
3911	6223	3	62	182160	50	25,1
3912	6223	3	63	181520	30	0,1
3913	6223	3	63	181530	30	0,1
3914	6223	3	63	181540	30	0,1
3915	6223	4	64	183010	100	0,1
3916	6223	4	65	182010	50	69,0
3917	6223	4	66	181100	30	0,1
3918	6223	4	66	181110	30	0,1
3919	6223	4	66	181120	30	0,1
3920	6223	4	67	183030	100	80,1
3921	6223	4	68	182030	50	39,0
3922	6223	4	69	182050	50	0,0
3923	6223	4	70	183040	100	0,1
3924	6223	4	71	182070	50	2,1
3925	6223	4	72	181280	30	0,0
3926	6223	4	72	181290	30	0,0
3927	6223	4	72	181300	30	0,0
3928	6223	4	73	183050	100	23,1
3929	6223	4	74	182080	50	33,1
3930	6223	4	75	181370	30	138,1
3931	6223	4	75	181380	30	138,1
3932	6223	4	75	181390	30	138,1
3933	6223	4	76	183060	100	14,1
3934	6223	4	77	182100	50	41,0
3935	6223	4	78	182110	50	0,0
3936	6223	4	79	183080	100	13,1
3937	6223	4	80	182130	50	145,1
3938	6223	4	81	181430	30	37,0
3939	6223	4	81	181440	30	37,0
3940	6223	4	81	181450	30	37,0
3941	6223	4	82	183110	100	0,1
3942	6223	4	83	182170	50	25,1
3943	6223	4	84	181550	30	0,1
3944	6223	4	84	181560	30	0,1
3945	6223	4	84	181570	30	0,1
3946	6223	5	85	183010	100	0,1
3947	6223	5	86	182010	50	69,0
3948	6223	5	87	181310	30	138,1
3949	6223	5	87	181320	30	138,1
3950	6223	5	87	181330	30	138,1
3951	6223	5	88	183020	100	106,1
3952	6223	5	89	182020	50	12,0
3953	6223	5	90	182030	50	39,0
3954	6223	5	91	183030	100	80,1
3955	6223	5	93	181340	30	138,1
3956	6223	5	93	181350	30	138,1
3957	6223	5	93	181360	30	138,1
3958	6223	5	94	183040	100	0,1
3959	6223	5	95	182050	50	0,0
3960	6223	5	96	182060	50	1,1
3961	6223	5	97	183050	100	23,1
3962	6223	5	98	182070	50	2,1
3963	6223	5	99	181370	30	138,1
3964	6223	5	99	181380	30	138,1
3965	6223	5	99	181390	30	138,1
3966	6223	5	100	183060	100	14,1
3967	6223	5	101	182080	50	33,1
3968	6223	5	102	181400	30	0,1
3969	6223	5	102	181410	30	0,1
3970	6223	5	102	181420	30	0,1
3971	6223	5	103	183070	100	0,1
3972	6223	5	104	182090	50	34,1
3973	6223	5	105	181430	30	37,0
3974	6223	5	105	181440	30	37,0
3975	6223	5	105	181450	30	37,0
3976	6223	5	106	183080	100	13,1
3977	6223	5	107	182100	50	41,0
3978	6223	5	108	182110	50	0,0
3979	6223	5	109	183090	100	0,1
3980	6223	5	110	182120	50	127,0
3981	6223	5	111	181580	30	0,1
3982	6223	5	111	181590	30	0,1
3983	6223	5	111	181600	30	0,1
3984	6223	5	112	183100	100	0,1
3985	6223	5	113	182130	50	145,1
3986	6223	5	114	181130	30	0,1
3987	6223	5	114	181140	30	0,1
3988	6223	5	114	181150	30	0,1
3989	6223	5	115	183110	100	0,1
3990	6223	5	116	182140	50	25,1
3991	6223	5	117	181160	30	0,1
3992	6223	5	117	181170	30	0,1
3993	6223	5	117	181180	30	0,1
3994	6223	5	118	183120	100	0,1
3995	6223	5	119	182150	50	25,1
3996	6223	5	120	181250	30	0,0
3997	6223	5	120	181250	30	0,0
3998	6223	5	120	181270	30	0,0
3999	6223	5	121	182160	50	25,1
4000	6223	5	122	182170	50	25,1
4001	6223	5	123	181190	30	0,0
4002	6223	5	123	181200	30	0,0
4003	6223	5	123	181210	30	0,0
4004	6223	5	124	182180	50	25,1
4005	6224	1	1	183010	100	0,1
4006	6224	1	2	182010	50	69,0
4007	6224	1	3	181430	30	37,0
4008	6224	1	3	181440	30	37,0
4009	6224	1	3	181450	30	37,0
4010	6224	1	4	183020	100	106,1
4011	6224	1	5	182020	50	12,0
4012	6224	1	6	182050	50	0,0
4013	6224	1	7	183040	100	0,1
4014	6224	1	8	182060	50	1,1
4015	6224	1	9	181010	30	0,1
4016	6224	1	9	181020	30	0,1
4017	6224	1	9	181030	30	0,1
4018	6224	1	10	183050	100	23,1
4019	6224	1	11	182080	50	33,1
4020	6224	1	12	181190	30	0,0
4021	6224	1	12	181200	30	0,0
4022	6224	1	12	181210	30	0,0
4023	6224	1	13	183070	100	0,1
4024	6224	1	14	182100	50	41,0
4025	6224	1	15	182110	50	0,0
4026	6224	1	16	183080	100	13,1
4027	6224	1	17	182130	50	145,1
4028	6224	1	18	181400	30	0,1
4029	6224	1	18	181410	30	0,1
4030	6224	1	18	181420	30	0,1
4031	6224	1	19	183100	100	0,1
4032	6224	1	20	182140	50	25,1
4033	6224	1	21	181460	30	0,1
4034	6224	1	21	181470	30	0,1
4035	6224	1	21	181480	30	0,1
4036	6224	1	125	183130	30	183,1
4037	6224	2	22	183010	100	0,1
4038	6224	2	23	182010	50	69,0
4039	6224	2	24	181040	30	0,1
4040	6224	2	24	181050	30	0,1
4041	6224	2	24	181060	30	0,1
4042	6224	2	25	183030	100	80,1
4043	6224	2	26	182030	50	39,0
4044	6224	2	27	182050	50	0,0
4045	6224	2	28	183040	100	0,1
4046	6224	2	29	182060	50	1,1
4047	6224	2	30	181220	30	0,0
4048	6224	2	30	181230	30	0,0
4049	6224	2	30	181240	30	0,0
4050	6224	2	31	183050	100	23,1
4051	6224	2	32	182080	50	33,1
4052	6224	2	33	181310	30	138,1
4053	6224	2	33	181320	30	138,1
4054	6224	2	33	181330	30	138,1
4055	6224	2	34	183060	100	14,1
4056	6224	2	35	182090	50	34,1
4057	6224	2	36	182100	50	41,0
4058	6224	2	37	183080	100	13,1
4059	6224	2	38	182130	50	145,1
4060	6224	2	39	181430	30	37,0
4061	6224	2	39	181440	30	37,0
4062	6224	2	39	181450	30	37,0
4063	6224	2	40	183110	100	0,1
4064	6224	2	41	182150	50	25,1
4065	6224	2	42	181490	30	0,1
4066	6224	2	42	181500	30	0,1
4067	6224	2	42	181510	30	0,1
4068	6224	3	43	183010	100	0,1
4069	6224	3	44	182010	50	69,0
4070	6224	3	45	181070	30	0,1
4071	6224	3	45	181080	30	0,1
4072	6224	3	45	181090	30	0,1
4073	6224	3	46	183020	100	106,1
4074	6224	3	47	182070	50	2,1
4075	6224	3	48	182050	50	0,0
4076	6224	3	49	183070	100	0,1
4077	6224	3	50	182060	50	1,1
4078	6224	3	51	181250	30	0,0
4079	6224	3	51	181260	30	0,0
4080	6224	3	51	181270	30	0,0
4081	6224	3	52	183050	100	23,1
4082	6224	3	53	182080	50	33,1
4083	6224	3	54	181340	30	138,1
4084	6224	3	54	181350	30	138,1
4085	6224	3	54	181360	30	138,1
4086	6224	3	55	183040	100	0,1
4087	6224	3	56	182100	50	41,0
4088	6224	3	57	182120	50	127,0
4089	6224	3	58	183080	100	13,1
4090	6224	3	59	182130	50	145,1
4091	6224	3	60	181430	30	37,0
4092	6224	3	60	181440	30	37,0
4093	6224	3	60	181450	30	37,0
4094	6224	3	61	183100	100	0,1
4095	6224	3	62	182160	50	25,1
4096	6224	3	63	181520	30	0,1
4097	6224	3	63	181530	30	0,1
4098	6224	3	63	181540	30	0,1
4099	6224	4	64	183010	100	0,1
4100	6224	4	65	182010	50	69,0
4101	6224	4	66	181100	30	0,1
4102	6224	4	66	181110	30	0,1
4103	6224	4	66	181120	30	0,1
4104	6224	4	67	183030	100	80,1
4105	6224	4	68	182030	50	39,0
4106	6224	4	69	182050	50	0,0
4107	6224	4	70	183040	100	0,1
4108	6224	4	71	182070	50	2,1
4109	6224	4	72	181280	30	0,0
4110	6224	4	72	181290	30	0,0
4111	6224	4	72	181300	30	0,0
4112	6224	4	73	183050	100	23,1
4113	6224	4	74	182080	50	33,1
4114	6224	4	75	181370	30	138,1
4115	6224	4	75	181380	30	138,1
4116	6224	4	75	181390	30	138,1
4117	6224	4	76	183060	100	14,1
4118	6224	4	77	182100	50	41,0
4119	6224	4	78	182110	50	0,0
4120	6224	4	79	183080	100	13,1
4121	6224	4	80	182130	50	145,1
4122	6224	4	81	181430	30	37,0
4123	6224	4	81	181440	30	37,0
4124	6224	4	81	181450	30	37,0
4125	6224	4	82	183110	100	0,1
4126	6224	4	83	182170	50	25,1
4127	6224	4	84	181550	30	0,1
4128	6224	4	84	181560	30	0,1
4129	6224	4	84	181570	30	0,1
4130	6224	5	85	183010	100	0,1
4131	6224	5	86	182010	50	69,0
4132	6224	5	87	181310	30	138,1
4133	6224	5	87	181320	30	138,1
4134	6224	5	87	181330	30	138,1
4135	6224	5	88	183020	100	106,1
4136	6224	5	89	182020	50	12,0
4137	6224	5	90	182030	50	39,0
4138	6224	5	91	183030	100	80,1
4139	6224	5	93	181340	30	138,1
4140	6224	5	93	181350	30	138,1
4141	6224	5	93	181360	30	138,1
4142	6224	5	94	183040	100	0,1
4143	6224	5	95	182050	50	0,0
4144	6224	5	96	182060	50	1,1
4145	6224	5	97	183050	100	23,1
4146	6224	5	98	182070	50	2,1
4147	6224	5	99	181370	30	138,1
4148	6224	5	99	181380	30	138,1
4149	6224	5	99	181390	30	138,1
4150	6224	5	100	183060	100	14,1
4151	6224	5	101	182080	50	33,1
4152	6224	5	102	181400	30	0,1
4153	6224	5	102	181410	30	0,1
4154	6224	5	102	181420	30	0,1
4155	6224	5	103	183070	100	0,1
4156	6224	5	104	182090	50	34,1
4157	6224	5	105	181430	30	37,0
4158	6224	5	105	181440	30	37,0
4159	6224	5	105	181450	30	37,0
4160	6224	5	106	183080	100	13,1
4161	6224	5	107	182100	50	41,0
4162	6224	5	108	182110	50	0,0
4163	6224	5	109	183090	100	0,1
4164	6224	5	110	182120	50	127,0
4165	6224	5	111	181580	30	0,1
4166	6224	5	111	181590	30	0,1
4167	6224	5	111	181600	30	0,1
4168	6224	5	112	183100	100	0,1
4169	6224	5	113	182130	50	145,1
4170	6224	5	114	181130	30	0,1
4171	6224	5	114	181140	30	0,1
4172	6224	5	114	181150	30	0,1
4173	6224	5	115	183110	100	0,1
4174	6224	5	116	182140	50	25,1
4175	6224	5	117	181160	30	0,1
4176	6224	5	117	181170	30	0,1
4177	6224	5	117	181180	30	0,1
4178	6224	5	118	183120	100	0,1
4179	6224	5	119	182150	50	25,1
4180	6224	5	120	181250	30	0,0
4181	6224	5	120	181250	30	0,0
4182	6224	5	120	181270	30	0,0
4183	6224	5	121	182160	50	25,1
4184	6224	5	122	182170	50	25,1
4185	6224	5	123	181190	30	0,0
4186	6224	5	123	181200	30	0,0
4187	6224	5	123	181210	30	0,0
4188	6224	5	124	182180	50	25,1
4373	6226	1	1	183010	150	0,1
4374	6226	1	2	182010	75	69,0
4375	6226	1	3	181430	45	37,0
4376	6226	1	3	181440	45	37,0
4377	6226	1	3	181450	45	37,0
4378	6226	1	4	183020	150	106,1
4379	6226	1	5	182020	75	12,0
4380	6226	1	6	182050	75	0,0
4381	6226	1	7	183040	150	0,1
4382	6226	1	8	182060	75	1,1
4383	6226	1	9	181010	45	0,1
4384	6226	1	9	181020	45	0,1
4385	6226	1	9	181030	45	0,1
4386	6226	1	10	183050	150	23,1
4387	6226	1	11	182080	75	33,1
4388	6226	1	12	181190	45	0,0
4389	6226	1	12	181200	45	0,0
4390	6226	1	12	181210	45	0,0
4391	6226	1	13	183070	150	0,1
4392	6226	1	14	182100	75	41,0
4393	6226	1	15	182110	75	0,0
4394	6226	1	16	183080	150	13,1
4395	6226	1	17	182130	75	145,1
4396	6226	1	18	181400	45	0,1
4397	6226	1	18	181410	45	0,1
4398	6226	1	18	181420	45	0,1
4399	6226	1	19	183100	150	0,1
4400	6226	1	20	182140	75	25,1
4401	6226	1	21	181460	45	0,1
4402	6226	1	21	181470	45	0,1
4403	6226	1	21	181480	45	0,1
4404	6226	1	125	183130	45	183,1
4405	6226	2	22	183010	150	0,1
4406	6226	2	23	182010	75	69,0
4407	6226	2	24	181040	45	0,1
4408	6226	2	24	181050	45	0,1
4409	6226	2	24	181060	45	0,1
4410	6226	2	25	183030	150	80,1
4411	6226	2	26	182030	75	39,0
4412	6226	2	27	182050	75	0,0
4413	6226	2	28	183040	150	0,1
4414	6226	2	29	182060	75	1,1
4415	6226	2	30	181220	45	0,0
4416	6226	2	30	181230	45	0,0
4417	6226	2	30	181240	45	0,0
4418	6226	2	31	183050	150	23,1
4419	6226	2	32	182080	75	33,1
4420	6226	2	33	181310	45	138,1
4421	6226	2	33	181320	45	138,1
4422	6226	2	33	181330	45	138,1
4423	6226	2	34	183060	150	14,1
4424	6226	2	35	182090	75	34,1
4425	6226	2	36	182100	75	41,0
4426	6226	2	37	183080	150	13,1
4427	6226	2	38	182130	75	145,1
4428	6226	2	39	181430	45	37,0
4429	6226	2	39	181440	45	37,0
4430	6226	2	39	181450	45	37,0
4431	6226	2	40	183110	150	0,1
4432	6226	2	41	182150	75	25,1
4433	6226	2	42	181490	45	0,1
4434	6226	2	42	181500	45	0,1
4435	6226	2	42	181510	45	0,1
4436	6226	3	43	183010	150	0,1
4437	6226	3	44	182010	75	69,0
4438	6226	3	45	181070	45	0,1
4439	6226	3	45	181080	45	0,1
4440	6226	3	45	181090	45	0,1
4441	6226	3	46	183020	150	106,1
4442	6226	3	47	182070	75	2,1
4443	6226	3	48	182050	75	0,0
4444	6226	3	49	183070	150	0,1
4445	6226	3	50	182060	75	1,1
4446	6226	3	51	181250	45	0,0
4447	6226	3	51	181260	45	0,0
4448	6226	3	51	181270	45	0,0
4449	6226	3	52	183050	150	23,1
4450	6226	3	53	182080	75	33,1
4451	6226	3	54	181340	45	138,1
4452	6226	3	54	181350	45	138,1
4453	6226	3	54	181360	45	138,1
4454	6226	3	55	183040	150	0,1
4455	6226	3	56	182100	75	41,0
4456	6226	3	57	182120	75	127,0
4457	6226	3	58	183080	150	13,1
4458	6226	3	59	182130	75	145,1
4459	6226	3	60	181430	45	37,0
4460	6226	3	60	181440	45	37,0
4461	6226	3	60	181450	45	37,0
4462	6226	3	61	183100	150	0,1
4463	6226	3	62	182160	75	25,1
4464	6226	3	63	181520	45	0,1
4465	6226	3	63	181530	45	0,1
4466	6226	3	63	181540	45	0,1
4467	6226	4	64	183010	150	0,1
4468	6226	4	65	182010	75	69,0
4469	6226	4	66	181100	45	0,1
4470	6226	4	66	181110	45	0,1
4471	6226	4	66	181120	45	0,1
4472	6226	4	67	183030	150	80,1
4473	6226	4	68	182030	75	39,0
4474	6226	4	69	182050	75	0,0
4475	6226	4	70	183040	150	0,1
4476	6226	4	71	182070	75	2,1
4477	6226	4	72	181280	45	0,0
4478	6226	4	72	181290	45	0,0
4479	6226	4	72	181300	45	0,0
4480	6226	4	73	183050	150	23,1
4481	6226	4	74	182080	75	33,1
4482	6226	4	75	181370	45	138,1
4483	6226	4	75	181380	45	138,1
4484	6226	4	75	181390	45	138,1
4485	6226	4	76	183060	150	14,1
4486	6226	4	77	182100	75	41,0
4487	6226	4	78	182110	75	0,0
4488	6226	4	79	183080	150	13,1
4489	6226	4	80	182130	75	145,1
4490	6226	4	81	181430	45	37,0
4491	6226	4	81	181440	45	37,0
4492	6226	4	81	181450	45	37,0
4493	6226	4	82	183110	150	0,1
4494	6226	4	83	182170	75	25,1
4495	6226	4	84	181550	45	0,1
4496	6226	4	84	181560	45	0,1
4497	6226	4	84	181570	45	0,1
4498	6227	1	1	183010	165	0,1
4499	6227	1	2	182010	83	69,0
4500	6227	1	3	181430	50	37,0
4501	6227	1	3	181440	50	37,0
4502	6227	1	3	181450	50	37,0
4503	6227	1	4	183020	165	106,1
4504	6227	1	5	182020	83	12,0
4505	6227	1	6	182050	83	0,0
4506	6227	1	7	183040	165	0,1
4507	6227	1	8	182060	83	1,1
4508	6227	1	9	181010	50	0,1
4509	6227	1	9	181020	50	0,1
4510	6227	1	9	181030	50	0,1
4511	6227	1	10	183050	165	23,1
4512	6227	1	11	182080	83	33,1
4513	6227	1	12	181190	50	0,0
4514	6227	1	12	181200	50	0,0
4515	6227	1	12	181210	50	0,0
4516	6227	1	13	183070	165	0,1
4517	6227	1	14	182100	83	41,0
4518	6227	1	15	182110	83	0,0
4519	6227	1	16	183080	165	13,1
4520	6227	1	17	182130	83	145,1
4521	6227	1	18	181400	50	0,1
4522	6227	1	18	181410	50	0,1
4523	6227	1	18	181420	50	0,1
4524	6227	1	19	183100	165	0,1
4525	6227	1	20	182140	83	25,1
4526	6227	1	21	181460	50	0,1
4527	6227	1	21	181470	50	0,1
4528	6227	1	21	181480	50	0,1
4529	6227	1	125	183130	50	183,1
4530	6227	2	22	183010	165	0,1
4531	6227	2	23	182010	83	69,0
4532	6227	2	24	181040	50	0,1
4533	6227	2	24	181050	50	0,1
4534	6227	2	24	181060	50	0,1
4535	6227	2	25	183030	165	80,1
4536	6227	2	26	182030	83	39,0
4537	6227	2	27	182050	83	0,0
4538	6227	2	28	183040	165	0,1
4539	6227	2	29	182060	83	1,1
4540	6227	2	30	181220	50	0,0
4541	6227	2	30	181230	50	0,0
4542	6227	2	30	181240	50	0,0
4543	6227	2	31	183050	165	23,1
4544	6227	2	32	182080	83	33,1
4545	6227	2	33	181310	50	138,1
4546	6227	2	33	181320	50	138,1
4547	6227	2	33	181330	50	138,1
4548	6227	2	34	183060	165	14,1
4549	6227	2	35	182090	83	34,1
4550	6227	2	36	182100	83	41,0
4551	6227	2	37	183080	165	13,1
4552	6227	2	38	182130	83	145,1
4553	6227	2	39	181430	50	37,0
4554	6227	2	39	181440	50	37,0
4555	6227	2	39	181450	50	37,0
4556	6227	2	40	183110	165	0,1
4557	6227	2	41	182150	83	25,1
4558	6227	2	42	181490	50	0,1
4559	6227	2	42	181500	50	0,1
4560	6227	2	42	181510	50	0,1
4561	6227	3	43	183010	165	0,1
4562	6227	3	44	182010	83	69,0
4563	6227	3	45	181070	50	0,1
4564	6227	3	45	181080	50	0,1
4565	6227	3	45	181090	50	0,1
4566	6227	3	46	183020	165	106,1
4567	6227	3	47	182070	83	2,1
4568	6227	3	48	182050	83	0,0
4569	6227	3	49	183070	165	0,1
4570	6227	3	50	182060	83	1,1
4571	6227	3	51	181250	50	0,0
4572	6227	3	51	181260	50	0,0
4573	6227	3	51	181270	50	0,0
4574	6227	3	52	183050	165	23,1
4575	6227	3	53	182080	83	33,1
4576	6227	3	54	181340	50	138,1
4577	6227	3	54	181350	50	138,1
4578	6227	3	54	181360	50	138,1
4579	6227	3	55	183040	165	0,1
4580	6227	3	56	182100	83	41,0
4581	6227	3	57	182120	83	127,0
4582	6227	3	58	183080	165	13,1
4583	6227	3	59	182130	83	145,1
4584	6227	3	60	181430	50	37,0
4585	6227	3	60	181440	50	37,0
4586	6227	3	60	181450	50	37,0
4587	6227	3	61	183100	165	0,1
4588	6227	3	62	182160	83	25,1
4589	6227	3	63	181520	50	0,1
4590	6227	3	63	181530	50	0,1
4591	6227	3	63	181540	50	0,1
4592	6227	4	64	183010	165	0,1
4593	6227	4	65	182010	83	69,0
4594	6227	4	66	181100	50	0,1
4595	6227	4	66	181110	50	0,1
4596	6227	4	66	181120	50	0,1
4597	6227	4	67	183030	165	80,1
4598	6227	4	68	182030	83	39,0
4599	6227	4	69	182050	83	0,0
4600	6227	4	70	183040	165	0,1
4601	6227	4	71	182070	83	2,1
4602	6227	4	72	181280	50	0,0
4603	6227	4	72	181290	50	0,0
4604	6227	4	72	181300	50	0,0
4605	6227	4	73	183050	165	23,1
4606	6227	4	74	182080	83	33,1
4607	6227	4	75	181370	50	138,1
4608	6227	4	75	181380	50	138,1
4609	6227	4	75	181390	50	138,1
4610	6227	4	76	183060	165	14,1
4611	6227	4	77	182100	83	41,0
4612	6227	4	78	182110	83	0,0
4613	6227	4	79	183080	165	13,1
4614	6227	4	80	182130	83	145,1
4615	6227	4	81	181430	50	37,0
4616	6227	4	81	181440	50	37,0
4617	6227	4	81	181450	50	37,0
4618	6227	4	82	183110	165	0,1
4619	6227	4	83	182170	83	25,1
4620	6227	4	84	181550	50	0,1
4621	6227	4	84	181560	50	0,1
4622	6227	4	84	181570	50	0,1
4623	6228	1	1	183010	165	0,1
4624	6228	1	2	182010	83	69,0
4625	6228	1	3	181430	50	37,0
4626	6228	1	3	181440	50	37,0
4627	6228	1	3	181450	50	37,0
4628	6228	1	4	183020	165	106,1
4629	6228	1	5	182020	83	12,0
4630	6228	1	6	182050	83	0,0
4631	6228	1	7	183040	165	0,1
4632	6228	1	8	182060	83	1,1
4633	6228	1	9	181010	50	0,1
4634	6228	1	9	181020	50	0,1
4635	6228	1	9	181030	50	0,1
4636	6228	1	10	183050	165	23,1
4637	6228	1	11	182080	83	33,1
4638	6228	1	12	181190	50	0,0
4639	6228	1	12	181200	50	0,0
4640	6228	1	12	181210	50	0,0
4641	6228	1	13	183070	165	0,1
4642	6228	1	14	182100	83	41,0
