流水id	技能宝石升级属性类型	等级	镶嵌属性	升级至次级所需经验	重置所需材料
1175	203	55	4,35;1,345;23,115;22,115	34000	item17908000000001,1
1176	203	56	4,36;1,357;23,119;22,119	34000	item17908000000001,1
1177	203	57	4,37;1,369;23,123;22,123	34000	item17908000000001,1
1178	203	58	4,39;1,381;23,127;22,127	34000	item17908000000001,1
1179	203	59	4,40;1,393;23,131;22,131	34000	item17908000000001,1
1180	203	60	4,41;1,405;23,135;22,135	21000	item17908000000001,1
1181	203	61	4,42;1,418;23,140;22,140	21000	item17908000000001,1
1182	203	62	4,44;1,431;23,144;22,144	21000	item17908000000001,1
1183	203	63	4,45;1,444;23,148;22,148	21000	item17908000000001,1
1184	203	64	4,46;1,457;23,153;22,153	21000	item17908000000001,1
1185	203	65	4,47;1,470;23,157;22,157	38500	item17908000000001,1
1186	203	66	4,49;1,483;23,161;22,161	38500	item17908000000001,1
1187	203	67	4,50;1,496;23,166;22,166	38500	item17908000000001,1
1188	203	68	4,51;1,509;23,170;22,170	38500	item17908000000001,1
1189	203	69	4,53;1,522;23,174;22,174	38500	item17908000000001,1
1190	203	70	4,54;1,535;23,179;22,179	55500	item17908000000001,1
1191	203	71	4,55;1,549;23,183;22,183	55500	item17908000000001,1
1192	203	72	4,57;1,563;23,188;22,188	55500	item17908000000001,1
1193	203	73	4,58;1,577;23,193;22,193	55500	item17908000000001,1
1194	203	74	4,60;1,591;23,197;22,197	55500	item17908000000001,1
1195	203	75	4,61;1,605;23,202;22,202	72500	item17908000000001,1
1196	203	76	4,62;1,620;23,207;22,207	72500	item17908000000001,1
1197	203	77	4,64;1,635;23,212;22,212	72500	item17908000000001,1
1198	203	78	4,65;1,650;23,217;22,217	72500	item17908000000001,1
1199	203	79	4,67;1,665;23,222;22,222	72500	item17908000000001,1
1200	203	80	4,68;1,680;23,227;22,227	45000	item17908000000001,1
1201	203	81	4,70;1,696;23,232;22,232	45000	item17908000000001,1
1202	203	82	4,72;1,712;23,238;22,238	45000	item17908000000001,1
1203	203	83	4,73;1,728;23,243;22,243	45000	item17908000000001,1
1204	203	84	4,75;1,744;23,248;22,248	45000	item17908000000001,1
1205	203	85	4,76;1,760;23,254;22,254	82500	item17908000000001,1
1206	203	86	4,78;1,777;23,259;22,259	82500	item17908000000001,1
1207	203	87	4,80;1,794;23,265;22,265	82500	item17908000000001,1
1208	203	88	4,82;1,811;23,271;22,271	82500	item17908000000001,1
1209	203	89	4,83;1,828;23,276;22,276	82500	item17908000000001,1
1210	203	90	4,85;1,845;23,282;22,282	120000	item17908000000001,1
1211	203	91	4,87;1,863;23,288;22,288	120000	item17908000000001,1
1212	203	92	4,89;1,881;23,294;22,294	120000	item17908000000001,1
1213	203	93	4,90;1,899;23,300;22,300	120000	item17908000000001,1
1214	203	94	4,92;1,917;23,306;22,306	120000	item17908000000001,1
1215	203	95	4,94;1,935;23,312;22,312	157500	item17908000000001,1
1216	203	96	4,96;1,954;23,318;22,318	157500	item17908000000001,1
1217	203	97	4,98;1,973;23,325;22,325	157500	item17908000000001,1
1218	203	98	4,100;1,992;23,331;22,331	157500	item17908000000001,1
1219	203	99	4,102;1,1011;23,337;22,337	157500	item17908000000001,1
1220	203	100	4,103;1,1030;23,344;22,344	97500	item17908000000001,1
1221	203	101	4,105;1,1050;23,350;22,350	97500	item17908000000001,1
1222	203	102	4,107;1,1070;23,357;22,357	97500	item17908000000001,1
1223	203	103	4,109;1,1090;23,364;22,364	97500	item17908000000001,1
1224	203	104	4,111;1,1110;23,370;22,370	97500	item17908000000001,1
1225	203	105	4,113;1,1130;23,377;22,377	163500	item17908000000001,1
1226	203	106	4,116;1,1151;23,384;22,384	163500	item17908000000001,1
1227	203	107	4,118;1,1172;23,391;22,391	163500	item17908000000001,1
1228	203	108	4,120;1,1193;23,398;22,398	163500	item17908000000001,1
1229	203	109	4,122;1,1214;23,405;22,405	163500	item17908000000001,1
1230	203	110	4,124;1,1235;23,412;22,412	229500	item17908000000001,1
1231	203	111	4,126;1,1257;23,419;22,419	229500	item17908000000001,1
1232	203	112	4,128;1,1279;23,427;22,427	229500	item17908000000001,1
1233	203	113	4,131;1,1301;23,434;22,434	229500	item17908000000001,1
1234	203	114	4,133;1,1323;23,441;22,441	229500	item17908000000001,1
1235	203	115	4,135;1,1345;23,449;22,449	295000	item17908000000001,1
1236	203	116	4,137;1,1367;23,456;22,456	295000	item17908000000001,1
1237	203	117	4,139;1,1389;23,463;22,463	295000	item17908000000001,1
1238	203	118	4,142;1,1411;23,471;22,471	295000	item17908000000001,1
1239	203	119	4,144;1,1433;23,478;22,478	295000	item17908000000001,1
1240	203	120	4,146;1,1455;23,485;22,485	180000	item17908000000001,1
1241	203	121	4,148;1,1478;23,493;22,493	180000	item17908000000001,1
1242	203	122	4,151;1,1501;23,501;22,501	180000	item17908000000001,1
1243	203	123	4,153;1,1524;23,508;22,508	180000	item17908000000001,1
1244	203	124	4,155;1,1547;23,516;22,516	180000	item17908000000001,1
1245	203	125	4,157;1,1570;23,524;22,524	280000	item17908000000001,1
1246	203	126	4,160;1,1594;23,532;22,532	280000	item17908000000001,1
1247	203	127	4,162;1,1618;23,540;22,540	280000	item17908000000001,1
1248	203	128	4,165;1,1642;23,548;22,548	280000	item17908000000001,1
1249	203	129	4,167;1,1666;23,556;22,556	280000	item17908000000001,1
1250	203	130	4,169;1,1690;23,564;22,564	380000	item17908000000001,1
1251	203	131	4,172;1,1715;23,572;22,572	380000	item17908000000001,1
1252	203	132	4,174;1,1740;23,580;22,580	380000	item17908000000001,1
1253	203	133	4,177;1,1765;23,589;22,589	380000	item17908000000001,1
1254	203	134	4,179;1,1790;23,597;22,597	380000	item17908000000001,1
1255	203	135	4,182;1,1815;23,605;22,605	480000	item17908000000001,1
1256	203	136	4,185;1,1841;23,614;22,614	480000	item17908000000001,1
1257	203	137	4,187;1,1867;23,623;22,623	480000	item17908000000001,1
1258	203	138	4,190;1,1893;23,631;22,631	480000	item17908000000001,1
1259	203	139	4,192;1,1919;23,640;22,640	480000	item17908000000001,1
1260	203	140	4,195;1,1945;23,649;22,649	0	item17908000000001,1
1261	303	1	4,1;1,2;23,1;22,1	200	item17908000000001,1
1262	303	2	4,1;1,4;23,2;22,2	200	item17908000000001,1
1263	303	3	4,1;1,6;23,2;22,2	200	item17908000000001,1
1264	303	4	4,1;1,8;23,3;22,3	200	item17908000000001,1
1265	303	5	4,1;1,10;23,4;22,4	600	item17908000000001,1
1266	303	6	4,2;1,13;23,5;22,5	600	item17908000000001,1
1267	303	7	4,2;1,16;23,6;22,6	600	item17908000000001,1
1268	303	8	4,2;1,19;23,7;22,7	600	item17908000000001,1
1269	303	9	4,3;1,22;23,8;22,8	600	item17908000000001,1
1270	303	10	4,3;1,25;23,9;22,9	1000	item17908000000001,1
1271	303	11	4,3;1,30;23,10;22,10	1000	item17908000000001,1
1272	303	12	4,4;1,35;23,12;22,12	1000	item17908000000001,1
1273	303	13	4,4;1,40;23,14;22,14	1000	item17908000000001,1
1274	303	14	4,5;1,45;23,15;22,15	1000	item17908000000001,1
1275	303	15	4,5;1,50;23,17;22,17	2000	item17908000000001,1
1276	303	16	4,6;1,55;23,19;22,19	2000	item17908000000001,1
1277	303	17	4,6;1,60;23,20;22,20	2000	item17908000000001,1
1278	303	18	4,7;1,65;23,22;22,22	2000	item17908000000001,1
1279	303	19	4,7;1,70;23,24;22,24	2000	item17908000000001,1
1280	303	20	4,8;1,75;23,25;22,25	800	item17908000000001,1
1281	303	21	4,9;1,82;23,28;22,28	800	item17908000000001,1
1282	303	22	4,9;1,89;23,30;22,30	800	item17908000000001,1
1283	303	23	4,10;1,96;23,32;22,32	800	item17908000000001,1
1284	303	24	4,11;1,103;23,35;22,35	800	item17908000000001,1
1285	303	25	4,11;1,110;23,37;22,37	2500	item17908000000001,1
1286	303	26	4,12;1,118;23,40;22,40	2500	item17908000000001,1
1287	303	27	4,13;1,126;23,42;22,42	2500	item17908000000001,1
1288	303	28	4,14;1,134;23,45;22,45	2500	item17908000000001,1
1289	303	29	4,15;1,142;23,48;22,48	2500	item17908000000001,1
1290	303	30	4,15;1,150;23,50;22,50	7000	item17908000000001,1
1291	303	31	4,16;1,159;23,53;22,53	7000	item17908000000001,1
1292	303	32	4,17;1,168;23,56;22,56	7000	item17908000000001,1
1293	303	33	4,18;1,177;23,59;22,59	7000	item17908000000001,1
1294	303	34	4,19;1,186;23,62;22,62	7000	item17908000000001,1
1295	303	35	4,20;1,195;23,65;22,65	15000	item17908000000001,1
1296	303	36	4,21;1,205;23,69;22,69	15000	item17908000000001,1
1297	303	37	4,22;1,215;23,72;22,72	15000	item17908000000001,1
1298	303	38	4,23;1,225;23,75;22,75	15000	item17908000000001,1
1299	303	39	4,24;1,235;23,79;22,79	15000	item17908000000001,1
1300	303	40	4,25;1,245;23,82;22,82	7500	item17908000000001,1
1301	303	41	4,26;1,256;23,86;22,86	7500	item17908000000001,1
1302	303	42	4,27;1,267;23,89;22,89	7500	item17908000000001,1
1303	303	43	4,28;1,278;23,93;22,93	7500	item17908000000001,1
1304	303	44	4,29;1,289;23,97;22,97	7500	item17908000000001,1
1305	303	45	4,30;1,300;23,100;22,100	16500	item17908000000001,1
1306	303	46	4,32;1,312;23,104;22,104	16500	item17908000000001,1
1307	303	47	4,33;1,324;23,108;22,108	16500	item17908000000001,1
1308	303	48	4,34;1,336;23,112;22,112	16500	item17908000000001,1
1309	303	49	4,35;1,348;23,116;22,116	16500	item17908000000001,1
1310	303	50	4,36;1,360;23,120;22,120	25500	item17908000000001,1
1311	303	51	4,38;1,373;23,125;22,125	25500	item17908000000001,1
1312	303	52	4,39;1,386;23,129;22,129	25500	item17908000000001,1
1313	303	53	4,40;1,399;23,133;22,133	25500	item17908000000001,1
1314	303	54	4,42;1,412;23,138;22,138	25500	item17908000000001,1
1315	303	55	4,43;1,425;23,142;22,142	34000	item17908000000001,1
1316	303	56	4,44;1,440;23,147;22,147	34000	item17908000000001,1
1317	303	57	4,46;1,455;23,152;22,152	34000	item17908000000001,1
1318	303	58	4,47;1,470;23,157;22,157	34000	item17908000000001,1
1319	303	59	4,49;1,485;23,162;22,162	34000	item17908000000001,1
1320	303	60	4,50;1,500;23,167;22,167	21000	item17908000000001,1
1321	303	61	4,52;1,516;23,172;22,172	21000	item17908000000001,1
1322	303	62	4,54;1,532;23,178;22,178	21000	item17908000000001,1
1323	303	63	4,55;1,548;23,183;22,183	21000	item17908000000001,1
1324	303	64	4,57;1,564;23,188;22,188	21000	item17908000000001,1
1325	303	65	4,58;1,580;23,194;22,194	38500	item17908000000001,1
1326	303	66	4,60;1,597;23,199;22,199	38500	item17908000000001,1
1327	303	67	4,62;1,614;23,205;22,205	38500	item17908000000001,1
1328	303	68	4,64;1,631;23,211;22,211	38500	item17908000000001,1
1329	303	69	4,65;1,648;23,216;22,216	38500	item17908000000001,1
1330	303	70	4,67;1,665;23,222;22,222	55500	item17908000000001,1
1331	303	71	4,69;1,683;23,228;22,228	55500	item17908000000001,1
1332	303	72	4,71;1,701;23,234;22,234	55500	item17908000000001,1
1333	303	73	4,72;1,719;23,240;22,240	55500	item17908000000001,1
1334	303	74	4,74;1,737;23,246;22,246	55500	item17908000000001,1
1335	303	75	4,76;1,755;23,252;22,252	72500	item17908000000001,1
1336	303	76	4,78;1,774;23,258;22,258	72500	item17908000000001,1
1337	303	77	4,80;1,793;23,265;22,265	72500	item17908000000001,1
1338	303	78	4,82;1,812;23,271;22,271	72500	item17908000000001,1
1339	303	79	4,84;1,831;23,277;22,277	72500	item17908000000001,1
1340	303	80	4,85;1,850;23,284;22,284	45000	item17908000000001,1
1341	303	81	4,87;1,870;23,290;22,290	45000	item17908000000001,1
1342	303	82	4,89;1,890;23,297;22,297	45000	item17908000000001,1
1343	303	83	4,91;1,910;23,304;22,304	45000	item17908000000001,1
1344	303	84	4,93;1,930;23,310;22,310	45000	item17908000000001,1
1345	303	85	4,95;1,950;23,317;22,317	82500	item17908000000001,1
1346	303	86	4,98;1,972;23,324;22,324	82500	item17908000000001,1
1347	303	87	4,100;1,994;23,332;22,332	82500	item17908000000001,1
1348	303	88	4,102;1,1016;23,339;22,339	82500	item17908000000001,1
1349	303	89	4,104;1,1038;23,346;22,346	82500	item17908000000001,1
1350	303	90	4,106;1,1060;23,354;22,354	120000	item17908000000001,1
1351	303	91	4,109;1,1082;23,361;22,361	120000	item17908000000001,1
1352	303	92	4,111;1,1104;23,368;22,368	120000	item17908000000001,1
1353	303	93	4,113;1,1126;23,376;22,376	120000	item17908000000001,1
1354	303	94	4,115;1,1148;23,383;22,383	120000	item17908000000001,1
1355	303	95	4,117;1,1170;23,390;22,390	157500	item17908000000001,1
1356	303	96	4,120;1,1193;23,398;22,398	157500	item17908000000001,1
1357	303	97	4,122;1,1216;23,406;22,406	157500	item17908000000001,1
1358	303	98	4,124;1,1239;23,413;22,413	157500	item17908000000001,1
1359	303	99	4,127;1,1262;23,421;22,421	157500	item17908000000001,1
1360	303	100	4,129;1,1285;23,429;22,429	97500	item17908000000001,1
1361	303	101	4,131;1,1310;23,437;22,437	97500	item17908000000001,1
1362	303	102	4,134;1,1335;23,445;22,445	97500	item17908000000001,1
1363	303	103	4,136;1,1360;23,454;22,454	97500	item17908000000001,1
1364	303	104	4,139;1,1385;23,462;22,462	97500	item17908000000001,1
1365	303	105	4,141;1,1410;23,470;22,470	163500	item17908000000001,1
1366	303	106	4,144;1,1436;23,479;22,479	163500	item17908000000001,1
1367	303	107	4,147;1,1462;23,488;22,488	163500	item17908000000001,1
1368	303	108	4,149;1,1488;23,496;22,496	163500	item17908000000001,1
1369	303	109	4,152;1,1514;23,505;22,505	163500	item17908000000001,1
1370	303	110	4,154;1,1540;23,514;22,514	229500	item17908000000001,1
1371	303	111	4,157;1,1567;23,523;22,523	229500	item17908000000001,1
1372	303	112	4,160;1,1594;23,532;22,532	229500	item17908000000001,1
1373	303	113	4,163;1,1621;23,541;22,541	229500	item17908000000001,1
1374	303	114	4,165;1,1648;23,550;22,550	229500	item17908000000001,1
1375	303	115	4,168;1,1675;23,559;22,559	295000	item17908000000001,1
1376	303	116	4,171;1,1703;23,568;22,568	295000	item17908000000001,1
1377	303	117	4,174;1,1731;23,577;22,577	295000	item17908000000001,1
1378	303	118	4,176;1,1759;23,587;22,587	295000	item17908000000001,1
1379	303	119	4,179;1,1787;23,596;22,596	295000	item17908000000001,1
1380	303	120	4,182;1,1815;23,605;22,605	180000	item17908000000001,1
1381	303	121	4,185;1,1844;23,615;22,615	180000	item17908000000001,1
1382	303	122	4,188;1,1873;23,625;22,625	180000	item17908000000001,1
1383	303	123	4,191;1,1902;23,634;22,634	180000	item17908000000001,1
1384	303	124	4,194;1,1931;23,644;22,644	180000	item17908000000001,1
1385	303	125	4,196;1,1960;23,654;22,654	280000	item17908000000001,1
1386	303	126	4,199;1,1990;23,664;22,664	280000	item17908000000001,1
1387	303	127	4,202;1,2020;23,674;22,674	280000	item17908000000001,1
1388	303	128	4,205;1,2050;23,684;22,684	280000	item17908000000001,1
1389	303	129	4,208;1,2080;23,694;22,694	280000	item17908000000001,1
1390	303	130	4,211;1,2110;23,704;22,704	380000	item17908000000001,1
1391	303	131	4,215;1,2142;23,714;22,714	380000	item17908000000001,1
1392	303	132	4,218;1,2174;23,725;22,725	380000	item17908000000001,1
1393	303	133	4,221;1,2206;23,736;22,736	380000	item17908000000001,1
1394	303	134	4,224;1,2238;23,746;22,746	380000	item17908000000001,1
1395	303	135	4,227;1,2270;23,757;22,757	480000	item17908000000001,1
1396	303	136	4,231;1,2303;23,768;22,768	480000	item17908000000001,1
1397	303	137	4,234;1,2336;23,779;22,779	480000	item17908000000001,1
1398	303	138	4,237;1,2369;23,790;22,790	480000	item17908000000001,1
1399	303	139	4,241;1,2402;23,801;22,801	480000	item17908000000001,1
1400	303	140	4,244;1,2435;23,812;22,812	0	item17908000000001,1
1401	403	1	4,1;1,2;23,1;22,1	200	item17908000000001,1
1402	403	2	4,1;1,4;23,2;22,2	200	item17908000000001,1
1403	403	3	4,1;1,6;23,2;22,2	200	item17908000000001,1
1404	403	4	4,1;1,8;23,3;22,3	200	item17908000000001,1
1405	403	5	4,1;1,10;23,4;22,4	600	item17908000000001,1
1406	403	6	4,2;1,14;23,5;22,5	600	item17908000000001,1
1407	403	7	4,2;1,18;23,6;22,6	600	item17908000000001,1
1408	403	8	4,3;1,22;23,8;22,8	600	item17908000000001,1
1409	403	9	4,3;1,26;23,9;22,9	600	item17908000000001,1
1410	403	10	4,3;1,30;23,10;22,10	1000	item17908000000001,1
1411	403	11	4,4;1,35;23,12;22,12	1000	item17908000000001,1
1412	403	12	4,4;1,40;23,14;22,14	1000	item17908000000001,1
1413	403	13	4,5;1,45;23,15;22,15	1000	item17908000000001,1
1414	403	14	4,5;1,50;23,17;22,17	1000	item17908000000001,1
1415	403	15	4,6;1,55;23,19;22,19	2000	item17908000000001,1
1416	403	16	4,7;1,61;23,21;22,21	2000	item17908000000001,1
1417	403	17	4,7;1,67;23,23;22,23	2000	item17908000000001,1
1418	403	18	4,8;1,73;23,25;22,25	2000	item17908000000001,1
1419	403	19	4,8;1,79;23,27;22,27	2000	item17908000000001,1
1420	403	20	4,9;1,85;23,29;22,29	800	item17908000000001,1
1421	403	21	4,10;1,93;23,31;22,31	800	item17908000000001,1
1422	403	22	4,11;1,101;23,34;22,34	800	item17908000000001,1
1423	403	23	4,11;1,109;23,37;22,37	800	item17908000000001,1
1424	403	24	4,12;1,117;23,39;22,39	800	item17908000000001,1
1425	403	25	4,13;1,125;23,42;22,42	2500	item17908000000001,1
1426	403	26	4,14;1,134;23,45;22,45	2500	item17908000000001,1
1427	403	27	4,15;1,143;23,48;22,48	2500	item17908000000001,1
1428	403	28	4,16;1,152;23,51;22,51	2500	item17908000000001,1
1429	403	29	4,17;1,161;23,54;22,54	2500	item17908000000001,1
1430	403	30	4,17;1,170;23,57;22,57	7000	item17908000000001,1
1431	403	31	4,18;1,180;23,60;22,60	7000	item17908000000001,1
1432	403	32	4,19;1,190;23,64;22,64	7000	item17908000000001,1
1433	403	33	4,20;1,200;23,67;22,67	7000	item17908000000001,1
1434	403	34	4,21;1,210;23,70;22,70	7000	item17908000000001,1
1435	403	35	4,22;1,220;23,74;22,74	15000	item17908000000001,1
1436	403	36	4,24;1,232;23,78;22,78	15000	item17908000000001,1
1437	403	37	4,25;1,244;23,82;22,82	15000	item17908000000001,1
1438	403	38	4,26;1,256;23,86;22,86	15000	item17908000000001,1
1439	403	39	4,27;1,268;23,90;22,90	15000	item17908000000001,1
1440	403	40	4,28;1,280;23,94;22,94	7500	item17908000000001,1
1441	403	41	4,30;1,293;23,98;22,98	7500	item17908000000001,1
1442	403	42	4,31;1,306;23,102;22,102	7500	item17908000000001,1
1443	403	43	4,32;1,319;23,107;22,107	7500	item17908000000001,1
1444	403	44	4,34;1,332;23,111;22,111	7500	item17908000000001,1
1445	403	45	4,35;1,345;23,115;22,115	16500	item17908000000001,1
1446	403	46	4,36;1,359;23,120;22,120	16500	item17908000000001,1
1447	403	47	4,38;1,373;23,125;22,125	16500	item17908000000001,1
1448	403	48	4,39;1,387;23,129;22,129	16500	item17908000000001,1
1449	403	49	4,41;1,401;23,134;22,134	16500	item17908000000001,1
1450	403	50	4,42;1,415;23,139;22,139	25500	item17908000000001,1
1451	403	51	4,44;1,431;23,144;22,144	25500	item17908000000001,1
1452	403	52	4,45;1,447;23,149;22,149	25500	item17908000000001,1
1453	403	53	4,47;1,463;23,155;22,155	25500	item17908000000001,1
1454	403	54	4,48;1,479;23,160;22,160	25500	item17908000000001,1
1455	403	55	4,50;1,495;23,165;22,165	34000	item17908000000001,1
1456	403	56	4,52;1,512;23,171;22,171	34000	item17908000000001,1
1457	403	57	4,53;1,529;23,177;22,177	34000	item17908000000001,1
1458	403	58	4,55;1,546;23,182;22,182	34000	item17908000000001,1
1459	403	59	4,57;1,563;23,188;22,188	34000	item17908000000001,1
1460	403	60	4,58;1,580;23,194;22,194	21000	item17908000000001,1
1461	403	61	4,60;1,598;23,200;22,200	21000	item17908000000001,1
1462	403	62	4,62;1,616;23,206;22,206	21000	item17908000000001,1
1463	403	63	4,64;1,634;23,212;22,212	21000	item17908000000001,1
1464	403	64	4,66;1,652;23,218;22,218	21000	item17908000000001,1
1465	403	65	4,67;1,670;23,224;22,224	38500	item17908000000001,1
1466	403	66	4,69;1,689;23,230;22,230	38500	item17908000000001,1
1467	403	67	4,71;1,708;23,236;22,236	38500	item17908000000001,1
1468	403	68	4,73;1,727;23,243;22,243	38500	item17908000000001,1
1469	403	69	4,75;1,746;23,249;22,249	38500	item17908000000001,1
1470	403	70	4,77;1,765;23,255;22,255	55500	item17908000000001,1
1471	403	71	4,79;1,786;23,262;22,262	55500	item17908000000001,1
1472	403	72	4,81;1,807;23,269;22,269	55500	item17908000000001,1
1473	403	73	4,83;1,828;23,276;22,276	55500	item17908000000001,1
1474	403	74	4,85;1,849;23,283;22,283	55500	item17908000000001,1
1475	403	75	4,87;1,870;23,290;22,290	72500	item17908000000001,1
1476	403	76	4,90;1,892;23,298;22,298	72500	item17908000000001,1
1477	403	77	4,92;1,914;23,305;22,305	72500	item17908000000001,1
1478	403	78	4,94;1,936;23,312;22,312	72500	item17908000000001,1
1479	403	79	4,96;1,958;23,320;22,320	72500	item17908000000001,1
1480	403	80	4,98;1,980;23,327;22,327	45000	item17908000000001,1
1481	403	81	4,101;1,1004;23,335;22,335	45000	item17908000000001,1
1482	403	82	4,103;1,1028;23,343;22,343	45000	item17908000000001,1
