流水	精灵	突破等级	所需等级	人物等级	需求材料	合成需求货币	货币数量	等级上限	主动技能	被动技能	魔灵进阶出战属性列表	突破外观变化	协助奖励	战宠阵列突破属性	突破属性描述	进阶等级	突破消耗碎片数量
727	pet_370	7	90	71	item101020505207,1	0	0	100	skill61401,6	skill61411,6	1,600;24,160;26,160	pet_370	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3562	1	40
728	pet_370	8	100	81	item101020505207,3;item101020505358,70	0	0	110	skill61401,6	skill61411,6	51,400;83,400;32,400	pet_370	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3563	1	30
729	pet_370	9	110	81	item101020505207,2	0	0	120	skill61401,6	skill61411,6	4,60;25,160;21,160	pet_370	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3564	1	50
730	pet_370	10	120	81	item101020505207,2	0	0	130	skill61401,6	skill61411,6	51,400;66,400;34,400	pet_370	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3565	1	80
731	pet_371	0	0	1		0	0	30	skill61421,1	skill61431,1		pet_371		3,15;4,15;1,150;132,120	UnlockPropListDECpet_3530	0	0
732	pet_371	1	30	21	item101020505359,12	1	12000000	40	skill61421,2	skill61431,2	3,60;23,200;22,200	pet_371	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3531	0	0
733	pet_371	2	40	21	item101020505359,20	1	18000000	50	skill61421,3	skill61431,3	1,600;3,60;4,60	pet_371	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3532	0	0
734	pet_371	3	50	31	item101020505359,28	1	24000000	60	skill61421,4	skill61431,4	1,800;26,260;24,260	pet_371	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3533	0	0
735	pet_371	4	60	41	item101020505359,40	1	30000000	70	skill61421,5	skill61431,5	3,80;21,260;25,260	pet_371	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3534	0	0
736	pet_371	5	70	51	item101020505359,50	1	36000000	70	skill61421,6	skill61431,6	51,400;30,400;52,400	pet_371	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3535	0	0
737	pet_371	6	80	71	item101020505207,1	0	0	90	skill61421,6	skill61431,6	3,60;22,160;25,160	pet_371	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3566	1	25
738	pet_371	7	90	71	item101020505207,1	0	0	100	skill61421,6	skill61431,6	1,600;24,160;26,160	pet_371	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3567	1	40
739	pet_371	8	100	81	item101020505207,3;item101020505359,70	0	0	110	skill61421,6	skill61431,6	51,400;83,400;32,400	pet_371	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3568	1	30
740	pet_371	9	110	81	item101020505207,2	0	0	120	skill61421,6	skill61431,6	4,60;25,160;21,160	pet_371	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3569	1	50
741	pet_371	10	120	81	item101020505207,2	0	0	130	skill61421,6	skill61431,6	51,400;33,400;31,400	pet_371	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3570	1	80
742	pet_372	0	0	1		0	0	30	skill61581,1	skill61582,1		pet_372		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3720	0	0
743	pet_372	1	30	21	item101020505374,12	1	12000000	40	skill61581,2	skill61582,2	3,60;25,200;26,200	pet_372	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3721	0	0
744	pet_372	2	40	21	item101020505374,20	1	18000000	50	skill61581,3	skill61582,3	1,600;3,60;4,60	pet_372	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3722	0	0
745	pet_372	3	50	31	item101020505374,28	1	24000000	60	skill61581,4	skill61582,4	4,80;24,260;22,260	pet_372	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3723	0	0
746	pet_372	4	60	41	item101020505374,40	1	30000000	70	skill61581,5	skill61582,5	3,80;26,260;23,260	pet_372	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3724	0	0
747	pet_372	5	70	51	item101020505374,50	1	36000000	70	skill61581,6	skill61582,6	51,400;34,400;33,400	pet_372	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3725	0	0
748	pet_373	0	0	1		0	0	30	skill61591,1	skill61592,1		pet_373		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3730	0	0
749	pet_373	1	30	21	item101020505375,12	1	12000000	40	skill61591,2	skill61592,2	3,60;25,200;22,200	pet_373	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3731	0	0
750	pet_373	2	40	21	item101020505375,20	1	18000000	50	skill61591,3	skill61592,3	1,600;3,60;4,60	pet_373	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3732	0	0
751	pet_373	3	50	31	item101020505375,28	1	24000000	60	skill61591,4	skill61592,4	4,80;24,260;26,260	pet_373	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3733	0	0
752	pet_373	4	60	41	item101020505375,40	1	30000000	70	skill61591,5	skill61592,5	3,80;21,260;25,260	pet_373	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3734	0	0
753	pet_373	5	70	51	item101020505375,50	1	36000000	70	skill61591,6	skill61592,6	51,400;52,400;31,400	pet_373	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3735	0	0
754	pet_374	0	0	1		0	0	30	skill61601,1	skill61602,1		pet_374		3,15;4,15;1,150;52,120	UnlockPropListDECpet_3740	0	0
755	pet_374	1	30	21	item101020505376,12	1	12000000	40	skill61601,2	skill61602,2	3,60;23,200;24,200	pet_374	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3741	0	0
756	pet_374	2	40	21	item101020505376,20	1	18000000	50	skill61601,3	skill61602,3	1,600;3,60;4,60	pet_374	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3742	0	0
757	pet_374	3	50	31	item101020505376,28	1	24000000	60	skill61601,4	skill61602,4	4,80;26,260;22,260	pet_374	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3743	0	0
758	pet_374	4	60	41	item101020505376,40	1	30000000	70	skill61601,5	skill61602,5	3,80;21,260;23,260	pet_374	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3744	0	0
759	pet_374	5	70	51	item101020505376,50	1	36000000	70	skill61601,6	skill61602,6	51,400;34,400;31,400	pet_374	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3745	0	0
760	pet_375	0	0	1		0	0	30	skill61611,1	skill61612,1		pet_375		3,15;4,15;1,150;52,120	UnlockPropListDECpet_3750	0	0
761	pet_375	1	30	21	item101020505377,12	1	12000000	40	skill61611,2	skill61612,2	3,60;21,200;26,200	pet_375	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3751	0	0
762	pet_375	2	40	21	item101020505377,20	1	18000000	50	skill61611,3	skill61612,3	1,600;3,60;4,60	pet_375	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3752	0	0
763	pet_375	3	50	31	item101020505377,28	1	24000000	60	skill61611,4	skill61612,4	4,80;26,260;24,260	pet_375	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3753	0	0
764	pet_375	4	60	41	item101020505377,40	1	30000000	70	skill61611,5	skill61612,5	3,80;25,260;23,260	pet_375	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3754	0	0
765	pet_375	5	70	51	item101020505377,50	1	36000000	70	skill61611,6	skill61612,6	51,400;52,400;32,400	pet_375	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3755	0	0
766	pet_376	0	0	1		0	0	30	skill61621,1	skill61622,1		pet_376		3,15;4,15;1,150;52,120	UnlockPropListDECpet_3760	0	0
767	pet_376	1	30	21	item101020505378,12	1	12000000	40	skill61621,2	skill61622,2	3,60;25,200;26,200	pet_376	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3761	0	0
768	pet_376	2	40	21	item101020505378,20	1	18000000	50	skill61621,3	skill61622,3	1,600;3,60;4,60	pet_376	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3762	0	0
769	pet_376	3	50	31	item101020505378,28	1	24000000	60	skill61621,4	skill61622,4	4,80;22,260;24,260	pet_376	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3763	0	0
770	pet_376	4	60	41	item101020505378,40	1	30000000	70	skill61621,5	skill61622,5	3,80;21,260;23,260	pet_376	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3764	0	0
771	pet_376	5	70	51	item101020505378,50	1	36000000	70	skill61621,6	skill61622,6	51,400;34,400;35,400	pet_376	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3765	0	0
772	pet_377	0	0	1		0	0	30	skill61631,1	skill61632,1		pet_377		3,15;4,15;1,150;52,120	UnlockPropListDECpet_3770	0	0
773	pet_377	1	30	21	item101020505379,12	1	12000000	40	skill61631,2	skill61632,2	3,60;23,200;22,200	pet_377	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3771	0	0
774	pet_377	2	40	21	item101020505379,20	1	18000000	50	skill61631,3	skill61632,3	1,600;3,60;4,60	pet_377	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3772	0	0
775	pet_377	3	50	31	item101020505379,28	1	24000000	60	skill61631,4	skill61632,4	4,80;26,260;24,260	pet_377	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3773	0	0
776	pet_377	4	60	41	item101020505379,40	1	30000000	70	skill61631,5	skill61632,5	3,80;21,260;25,260	pet_377	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3774	0	0
777	pet_377	5	70	51	item101020505379,50	1	36000000	70	skill61631,6	skill61632,6	51,400;52,400;30,400	pet_377	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3775	0	0
778	pet_385	0	0	1		0	0	30	skill61641,1	skill61642,1		pet_385		3,15;4,15;1,150;52,120	UnlockPropListDECpet_3850	0	0
779	pet_385	1	30	21	item101020505380,12	1	12000000	40	skill61641,2	skill61642,2	3,60;25,200;22,200	pet_385	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3851	0	0
780	pet_385	2	40	21	item101020505380,20	1	18000000	50	skill61641,3	skill61642,3	1,600;3,60;4,60	pet_385	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3852	0	0
781	pet_385	3	50	31	item101020505380,28	1	24000000	60	skill61641,4	skill61642,4	4,80;24,260;26,260	pet_385	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3853	0	0
782	pet_385	4	60	41	item101020505380,40	1	30000000	70	skill61641,5	skill61642,5	3,80;21,260;25,260	pet_385	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3854	0	0
783	pet_385	5	70	51	item101020505380,50	1	36000000	70	skill61641,6	skill61642,6	51,400;52,400;31,400	pet_385	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3855	0	0
784	pet_378	0	0	1		0	0	30	skill61301,1	skill61311,1		pet_378		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3450	0	0
785	pet_378	1	30	21	item101020505349,12	1	12000000	40	skill61301,2	skill61311,2	3,60;21,200;24,200	pet_378	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3451	0	0
786	pet_378	2	40	21	item101020505349,20	1	18000000	50	skill61301,3	skill61311,3	1,600;3,60;4,60	pet_378	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3452	0	0
787	pet_378	3	50	31	item101020505349,28	1	24000000	60	skill61301,4	skill61311,4	4,80;24,260;22,260	pet_378	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3453	0	0
788	pet_378	4	60	41	item101020505349,40	1	30000000	70	skill61301,5	skill61311,5	3,80;23,260;21,260	pet_378	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3454	0	0
789	pet_378	5	70	51	item101020505349,50	1	36000000	70	skill61301,6	skill61311,6	51,400;34,400;52,400	pet_378	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3455	0	0
790	pet_378	6	80	71	item101020505207,1	0	0	90	skill61301,6	skill61311,6	3,60;22,160;25,160	pet_378	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3571	1	25
791	pet_378	7	90	71	item101020505207,1	0	0	100	skill61301,6	skill61311,6	1,600;23,160;26,160	pet_378	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3572	1	40
792	pet_378	8	100	81	item101020505207,3;item101020505349,70	0	0	110	skill61301,6	skill61311,6	51,400;31,400;32,400	pet_378	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3573	1	30
793	pet_378	9	110	81	item101020505207,2	0	0	120	skill61301,6	skill61311,6	4,60;25,160;21,160	pet_378	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3574	1	50
794	pet_378	10	120	81	item101020505207,2	0	0	130	skill61301,6	skill61311,6	51,400;34,400;35,400	pet_378	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3575	1	80
795	pet_379	0	0	1		0	0	30	skill61161,1	skill61171,1		pet_379		3,15;4,15;1,150;51,120	UnlockPropListDECpet_3510	0	0
796	pet_379	1	30	21	item101020505355,12	1	12000000	40	skill61161,2	skill61171,2	3,60;21,200;24,200	pet_379	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3511	0	0
797	pet_379	2	40	21	item101020505355,20	1	18000000	50	skill61161,3	skill61171,3	1,600;3,60;4,60	pet_379	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3512	0	0
798	pet_379	3	50	31	item101020505355,28	1	24000000	60	skill61161,4	skill61171,4	4,80;24,260;22,260	pet_379	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3513	0	0
799	pet_379	4	60	41	item101020505355,40	1	30000000	70	skill61161,5	skill61171,5	3,80;23,260;21,260	pet_379	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3514	0	0
800	pet_379	5	70	51	item101020505355,50	1	36000000	70	skill61161,6	skill61171,6	51,400;34,400;52,400	pet_379	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3515	0	0
801	pet_379	6	80	71	item101020505207,1	0	0	90	skill61161,6	skill61171,6	3,60;22,160;25,160	pet_379	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3576	1	25
802	pet_379	7	90	71	item101020505207,1	0	0	100	skill61161,6	skill61171,6	1,600;24,160;26,160	pet_379	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3577	1	40
803	pet_379	8	100	81	item101020505207,3;item101020505355,70	0	0	110	skill61161,6	skill61171,6	51,400;35,400;32,400	pet_379	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3578	1	30
804	pet_379	9	110	81	item101020505207,2	0	0	120	skill61161,6	skill61171,6	4,60;25,160;21,160	pet_379	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3579	1	50
805	pet_379	10	120	81	item101020505207,2	0	0	130	skill61161,6	skill61171,6	51,400;52,400;34,400	pet_379	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3580	1	80
806	pet_380	0	0	1		0	0	30	skill61141,1	skill61151,1		pet_380		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3390	0	0
807	pet_380	1	30	21	item101020505343,12	1	12000000	40	skill61141,2	skill61151,2	3,60;25,200;26,200	pet_380	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3391	0	0
808	pet_380	2	40	21	item101020505343,20	1	18000000	50	skill61141,3	skill61151,3	1,600;3,60;4,60	pet_380	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3392	0	0
809	pet_380	3	50	31	item101020505343,28	1	24000000	60	skill61141,4	skill61151,4	4,80;24,260;22,260	pet_380	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3393	0	0
810	pet_380	4	60	41	item101020505343,40	1	30000000	70	skill61141,5	skill61151,5	3,80;25,260;23,260	pet_380	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3394	0	0
811	pet_380	5	70	51	item101020505343,50	1	36000000	70	skill61141,6	skill61151,6	51,400;30,400;31,400	pet_380	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3395	0	0
812	pet_380	6	80	71	item101020505207,1	0	0	90	skill61141,6	skill61151,6	3,60;22,160;25,160	pet_380	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3581	1	25
813	pet_380	7	90	71	item101020505207,1	0	0	100	skill61141,6	skill61151,6	1,600;23,160;26,160	pet_380	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3582	1	40
814	pet_380	8	100	81	item101020505207,3;item101020505343,70	0	0	110	skill61141,6	skill61151,6	51,400;52,400;32,400	pet_380	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3583	1	30
815	pet_380	9	110	81	item101020505207,2	0	0	120	skill61141,6	skill61151,6	4,60;25,160;21,160	pet_380	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3584	1	50
816	pet_380	10	120	81	item101020505207,2	0	0	130	skill61141,6	skill61151,6	51,400;34,400;35,400	pet_380	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3585	1	80
817	pet_381	0	0	1		0	0	30	skill61021,1	skill61031,1		pet_381		3,15;4,15;1,150;51,60	UnlockPropListDECpet_3370	0	0
818	pet_381	1	30	21	item101020505341,12	1	12000000	40	skill61021,2	skill61031,2	3,60;23,200;24,200	pet_381	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3371	0	0
819	pet_381	2	40	21	item101020505341,20	1	18000000	50	skill61021,3	skill61031,3	1,600;3,60;4,60	pet_381	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3372	0	0
820	pet_381	3	50	31	item101020505341,28	1	24000000	60	skill61021,4	skill61031,4	4,80;24,260;22,260	pet_381	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3373	0	0
821	pet_381	4	60	41	item101020505341,40	1	30000000	70	skill61021,5	skill61031,5	3,80;25,260;23,260	pet_381	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3374	0	0
822	pet_381	5	70	51	item101020505341,50	1	36000000	70	skill61021,6	skill61031,6	51,400;34,400;31,400	pet_381	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3375	0	0
823	pet_381	6	80	71	item101020505207,1	0	0	90	skill61021,6	skill61031,6	3,60;22,160;25,160	pet_381	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3776	1	25
824	pet_381	7	90	71	item101020505207,1	0	0	100	skill61021,6	skill61031,6	1,600;24,160;26,160	pet_381	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3777	1	40
825	pet_381	8	100	81	item101020505207,3;item101020505341,70	0	0	110	skill61021,6	skill61031,6	52,400;31,400;33,400	pet_381	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3778	1	30
826	pet_381	9	110	81	item101020505207,2	0	0	120	skill61021,6	skill61031,6	4,60;25,160;21,160	pet_381	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3779	1	50
827	pet_381	10	120	81	item101020505207,2	0	0	130	skill61021,6	skill61031,6	51,400;30,400;34,400	pet_381	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3780	1	80
828	pet_382	0	0	1		0	0	30	skill61221,1	skill61231,1		pet_382		3,15;4,15;1,150;132,120	UnlockPropListDECpet_3440	0	0
829	pet_382	1	30	21	item101020505348,12	1	12000000	40	skill61221,2	skill61231,2	3,60;21,200;24,200	pet_382	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3441	0	0
830	pet_382	2	40	21	item101020505348,20	1	18000000	50	skill61221,3	skill61231,3	1,600;3,60;4,60	pet_382	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3442	0	0
831	pet_382	3	50	31	item101020505348,28	1	24000000	60	skill61221,4	skill61231,4	4,80;24,260;22,260	pet_382	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3443	0	0
832	pet_382	4	60	41	item101020505348,40	1	30000000	70	skill61221,5	skill61231,5	3,80;25,260;21,260	pet_382	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3444	0	0
833	pet_382	5	70	51	item101020505348,50	1	36000000	70	skill61221,6	skill61231,6	51,400;34,400;52,400	pet_382	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3445	0	0
834	pet_382	6	80	71	item101020505207,1	0	0	90	skill61221,6	skill61231,6	3,60;22,160;25,160	pet_382	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3781	1	25
835	pet_382	7	90	71	item101020505207,1	0	0	100	skill61221,6	skill61231,6	1,600;23,160;26,160	pet_382	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3782	1	40
836	pet_382	8	100	81	item101020505207,3;item101020505348,70	0	0	110	skill61221,6	skill61231,6	51,400;35,400;32,400	pet_382	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3783	1	30
837	pet_382	9	110	81	item101020505207,2	0	0	120	skill61221,6	skill61231,6	4,60;25,160;21,160	pet_382	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3784	1	50
838	pet_382	10	120	81	item101020505207,2	0	0	130	skill61221,6	skill61231,6	51,400;52,400;34,400	pet_382	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3785	1	80
839	pet_383	0	0	1		0	0	30	skill61321,1	skill61331,1		pet_383		3,15;4,15;1,150;52,60	UnlockPropListDECpet_3490	0	0
840	pet_383	1	30	21	item101020505353,12	1	12000000	40	skill61321,2	skill61331,2	3,60;25,200;26,200	pet_383	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3491	0	0
841	pet_383	2	40	21	item101020505353,20	1	18000000	50	skill61321,3	skill61331,3	1,600;3,60;4,60	pet_383	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3492	0	0
842	pet_383	3	50	31	item101020505353,28	1	24000000	60	skill61321,4	skill61331,4	4,80;24,260;22,260	pet_383	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3493	0	0
843	pet_383	4	60	41	item101020505353,40	1	30000000	70	skill61321,5	skill61331,5	3,80;25,260;23,260	pet_383	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3494	0	0
844	pet_383	5	70	51	item101020505353,50	1	36000000	70	skill61321,6	skill61331,6	51,400;34,400;31,400	pet_383	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3495	0	0
845	pet_383	6	80	71	item101020505207,1	0	0	90	skill61321,6	skill61331,6	3,60;22,160;25,160	pet_383	item100000000005,5	3,5;4,5;1,50;52,15	UnlockPropListDECpet_3786	1	25
846	pet_383	7	90	71	item101020505207,1	0	0	100	skill61321,6	skill61331,6	1,600;23,160;26,160	pet_383	item100000000005,5	3,5;4,5;1,50;52,15	UnlockPropListDECpet_3787	1	40
847	pet_383	8	100	81	item101020505207,3;item101020505353,70	0	0	110	skill61321,6	skill61331,6	51,400;52,400;32,400	pet_383	item100000000005,5	3,5;4,5;1,50;52,15	UnlockPropListDECpet_3788	1	30
848	pet_383	9	110	81	item101020505207,2	0	0	120	skill61321,6	skill61331,6	4,60;25,160;21,160	pet_383	item100000000005,5	3,5;4,5;1,50;52,15	UnlockPropListDECpet_3789	1	50
849	pet_383	10	120	81	item101020505207,2	0	0	130	skill61321,6	skill61331,6	51,400;34,400;35,400	pet_383	item100000000005,5	3,5;4,5;1,50;52,15	UnlockPropListDECpet_3790	1	80
850	pet_386	0	0	1		0	0	30	skill61651,1	skill61652,1		pet_386		3,15;4,15;1,150;52,120	UnlockPropListDECpet_3860	0	0
851	pet_386	1	30	21	item101020505381,12	1	12000000	40	skill61651,2	skill61652,2	3,60;25,200;22,200	pet_386	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3861	0	0
852	pet_386	2	40	21	item101020505381,20	1	18000000	50	skill61651,3	skill61652,3	1,600;3,60;4,60	pet_386	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3862	0	0
853	pet_386	3	50	31	item101020505381,28	1	24000000	60	skill61651,4	skill61652,4	4,80;26,260;24,260	pet_386	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3863	0	0
854	pet_386	4	60	41	item101020505381,40	1	30000000	70	skill61651,5	skill61652,5	3,80;21,260;23,260	pet_386	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3864	0	0
855	pet_386	5	70	51	item101020505381,50	1	36000000	70	skill61651,6	skill61652,6	51,400;34,400;52,400	pet_386	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3865	0	0
856	pet_387	0	0	1		0	0	30	skill61661,1	skill61662,1		pet_387		3,15;4,15;1,150;52,120	UnlockPropListDECpet_3870	0	0
857	pet_387	1	30	21	item101020505382,12	1	12000000	40	skill61661,2	skill61662,2	3,60;25,200;26,200	pet_387	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3871	0	0
858	pet_387	2	40	21	item101020505382,20	1	18000000	50	skill61661,3	skill61662,3	1,600;3,60;4,60	pet_387	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3872	0	0
859	pet_387	3	50	31	item101020505382,28	1	24000000	60	skill61661,4	skill61662,4	4,80;24,260;22,260	pet_387	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3873	0	0
860	pet_387	4	60	41	item101020505382,40	1	30000000	70	skill61661,5	skill61662,5	3,80;26,260;23,260	pet_387	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3874	0	0
861	pet_387	5	70	51	item101020505382,50	1	36000000	70	skill61661,6	skill61662,6	51,400;34,400;33,400	pet_387	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3875	0	0
862	pet_388	0	0	1		0	0	30	skill61451,1	skill61452,1		pet_388		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3600	0	0
863	pet_388	1	30	21	item101020505364,12	1	12000000	40	skill61451,2	skill61452,2	3,60;25,200;22,200	pet_388	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3601	0	0
864	pet_388	2	40	21	item101020505364,20	1	18000000	50	skill61451,3	skill61452,3	1,600;3,60;4,60	pet_388	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3602	0	0
865	pet_388	3	50	31	item101020505364,28	1	24000000	60	skill61451,4	skill61452,4	4,80;24,260;26,260	pet_388	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3603	0	0
