流水	商店编号	商店分组	商店标签1	商品编号	道具排序	物品名	购买所需货币	购买价格	消耗兑换ID	消耗兑换道具数量	限购类型	限购数量	出售获得货币	出售价格	获得道具ID	获得道具数量	限售类型	限售数量	角色可见的等级	购买次数保留上限	需求公会圣器等级	需求英雄塔罗历史积分	需求活动军衔	兑换规则角标	需求家园等级	显示家园等级	地区渠道号
785	701	0	0	1005	1005	item101031200101	0	0	item101031000002	15	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
786	701	0	0	1006	1006	item101031200201	0	0	item101031000002	15	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
787	701	0	0	1007	1007	item101031200301	0	0	item101031000002	15	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
788	701	0	0	1008	1008	item101031200401	0	0	item101031000002	15	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
789	701	0	0	1009	1009	item101031200501	0	0	item101031000002	15	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
790	701	0	0	1010	1010	item101031200601	0	0	item101031000002	15	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
791	701	0	0	1011	1011	item101031200701	0	0	item101031000002	15	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
792	701	0	0	1012	1012	item101031200801	0	0	item101031000002	15	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
793	701	0	0	1013	1013	item101031300101	0	0	item101031000002	30	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
794	701	0	0	1014	1014	item101031300201	0	0	item101031000002	30	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
795	701	0	0	1015	1015	item101031300301	0	0	item101031000002	30	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
796	701	0	0	1016	1016	item101031300401	0	0	item101031000002	30	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
797	701	0	0	1017	1017	item101031300501	0	0	item101031000002	30	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
798	701	0	0	1018	1018	item101031300601	0	0	item101031000002	30	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
799	701	0	0	1019	1019	item101031300701	0	0	item101031000002	30	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
800	701	0	0	1020	1020	item101031300801	0	0	item101031000002	30	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
801	701	0	0	1021	1021	item101031300901	0	0	item101031000002	30	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
802	701	0	0	1022	1022	item101031301001	0	0	item101031000002	30	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
803	701	0	0	1023	1023	item101031400101	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
804	701	0	0	1024	1024	item101031400201	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
805	701	0	0	1025	1025	item101031400301	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
806	701	0	0	1026	1026	item101031400401	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
807	701	0	0	1027	1027	item101031400501	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
808	701	0	0	1028	1028	item101031400601	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
809	701	0	0	1029	1029	item101031400701	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
810	701	0	0	1030	1030	item101031400801	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
811	701	0	0	1031	1031	item101031400901	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
812	701	0	0	1032	1032	item101031401001	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
813	701	0	0	1033	1033	item101031401101	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
814	701	0	0	1034	1034	item101031401201	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
815	701	0	0	1035	1035	item101031401301	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
816	701	0	0	1036	1036	item101031401401	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
817	701	0	0	1037	1037	item101031401501	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
818	701	0	0	1038	1038	item101032404801	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
819	701	0	0	1039	1039	item101032408801	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	1
820	701	0	0	1040	1041	item101031500101	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
821	701	0	0	1041	1042	item101031500201	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
822	701	0	0	1042	1043	item101031500301	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
823	701	0	0	1043	1044	item101031500401	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
824	701	0	0	1044	1045	item101031500501	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
825	701	0	0	1045	1046	item101031500601	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
826	701	0	0	1046	1047	item101031500701	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
827	701	0	0	1047	1048	item101031500801	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
828	701	0	0	1048	1049	item101031500901	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
829	701	0	0	1049	1050	item101031501001	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
830	701	0	0	1050	1051	item101031501101	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
831	701	0	0	1051	1052	item101031501201	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
832	701	0	0	1052	1053	item101031501301	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
833	701	0	0	1053	1054	item101031501401	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
834	701	0	0	1054	1055	item101031501501	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
835	701	0	0	1055	1056	item101031501601	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
836	701	0	0	1056	1057	item101031501701	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
837	701	0	0	1057	1058	item101031501801	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
838	701	0	0	1058	1059	item101031501901	0	0	item101031000002	100	2	4	0	0		0	0	0	100,999	0	0	0	0		0	0	
839	701	0	0	1059	1060	item101031502001	0	0	item101031000002	100	2	4	0	0		0	0	0	100,999	0	0	0	0		0	0	
840	701	0	0	1060	1061	item101031502101	0	0	item101031000002	100	2	4	0	0		0	0	0	100,999	0	0	0	0		0	0	
841	701	0	0	1061	1062	item101031502201	0	0	item101031000002	100	2	4	0	0		0	0	0	100,999	0	0	0	0		0	0	
842	701	0	0	1062	1063	item101031401601	0	0	item101031000002	60	2	4	0	0		0	0	0	100,999	0	0	0	0		0	0	
843	701	0	0	1063	1064	item101032404601	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
844	701	0	0	1064	1065	item101032404701	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
845	701	0	0	1065	1066	item101032405001	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
846	701	0	0	1066	1067	item101032405101	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
847	701	0	0	1067	1068	item101032405601	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
848	701	0	0	1068	1069	item101032405701	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
849	701	0	0	1069	1070	item101032405801	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
850	701	0	0	1070	1071	item101032405901	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
851	701	0	0	1071	1072	item101032406001	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
852	701	0	0	1072	1073	item101032406101	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
853	701	0	0	1073	1074	item101032406201	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
854	701	0	0	1074	1075	item101032406301	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
855	701	0	0	1075	1076	item101032406401	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
856	701	0	0	1076	1077	item101032406501	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
857	701	0	0	1077	1078	item101032406601	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
858	701	0	0	1078	1079	item101032406701	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
859	701	0	0	1079	1080	item101032406801	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
860	701	0	0	1080	1081	item101032406901	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
861	701	0	0	1081	1082	item101032407001	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
862	701	0	0	1082	1083	item101032407101	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
863	701	0	0	1083	1084	item101032407201	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
864	701	0	0	1084	1085	item101032407301	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
865	701	0	0	1085	1086	item101032407401	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
866	701	0	0	1086	1087	item101032407501	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
867	701	0	0	1087	1088	item101032407601	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	1
868	701	0	0	1088	1089	item101032407701	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	1
869	701	0	0	1089	1090	item101032407801	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	1
870	701	0	0	1090	1091	item101032407901	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	1
871	701	0	0	1091	1092	item101032408001	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
872	701	0	0	1092	1093	item101032408101	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
873	701	0	0	1093	1094	item101032408201	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
874	701	0	0	1094	1095	item101032408301	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
875	701	0	0	1095	1096	item101032408401	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
876	701	0	0	1096	1097	item101032408501	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
877	701	0	0	1097	1098	item101032409201	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
878	701	0	0	1098	1099	item101032409301	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
879	701	0	0	1099	1100	item101032408601	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	1
880	701	0	0	1100	1101	item101032408701	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	1
881	701	0	0	1101	1102	item101032409001	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	1
882	701	0	0	1102	1103	item101032409101	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	1
883	701	0	0	1103	1104	item101032409401	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
884	701	0	0	1104	1105	item101032409501	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
885	701	0	0	1105	1106	item101032409601	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
886	701	0	0	1106	1107	item101032409701	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
887	701	0	0	1107	1108	item101032409801	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
888	701	0	0	1108	1109	item101032409901	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
889	701	0	0	1109	1110	item101032410001	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
890	701	0	0	1110	1111	item101032410101	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
891	701	0	0	1111	1112	item101032410201	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
892	701	0	0	1112	1113	item101032410301	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
893	701	0	0	1113	1114	item101032410401	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	1
894	701	0	0	1114	1115	item101032410501	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	1
895	701	0	0	1115	1116	item101032410601	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	1
896	701	0	0	1116	1117	item101032410701	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	1
897	701	0	0	1117	1118	item101032410801	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	4
898	701	0	0	1118	1119	item101032410901	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	4
899	701	0	0	1119	1120	item101032411001	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	4
900	701	0	0	1120	1121	item101032411101	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	4
901	701	0	0	1121	1122	item101032411201	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
902	701	0	0	1122	1123	item101032411301	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
903	701	0	0	1123	1124	item101032411401	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
904	701	0	0	1124	1125	item101032411501	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
905	701	0	0	1125	1126	item101032411601	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
906	701	0	0	1126	1127	item101032411701	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
907	701	0	0	1127	1128	item101032411801	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
908	701	0	0	1128	1129	item101032411901	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
909	701	0	0	1129	1130	item101032412001	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
910	701	0	0	1130	1131	item101032412101	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
911	701	0	0	1131	1132	item101032412201	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
912	701	0	0	1132	1133	item101032412301	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
913	701	0	0	1133	1134	item101032412401	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
914	701	0	0	1134	1135	item101032412501	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
915	701	0	0	1135	1136	item101032412601	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
916	701	0	0	1136	1137	item101032412701	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
917	701	0	0	1137	1138	item101032412801	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
918	701	0	0	1138	1139	item101032412901	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
919	701	0	0	1139	1140	item101032413001	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
920	701	0	0	1140	1141	item101032413101	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
921	701	0	0	1141	1040	item101032413201	0	0	item101031000002	60	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
922	701	0	0	1142	1142	item101032413701	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
923	701	0	0	1143	1143	item101032413801	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
924	701	0	0	1144	1144	item101032413301	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	4
925	701	0	0	1145	1145	item101032413401	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	4
926	701	0	0	1146	1146	item101032413501	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	4
927	701	0	0	1147	1147	item101032413601	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	4
928	701	0	0	1148	1148	item101032413901	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
929	701	0	0	1149	1149	item101032414001	0	0	item101031000002	100	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	
930	701	0	0	2000	2000	item105000000108	0	0	item101031000002	100000000	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	-1
931	701	0	0	2000	2000	item105000000109	0	0	item101031000002	100000000	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	-1
932	701	0	0	2000	2000	item105000000110	0	0	item101031000002	100000000	2	4	0	0		0	0	0	56,999	0	0	0	0		0	0	-1
933	901	0	0	1	5	item103010131001	9	500		0	2	60	0	0		0	0	0		0	0	0	0		0	0	
934	901	0	0	2	4	item8103010111017	9	1000		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
935	901	0	0	3	12	item103015110411	9	5000		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
936	901	0	0	4	13	equip307040541998	9	216000		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
937	901	0	0	5	14	equip308040541998	9	168000		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
938	901	0	0	6	15	equip309040541998	9	168000		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
939	901	0	0	7	16	equip310040541998	9	216000		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
940	901	0	0	8	18	item8103010121008	9	100000		0	3	2	0	0		0	0	0	75,999	0	0	0	0		0	0	
941	901	0	0	9	10	item18000000000003	9	1000		0	2	50	0	0		0	0	0	76,999	0	0	0	0		0	0	
942	901	0	0	10	11	item18000000000011	9	8000		0	2	100	0	0		0	0	0	76,999	0	0	0	0		0	0	
943	901	0	0	11	9	item105900000048	9	30000		0	2	2	0	0		0	0	0	76,999	0	0	0	0		0	0	
944	901	0	0	12	8	item127000062004	9	4000		0	2	10	0	0		0	0	0	80,999	0	0	0	0		0	0	
945	901	0	0	13	7	item18000000000016	9	32000		0	2	2	0	0		0	0	0	76,999	4	0	0	0		0	0	
946	901	0	0	14	6	item100000000011	9	8000		0	1	10	0	0		0	0	0		20	0	0	0		0	0	
947	901	0	0	15	3	item8102020061005	9	500000		0	3	1	0	0		0	0	0	40,999	2	0	0	0		0	0	
948	901	0	0	16	2	item8102020061006	9	800000		0	3	1	0	0		0	0	0	40,999	2	0	0	0		0	0	
949	901	0	0	17	1	item8103015110406	9	1000000		0	3	1	0	0		0	0	0		2	0	0	0		0	0	
950	902	0	0	1	5	item101200000009	14	600		0	1	1	0	0		0	0	0	15,29	2	0	0	0		0	0	
951	902	0	0	2	6	item101200000010	14	600		0	1	1	0	0		0	0	0	30,39	2	0	0	0		0	0	
952	902	0	0	3	12	item101200000011	14	600		0	1	1	0	0		0	0	0	40,44	2	0	0	0		0	0	
953	902	0	0	4	13	item101200000012	14	600		0	1	1	0	0		0	0	0	45,54	2	0	0	0		0	0	
954	902	0	0	5	14	item101200000013	14	600		0	1	1	0	0		0	0	0	55,64	2	0	0	0		0	0	
955	902	0	0	12	15	item101200000019	14	600		0	1	1	0	0		0	0	0	65,80	2	0	0	0		0	0	
956	902	0	0	13	16	item101200000021	14	600		0	1	1	0	0		0	0	0	81,200	2	0	0	0		0	0	
957	902	0	0	21	21	item8103010121003	14	50		0	1	24	0	0		0	0	0		48	0	0	0		0	0	
958	902	0	0	22	22	item107999900001	14	60		0	1	48	0	0		0	0	0		96	0	0	0		0	0	
959	902	0	0	23	23	item101040101015	14	100		0	1	48	0	0		0	0	0		96	0	0	0		0	0	
960	902	0	0	31	31	item100000000019	14	300		0	1	36	0	0		0	0	0		72	0	0	0		0	0	
961	902	0	0	32	32	item100000000006	14	100		0	1	120	0	0		0	0	0		240	0	0	0		0	0	
962	902	0	0	33	33	item230000000002	14	200		0	1	10	0	0		0	0	0	999,1999	20	0	0	0		0	0	
963	902	0	0	34	34	item91000000729	14	300		0	1	5	0	0		0	0	0	70,999	10	0	0	0		0	0	
964	902	0	0	35	35	item177000000001	14	50		0	1	24	0	0		0	0	0	50,999	0	0	0	0		0	0	
965	902	0	0	36	36	item177000000002	14	10		0	1	480	0	0		0	0	0	50,999	0	0	0	0		0	0	
966	902	0	0	37	37	item17907000000004	14	100		0	1	19	0	0		0	0	0	65,999	38	0	0	0		0	0	
967	902	0	0	38	38	item17907000000003	14	500		0	1	5	0	0		0	0	0	65,999	10	0	0	0		0	0	
968	902	0	0	39	39	item19300000000003	14	40		0	1	10	0	0		0	0	0	76,999	20	0	0	0		0	0	
969	902	0	0	40	2	item100500000163	14	450000		0	4	1	0	0		0	0	0	38,999	0	0	0	0		0	0	
970	902	0	0	41	3	item8100500000116	14	80000		0	4	1	0	0		0	0	0	38,999	0	0	0	0		0	0	
971	902	0	0	42	4	item8103010132231	14	100000		0	3	1	0	0		0	0	0	35,999	2	0	0	0		0	0	
972	902	0	0	43	17	item171002010002	14	800		0	1	2	0	0		0	0	0	55,999	4	0	0	0		0	0	
973	902	0	0	44	18	item171002010001	14	400		0	1	5	0	0		0	0	0	55,999	10	0	0	0		0	0	
974	902	0	0	45	1	item18000000000013	14	20000		0	3	2	0	0		0	0	0	76,999	0	0	0	0		0	0	
975	903	0	0	1	2	item103010139013	0	0	item103010139003	40	0	0	0	0		0	0	0		0	0	0	0		0	0	
976	903	0	0	2	3	item103010139012	0	0	item103010139002	40	0	0	0	0		0	0	0		0	0	0	0		0	0	
977	903	0	0	3	4	item103010139014	0	0	item103010139001	600	0	0	0	0		0	0	0		0	0	0	0		0	0	
978	903	0	0	4	5	item103010139011	0	0	item103010139001	40	0	0	0	0		0	0	0		0	0	0	0		0	0	
979	903	0	0	5	1	item103010139015	0	0	item103010139004	60	0	0	0	0		0	0	0		0	0	0	0		0	0	
980	903	0	0	6	6	item891000000694	0	0	item103010139004	50	3	2	0	0		0	0	0		0	0	0	0		0	0	
981	904	0	0	1	1	item8103010131003	16	600		0	2	10	0	0		0	0	0		0	0	0	0		0	0	
982	904	0	0	2	2	item107999900001	16	30		0	1	10	0	0		0	0	0		0	0	0	0		0	0	
983	904	0	0	3	3	item101040101015	16	50		0	1	10	0	0		0	0	0		0	0	0	0		0	0	
984	904	0	0	4	4	item100000000005	16	5		0	1	60	0	0		0	0	0		0	0	0	0		0	0	
985	904	0	0	5	5	item100500000001	16	50		0	1	10	0	0		0	0	0		0	0	0	0		0	0	
986	904	0	0	6	6	item8101020504901	16	180		0	1	10	0	0		0	0	0		0	0	0	0		0	0	
987	904	0	0	7	7	item8106210400002	16	120		0	1	1	0	0		0	0	0		0	0	0	0		0	0	
988	904	0	0	9	8	item140000021004	16	8000		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
989	904	0	0	8	9	item141000000212	16	2500		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
990	905	0	0	1	1	item144400000004	17	100		0	1	10	0	0		0	0	0		0	0	0	0		12	6	
991	905	0	0	2	2	item144400000005	17	200		0	1	10	0	0		0	0	0		0	0	0	0		14	10	
992	905	0	0	3	3	item144400000006	17	500		0	1	10	0	0		0	0	0		0	0	0	0		28	18	
993	905	0	0	4	4	item144400000007	17	800		0	1	10	0	0		0	0	0		0	0	0	0		20	16	
994	905	0	0	5	5	item144400000001	17	100		0	2	40	0	0		0	0	0		0	0	0	0		14	6	
995	905	0	0	6	6	item144400000002	17	300		0	2	20	0	0		0	0	0		0	0	0	0		20	16	
996	905	0	0	7	7	item144400000003	17	500		0	2	20	0	0		0	0	0		0	0	0	0		28	15	
997	905	0	0	8	8	item144400000008	17	2000		0	2	15	0	0		0	0	0		0	0	0	0		20	15	
998	905	0	0	9	9	item144400000009	17	5000		0	2	15	0	0		0	0	0		0	0	0	0		30	15	
999	905	0	0	10	10	item144400000010	17	8000		0	2	15	0	0		0	0	0		0	0	0	0		37	28	
1000	905	0	0	11	11	item144400000011	17	10000		0	2	15	0	0		0	0	0		0	0	0	0		37	28	
1001	905	0	0	12	12	item144500000001	17	3000		0	0	0	0	0		0	0	0		0	0	0	0		16	10	
1002	905	0	0	13	13	item144500000002	17	10000		0	0	0	0	0		0	0	0		0	0	0	0		31	18	
1003	905	0	0	14	14	item144500000003	17	30000		0	0	0	0	0		0	0	0		0	0	0	0		41	28	
1004	905	0	0	129	15	item144300007125	17	15000		0	0	0	0	0		0	0	0		0	0	0	0		18	15	
1005	905	0	0	130	16	item144310007126	17	20000		0	0	0	0	0		0	0	0		0	0	0	0		18	15	
1006	905	0	0	131	17	item144300007127	17	20000		0	0	0	0	0		0	0	0		0	0	0	0		20	15	
1007	905	0	0	132	18	item144310007128	17	30000		0	0	0	0	0		0	0	0		0	0	0	0		20	15	
1008	905	0	0	133	19	item144300007129	17	15000		0	0	0	0	0		0	0	0		0	0	0	0		20	15	
1009	905	0	0	134	20	item144300013011	17	30000		0	0	0	0	0		0	0	0		0	0	0	0		18	15	
1010	905	0	0	135	21	item144300013012	17	35000		0	0	0	0	0		0	0	0		0	0	0	0		20	15	
1011	905	0	0	136	22	item144300013013	17	40000		0	0	0	0	0		0	0	0		0	0	0	0		22	18	
1012	905	0	0	137	23	item144300012011	17	30000		0	0	0	0	0		0	0	0		0	0	0	0		18	15	
1013	905	0	0	138	24	item144300012012	17	35000		0	0	0	0	0		0	0	0		0	0	0	0		20	15	
1014	905	0	0	139	25	item144300012013	17	40000		0	0	0	0	0		0	0	0		0	0	0	0		22	18	
