流水id	学徒id	学徒等级	武艺属性加成	升级属性加成范围	才艺属性加成	升级属性加成范围	升级所需经验	学徒称号等级	援护技能上限
609	apprentic_2004	89	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;32,400,480,1666;34,320,400,1666;31,480,640,1666	3,4	1,40,80,1666;2,40,80,1666;3,40,80,1666;4,40,80,1666;5,40,80,1666;6,40,80,1666	2287	5	6
610	apprentic_2004	90	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;32,400,480,1666;34,320,400,1666;31,480,640,1666	3,4	1,40,80,1666;2,40,80,1666;3,40,80,1666;4,40,80,1666;5,40,80,1666;6,40,80,1666	2367	5	6
611	apprentic_2004	91	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;32,400,480,1666;34,320,400,1666;31,480,640,1666	3,4	1,40,80,1666;2,40,80,1666;3,40,80,1666;4,40,80,1666;5,40,80,1666;6,40,80,1666	2447	5	6
612	apprentic_2004	92	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;32,400,480,1666;34,320,400,1666;31,480,640,1666	3,4	1,40,80,1666;2,40,80,1666;3,40,80,1666;4,40,80,1666;5,40,80,1666;6,40,80,1666	2547	5	6
613	apprentic_2004	93	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;32,400,480,1666;34,320,400,1666;31,480,640,1666	3,4	1,40,80,1666;2,40,80,1666;3,40,80,1666;4,40,80,1666;5,40,80,1666;6,40,80,1666	2647	5	6
614	apprentic_2004	94	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;32,400,480,1666;34,320,400,1666;31,480,640,1666	3,4	1,40,80,1666;2,40,80,1666;3,40,80,1666;4,40,80,1666;5,40,80,1666;6,40,80,1666	2747	5	6
615	apprentic_2004	95	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;32,400,480,1666;34,320,400,1666;31,480,640,1666	3,4	1,40,80,1666;2,40,80,1666;3,40,80,1666;4,40,80,1666;5,40,80,1666;6,40,80,1666	2847	5	6
616	apprentic_2004	96	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;32,400,480,1666;34,320,400,1666;31,480,640,1666	3,4	1,40,80,1666;2,40,80,1666;3,40,80,1666;4,40,80,1666;5,40,80,1666;6,40,80,1666	2947	5	6
617	apprentic_2004	97	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;32,400,480,1666;34,320,400,1666;31,480,640,1666	3,4	1,40,80,1666;2,40,80,1666;3,40,80,1666;4,40,80,1666;5,40,80,1666;6,40,80,1666	3047	5	6
618	apprentic_2004	98	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;32,400,480,1666;34,320,400,1666;31,480,640,1666	3,4	1,40,80,1666;2,40,80,1666;3,40,80,1666;4,40,80,1666;5,40,80,1666;6,40,80,1666	3147	5	6
619	apprentic_2004	99	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;32,400,480,1666;34,320,400,1666;31,480,640,1666	3,4	1,40,80,1666;2,40,80,1666;3,40,80,1666;4,40,80,1666;5,40,80,1666;6,40,80,1666	3247	5	6
620	apprentic_2004	100	3,4	1,800,960,1666;3,80,120,1666;4,120,160,1666;32,400,480,1666;34,320,400,1666;31,480,640,1666	3,4	1,40,80,1666;2,40,80,1666;3,40,80,1666;4,40,80,1666;5,40,80,1666;6,40,80,1666	0	5	6
621	apprentic_3001	1	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	7	1	2
622	apprentic_3001	2	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	9	1	2
623	apprentic_3001	3	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	11	1	2
624	apprentic_3001	4	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	13	1	2
625	apprentic_3001	5	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	15	1	2
626	apprentic_3001	6	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	17	1	2
627	apprentic_3001	7	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	19	1	2
628	apprentic_3001	8	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	21	1	2
629	apprentic_3001	9	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	23	1	2
630	apprentic_3001	10	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	25	1	2
631	apprentic_3001	11	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	27	1	2
632	apprentic_3001	12	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	29	1	2
633	apprentic_3001	13	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	31	1	2
634	apprentic_3001	14	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	33	1	2
635	apprentic_3001	15	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	35	1	2
636	apprentic_3001	16	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	37	1	2
637	apprentic_3001	17	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	39	1	2
638	apprentic_3001	18	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	41	1	2
639	apprentic_3001	19	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	43	1	2
640	apprentic_3001	20	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	45	1	2
641	apprentic_3001	21	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	47	2	3
642	apprentic_3001	22	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	57	2	3
643	apprentic_3001	23	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	67	2	3
644	apprentic_3001	24	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	77	2	3
645	apprentic_3001	25	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	87	2	3
646	apprentic_3001	26	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	97	2	3
647	apprentic_3001	27	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	107	2	3
648	apprentic_3001	28	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	117	2	3
649	apprentic_3001	29	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	127	2	3
650	apprentic_3001	30	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	137	2	3
651	apprentic_3001	31	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	147	2	3
652	apprentic_3001	32	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	157	2	3
653	apprentic_3001	33	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	167	2	3
654	apprentic_3001	34	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	177	2	3
655	apprentic_3001	35	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	187	2	3
656	apprentic_3001	36	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	197	2	3
657	apprentic_3001	37	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	207	2	3
658	apprentic_3001	38	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	217	2	3
659	apprentic_3001	39	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	227	2	3
660	apprentic_3001	40	1,2	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	1,2	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	237	2	3
661	apprentic_3001	41	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	247	3	4
662	apprentic_3001	42	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	267	3	4
663	apprentic_3001	43	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	287	3	4
664	apprentic_3001	44	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	307	3	4
665	apprentic_3001	45	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	327	3	4
666	apprentic_3001	46	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	347	3	4
667	apprentic_3001	47	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	367	3	4
668	apprentic_3001	48	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	387	3	4
669	apprentic_3001	49	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	407	3	4
670	apprentic_3001	50	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	427	3	4
671	apprentic_3001	51	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	447	3	4
672	apprentic_3001	52	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	467	3	4
673	apprentic_3001	53	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	487	3	4
674	apprentic_3001	54	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	507	3	4
675	apprentic_3001	55	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	527	3	4
676	apprentic_3001	56	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	547	3	4
677	apprentic_3001	57	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	567	3	4
678	apprentic_3001	58	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	587	3	4
679	apprentic_3001	59	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	607	3	4
680	apprentic_3001	60	2,3	1,320,384,1666;3,30,45,1666;4,48,64,1666;32,152,182,1666;35,134,168,1666;30,230,307,1666	2,3	1,15,30,1666;2,16,32,1666;3,15,30,1666;4,15,30,1666;5,16,32,1666;6,16,32,1666	0	3	4
681	apprentic_3002	1	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	7	1	2
682	apprentic_3002	2	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	9	1	2
683	apprentic_3002	3	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	11	1	2
684	apprentic_3002	4	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	13	1	2
685	apprentic_3002	5	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	15	1	2
686	apprentic_3002	6	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	17	1	2
687	apprentic_3002	7	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	19	1	2
688	apprentic_3002	8	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	21	1	2
689	apprentic_3002	9	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	23	1	2
690	apprentic_3002	10	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	25	1	2
691	apprentic_3002	11	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	27	1	2
692	apprentic_3002	12	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	29	1	2
693	apprentic_3002	13	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	31	1	2
694	apprentic_3002	14	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	33	1	2
695	apprentic_3002	15	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	35	1	2
696	apprentic_3002	16	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	37	1	2
697	apprentic_3002	17	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	39	1	2
698	apprentic_3002	18	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	41	1	2
699	apprentic_3002	19	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	43	1	2
700	apprentic_3002	20	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	45	1	2
701	apprentic_3002	21	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	47	2	3
702	apprentic_3002	22	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	57	2	3
703	apprentic_3002	23	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	67	2	3
704	apprentic_3002	24	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	77	2	3
705	apprentic_3002	25	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	87	2	3
706	apprentic_3002	26	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	97	2	3
707	apprentic_3002	27	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	107	2	3
708	apprentic_3002	28	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	117	2	3
709	apprentic_3002	29	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	127	2	3
710	apprentic_3002	30	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	137	2	3
711	apprentic_3002	31	1,2	1,480,576,1666;3,45,68,1666;4,72,96,1666;32,228,273,1666;35,201,252,1666;30,345,460,1666	1,2	1,22,45,1666;2,24,48,1666;3,22,45,1666;4,22,45,1666;5,24,48,1666;6,24,48,1666	147	2	3
