流水	专精ID	等级	升级所需角色等级	升级消耗	属性	评分类型	值/公式	参数1	参数2	参数3	参数4	参数5
2076	1022007	6	31		3,72	2	180					
2077	1022007	7	41		3,84	2	210					
2078	1022007	8	51		3,96	2	240					
2079	1022007	9	61		3,108	2	270					
2080	1022007	10	71		3,120	2	300					
2081	1022008	1	1		4,12	2	30					
2082	1022008	2	1		4,24	2	60					
2083	1022008	3	1		4,36	2	90					
2084	1022008	4	11		4,48	2	120					
2085	1022008	5	21		4,60	2	150					
2086	1022008	6	31		4,72	2	180					
2087	1022008	7	41		4,84	2	210					
2088	1022008	8	51		4,96	2	240					
2089	1022008	9	61		4,108	2	270					
2090	1022008	10	71		4,120	2	300					
2091	1022009	1	1		1,120	2	30					
2092	1022009	2	1		1,240	2	60					
2093	1022009	3	1		1,360	2	90					
2094	1022009	4	11		1,480	2	120					
2095	1022009	5	21		1,600	2	150					
2096	1022009	6	31		1,720	2	180					
2097	1022009	7	41		1,840	2	210					
2098	1022009	8	51		1,960	2	240					
2099	1022009	9	61		1,1080	2	270					
2100	1022009	10	71		1,1200	2	300					
2101	1022801	1	1		67,210	2	210					
2102	1022801	2	1		67,240	2	240					
2103	1022801	3	1		67,270	2	270					
2104	1022801	4	11		67,300	2	300					
2105	1022801	5	21		67,330	2	330					
2106	1022801	6	31		67,360	2	360					
2107	1022801	7	41		67,390	2	390					
2108	1022801	8	51		67,420	2	420					
2109	1022801	9	61		67,450	2	450					
2110	1022801	10	71		67,480	2	480					
2111	1022002	1	1		23,26	2	30					
2112	1022002	2	1		23,52	2	60					
2113	1022002	3	1		23,78	2	90					
2114	1022002	4	11		23,104	2	120					
2115	1022002	5	21		23,130	2	150					
2116	1022002	6	31		23,156	2	180					
2117	1022002	7	41		23,182	2	210					
2118	1022002	8	51		23,208	2	240					
2119	1022002	9	61		23,234	2	270					
2120	1022002	10	71		23,260	2	300					
2121	1022005	1	1		24,26	2	30					
2122	1022005	2	1		24,52	2	60					
2123	1022005	3	1		24,78	2	90					
2124	1022005	4	11		24,104	2	120					
2125	1022005	5	21		24,130	2	150					
2126	1022005	6	31		24,156	2	180					
2127	1022005	7	41		24,182	2	210					
2128	1022005	8	51		24,208	2	240					
2129	1022005	9	61		24,234	2	270					
2130	1022005	10	71		24,260	2	300					
2131	1022010	1	1		2,10	2	30					
2132	1022010	2	1		2,20	2	60					
2133	1022010	3	1		2,30	2	90					
2134	1022010	4	11		2,40	2	120					
2135	1022010	5	21		2,50	2	150					
2136	1022010	6	31		2,60	2	180					
2137	1022010	7	41		2,70	2	210					
2138	1022010	8	51		2,80	2	240					
2139	1022010	9	61		2,90	2	270					
2140	1022010	10	71		2,100	2	300					
2141	1022012	1	1		3,13	2	32					
2142	1022012	2	1		3,26	2	65					
2143	1022012	3	1		3,39	2	97					
2144	1022012	4	11		3,52	2	130					
2145	1022012	5	21		3,65	2	162					
2146	1022012	6	31		3,78	2	195					
2147	1022012	7	41		3,91	2	227					
2148	1022012	8	51		3,104	2	260					
2149	1022012	9	61		3,117	2	292					
2150	1022012	10	71		3,130	2	325					
2151	1022014	1	1		1,130	2	32					
2152	1022014	2	1		1,260	2	65					
2153	1022014	3	1		1,390	2	97					
2154	1022014	4	11		1,520	2	130					
2155	1022014	5	21		1,650	2	162					
2156	1022014	6	31		1,780	2	195					
2157	1022014	7	41		1,910	2	227					
2158	1022014	8	51		1,1040	2	260					
2159	1022014	9	61		1,1170	2	292					
2160	1022014	10	71		1,1300	2	325					
2161	1022004	1	1		22,26	2	32					
2162	1022004	2	1		22,52	2	65					
2163	1022004	3	1		22,78	2	97					
2164	1022004	4	11		22,104	2	130					
2165	1022004	5	21		22,130	2	162					
2166	1022004	6	31		22,156	2	195					
2167	1022004	7	41		22,182	2	227					
2168	1022004	8	51		22,208	2	260					
2169	1022004	9	61		22,234	2	292					
2170	1022004	10	71		22,260	2	325					
2171	1022013	1	1		4,13	2	32					
2172	1022013	2	1		4,26	2	65					
2173	1022013	3	1		4,39	2	97					
2174	1022013	4	11		4,52	2	130					
2175	1022013	5	21		4,65	2	162					
2176	1022013	6	31		4,78	2	195					
2177	1022013	7	41		4,91	2	227					
2178	1022013	8	51		4,104	2	260					
2179	1022013	9	61		4,117	2	292					
2180	1022013	10	71		4,130	2	325					
2181	1022011	1	1		21,26	2	32					
2182	1022011	2	1		21,52	2	65					
2183	1022011	3	1		21,78	2	97					
2184	1022011	4	11		21,104	2	130					
2185	1022011	5	21		21,130	2	162					
2186	1022011	6	31		21,156	2	195					
2187	1022011	7	41		21,182	2	227					
2188	1022011	8	51		21,208	2	260					
2189	1022011	9	61		21,234	2	292					
2190	1022011	10	71		21,260	2	325					
2191	1022003	1	1		25,26	2	32					
2192	1022003	2	1		25,52	2	65					
2193	1022003	3	1		25,78	2	97					
2194	1022003	4	11		25,104	2	130					
2195	1022003	5	21		25,130	2	162					
2196	1022003	6	31		25,156	2	195					
2197	1022003	7	41		25,182	2	227					
2198	1022003	8	51		25,208	2	260					
2199	1022003	9	61		25,234	2	292					
2200	1022003	10	71		25,260	2	325					
2201	1022802	1	1		34,280	2	210					
2202	1022802	2	1		34,320	2	240					
2203	1022802	3	1		34,360	2	270					
2204	1022802	4	11		34,400	2	300					
2205	1022802	5	21		34,440	2	330					
2206	1022802	6	31		34,480	2	360					
2207	1022802	7	41		34,520	2	390					
2208	1022802	8	51		34,560	2	420					
2209	1022802	9	61		34,600	2	450					
2210	1022802	10	71		34,640	2	480					
2211	1022006	1	1		26,26	2	32					
2212	1022006	2	1		26,52	2	65					
2213	1022006	3	1		26,78	2	97					
2214	1022006	4	11		26,104	2	130					
2215	1022006	5	21		26,130	2	162					
2216	1022006	6	31		26,156	2	195					
2217	1022006	7	41		26,182	2	227					
2218	1022006	8	51		26,208	2	260					
2219	1022006	9	61		26,234	2	292					
2220	1022006	10	71		26,260	2	325					
2221	1022015	1	1		3,14	2	35					
2222	1022015	2	1		3,28	2	70					
2223	1022015	3	1		3,42	2	105					
2224	1022015	4	11		3,56	2	140					
2225	1022015	5	21		3,70	2	175					
2226	1022015	6	31		3,84	2	210					
2227	1022015	7	41		3,98	2	245					
2228	1022015	8	51		3,112	2	280					
2229	1022015	9	61		3,126	2	315					
2230	1022015	10	71		3,140	2	350					
2231	1022016	1	1		1,140	2	35					
2232	1022016	2	1		1,280	2	70					
2233	1022016	3	1		1,420	2	105					
2234	1022016	4	11		1,560	2	140					
2235	1022016	5	21		1,700	2	175					
2236	1022016	6	31		1,840	2	210					
2237	1022016	7	41		1,980	2	245					
2238	1022016	8	51		1,1120	2	280					
2239	1022016	9	61		1,1260	2	315					
2240	1022016	10	71		1,1400	2	350					
2241	1022017	1	1		23,28	2	35					
2242	1022017	2	1		23,56	2	70					
2243	1022017	3	1		23,84	2	105					
2244	1022017	4	11		23,112	2	140					
2245	1022017	5	21		23,140	2	175					
2246	1022017	6	31		23,168	2	210					
2247	1022017	7	41		23,196	2	245					
2248	1022017	8	51		23,224	2	280					
2249	1022017	9	61		23,252	2	315					
2250	1022017	10	71		23,280	2	350					
2251	1022018	1	1		4,14	2	35					
2252	1022018	2	1		4,28	2	70					
2253	1022018	3	1		4,42	2	105					
2254	1022018	4	11		4,56	2	140					
2255	1022018	5	21		4,70	2	175					
2256	1022018	6	31		4,84	2	210					
2257	1022018	7	41		4,98	2	245					
2258	1022018	8	51		4,112	2	280					
2259	1022018	9	61		4,126	2	315					
2260	1022018	10	71		4,140	2	350					
2261	1022019	1	1		24,28	2	35					
2262	1022019	2	1		24,56	2	70					
2263	1022019	3	1		24,84	2	105					
2264	1022019	4	11		24,112	2	140					
2265	1022019	5	21		24,140	2	175					
2266	1022019	6	31		24,168	2	210					
2267	1022019	7	41		24,196	2	245					
2268	1022019	8	51		24,224	2	280					
2269	1022019	9	61		24,252	2	315					
2270	1022019	10	71		24,280	2	350					
2271	1022020	1	1		21,28	2	35					
2272	1022020	2	1		21,56	2	70					
2273	1022020	3	1		21,84	2	105					
2274	1022020	4	11		21,112	2	140					
2275	1022020	5	21		21,140	2	175					
2276	1022020	6	31		21,168	2	210					
2277	1022020	7	41		21,196	2	245					
2278	1022020	8	51		21,224	2	280					
2279	1022020	9	61		21,252	2	315					
2280	1022020	10	71		21,280	2	350					
2281	1022803	1	1		30,280	2	210					
2282	1022803	2	1		30,320	2	240					
2283	1022803	3	1		30,360	2	270					
2284	1022803	4	11		30,400	2	300					
2285	1022803	5	21		30,440	2	330					
2286	1022803	6	31		30,480	2	360					
2287	1022803	7	41		30,520	2	390					
2288	1022803	8	51		30,560	2	420					
2289	1022803	9	61		30,600	2	450					
2290	1022803	10	71		30,640	2	480					
2291	1022021	1	1		22,28	2	35					
2292	1022021	2	1		22,56	2	70					
2293	1022021	3	1		22,84	2	105					
2294	1022021	4	11		22,112	2	140					
2295	1022021	5	21		22,140	2	175					
2296	1022021	6	31		22,168	2	210					
2297	1022021	7	41		22,196	2	245					
2298	1022021	8	51		22,224	2	280					
2299	1022021	9	61		22,252	2	315					
2300	1022021	10	71		22,280	2	350					
2301	1022022	1	61		4,15	2	37					
2302	1022022	2	61		4,30	2	75					
2303	1022022	3	61		4,45	2	112					
2304	1022022	4	61		4,60	2	150					
2305	1022022	5	61		4,75	2	187					
2306	1022022	6	63		4,90	2	225					
2307	1022022	7	65		4,105	2	262					
2308	1022022	8	67		4,120	2	300					
2309	1022022	9	69		4,135	2	337					
2310	1022022	10	71		4,150	2	375					
2311	1022023	1	61		1,150	2	37					
2312	1022023	2	61		1,300	2	75					
2313	1022023	3	61		1,450	2	112					
2314	1022023	4	61		1,600	2	150					
2315	1022023	5	61		1,750	2	187					
2316	1022023	6	63		1,900	2	225					
2317	1022023	7	65		1,1050	2	262					
2318	1022023	8	67		1,1200	2	300					
2319	1022023	9	69		1,1350	2	337					
2320	1022023	10	71		1,1500	2	375					
2321	1022024	1	61		3,15	2	37					
2322	1022024	2	61		3,30	2	75					
2323	1022024	3	61		3,45	2	112					
2324	1022024	4	61		3,60	2	150					
2325	1022024	5	61		3,75	2	187					
2326	1022024	6	63		3,90	2	225					
2327	1022024	7	65		3,105	2	262					
2328	1022024	8	67		3,120	2	300					
2329	1022024	9	69		3,135	2	337					
2330	1022024	10	71		3,150	2	375					
2331	1022025	1	61		24,28	2	37					
2332	1022025	2	61		24,56	2	75					
2333	1022025	3	61		24,84	2	112					
2334	1022025	4	61		24,112	2	150					
2335	1022025	5	61		24,140	2	187					
2336	1022025	6	63		24,168	2	225					
2337	1022025	7	65		24,196	2	262					
2338	1022025	8	67		24,224	2	300					
2339	1022025	9	69		24,252	2	337					
2340	1022025	10	71		24,280	2	375					
2341	1022026	1	61		22,28;15,230	2	221					
2342	1022026	2	61		22,56;15,260	2	283					
2343	1022026	3	61		22,84;15,290	2	344					
2344	1022026	4	61		22,112;15,320	2	406					
2345	1022026	5	61		22,140;15,350	2	467					
2346	1022026	6	63		22,168;15,380	2	529					
2347	1022026	7	65		22,196;15,410	2	590					
2348	1022026	8	67		22,224;15,440	2	652					
2349	1022026	9	69		22,252;15,470	2	713					
2350	1022026	10	71		22,280;15,500	2	775					
2351	1022804	1	61		11,140;13,140	2	315					
2352	1022804	2	61		11,160;13,160	2	360					
2353	1022804	3	61		11,180;13,180	2	405					
2354	1022804	4	61		11,200;13,200	2	450					
2355	1022804	5	61		11,220;13,220	2	495					
2356	1022804	6	63		11,240;13,240	2	540					
2357	1022804	7	65		11,260;13,260	2	585					
2358	1022804	8	67		11,280;13,280	2	630					
2359	1022804	9	69		11,300;13,300	2	675					
2360	1022804	10	71		11,320;13,320	2	720					
2361	1022027	1	61		26,28;187,230	2	221					
2362	1022027	2	61		26,56;187,260	2	283					
2363	1022027	3	61		26,84;187,290	2	344					
2364	1022027	4	61		26,112;187,320	2	406					
2365	1022027	5	61		26,140;187,350	2	467					
2366	1022027	6	63		26,168;187,380	2	529					
2367	1022027	7	65		26,196;187,410	2	590					
2368	1022027	8	67		26,224;187,440	2	652					
2369	1022027	9	69		26,252;187,470	2	713					
2370	1022027	10	71		26,280;187,500	2	775					
2371	10221001	1	62		211,50	2	10					
2372	10221001	2	62		211,100	2	20					
2373	10221001	3	62		211,150	2	30					
2374	10221001	4	62		211,200	2	40					
2375	10221001	5	62		211,250	2	50					
2376	10221001	6	62		211,300	2	60					
2377	10221001	7	62		211,350	2	70					
2378	10221001	8	62		211,400	2	80					
2379	10221001	9	64		211,450	2	90					
2380	10221001	10	64		211,500	2	100					
2381	10221001	11	64		211,550	2	110					
2382	10221001	12	66		211,600	2	120					
2383	10221001	13	66		211,650	2	130					
2384	10221001	14	66		211,700	2	140					
2385	10221001	15	68		211,750	2	150					
2386	10221001	16	68		211,800	2	160					
2387	10221001	17	68		211,850	2	170					
2388	10221001	18	70		211,900	2	180					
2389	10221001	19	70		211,950	2	190					
2390	10221001	20	70		211,1000	2	200					
2391	10221002	1	62		212,150	2	10					
2392	10221002	2	62		212,300	2	20					
2393	10221002	3	62		212,450	2	30					
2394	10221002	4	62		212,600	2	40					
2395	10221002	5	62		212,750	2	50					
2396	10221002	6	62		212,900	2	60					
2397	10221002	7	62		212,1050	2	70					
2398	10221002	8	62		212,1200	2	80					
2399	10221002	9	64		212,1350	2	90					
2400	10221002	10	64		212,1500	2	100					
2401	10221002	11	64		212,1650	2	110					
2402	10221002	12	66		212,1800	2	120					
2403	10221002	13	66		212,1950	2	130					
2404	10221002	14	66		212,2100	2	140					
2405	10221002	15	68		212,2250	2	150					
2406	10221002	16	68		212,2400	2	160					
2407	10221002	17	68		212,2550	2	170					
2408	10221002	18	70		212,2700	2	180					
2409	10221002	19	70		212,2850	2	190					
2410	10221002	20	70		212,3000	2	200					
2411	10221003	1	62		213,100	2	10					
2412	10221003	2	62		213,200	2	20					
2413	10221003	3	62		213,300	2	30					
2414	10221003	4	62		213,400	2	40					
2415	10221003	5	62		213,500	2	50					
2416	10221003	6	62		213,600	2	60					
2417	10221003	7	62		213,700	2	70					
2418	10221003	8	62		213,800	2	80					
2419	10221003	9	64		213,900	2	90					
2420	10221003	10	64		213,1000	2	100					
2421	10221003	11	64		213,1100	2	110					
2422	10221003	12	66		213,1200	2	120					
2423	10221003	13	66		213,1300	2	130					
2424	10221003	14	66		213,1400	2	140					
2425	10221003	15	68		213,1500	2	150					
2426	10221003	16	68		213,1600	2	160					
2427	10221003	17	68		213,1700	2	170					
2428	10221003	18	70		213,1800	2	180					
2429	10221003	19	70		213,1900	2	190					
2430	10221003	20	70		213,2000	2	200					
2431	1022028	1	61		4,18	2	45					
2432	1022028	2	61		4,36	2	90					
2433	1022028	3	61		4,54	2	135					
2434	1022028	4	61		4,72	2	180					
2435	1022028	5	61		4,90	2	225					
2436	1022028	6	61		4,108	2	270					
2437	1022028	7	61		4,126	2	315					
2438	1022028	8	61		4,144	2	360					
2439	1022028	9	61		4,162	2	405					
2440	1022028	10	61		4,180	2	450					
2441	1022029	1	61		1,180	2	45					
2442	1022029	2	61		1,360	2	90					
2443	1022029	3	61		1,540	2	135					
2444	1022029	4	61		1,720	2	180					
2445	1022029	5	61		1,900	2	225					
2446	1022029	6	61		1,1080	2	270					
2447	1022029	7	61		1,1260	2	315					
2448	1022029	8	61		1,1440	2	360					
2449	1022029	9	61		1,1620	2	405					
2450	1022029	10	61		1,1800	2	450					
2451	1022030	1	61		3,18	2	45					
2452	1022030	2	61		3,36	2	90					
2453	1022030	3	61		3,54	2	135					
2454	1022030	4	61		3,72	2	180					
2455	1022030	5	61		3,90	2	225					
2456	1022030	6	61		3,108	2	270					
2457	1022030	7	61		3,126	2	315					
2458	1022030	8	61		3,144	2	360					
2459	1022030	9	61		3,162	2	405					
2460	1022030	10	61		3,180	2	450					
2461	1022031	1	61		25,32	2	45					
2462	1022031	2	61		25,64	2	90					
2463	1022031	3	61		25,96	2	135					
2464	1022031	4	61		25,128	2	180					
2465	1022031	5	61		25,160	2	225					
2466	1022031	6	61		25,192	2	270					
2467	1022031	7	61		25,224	2	315					
2468	1022031	8	61		25,256	2	360					
2469	1022031	9	61		25,288	2	405					
2470	1022031	10	61		25,320	2	450					
2471	1022032	1	61		21,32;15,230	2	229					
2472	1022032	2	61		21,64;15,260	2	298					
2473	1022032	3	61		21,96;15,290	2	367					
2474	1022032	4	61		21,128;15,320	2	436					
2475	1022032	5	61		21,160;15,350	2	505					
2476	1022032	6	61		21,192;15,380	2	574					
2477	1022032	7	61		21,224;15,410	2	643					
2478	1022032	8	61		21,256;15,440	2	712					
2479	1022032	9	61		21,288;15,470	2	781					
2480	1022032	10	61		21,320;15,500	2	850					
2481	1022805	1	63		31,210	2	210					
2482	1022805	2	63		31,240	2	240					
2483	1022805	3	63		31,270	2	270					
2484	1022805	4	63		31,300	2	300					
2485	1022805	5	63		31,330	2	330					
2486	1022805	6	63		31,360	2	360					
2487	1022805	7	63		31,390	2	390					
2488	1022805	8	63		31,420	2	420					
2489	1022805	9	63		31,450	2	450					
2490	1022805	10	63		31,480	2	480					
2491	1022034	1	65		23,32;187,230	2	229					
2492	1022034	2	65		23,64;187,260	2	298					
2493	1022034	3	65		23,96;187,290	2	367					
2494	1022034	4	65		23,128;187,320	2	436					
2495	1022034	5	65		23,160;187,350	2	505					
2496	1022034	6	65		23,192;187,380	2	574					
2497	1022034	7	65		23,224;187,410	2	643					
2498	1022034	8	65		23,256;187,440	2	712					
2499	1022034	9	65		23,288;187,470	2	781					
2500	1022034	10	65		23,320;187,500	2	850					
2501	1022035	1	67		268,100	2	10					
2502	1022035	2	67		268,200	2	20					
2503	1022035	3	67		268,300	2	30					
2504	1022035	4	67		268,400	2	40					
2505	1022035	5	67		268,500	2	50					
2506	1022035	6	67		268,600	2	60					
2507	1022035	7	67		268,700	2	70					
2508	1022035	8	67		268,800	2	80					
2509	1022035	9	67		268,900	2	90					
2510	1022035	10	67		268,1000	2	100					
2511	1022036	1	69		269,100	2	10					
2512	1022036	2	69		269,200	2	20					
2513	1022036	3	69		269,300	2	30					
2514	1022036	4	69		269,400	2	40					
2515	1022036	5	69		269,500	2	50					
2516	1022036	6	69		269,600	2	60					
2517	1022036	7	69		269,700	2	70					
2518	1022036	8	69		269,800	2	80					
2519	1022036	9	69		269,900	2	90					
2520	1022036	10	69		269,1000	2	100					
2521	1022037	1	71		270,100	2	10					
2522	1022037	2	71		270,200	2	20					
2523	1022037	3	71		270,300	2	30					
2524	1022037	4	71		270,400	2	40					
2525	1022037	5	71		270,500	2	50					
2526	1022037	6	71		270,600	2	60					
2527	1022037	7	71		270,700	2	70					
2528	1022037	8	71		270,800	2	80					
2529	1022037	9	71		270,900	2	90					
2530	1022037	10	71		270,1000	2	100					
2531	1022038	1	70		271,100	2	10					
2532	1022038	2	70		271,200	2	20					
2533	1022038	3	70		271,300	2	30					
2534	1022038	4	70		271,400	2	40					
2535	1022038	5	70		271,500	2	50					
2536	1022038	6	70		271,600	2	60					
2537	1022038	7	70		271,700	2	70					
2538	1022038	8	70		271,800	2	80					
2539	1022038	9	70		271,900	2	90					
2540	1022038	10	70		271,1000	2	100					
2541	1031007	1	1		3,12	2	30					
2542	1031007	2	1		3,24	2	60					
2543	1031007	3	1		3,36	2	90					
2544	1031007	4	11		3,48	2	120					
2545	1031007	5	21		3,60	2	150					
2546	1031007	6	31		3,72	2	180					
2547	1031007	7	41		3,84	2	210					
2548	1031007	8	51		3,96	2	240					
2549	1031007	9	61		3,108	2	270					
2550	1031007	10	71		3,120	2	300					
2551	1031008	1	1		4,12	2	30					
2552	1031008	2	1		4,24	2	60					
2553	1031008	3	1		4,36	2	90					
2554	1031008	4	11		4,48	2	120					
2555	1031008	5	21		4,60	2	150					
2556	1031008	6	31		4,72	2	180					
2557	1031008	7	41		4,84	2	210					
2558	1031008	8	51		4,96	2	240					
2559	1031008	9	61		4,108	2	270					
2560	1031008	10	71		4,120	2	300					
2561	1031009	1	1		1,120	2	30					
2562	1031009	2	1		1,240	2	60					
2563	1031009	3	1		1,360	2	90					
2564	1031009	4	11		1,480	2	120					
2565	1031009	5	21		1,600	2	150					
2566	1031009	6	31		1,720	2	180					
2567	1031009	7	41		1,840	2	210					
2568	1031009	8	51		1,960	2	240					
2569	1031009	9	61		1,1080	2	270					
2570	1031009	10	71		1,1200	2	300					
2571	1031801	1	1		31,280	2	210					
2572	1031801	2	1		31,320	2	240					
2573	1031801	3	1		31,360	2	270					
2574	1031801	4	11		31,400	2	300					
2575	1031801	5	21		31,440	2	330					
2576	1031801	6	31		31,480	2	360					
2577	1031801	7	41		31,520	2	390					
2578	1031801	8	51		31,560	2	420					
2579	1031801	9	61		31,600	2	450					
2580	1031801	10	71		31,640	2	480					
2581	1031002	1	1		23,26	2	30					
2582	1031002	2	1		23,52	2	60					
2583	1031002	3	1		23,78	2	90					
2584	1031002	4	11		23,104	2	120					
2585	1031002	5	21		23,130	2	150					
2586	1031002	6	31		23,156	2	180					
2587	1031002	7	41		23,182	2	210					
2588	1031002	8	51		23,208	2	240					
2589	1031002	9	61		23,234	2	270					
2590	1031002	10	71		23,260	2	300					
2591	1031005	1	1		24,26	2	30					
2592	1031005	2	1		24,52	2	60					
2593	1031005	3	1		24,78	2	90					
2594	1031005	4	11		24,104	2	120					
2595	1031005	5	21		24,130	2	150					
2596	1031005	6	31		24,156	2	180					
2597	1031005	7	41		24,182	2	210					
2598	1031005	8	51		24,208	2	240					
2599	1031005	9	61		24,234	2	270					
