流水号	星蕴ID	星蕴等级	星蕴名称	星蕴描述	星蕴类型	升级消耗	星蕴属性	觉醒星蕴属性	显示前置条件	前置星蕴	玩家所需等级	坐标	链接坐标	星蕴Icon	评分类型	值/公式
1923	170005066	4	starsoulcontent_name_9	talentdes101209	1	500000	23,54		170005072,1	170005072,1	75	2,1	1,1;2,1	skill_400406	1	6
1924	170005066	5	starsoulcontent_name_9	talentdes1012003	1		23,63		170005072,1	170005072,1	75	2,1	1,1;2,1	skill_400406	1	6
1925	170005067	0	starsoulcontent_name_10	talentdes1012802	1	1000000	25,0		170005063,1	170005063,1	75	1,5	1,4;1,5	skill_400506	1	6
1926	170005067	1	starsoulcontent_name_10	talentdes1012006	1	500000	25,27		170005063,1	170005063,1	75	1,5	1,4;1,5	skill_400506	1	6
1927	170005067	2	starsoulcontent_name_10	talentdes1012015	1	500000	25,36		170005063,1	170005063,1	75	1,5	1,4;1,5	skill_400506	1	6
1928	170005067	3	starsoulcontent_name_10	talentdes1012016	1	500000	25,45		170005063,1	170005063,1	75	1,5	1,4;1,5	skill_400506	1	6
1929	170005067	4	starsoulcontent_name_10	talentdes101203	1	500000	25,54		170005063,1	170005063,1	75	1,5	1,4;1,5	skill_400506	1	6
1930	170005067	5	starsoulcontent_name_10	talentdes1012017	1		25,63		170005063,1	170005063,1	75	1,5	1,4;1,5	skill_400506	1	6
1931	170005068	0	starsoulcontent_name_4	talentdes1012018	1	1000000	1,0		170005067,1	170005067,1	75	1,6	1,5;1,6	skill_60561	1	6
1932	170005068	1	starsoulcontent_name_4	talentdes1012019	1	500000	1,80		170005067,1	170005067,1	75	1,6	1,5;1,6	skill_60561	1	6
1933	170005068	2	starsoulcontent_name_4	talentdes101210	1	500000	1,110		170005067,1	170005067,1	75	1,6	1,5;1,6	skill_60561	1	6
1934	170005068	3	starsoulcontent_name_4	talentdes101201	1	500000	1,140		170005067,1	170005067,1	75	1,6	1,5;1,6	skill_60561	1	6
1935	170005068	4	starsoulcontent_name_4	talentdes1012020	1	500000	1,170		170005067,1	170005067,1	75	1,6	1,5;1,6	skill_60561	1	6
1936	170005068	5	starsoulcontent_name_4	talentdes1012803	1		1,200		170005067,1	170005067,1	75	1,6	1,5;1,6	skill_60561	1	6
1937	170005069	0	starsoulcontent_name_13	talentdes1012021	1	1000000	26,0		170005073,1	170005073,1	75	2,7	1,7;2,7	skill_60721	1	6
1938	170005069	1	starsoulcontent_name_13	talentdes1000022	1	500000	26,27		170005073,1	170005073,1	75	2,7	1,7;2,7	skill_60721	1	6
1939	170005069	2	starsoulcontent_name_13	talentdes1000023	1	500000	26,36		170005073,1	170005073,1	75	2,7	1,7;2,7	skill_60721	1	6
1940	170005069	3	starsoulcontent_name_13	talentdes101211	1	500000	26,45		170005073,1	170005073,1	75	2,7	1,7;2,7	skill_60721	1	6
1941	170005069	4	starsoulcontent_name_13	talentdes1000024	1	500000	26,54		170005073,1	170005073,1	75	2,7	1,7;2,7	skill_60721	1	6
1942	170005069	5	starsoulcontent_name_13	talentdes1000025	1		26,63		170005073,1	170005073,1	75	2,7	1,7;2,7	skill_60721	1	6
1943	170005070	0	starsoulcontent_name_8	talentdes10001001	1	1000000	21,0		170005069,1	170005069,1	75	2,6	2,7;2,6	skill_400504	1	6
1944	170005070	1	starsoulcontent_name_8	talentdes10001002	1	500000	21,27		170005069,1	170005069,1	75	2,6	2,7;2,6	skill_400504	1	6
1945	170005070	2	starsoulcontent_name_8	talentdes10001003	1	500000	21,36		170005069,1	170005069,1	75	2,6	2,7;2,6	skill_400504	1	6
1946	170005070	3	starsoulcontent_name_8	talentdes1000026	1	500000	21,45		170005069,1	170005069,1	75	2,6	2,7;2,6	skill_400504	1	6
1947	170005070	4	starsoulcontent_name_8	talentdes1000804	1	500000	21,54		170005069,1	170005069,1	75	2,6	2,7;2,6	skill_400504	1	6
1948	170005070	5	starsoulcontent_name_8	talentdes1000027	1		21,63		170005069,1	170005069,1	75	2,6	2,7;2,6	skill_400504	1	6
1949	170005071	0	starsoulcontent_name_3	talentdes1012028	1	1000000	4,0		170005066,1	170005066,1	75	2,2	2,1;2,2	skill_60521	1	6
1950	170005071	1	starsoulcontent_name_3	talentdes1012029	1	500000	4,8		170005066,1	170005066,1	75	2,2	2,1;2,2	skill_60521	1	6
1951	170005071	2	starsoulcontent_name_3	talentdes1012030	1	500000	4,11		170005066,1	170005066,1	75	2,2	2,1;2,2	skill_60521	1	6
1952	170005071	3	starsoulcontent_name_3	talentdes1012031	1	500000	4,14		170005066,1	170005066,1	75	2,2	2,1;2,2	skill_60521	1	6
1953	170005071	4	starsoulcontent_name_3	talentdes1012032	1	500000	4,17		170005066,1	170005066,1	75	2,2	2,1;2,2	skill_60521	1	6
1954	170005071	5	starsoulcontent_name_3	talentdes1012805	1		4,20		170005066,1	170005066,1	75	2,2	2,1;2,2	skill_60521	1	6
1955	170005072	0	ItemName_107000043102	talentdes1012034	2	item107000043102;12;3000000			170005065,1	170005065,1	75	1,1	1,2;1,1	#N/A	1	6
1956	170005072	1	ItemName_107000043102	talentdes1012035	2				170005065,1	170005065,1	75	1,1	1,2;1,1	#N/A	1	6
1957	170005073	0	ItemName_107000043201	talentdes1012036	2	item107000043201;12;3000000			170005068,1	170005068,1	75	1,7	1,6;1,7	#N/A	1	6
1958	170005073	1	ItemName_107000043201	talentdes1012037	2				170005068,1	170005068,1	75	1,7	1,6;1,7	#N/A	1	6
1959	170005074	0	ItemName_107000051303	talentdes1012038	2	item107000051303;15;3000000			170005069,1	170005069,1	75	2,8	2,7;2,8	#N/A	1	6
1960	170005074	1	ItemName_107000051303	talentdes102109	2				170005069,1	170005069,1	75	2,8	2,7;2,8	#N/A	1	6
1961	170005075	0	ItemName_107000051103	talentdes102102	2	item107000051103;15;3000000			170005070,1	170005070,1	75	2,5	2,6;2,5	#N/A	1	6
1962	170005075	1	ItemName_107000051103	talentdes1021007	2				170005070,1	170005070,1	75	2,5	2,6;2,5	#N/A	1	6
1963	170005076	0	ItemName_107000052301	talentdes1021008	2	item107000052301;15;3000000			170005071,1	170005071,1	75	2,3	2,2;2,3	#N/A	1	6
1964	170005076	1	ItemName_107000052301	talentdes1021009	2				170005071,1	170005071,1	75	2,3	2,2;2,3	#N/A	1	6
1965	170006001	0	starsoulcontent_name_1	talentdes101101	1	12000		1,0;3,0	1		70	0,0	0,0;0,0	skill_60481	1	6
1966	170006001	1	starsoulcontent_name_1	talentdes101104	1			1,300;3,30	1		70	0,0	0,0;0,0	skill_60481	1	6
1967	170006002	0	starsoulcontent_name_4	talentdes1011008	1	12000	1,0		170006001,1	170006001,1	70	1,8	0,0;1,8	skill_60561	1	6
1968	170006002	1	starsoulcontent_name_4	talentdes1011009	1		1,80		170006001,1	170006001,1	70	1,8	0,0;1,8	skill_60561	1	6
1969	170006003	0	starsoulcontent_name_2	talentdes1011801	1	12000	3,0		170006002,1	170006002,1	70	2,2	1,8;2,2	skill_60441	1	6
1970	170006003	1	starsoulcontent_name_2	talentdes101106	1		3,8		170006002,1	170006002,1	70	2,2	1,8;2,2	skill_60441	1	6
1971	170006004	0	starsoulcontent_name_3	talentdes101102	1	12000	4,0		170006003,1	170006003,1	70	1,4	2,2;1,4	skill_60521	1	6
1972	170006004	1	starsoulcontent_name_3	talentdes1011002	1		4,8		170006003,1	170006003,1	70	1,4	2,2;1,4	skill_60521	1	6
1973	170006005	0	starsoulcontent_name_1	talentdes1011005	1	25000		1,0;3,0	2		70	0,0	0,0;0,0	skill_60481	1	6
1974	170006005	1	starsoulcontent_name_1	talentdes1011010	1			1,400;3,40	2		70	0,0	0,0;0,0	skill_60481	1	6
1975	170006006	0	starsoulcontent_name_4	talentdes1011012	1	25000	1,0		170006005,1	170006005,1	70	2,8	0,0;2,8	skill_60561	1	6
1976	170006006	1	starsoulcontent_name_4	talentdes1011014	1		1,80		170006005,1	170006005,1	70	2,8	0,0;2,8	skill_60561	1	6
1977	170006007	0	starsoulcontent_name_10	talentdes101105	1	25000	25,0		170006006,1	170006006,1	70	2,2	2,8;2,2	skill_400506	1	6
1978	170006007	1	starsoulcontent_name_10	talentdes1011004	1		25,27		170006006,1	170006006,1	70	2,2	2,8;2,2	skill_400506	1	6
1979	170006008	0	starsoulcontent_name_8	talentdes1011013	1	75000	21,0		170006006,1	170006006,1	70	2,6	2,8;2,6	skill_400504	1	6
1980	170006008	1	starsoulcontent_name_8	talentdes1011011	1		21,54		170006006,1	170006006,1	70	2,6	2,8;2,6	skill_400504	1	6
1981	170006009	0	starsoulcontent_name_1	talentdes101103	1	35000		1,0;3,0	3		70	0,0	0,0;0,0	skill_60481	1	6
1982	170006009	1	starsoulcontent_name_1	talentdes101108	1			1,500;3,50	3		70	0,0	0,0;0,0	skill_60481	1	6
1983	170006010	0	starsoulcontent_name_8	talentdes1011003	1	35000	21,0		170006009,1	170006009,1	70	1,4	0,0;1,4	skill_400504	1	6
1984	170006010	1	starsoulcontent_name_8	talentdes1011802	1	17500	21,27		170006009,1	170006009,1	70	1,4	0,0;1,4	skill_400504	1	6
1985	170006010	2	starsoulcontent_name_8	talentdes1011006	1		21,36		170006009,1	170006009,1	70	1,4	0,0;1,4	skill_400504	1	6
1986	170006011	0	starsoulcontent_name_4	talentdes1011015	1	35000	1,0		170006010,1	170006010,1	70	1,3	1,4;1,3	skill_60561	1	6
1987	170006011	1	starsoulcontent_name_4	talentdes1011016	1	17500	1,80		170006010,1	170006010,1	70	1,3	1,4;1,3	skill_60561	1	6
1988	170006011	2	starsoulcontent_name_4	talentdes101107	1		1,110		170006010,1	170006010,1	70	1,3	1,4;1,3	skill_60561	1	6
1989	170006012	0	starsoulcontent_name_2	talentdes1011017	1	35000	3,0		170006011,1	170006011,1	70	1,2	1,3;1,2	skill_60441	1	6
1990	170006012	1	starsoulcontent_name_2	talentdes1011018	1	17500	3,8		170006011,1	170006011,1	70	1,2	1,3;1,2	skill_60441	1	6
1991	170006012	2	starsoulcontent_name_2	talentdes1011019	1		3,11		170006011,1	170006011,1	70	1,2	1,3;1,2	skill_60441	1	6
1992	170006013	0	starsoulcontent_name_9	talentdes101109	1	35000	23,0		170006009,1	170006009,1	70	2,8	0,0;2,8	skill_400406	1	6
1993	170006013	1	starsoulcontent_name_9	talentdes101110	1	17500	23,27		170006009,1	170006009,1	70	2,8	0,0;2,8	skill_400406	1	6
1994	170006013	2	starsoulcontent_name_9	talentdes1011020	1		23,36		170006009,1	170006009,1	70	2,8	0,0;2,8	skill_400406	1	6
1995	170006014	0	starsoulcontent_name_2	talentdes1011803	1	35000	3,0		170006013,1	170006013,1	70	2,7	2,8;2,7	skill_60441	1	6
1996	170006014	1	starsoulcontent_name_2	talentdes1011021	1	17500	3,8		170006013,1	170006013,1	70	2,7	2,8;2,7	skill_60441	1	6
1997	170006014	2	starsoulcontent_name_2	talentdes1000022	1		3,11		170006013,1	170006013,1	70	2,7	2,8;2,7	skill_60441	1	6
1998	170006015	0	ItemName_107000020102	talentdes1000023	2	item107000020102;6;105000			170006014,1	170006014,1	70	2,6	2,7;2,6	#N/A	1	6
1999	170006015	1	ItemName_107000020102	talentdes101111	2				170006014,1	170006014,1	70	2,6	2,7;2,6	#N/A	1	6
2000	170006016	0	starsoulcontent_name_1	talentdes1000024	1	60000		1,0;3,0	4		70	0,0	0,0;0,0	skill_60481	1	6
2001	170006016	1	starsoulcontent_name_1	talentdes1000025	1			1,600;3,60	4		70	0,0	0,0;0,0	skill_60481	1	6
2002	170006017	0	starsoulcontent_name_3	talentdes10001001	1	60000	4,0		170006016,1	170006016,1	70	1,2	0,0;1,2	skill_60521	1	6
2003	170006017	1	starsoulcontent_name_3	talentdes10001002	1	30000	4,8		170006016,1	170006016,1	70	1,2	0,0;1,2	skill_60521	1	6
2004	170006017	2	starsoulcontent_name_3	talentdes10001003	1		4,11		170006016,1	170006016,1	70	1,2	0,0;1,2	skill_60521	1	6
2005	170006018	0	starsoulcontent_name_4	talentdes1000026	1	60000	1,0		170006017,1	170006017,1	70	1,4	1,2;1,4	skill_60561	1	6
2006	170006018	1	starsoulcontent_name_4	talentdes1000804	1	30000	1,80		170006017,1	170006017,1	70	1,4	1,2;1,4	skill_60561	1	6
2007	170006018	2	starsoulcontent_name_4	talentdes1000027	1		1,110		170006017,1	170006017,1	70	1,4	1,2;1,4	skill_60561	1	6
2008	170006019	0	starsoulcontent_name_2	talentdes1011028	1	60000	3,0		170006018,1	170006018,1	70	2,3	1,4;2,3	skill_60441	1	6
2009	170006019	1	starsoulcontent_name_2	talentdes1011029	1	30000	3,8		170006018,1	170006018,1	70	2,3	1,4;2,3	skill_60441	1	6
2010	170006019	2	starsoulcontent_name_2	talentdes1011030	1		3,11		170006018,1	170006018,1	70	2,3	1,4;2,3	skill_60441	1	6
2011	170006020	0	starsoulcontent_name_11	talentdes1011031	1	60000	22,0		170006017,1	170006017,1	70	1,8	1,2;1,8	skill_400601	1	6
2012	170006020	1	starsoulcontent_name_11	talentdes1011032	1	30000	22,27		170006017,1	170006017,1	70	1,8	1,2;1,8	skill_400601	1	6
2013	170006020	2	starsoulcontent_name_11	talentdes1011805	1		22,36		170006017,1	170006017,1	70	1,8	1,2;1,8	skill_400601	1	6
2014	170006021	0	starsoulcontent_name_4	talentdes1011034	1	60000	1,0		170006020,1	170006020,1	70	2,1	1,8;2,1	skill_60561	1	6
2015	170006021	1	starsoulcontent_name_4	talentdes1011035	1	30000	1,80		170006020,1	170006020,1	70	2,1	1,8;2,1	skill_60561	1	6
2016	170006021	2	starsoulcontent_name_4	talentdes1011036	1		1,110		170006020,1	170006020,1	70	2,1	1,8;2,1	skill_60561	1	6
2017	170006022	0	starsoulcontent_name_9	talentdes1011037	1	60000	23,0		170006021,1	170006021,1	70	2,2	2,1;2,2	skill_400406	1	6
2018	170006022	1	starsoulcontent_name_9	talentdes1011038	1	30000	23,27		170006021,1	170006021,1	70	2,2	2,1;2,2	skill_400406	1	6
2019	170006022	2	starsoulcontent_name_9	talentdes101204	1		23,36		170006021,1	170006021,1	70	2,2	2,1;2,2	skill_400406	1	6
2020	170006023	0	starsoulcontent_name_2	talentdes101208	1	60000	3,0		170006016,1	170006016,1	70	1,6	0,0;1,6	skill_60441	1	6
2021	170006023	1	starsoulcontent_name_2	talentdes1012007	1	30000	3,8		170006016,1	170006016,1	70	1,6	0,0;1,6	skill_60441	1	6
2022	170006023	2	starsoulcontent_name_2	talentdes1012008	1		3,11		170006016,1	170006016,1	70	1,6	0,0;1,6	skill_60441	1	6
2023	170006024	0	ItemName_107000030101	talentdes1012009	2	item107000030101;9;180000			170006023,1	170006023,1	70	2,7	1,6;2,7	#N/A	1	6
2024	170006024	1	ItemName_107000030101	talentdes1012801	2				170006023,1	170006023,1	70	2,7	1,6;2,7	#N/A	1	6
2025	170006025	0	ItemName_107000030302	talentdes101202	2	item107000030302;9;180000			170006023,1	170006023,1	70	2,5	1,6;2,5	#N/A	1	6
2026	170006025	1	ItemName_107000030302	talentdes101206	2				170006023,1	170006023,1	70	2,5	1,6;2,5	#N/A	1	6
2027	170006026	0	starsoulcontent_name_1	talentdes1012002	1	160000		1,0;3,0	5		70	0,0	0,0;0,0	skill_60481	1	6
2028	170006026	1	starsoulcontent_name_1	talentdes1012005	1			1,800;3,80	5		70	0,0	0,0;0,0	skill_60481	1	6
2029	170006027	0	starsoulcontent_name_3	talentdes1012010	1	160000	4,0		170006026,1	170006026,1	70	1,8	0,0;1,8	skill_60521	1	6
2030	170006027	1	starsoulcontent_name_3	talentdes1012012	1	80000	4,8		170006026,1	170006026,1	70	1,8	0,0;1,8	skill_60521	1	6
2031	170006027	2	starsoulcontent_name_3	talentdes1012014	1	80000	4,11		170006026,1	170006026,1	70	1,8	0,0;1,8	skill_60521	1	6
2032	170006027	3	starsoulcontent_name_3	talentdes101205	1		4,14		170006026,1	170006026,1	70	1,8	0,0;1,8	skill_60521	1	6
2033	170006028	0	starsoulcontent_name_4	talentdes1012004	1	160000	1,0		170006027,1	170006027,1	70	1,1	1,8;1,1	skill_60561	1	6
2034	170006028	1	starsoulcontent_name_4	talentdes1012013	1	80000	1,80		170006027,1	170006027,1	70	1,1	1,8;1,1	skill_60561	1	6
2035	170006028	2	starsoulcontent_name_4	talentdes1012011	1	80000	1,110		170006027,1	170006027,1	70	1,1	1,8;1,1	skill_60561	1	6
2036	170006028	3	starsoulcontent_name_4	talentdes101207	1		1,140		170006027,1	170006027,1	70	1,1	1,8;1,1	skill_60561	1	6
2037	170006029	0	starsoulcontent_name_2	talentdes101209	1	160000	3,0		170006028,1	170006028,1	70	1,2	1,2;1,1	skill_60441	1	6
2038	170006029	1	starsoulcontent_name_2	talentdes1012003	1	80000	3,8		170006028,1	170006028,1	70	1,2	1,2;1,1	skill_60441	1	6
2039	170006029	2	starsoulcontent_name_2	talentdes1012802	1	80000	3,11		170006028,1	170006028,1	70	1,2	1,2;1,1	skill_60441	1	6
2040	170006029	3	starsoulcontent_name_2	talentdes1012006	1		3,14		170006028,1	170006028,1	70	1,2	1,2;1,1	skill_60441	1	6
2041	170006030	0	starsoulcontent_name_10	talentdes1012015	1	160000	25,0		170006029,1	170006029,1	70	1,3	1,2;1,3	skill_400506	1	6
2042	170006030	1	starsoulcontent_name_10	talentdes1012016	1	80000	25,27		170006029,1	170006029,1	70	1,3	1,2;1,3	skill_400506	1	6
2043	170006030	2	starsoulcontent_name_10	talentdes101203	1	80000	25,36		170006029,1	170006029,1	70	1,3	1,2;1,3	skill_400506	1	6
2044	170006030	3	starsoulcontent_name_10	talentdes1012017	1		25,45		170006029,1	170006029,1	70	1,3	1,2;1,3	skill_400506	1	6
2045	170006031	0	starsoulcontent_name_13	talentdes1012018	1	160000	26,0		170006030,1	170006030,1	70	1,4	1,3;1,4	skill_60721	1	6
2046	170006031	1	starsoulcontent_name_13	talentdes1012019	1	80000	26,27		170006030,1	170006030,1	70	1,4	1,3;1,4	skill_60721	1	6
2047	170006031	2	starsoulcontent_name_13	talentdes101210	1	80000	26,36		170006030,1	170006030,1	70	1,4	1,3;1,4	skill_60721	1	6
2048	170006031	3	starsoulcontent_name_13	talentdes101201	1		26,45		170006030,1	170006030,1	70	1,4	1,3;1,4	skill_60721	1	6
2049	170006032	0	starsoulcontent_name_4	talentdes1012020	1	160000	1,0		170006031,1	170006031,1	70	2,5	1,4;2,5	skill_60561	1	6
2050	170006032	1	starsoulcontent_name_4	talentdes1012803	1	80000	1,80		170006031,1	170006031,1	70	2,5	1,4;2,5	skill_60561	1	6
2051	170006032	2	starsoulcontent_name_4	talentdes1012021	1	80000	1,110		170006031,1	170006031,1	70	2,5	1,4;2,5	skill_60561	1	6
2052	170006032	3	starsoulcontent_name_4	talentdes1000022	1		1,140		170006031,1	170006031,1	70	2,5	1,4;2,5	skill_60561	1	6
2053	170006033	0	ItemName_107000030203	talentdes1000023	2	item107000030203;9;480000			170006032,1	170006032,1	70	2,6	2,5;2,6	#N/A	1	6
2054	170006033	1	ItemName_107000030203	talentdes101211	2				170006032,1	170006032,1	70	2,6	2,5;2,6	#N/A	1	6
2055	170006034	0	ItemName_107000041101	talentdes1000024	2	item107000041101;12;480000			170006033,1	170006033,1	70	2,7	2,6;2,7	#N/A	1	6
2056	170006034	1	ItemName_107000041101	talentdes1000025	2				170006033,1	170006033,1	70	2,7	2,6;2,7	#N/A	1	6
2057	170006035	0	ItemName_107000041305	talentdes10001001	2	item107000041305;12;480000			170006029,1	170006029,1	70	2,2	1,2;2,2	#N/A	1	6
2058	170006035	1	ItemName_107000041305	talentdes10001002	2				170006029,1	170006029,1	70	2,2	1,2;2,2	#N/A	1	6
2059	170006036	0	starsoulcontent_name_1	talentdes10001003	1	340000		1,0;3,0	6		70	0,0	0,0;0,0	skill_60481	1	6
2060	170006036	1	starsoulcontent_name_1	talentdes1000026	1			1,1200;3,120	6		70	0,0	0,0;0,0	skill_60481	1	6
2061	170006037	0	starsoulcontent_name_3	talentdes1000804	1	340000	4,0		170006036,1	170006036,1	70	1,7	0.0;1.7	skill_60521	1	6
2062	170006037	1	starsoulcontent_name_3	talentdes1000027	1	170000	4,8		170006036,1	170006036,1	70	1,7	0.0;1.7	skill_60521	1	6
2063	170006037	2	starsoulcontent_name_3	talentdes1012028	1	170000	4,11		170006036,1	170006036,1	70	1,7	0.0;1.7	skill_60521	1	6
2064	170006037	3	starsoulcontent_name_3	talentdes1012029	1		4,14		170006036,1	170006036,1	70	1,7	0.0;1.7	skill_60521	1	6
2065	170006038	0	starsoulcontent_name_4	talentdes1012031	1	340000	1,0		170006037,1	170006037,1	70	1,8	1,7;1,8	skill_60561	1	6
2066	170006038	1	starsoulcontent_name_4	talentdes1012032	1	170000	1,80		170006037,1	170006037,1	70	1,8	1,7;1,8	skill_60561	1	6
2067	170006038	2	starsoulcontent_name_4	talentdes1012805	1	170000	1,110		170006037,1	170006037,1	70	1,8	1,7;1,8	skill_60561	1	6
2068	170006038	3	starsoulcontent_name_4	talentdes1012034	1		1,140		170006037,1	170006037,1	70	1,8	1,7;1,8	skill_60561	1	6
2069	170006039	0	starsoulcontent_name_2	talentdes1012036	1	340000	3,0		170006038,1	170006038,1	70	1,1	1,8;1,1	skill_60441	1	6
2070	170006039	1	starsoulcontent_name_2	talentdes1012037	1	170000	3,8		170006038,1	170006038,1	70	1,1	1,8;1,1	skill_60441	1	6
2071	170006039	2	starsoulcontent_name_2	talentdes1012038	1	170000	3,11		170006038,1	170006038,1	70	1,1	1,8;1,1	skill_60441	1	6
2072	170006039	3	starsoulcontent_name_2	talentdes102109	1		3,14		170006038,1	170006038,1	70	1,1	1,8;1,1	skill_60441	1	6
2073	170006040	0	starsoulcontent_name_9	talentdes1021007	1	340000	23,0		170006039,1	170006039,1	70	2,1	1,1;2,1	skill_400406	1	6
2074	170006040	1	starsoulcontent_name_9	talentdes1021008	1	170000	23,27		170006039,1	170006039,1	70	2,1	1,1;2,1	skill_400406	1	6
2075	170006040	2	starsoulcontent_name_9	talentdes1021009	1	170000	23,36		170006039,1	170006039,1	70	2,1	1,1;2,1	skill_400406	1	6
2076	170006040	3	starsoulcontent_name_9	talentdes1021801	1		23,45		170006039,1	170006039,1	70	2,1	1,1;2,1	skill_400406	1	6
2077	170006041	0	starsoulcontent_name_2	talentdes102104	1	340000	3,0		170006036,1	170006036,1	70	1,3	0,0;1,3	skill_60441	1	6
2078	170006041	1	starsoulcontent_name_2	talentdes1021002	1	170000	3,8		170006036,1	170006036,1	70	1,3	0,0;1,3	skill_60441	1	6
2079	170006041	2	starsoulcontent_name_2	talentdes1021005	1	170000	3,11		170006036,1	170006036,1	70	1,3	0,0;1,3	skill_60441	1	6
2080	170006041	3	starsoulcontent_name_2	talentdes1021010	1		3,14		170006036,1	170006036,1	70	1,3	0,0;1,3	skill_60441	1	6
2081	170006042	0	starsoulcontent_name_12	talentdes1021014	1	340000	24,0		170006041,1	170006041,1	70	1,4	1,3;1,4	skill_400109	1	6
2082	170006042	1	starsoulcontent_name_12	talentdes102106	1	170000	24,27		170006041,1	170006041,1	70	1,4	1,3;1,4	skill_400109	1	6
2083	170006042	2	starsoulcontent_name_12	talentdes1021004	1	170000	24,36		170006041,1	170006041,1	70	1,4	1,3;1,4	skill_400109	1	6
2084	170006042	3	starsoulcontent_name_12	talentdes1021013	1		24,45		170006041,1	170006041,1	70	1,4	1,3;1,4	skill_400109	1	6
2085	170006043	0	starsoulcontent_name_4	talentdes102110	1	340000	1,0		170006042,1	170006042,1	70	1,5	1,4;1,5	skill_60561	1	6
2086	170006043	1	starsoulcontent_name_4	talentdes102107	1	170000	1,80		170006042,1	170006042,1	70	1,5	1,4;1,5	skill_60561	1	6
2087	170006043	2	starsoulcontent_name_4	talentdes1021003	1	170000	1,110		170006042,1	170006042,1	70	1,5	1,4;1,5	skill_60561	1	6
2088	170006043	3	starsoulcontent_name_4	talentdes1021802	1		1,140		170006042,1	170006042,1	70	1,5	1,4;1,5	skill_60561	1	6
2089	170006044	0	starsoulcontent_name_13	talentdes1021015	1	340000	26,0		170006043,1	170006043,1	70	2,5	1,5;2,5	skill_60721	1	6
2090	170006044	1	starsoulcontent_name_13	talentdes1021016	1	170000	26,27		170006043,1	170006043,1	70	2,5	1,5;2,5	skill_60721	1	6
2091	170006044	2	starsoulcontent_name_13	talentdes102101	1	170000	26,36		170006043,1	170006043,1	70	2,5	1,5;2,5	skill_60721	1	6
2092	170006044	3	starsoulcontent_name_13	talentdes1021017	1		26,45		170006043,1	170006043,1	70	2,5	1,5;2,5	skill_60721	1	6
2093	170006045	0	ItemName_107000042103	talentdes1021019	2	item107000042103;12;1020000			170006040,1	170006040,1	70	2,2	2,1;2,2	#N/A	1	6
