流水	纹章ID	类别	品质	进阶等级	分解返还材料(不包含觉醒材料）	属性值	物品等级	物品等级描述	默认孔数	最多锁属性数量	底图	插槽坐标	未鉴定纹章ID	觉醒最大孔位数量
331	item171001030301	badge_10303	4	6	item8171000101061,95;item171000101012,75;item171000101031,5	4,744;3,624;51,520	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
332	item171001030301	badge_10303	4	7	item8171000101061,109;item171000101012,75;item171000101031,5	4,768;3,624;51,520	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
333	item171001030301	badge_10303	4	8	item8171000101061,125;item171000101012,75;item171000101031,5	4,792;3,624;51,520	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
334	item171001030301	badge_10303	4	9	item8171000101061,143;item171000101012,75;item171000101031,5	4,816;3,624;51,520	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
335	item171001030301	badge_10303	4	10	item8171000101061,163;item171000101012,75;item171000101031,5	4,840;3,648;51,540	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
336	item171001030301	badge_10303	4	11	item8171000101061,185;item171000101012,75;item171000101031,5	4,864;3,648;51,540	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
337	item171001030301	badge_10303	4	12	item8171000101061,209;item171000101012,75;item171000101031,5	4,888;3,648;51,540	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
338	item171001030301	badge_10303	4	13	item8171000101061,235;item171000101012,75;item171000101031,5	4,912;3,648;51,540	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
339	item171001030301	badge_10303	4	14	item8171000101061,263;item171000101012,75;item171000101031,5	4,936;3,648;51,540	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
340	item171001030301	badge_10303	4	15	item8171000101061,293;item171000101012,75;item171000101031,5	4,960;3,672;51,560	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
341	item171001030301	badge_10303	4	16	item8171000101061,325;item171000101012,75;item171000101031,5	4,984;3,672;51,560	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
342	item171001030301	badge_10303	4	17	item8171000101061,359;item171000101012,75;item171000101031,5	4,1008;3,672;51,560	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
343	item171001030301	badge_10303	4	18	item8171000101061,395;item171000101012,75;item171000101031,5	4,1032;3,672;51,560	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
344	item171001030301	badge_10303	4	19	item8171000101061,433;item171000101012,75;item171000101031,5	4,1056;3,672;51,560	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
345	item171001030301	badge_10303	4	20	item8171000101061,473;item171000101012,75;item171000101031,5	4,1080;3,696;51,580	1050	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070301	2
346	item171001030401	badge_10304	4	0	item8171000101061,50;item171000101012,75;item171000101031,5	1,7000;26,320;31,500	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
347	item171001030401	badge_10304	4	1	item8171000101061,54;item171000101012,75;item171000101031,5	1,7280;26,320;31,500	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
348	item171001030401	badge_10304	4	2	item8171000101061,59;item171000101012,75;item171000101031,5	1,7560;26,320;31,500	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
349	item171001030401	badge_10304	4	3	item8171000101061,65;item171000101012,75;item171000101031,5	1,7840;26,320;31,500	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
350	item171001030401	badge_10304	4	4	item8171000101061,73;item171000101012,75;item171000101031,5	1,8120;26,320;31,500	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
351	item171001030401	badge_10304	4	5	item8171000101061,83;item171000101012,75;item171000101031,5	1,8400;26,358;31,520	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
352	item171001030401	badge_10304	4	6	item8171000101061,95;item171000101012,75;item171000101031,5	1,8680;26,358;31,520	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
353	item171001030401	badge_10304	4	7	item8171000101061,109;item171000101012,75;item171000101031,5	1,8960;26,358;31,520	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
354	item171001030401	badge_10304	4	8	item8171000101061,125;item171000101012,75;item171000101031,5	1,9240;26,358;31,520	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
355	item171001030401	badge_10304	4	9	item8171000101061,143;item171000101012,75;item171000101031,5	1,9520;26,358;31,520	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
356	item171001030401	badge_10304	4	10	item8171000101061,163;item171000101012,75;item171000101031,5	1,9800;26,396;31,540	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
357	item171001030401	badge_10304	4	11	item8171000101061,185;item171000101012,75;item171000101031,5	1,10080;26,396;31,540	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
358	item171001030401	badge_10304	4	12	item8171000101061,209;item171000101012,75;item171000101031,5	1,10360;26,396;31,540	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
359	item171001030401	badge_10304	4	13	item8171000101061,235;item171000101012,75;item171000101031,5	1,10640;26,396;31,540	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
360	item171001030401	badge_10304	4	14	item8171000101061,263;item171000101012,75;item171000101031,5	1,10920;26,396;31,540	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
361	item171001030401	badge_10304	4	15	item8171000101061,293;item171000101012,75;item171000101031,5	1,11200;26,434;31,560	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
362	item171001030401	badge_10304	4	16	item8171000101061,325;item171000101012,75;item171000101031,5	1,11480;26,434;31,560	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
363	item171001030401	badge_10304	4	17	item8171000101061,359;item171000101012,75;item171000101031,5	1,11760;26,434;31,560	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
364	item171001030401	badge_10304	4	18	item8171000101061,395;item171000101012,75;item171000101031,5	1,12040;26,434;31,560	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
365	item171001030401	badge_10304	4	19	item8171000101061,433;item171000101012,75;item171000101031,5	1,12320;26,434;31,560	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
366	item171001030401	badge_10304	4	20	item8171000101061,473;item171000101012,75;item171000101031,5	1,12600;26,472;31,580	747	3	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070401	2
367	item171001030402	badge_10304	4	0	item8171000101061,50;item171000101012,75;item171000101031,5	1,6300;26,288;31,450	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
368	item171001030402	badge_10304	4	1	item8171000101061,54;item171000101012,75;item171000101031,5	1,6552;26,288;31,450	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
369	item171001030402	badge_10304	4	2	item8171000101061,59;item171000101012,75;item171000101031,5	1,6804;26,288;31,450	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
370	item171001030402	badge_10304	4	3	item8171000101061,65;item171000101012,75;item171000101031,5	1,7056;26,288;31,450	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
371	item171001030402	badge_10304	4	4	item8171000101061,73;item171000101012,75;item171000101031,5	1,7308;26,288;31,450	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
372	item171001030402	badge_10304	4	5	item8171000101061,83;item171000101012,75;item171000101031,5	1,7560;26,299;31,468	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
373	item171001030402	badge_10304	4	6	item8171000101061,95;item171000101012,75;item171000101031,5	1,7812;26,299;31,468	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
374	item171001030402	badge_10304	4	7	item8171000101061,109;item171000101012,75;item171000101031,5	1,8064;26,299;31,468	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
375	item171001030402	badge_10304	4	8	item8171000101061,125;item171000101012,75;item171000101031,5	1,8316;26,299;31,468	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
376	item171001030402	badge_10304	4	9	item8171000101061,143;item171000101012,75;item171000101031,5	1,8568;26,299;31,468	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
377	item171001030402	badge_10304	4	10	item8171000101061,163;item171000101012,75;item171000101031,5	1,8820;26,310;31,486	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
378	item171001030402	badge_10304	4	11	item8171000101061,185;item171000101012,75;item171000101031,5	1,9072;26,310;31,486	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
379	item171001030402	badge_10304	4	12	item8171000101061,209;item171000101012,75;item171000101031,5	1,9324;26,310;31,486	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
380	item171001030402	badge_10304	4	13	item8171000101061,235;item171000101012,75;item171000101031,5	1,9576;26,310;31,486	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
381	item171001030402	badge_10304	4	14	item8171000101061,263;item171000101012,75;item171000101031,5	1,9828;26,310;31,486	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
382	item171001030402	badge_10304	4	15	item8171000101061,293;item171000101012,75;item171000101031,5	1,10080;26,321;31,504	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
383	item171001030402	badge_10304	4	16	item8171000101061,325;item171000101012,75;item171000101031,5	1,10332;26,321;31,504	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
384	item171001030402	badge_10304	4	17	item8171000101061,359;item171000101012,75;item171000101031,5	1,10584;26,321;31,504	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
385	item171001030402	badge_10304	4	18	item8171000101061,395;item171000101012,75;item171000101031,5	1,10836;26,321;31,504	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
386	item171001030402	badge_10304	4	19	item8171000101061,433;item171000101012,75;item171000101031,5	1,11088;26,321;31,504	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
387	item171001030402	badge_10304	4	20	item8171000101061,473;item171000101012,75;item171000101031,5	1,11340;26,332;31,522	672	2	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070402	2
388	item171001030403	badge_10304	4	0	item8171000101061,50;item171000101012,75;item171000101031,5	1,5600;26,256;31,400	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
389	item171001030403	badge_10304	4	1	item8171000101061,54;item171000101012,75;item171000101031,5	1,5824;26,256;31,400	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
390	item171001030403	badge_10304	4	2	item8171000101061,59;item171000101012,75;item171000101031,5	1,6048;26,256;31,400	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
391	item171001030403	badge_10304	4	3	item8171000101061,65;item171000101012,75;item171000101031,5	1,6272;26,256;31,400	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
392	item171001030403	badge_10304	4	4	item8171000101061,73;item171000101012,75;item171000101031,5	1,6496;26,256;31,400	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
393	item171001030403	badge_10304	4	5	item8171000101061,83;item171000101012,75;item171000101031,5	1,6720;26,266;31,416	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
394	item171001030403	badge_10304	4	6	item8171000101061,95;item171000101012,75;item171000101031,5	1,6944;26,266;31,416	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
395	item171001030403	badge_10304	4	7	item8171000101061,109;item171000101012,75;item171000101031,5	1,7168;26,266;31,416	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
396	item171001030403	badge_10304	4	8	item8171000101061,125;item171000101012,75;item171000101031,5	1,7392;26,266;31,416	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
397	item171001030403	badge_10304	4	9	item8171000101061,143;item171000101012,75;item171000101031,5	1,7616;26,266;31,416	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
398	item171001030403	badge_10304	4	10	item8171000101061,163;item171000101012,75;item171000101031,5	1,7840;26,276;31,432	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
399	item171001030403	badge_10304	4	11	item8171000101061,185;item171000101012,75;item171000101031,5	1,8064;26,276;31,432	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
400	item171001030403	badge_10304	4	12	item8171000101061,209;item171000101012,75;item171000101031,5	1,8288;26,276;31,432	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
401	item171001030403	badge_10304	4	13	item8171000101061,235;item171000101012,75;item171000101031,5	1,8512;26,276;31,432	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
402	item171001030403	badge_10304	4	14	item8171000101061,263;item171000101012,75;item171000101031,5	1,8736;26,276;31,432	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
403	item171001030403	badge_10304	4	15	item8171000101061,293;item171000101012,75;item171000101031,5	1,8960;26,286;31,448	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
404	item171001030403	badge_10304	4	16	item8171000101061,325;item171000101012,75;item171000101031,5	1,9184;26,286;31,448	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
405	item171001030403	badge_10304	4	17	item8171000101061,359;item171000101012,75;item171000101031,5	1,9408;26,286;31,448	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
406	item171001030403	badge_10304	4	18	item8171000101061,395;item171000101012,75;item171000101031,5	1,9632;26,286;31,448	597	1	3	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001070403	2
