NPC编号	对象类型	NPC类型	头像显示	描边参数	头像	名字	功能名称	名称位置	小地图标志	场景头上icon	附近显示npc	模型编号	模型缩放	挂件模型	特殊icon	动作集	随机动作列表	是否转向	圆柱高度	圆柱半径	对话显示修正	对话显示缩放	对话摄像机位置修正	对话摄像机角度修正	特殊对话摄像机位置修正	特殊对话摄像机角度修正	送礼(聚焦)摄像机位置修正	送礼(聚焦)摄像机角度修正	是否不能被其他npc选择	常驻美术特效	模型效果	阻挡信息
npc_10234	FuncNpc	1	1	1	m057_portraitc02	NpcName_10234		0,1.2,0				m057|body|m057_body_t3|partc|m057_partc_t2	1.000000			11057002		1	3.390000	0.500000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10235	FuncNpc	1	1	1	soldier903_portrait01	NpcName_10235		0,1,0				soldier904|body|soldier904_body_t1	1.000000			24901112		0	2.200000	0.500000	0,0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_102351	FuncNpc	1	1	1	soldier903_portrait01	NpcName_102351		0,1,0				soldier904|body|soldier904_body_t1	1.000000			24901112		0	2.200000	0.500000	0,0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_102352	FuncNpc	1	1	1	soldier903_portrait01	NpcName_102352		0,1,0				soldier904|body|soldier904_body_t1	1.000000			24901112		1	2.200000	0.500000	0,0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_10236	FuncNpc	1	0	1				0,1.2,0				g555|body|g555_body_t1	1.000000			24901102		0	0.000000	0.000000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	2,1,1
npc_10237	FuncNpc	1	1	1	soldier905_portrait01	NpcName_10237		0,1.2,0				soldier906|body|soldier906_body_t1	1.000000			24901102		1	1.830000	0.500000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_102371	FuncNpc	1	1	1	soldier905_portrait01	NpcName_102371		0,1.2,0				soldier906|body|soldier906_body_t1	1.000000			24901102		1	1.830000	0.500000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_102372	FuncNpc	1	1	1	soldier905_portrait01	NpcName_102372		0,1.2,0				soldier906|body|soldier906_body_t1	1.000000			24901102		1	1.830000	0.500000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10238	FuncNpc	1	1	1	n082_portrait01	NpcName_10238		0,1.2,0				n082|body|n082_body_t1	1.000000			3004103		1	1.600000	0.500000	0,0.5,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_102381	FuncNpc	1	1	1	n082_portrait01	NpcName_102381		0,1.2,0				n082|body|n082_body_t1	1.000000			3004103		0	1.600000	0.500000	0,0.5,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10239	FuncNpc	1	1	1	soldier904_portrait01	NpcName_10239		0,1.2,0				soldier905|body|soldier905_body_t1	1.000000			24901102		1	1.830000	0.500000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_102391	FuncNpc	1	1	1	soldier904_portrait01	NpcName_102391		0,1.2,0				soldier905|body|soldier905_body_t1	1.000000			24901102		1	1.830000	0.500000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_102392	FuncNpc	1	1	1	soldier904_portrait01	NpcName_102392		0,1.2,0				soldier905|body|soldier905_body_t1	1.000000			24901102		1	1.830000	0.500000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_102393	FuncNpc	1	1	1	soldier904_portrait01	NpcName_102393		0,1.2,0				soldier905|body|soldier905_body_t1	1.000000			24901102		1	1.830000	0.500000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_102401	FuncNpc	1	1	1	n058_portrait01	NpcName_10503		0,1.2,0			1	n058|body|n058_body_t1	1.000000			3004003		0	1.730000	0.500000	0,0,-0.5	1.000000	0,0,0	0,0,0					1		0	
npc_102402	FuncNpc	1	1	1	n054_portrait01	NpcName_10504		0,1.2,0			1	n054|body|n054_body_t1	1.000000			3005003		0	1.970000	0.500000	0,-0.06,0	1.000000	0,0,0	0,0,0					1		0	
npc_102403	FuncNpc	1	1	1	n060_portrait01	NpcName_10509		0,1.2,0			1	n060|body|n060_body_t1	1.000000			3005003		0	2.350000	0.500000	0.05,-0.06,-0.5	1.000000	0,0,0	0,0,0					1		0	
npc_102404	FuncNpc	1	1	1	n056_portrait01	NpcName_10501		0,1.2,0			1	n056|body|n056_body_t1	1.000000			3004003		0	1.780000	0.500000	0.05,0,-0.7	1.000000	0,0,0	0,0,0					1		0	
npc_103208	FuncNpc	1	1	1	n911_portrait02	NpcName_10320		0,1,0				n911|body|n911_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_10282	FuncNpc	1	1	1	n907_portrait01	NpcName_10187		0,1.2,0				n907|body|n907_body_t1	1.000000			3004003		1	1.900000	0.500000	-0.1,-0.1,0.1	1.000000	0,0,0	0,0,0					1		0	
npc_10241	FuncNpc	1	1	1	m057_portrait02	NpcName_10234		0,1.2,0				m057|body|m057_body_t2|parta|m057_parta_t2	1.000000			11057002		1	3.390000	0.500000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10242	FuncNpc	1	0	1				0,1.2,0			1		1.000000			3001003		0	4.000000	0.500000		1.000000	0,0,0	0,0,0					1	10000068	0	
npc_10243	FuncNpc	1	0	1				0,1.2,0			1	b017|body|b017_body_t4	1.000000			3001003		0	4.000000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_10244	FuncNpc	1	1	1	soldier901_portrait01	NpcName_10231		0,1.2,0			1	soldier901|body|soldier901_body_t1	1.000000			24901102		1	1.800000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_10245	FuncNpc	1	0	1							1		1.000000			0		1	1.800000	0.500000		1.000000	0,0,0	0,0,0					1	40000010	0	
npc_10246	FuncNpc	1	0	1									0.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1	40000228	0	
npc_10247	FuncNpc	1	0	1									0.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1	40000229	0	
npc_10248	FuncNpc	1	0	1									0.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1	40000230	0	
npc_102481	FuncNpc	1	0	1									0.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1	40000230	0	
npc_10249	FuncNpc	1	0	1									0.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1	40000231	0	
npc_102491	FuncNpc	1	0	1									0.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1	40000231	0	
npc_10250	FuncNpc	1	0	1									0.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1	40000227	0	
npc_10251	FuncNpc	1	1	1								n082|body|n082_body_t1	1.000000			3004003		0	0.000000	0.000000	0,0.5,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10260	FuncNpc	1	1	1	m055_portrait02	NpcName_10260		0,1.2,0				m055|body|m055_body_t2	1.000000			3000003		1	1.600000	1.000000	-0.1,0.2,0.5	1.000000	0,0,0	0,0,0					1		0	
npc_10270	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_102701	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_1027011	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_102702	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_102703	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_102704	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_102705	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_102706	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_102707	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_102708	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_102709	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_10280	FuncNpc	1	1	1	n065_portrait01	NpcName_10195		0,1.2,0				n908|body|n908_body_t1	1.000000			3003003		1	1.900000	0.500000	-0.1,-0.1,0.1	1.000000	0,0,0	0,0,0					1		0	
npc_10281	FuncNpc	1	1	1	n907_portrait01	NpcName_10187		0,1.2,0				n907|body|n907_body_t1	1.000000			3004003		1	1.900000	0.500000	-0.1,-0.1,0.1	1.000000	0,0,0	0,0,0					1		0	
npc_10290	FuncNpc	1	1	1	n909_portrait01	NpcName_10290		0,1.2,0				n909|body|n909_body_t1	1.000000			3003003		1	1.740000	0.500000	0,-0.1,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10300	FuncNpc	1	1	1	m054_portrait03	NpcName_10300		0,1.2,0				m054|body|m054_body_t3|parta|m054_parta_t1	1.000000			3003003		0	1.600000	0.500000	-0.1,0.2,0.5	1.000000	0,0,0	0,0,0					1		0	
npc_103001	FuncNpc	1	1	1	m054_portrait03	NpcName_103001		0,1.2,0				m054|body|m054_body_t3|parta|m054_parta_t1	1.000000			3003003		1	1.600000	0.500000	-0.1,0.2,0.5	1.000000	0,0,0	0,0,0					1		0	
npc_10310	FuncNpc	1	1	1	soldier902_portrait01	NpcName_10310		0,1,0				soldier902|body|soldier902_body_t1	1.000000			24904112		1	1.900000	0.500000	0,0,-0.6	1.000000	0,0,0	0,0,0					1		0	
npc_103101	FuncNpc	1	1	1	soldier902_portrait01	NpcName_10310		0,1,0				soldier902|body|soldier902_body_t1	1.000000			24904112		1	1.900000	0.500000	0,0,-0.6	1.000000	0,0,0	0,0,0					1		0	
npc_103102	FuncNpc	1	1	1	soldier902_portrait01	NpcName_10310		0,1,0				soldier902|body|soldier902_body_t1	1.000000			24904112		1	1.900000	0.500000	0,0,-0.6	1.000000	0,0,0	0,0,0					1		0	
npc_103103	FuncNpc	1	1	1	soldier902_portrait01	NpcName_10310		0,1,0				soldier902|body|soldier902_body_t1	1.000000			24904112		1	1.900000	0.500000	0,0,-0.6	1.000000	0,0,0	0,0,0					1		0	
npc_10320	FuncNpc	1	1	1	n911_portrait02	NpcName_10320		0,1,0				n911|body|n911_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_103201	FuncNpc	1	1	1	n911_portrait02	NpcName_10320		0,1,0				n911|body|n911_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_103202	FuncNpc	1	1	1	n911_portrait02	NpcName_10320		0,1,0				n911|body|n911_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_103203	FuncNpc	1	1	1	n911_portrait02	NpcName_10320		0,1,0				n911|body|n911_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_103204	FuncNpc	1	1	1	n911_portrait02	NpcName_10320		0,1,0				n911|body|n911_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_103205	FuncNpc	1	1	1	n911_portrait02	NpcName_10320		0,1,0				n911|body|n911_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_10330	FuncNpc	1	1	1	m064_portrait01	NpcName_10330		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_1033001	FuncNpc	1	1	1	m064_portrait01	NpcName_10330		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_103301	FuncNpc	1	1	1	m062_portrait01	NpcName_103301		0,1,0				m062|body|m062_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_103311	FuncNpc	1	1	1	m062_portrait01	NpcName_103301		0,1,0				m062|body|m062_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_103302	FuncNpc	1	1	1	m062_portrait01	NpcName_103302		0,1,0				m062|body|m062_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_103303	FuncNpc	1	1	1	m062_portrait01	NpcName_103303		0,1,0				m062|body|m062_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_103304	FuncNpc	1	1	1	m062_portrait01	NpcName_103303		0,1,0				m062|body|m062_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_103305	FuncNpc	1	1	1	m062_portrait01	NpcName_103303		0,1,0				m062|body|m062_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_1033051	FuncNpc	1	1	1	m062_portrait01	NpcName_103303		0,1,0				m062|body|m062_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_10340	FuncNpc	1	1	1	m061_portrait01	NpcName_10340		0,1.2,0				m061|body|m061_body_t1	1.800000			12061002		0	4.000000	1.080000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_103401	FuncNpc	1	1	1	m034_portrait01	NpcName_103401		0,1.2,0				m034|body|m034_body_t1	1.500000			2064002		0	2.499000	1.020000	-0.3,0,1.5	1.000000	0,0,0	0,0,0					1		0	
npc_103402	FuncNpc	1	1	1	m034_portrait01	NpcName_103402		0,1.2,0				m034|body|m034_body_t1	1.500000			2064002		0	2.499000	1.020000	-0.3,0,1.5	1.000000	0,0,0	0,0,0					1		0	
npc_10350	FuncNpc	1	0	1							1		1.000000			0		1	1.800000	0.500000		1.000000	0,0,0	0,0,0					1	40000010	0	
npc_103501	FuncNpc	1	0	1							1		1.000000			0		1	1.800000	0.500000		1.000000	0,0,0	0,0,0					1	40000010	0	
npc_103502	FuncNpc	1	0	1							1		1.000000			0		1	1.800000	0.500000		1.000000	0,0,0	0,0,0					1	40000010	0	
npc_103503	FuncNpc	1	0	1							1		1.000000			0		1	1.800000	0.500000		1.000000	0,0,0	0,0,0					1	40000010	0	
npc_103601	FuncNpc	1	1	1	m062_portrait01	NpcName_10360		0,1,0				m062|body|m062_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_103602	FuncNpc	1	1	1	m062_portrait01	NpcName_10360		0,1,0				m062|body|m062_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_103603	FuncNpc	1	1	1	m062_portrait01	NpcName_10360		0,1,0				m062|body|m062_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_103604	FuncNpc	1	1	1	m062_portrait01	NpcName_10360		0,1,0				m062|body|m062_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_103605	FuncNpc	1	1	1	m062_portrait01	NpcName_10360		0,1,0				m062|body|m062_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_103701	FuncNpc	1	1	1	m064_portrait01	NpcName_10370		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_103702	FuncNpc	1	1	1	m064_portrait01	NpcName_10370		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_103703	FuncNpc	1	1	1	m064_portrait01	NpcName_10370		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_103704	FuncNpc	1	1	1	m064_portrait01	NpcName_10370		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_103705	FuncNpc	1	1	1	m064_portrait01	NpcName_10370		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_103801	FuncNpc	1	1	1	soldier901_portrait01	NpcName_10231		0,1.2,0				soldier901|body|soldier901_body_t1	1.000000			24901102		1	1.830000	0.500000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_103802	FuncNpc	1	1	1	soldier901_portrait01	NpcName_10231		0,1.2,0				soldier901|body|soldier901_body_t1	1.000000			24901102		1	1.830000	0.500000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_103803	FuncNpc	1	1	1	soldier901_portrait01	NpcName_10231		0,1.2,0				soldier901|body|soldier901_body_t1	1.000000			24901102		1	1.830000	0.500000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_103804	FuncNpc	1	1	1	soldier901_portrait01	NpcName_10231		0,1.2,0				soldier901|body|soldier901_body_t1	1.000000			24901102		1	1.830000	0.500000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_103901	FuncNpc	1	1	1	n016_portrait01	NpcName_10036		0,1.2,0				n016|body|n016_body_t1	1.000000			2000002		1	1.620000	0.500000	0,0.0,0.3	1.000000	0,0,0	0,0,0					1		0	
npc_103902	FuncNpc	1	1	1	m064_portrait01	NpcName_103901		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104001	FuncNpc	1	1	1	n900_portrait01	NpcName_10083		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_104201	FuncNpc	1	1	1	n911_portrait02	NpcName_10320		0,1,0				n911|body|n911_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_104202	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_104203	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_104204	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_104205	FuncNpc	1	1	1	n095_portrait10	NpcName_10270		0,1,0				n095|body|n095_body_t1	1.000000			24901112		0	1.900000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_104206	FuncNpc	1	1	1	b017_portrait01	NpcName_10233		0,1.2,0				b017|body|b017_body_t2	0.500000			13017004		0	3.000000	1.000000	-0.8,-3.3,6	1.000000	0,0,0	0,0,0					1		0	
npc_104301	FuncNpc	1	1	1	m054_portrait04	NpcName_10189		0,1.2,0			1	m054|body|m054_body_t4|parta|m054_parta_t1	1.000000			3001003		1	1.600000	0.500000	-0.1,0.2,0.5	1.000000	0,0,0	0,0,0					1		0	
npc_104401	FuncNpc	1	1	1	n102_portrait01	NpcName_104401		0,1,0				n102|body|n102_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104402	FuncNpc	1	1	1	n102_portrait01	NpcName_104402		0,1,0				n102|body|n102_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104403	FuncNpc	1	1	1	n103_portrait01	NpcName_104403		0,1,0				n103|body|n103_body_t1	1.000000			24901112		1	1.900000	0.500000	-0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104404	FuncNpc	1	1	1	n103_portrait01	NpcName_104404		0,1,0				n103|body|n103_body_t1	1.000000			24901112		1	1.900000	0.500000	-0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104405	FuncNpc	1	1	1	n103_portrait01	NpcName_104405		0,1,0				n103|body|n103_body_t1	1.000000			24901112		1	1.900000	0.500000	-0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104406	FuncNpc	1	1	1	n103_portrait01	NpcName_104406		0,1,0				n103|body|n103_body_t1	1.000000			24901112		1	1.900000	0.500000	-0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104407	FuncNpc	1	1	1	n103_portrait01	NpcName_104407		0,1,0				n103|body|n103_body_t1	1.000000			24901112		1	1.900000	0.500000	-0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104408	FuncNpc	1	1	1	n103_portrait01	NpcName_104408		0,1,0				n103|body|n103_body_t1	1.000000			24901112		1	1.900000	0.500000	-0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104501	FuncNpc	1	1	1	b022_portrait01	NpcName_104501		0,1,0				b022|body|b022_body_t1	1.000000			24901112		1	3.200000	0.500000	0,0,0	0.600000	0,0,0	0,0,0					1		0	
npc_104502	FuncNpc	1	1	1	m927_portrait01	NpcName_104502		0,1,0				m927|body|m927_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104503	FuncNpc	1	1	1	m300_portrait01	NpcName_104503		0,1,0				m300|body|m300_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104504	FuncNpc	1	1	1	m301_portrait01	NpcName_104504		0,1,0				m301|body|m301_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104505	FuncNpc	1	1	1	m302_portrait01	NpcName_104505		0,1,0				m302|body|m302_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104601	FuncNpc	1	1	1	m064_portrait01	NpcName_104601		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104602	FuncNpc	1	1	1	m064_portrait01	NpcName_104602		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104603	FuncNpc	1	1	1	m064_portrait01	NpcName_104603		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104604	FuncNpc	1	1	1	m064_portrait01	NpcName_104604		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104605	FuncNpc	1	1	1	m064_portrait01	NpcName_104605		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104606	FuncNpc	1	1	1	m064_portrait01	NpcName_104606		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104607	FuncNpc	1	1	1	m064_portrait01	NpcName_104607		0,1,0				m064|body|m064_body_t1	1.000000			24901112		1	1.900000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_104701	FuncNpc	1	0	1							1	g133|body|g133_body_t1	0.500000			0		1	1.800000	0.500000		1.000000	0,0,0	0,0,0					1	40000010	0	
npc_104702	FuncNpc	1	0	1							1	g133|body|g133_body_t1	0.500000			0		1	1.800000	0.500000		1.000000	0,0,0	0,0,0					1	40000010	0	
npc_104703	FuncNpc	1	0	1							1	g133|body|g133_body_t1	0.500000			0		1	1.800000	0.500000		1.000000	0,0,0	0,0,0					1	40000010	0	
npc_104704	FuncNpc	1	0	1							1	g133|body|g133_body_t1	0.500000			0		1	1.800000	0.500000		1.000000	0,0,0	0,0,0					1	40000010	0	
npc_104705	FuncNpc	1	0	1							1	g133|body|g133_body_t1	0.500000			0		1	1.800000	0.500000		1.000000	0,0,0	0,0,0					1	40000010	0	
npc_104800	FuncNpc	1	0	1		NpcName_104800		0,1,0					0.000000			0		1	1.800000	1.000000		1.000000	0,0,0	0,0,0					1	5910003	0	
npc_104801	FuncNpc	1	0	1		NpcName_104801		0,1,0	icon_stardoor_home				0.000000			0		1	3.000000	1.000000		1.000000	0,0,0	0,0,0					1	5910011	0	
npc_104802	FuncNpc	1	0	1		NpcName_104802		0,1,0					0.000000			0		1	1.800000	0.500000		1.000000	0,0,0	0,0,0					1	5910003	0	
npc_105000	FuncNpc	1	1	1	n021_portrait01	NpcName_105000	FunctionName_105000	0,1.2,0			1	n021|body|n021_body_t1	1.000000			3003003		1	2.070000	0.500000	0,0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_105001	FuncNpc	1	1	1	n017_portrait01	NpcName_105001	FunctionName_105001	0,1.2,0			1	n017|body|n017_body_t1	1.000000			2000002		1	1.870000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_105002	FuncNpc	1	1	1	n911_portrait02	NpcName_105002	FunctionName_105002	0,1,0			1	n911|body|n911_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_105003	FuncNpc	1	1	1	m055_portrait02	NpcName_105003	FunctionName_105003	0,1.2,0			1	m055|body|m055_body_t2	1.000000			3000003		1	1.600000	1.000000	-0.1,0.2,0.5	1.000000	0,0,0	0,0,0					1		0	
