怪物编号	对象类型	动作集	名字	功能名称	种族编号	模型编号	怪物头像	小地图图标	脚本编号	仇恨模式编号	怪物种类	怪物属性类型	属性匹配	世界等级匹配	属性值ID	普通技能	怪物技能	怪物等级	发射点偏移	模型缩放	阻挡信息	旋转	更新AI攻击目标的时间间隔	待机移动速度偏移	战斗移动速度偏移	怪物出场描述	是否显示阴影	触发范围	随机移动半径	是否保持追击	最大追击范围	经验值	死亡特效	死亡慢镜头	死亡程序效果	出场动作	出场美术特效ID	出场程序特效	出场特殊效果	常驻美术特效	常驻头顶标记	怪物说话模组	小地图红点显示	名称血条常驻显示	对话显示修正	对话显示缩放	隐藏进战斗感叹号	元素附体属性
monster10107002	MonsterNpc	2011002	name_11008002		8	m014|body|m014_body_t4	m014_portrait04			1002	1	1	0	0	101010065	skill20030		68		1.000000			1	-4.500000	-3.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10107003	MonsterNpc	2010002	name_11008003		3	m015|body|m015_body_t5	m015_portrait01			1002	1	1	0	0	101010065	skill20020		68		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10107004	MonsterNpc	2020002	name_11008004		8	m904|body|m904_body_t1	m904_portrait01			1002	2	1	0	0	101010065	skill20140		68		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10107005	MonsterNpc	11057002	name_11008005		2	m057|body|m057_body_t1|partb|m057_partb_t1	m057_portraitb01			1002	2	1	0	0	101010065	skill20750		68		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10107006	MonsterNpc	14084024	name_11008006		1	n084|body|n084_body_t1	n084_portrait01			1003	1	1	0	0	101010065	skill20740		68		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10107007	MonsterNpc	11059002	name_11008007		2	m059|body|m059_body_t1	m059_portrait01			1003	2	1	0	0	101010065	skill20770		68		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10107008	MonsterNpc	2022002	name_11008008		4	m038|body|m038_body_t1	m038_portrait01			1002	1	1	0	0	111030068	skill20160		68		1.500000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10107009	MonsterNpc	14084024	name_11008006		1	n084|body|n084_body_t1	n084_portrait01			1003	2	2	0	0	111030068	skill20740		68		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	1	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10107010	MonsterNpc	23011004	name_10107010		4	p011|body|p011_body_t2	p011_portrait02			1003	2	2	0	0	111030078	skill31900	skill31903_ord,skill31905_ord	65		3.000000			1	4.000000	4.000000		0	15.000000	3.000000	1	20.000000	0	0	0	0	0	10000047	0	0			0	1	0	0,0,0	1.000000	0	0
monster10107011	MonsterNpc	14908002	name_10107011		1	n908|body|n908_body_t1	n908_portrait01			1003	3	3	0	0	90000037	skill31800	skill31801,skill31802,skill31803,skill31804	70		1.500000			1	-3.000000	-3.000000		0	20.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10107012	MonsterNpc	2067002	name_10107012		4	m920|body|m920_body_t1	m920_portrait01			1003	3	3	0	0	90000036	skill20640	skill20641,skill20645,skill20643,skill20644,skill30001	70		1.500000			1	-3.000000	1.500000		0	10.000000	0.500000	1	30.000000	0	0	0	0	0	110000	0	0			10105016	1	0	0,0,0	1.000000	0	0
plot01_10107013	MonsterNpc	13016004	name_10107012p		4	b017|body|b017_body_t2	b017_portrait01			1003	3	3	0	0	90000038	skill42000	skill42001,skill42002,skill42003,skill42004,skill42005,skill_selfkill,skill42000_selfdestroy	85		0.500000			1	-2.000000	-1.500000		0	10.000000	0.500000	1	30.000000	0	0	0	0	0	110000	0	0			10105016	1	0	0,0,0	1.000000	0	0
monster10107013	MonsterNpc	13016004	name_101070131		4	b017|body|b017_body_t2	b017_portrait01			1003	3	3	0	0	90000046	skill42000	skill42001,skill42002,skill42003,skill42004,skill42005,skill42004_plot,skill42006_plot,skill_selfkill,skill_selfdestroy	85		1.000000			1	0.000000	0.500000		0	100.000000	0.500000	1	1000.000000	0	0	0	0	0	110000	0	0	40000232		10105016	1	0	0,0,0	1.000000	0	0
monster10107014	MonsterNpc	11057002	name_10107014		1	m057|body|m057_body_t2|parta|m057_parta_t2	m057_portrait02			1003	2	2	0	0	90000039	skill20750		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			10710130	1	0	0,0,0	1.000000	0	0
monster10107015	MonsterNpc	11057002	name_10107015		1	m057|body|m057_body_t3|partc|m057_partc_t2	m057_portraitc02			1003	2	2	0	0	90000039	skill20750		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			10710131	1	0	0,0,0	1.000000	0	0
monster10107016	MonsterNpc	24906112	name_10107016		1	soldier906|body|soldier906_body_t1	soldier905_portrait01			1003	1	0	0	0	90000040	skill401700_mst	skill401701_mst,skill401702_mst,skill401703_mst,skill401704_mst,skill401705_mst	85		1.000000			1	-0.500000	-0.500000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			10710180	1	0	0,0,0	1.000000	0	0
monster10107017	MonsterNpc	2053002	name_10107017		1	n900|body|n900_body_t1	n900_portrait01			1003	1	0	0	0	90000047	skill30900	skill200020,skill200021	85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	3	0	0,0,0	1.000000	0	0
monster10107018	MonsterNpc	14084024	name_10107018		1	n084|body|n084_body_t1	n084_portrait01			1003	1	1	0	0	90000047	skill20740		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	3	0	0,0,0	1.000000	0	0
monster10107019	MonsterNpc	24906112	name_10107019		1	soldier906|body|soldier906_body_t1	soldier905_portrait01			1003	1	0	0	0	90000047	skill401700_mst	skill401701_mst,skill401702_mst,skill401703_mst,skill401704_mst,skill401705_mst	85		1.000000			1	-0.500000	-0.500000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	3	0	0,0,0	1.000000	0	0
monster10107020	MonsterNpc	2034002	name_10107020		4	m048|body|m048_body_t1	m048_portrait01			1003	1	1	0	0	90000041	skill20320		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	120004	0	0			0	1	0	0,0,0	1.000000	0	0
monster10107021	MonsterNpc	2035002	name_10107021		4	m049|body|m049_body_t1	m049_portrait01			1003	1	1	0	0	90000041	skill20330		85		2.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	120004	0	0			0	1	0	0,0,0	1.000000	0	0
monster10107022	MonsterNpc	2033002	name_10107022		4	m047|body|m047_body_t1	m047_portrait01			1003	1	1	0	0	90000041	skill20310		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	120004	0	0			0	1	0	0,0,0	1.000000	0	0
monster10107023	MonsterNpc	24904112	name_10107023		1	soldier904|body|soldier904_body_t1	soldier903_portrait01			1003	1	0	0	0	90000047	skill401500_mst	skill401501_mst,skill401502_mst,skill401503_mst,skill401504_mst,skill401505_mst,skill401502_plot	85		1.000000			1	-0.500000	-0.500000		0	100.000000	3.000000	1	1000.000000	0	0	0	0	0	110000	0	0			0	3	0	0,0,0	1.000000	0	0
monster10107024	MonsterNpc	24906112	name_10107024		1	soldier906|body|soldier906_body_t1	soldier905_portrait01			1003	1	0	0	0	90000047	skill401700_mst	skill401701_mst,skill401702_mst,skill401703_mst,skill401704_mst,skill401705_mst	85		1.000000			1	-0.500000	-0.500000		0	100.000000	3.000000	1	1000.000000	0	0	0	0	0	110000	0	0			0	3	0	0,0,0	1.000000	0	0
monster10107025	MonsterNpc	24905112	name_10107025		1	soldier905|body|soldier905_body_t1	soldier904_portrait01			1003	1	0	0	0	90000047	skill401600_mst	skill401601_mst,skill401602_mst,skill401603_mst,skill401604_mst,skill401605_mst,skill401603_plot	85		1.000000			1	-0.500000	-0.500000		0	100.000000	3.000000	1	1000.000000	0	0	0	0	0	110000	0	0			0	3	0	0,0,0	1.000000	0	0
monster10107026	MonsterNpc	24901112	name_10107026		1	soldier901|body|soldier901_body_t1	soldier901_portrait01			1003	1	0	0	0	90000047	skill401300_mst	skill401301_mst,skill401302_mst,skill401303_mst,skill401304_mst,skill401305_mst	85		1.000000			1	-0.500000	-0.500000		0	100.000000	3.000000	1	1000.000000	0	0	0	0	0	110000	0	0			0	3	0	0,0,0	1.000000	0	0
monster10107027	MonsterNpc	23012004	name_p012		1	p012|body|p012_body_t2	p012_portrait02			1003	3	3	3020610	0	302061000	skill31600	skill31601,skill31602,skill31603,skill31604,skill31605,skill31606,skill31607	70		3.000000			1	0.000000	1.500000		0	10.000000	4.000000	1	20.000000	0	0	1	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108001	MonsterNpc	2064002	name_10108001		4	m034|body|m034_body_t10	m034_portrait10			1003	1	1	0	0	101010075	skill20580		65		1.500000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108002	MonsterNpc	3012004	name_10108002		4	b010|body|b010_body_t1|parta|b010_parta_t1	b010_portrait01			1003	3	3	0	0	111030075	skill201001,skill201002	skill31101_plot,skill31102_plot,skill31103_plot,skill31105_plot	65		1.000000			1	0.000000	0.500000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	10000047	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108003	MonsterNpc	11058002	name_10108003		2	m058|body|m058_body_t1	m058_portrait01			1003	2	1	0	0	101010075	skill20760		65		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108004	MonsterNpc	2057002	name_10108004		1	m929|body|m929_body_t1	m929_portrait01		npc/yucun/treasure_devil_1001.lua	1003	2	2	0	0	111030075	skill20660	skill20661,skill20663	65		1.200000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	10000047	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108005	MonsterNpc	2057002	name_10108005		1	m929|body|m929_body_t1	m929_portrait01		npc/yucun/treasure_devil_1001.lua	1003	2	2	0	0	111030075	skill20660	skill20661,skill20663	65		1.200000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108006	MonsterNpc	3012004	name_10108006		4	b010|body|b010_body_t1|parta|b010_parta_t1	b010_portrait01			1003	3	3	0	0	111030075	skill201001,skill201002	skill31101_plot,skill31102_plot,skill31103_plot,skill31105_plot	65		1.000000			1	0.000000	0.500000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108021	MonsterNpc	12062002	name_10008004		6	m062|body|m062_body_t1	m062_portrait01			1003	2	1	0	0	101010085	skill21400		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108007	MonsterNpc	2061002	name_m164		2	m043|body|m043_body_t2	m043_portrait02			1003	2	2	0	0	101010085	skill20520		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108008	MonsterNpc	2013002	name_10008001		1	m021|body|m021_body_t7	m021_portrait07			1003	1	1	0	0	101010085	skill20060		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108009	MonsterNpc	12062002	name_10008004		6	m062|body|m062_body_t1	m062_portrait02			1003	2	1	0	0	101010085	skill21400		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108010	MonsterNpc	2022002	name_10008005		4	m038|body|m038_body_t2	m038_portrait02			1003	1	1	0	0	101010085	skill20160		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108011	MonsterNpc	2034002	name_10008002		4	m048|body|m048_body_t1	m048_portrait01			1003	1	1	0	0	101010085	skill20320		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108012	MonsterNpc	2037002	name_10008006		9	m061|body|m061_body_t1	m061_portrait01			1003	1	1	0	0	101010085	skill33100		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108013	MonsterNpc	2037002	name_10008003		9	m063|body|m063_body_t1	m063_portrait02			1003	1	1	0	0	111030085	skill21500		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108014	MonsterNpc	12062002	name_10008004		6	m062|body|m062_body_t1	m062_portrait02			1003	2	1	0	0	111030085	skill21400		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108015	MonsterNpc	12063002	name_11008006		6	m063|body|m063_body_t1	m063_portrait01			1003	2	2	0	0	111030085	skill21500	skill21501,skill21502	88		1.500000			1	0.000000	0.000000		0	15.000000	3.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108016	MonsterNpc	12062002	name_11008012		6	m062|body|m062_body_t2	m062_portrait01			1003	2	2	0	0	111030085	skill21400	skill21401	88		1.500000			1	0.000000	0.000000		0	15.000000	3.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108017	MonsterNpc	12061002	name_m061		6	m061|body|m061_body_t1	m061_portrait01			1005	3	3	0	0	90000048	skill33100	skill33101,skill33102,skill33103,skill33107	88		1.800000			1	2.000000	2.000000		0	20.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108018	MonsterNpc	12061002	name_m0611		6	m061|body|m061_body_t2	m061_portrait02			1005	3	3	0	0	90000049		skill33104	88		0.600000			1	0.000000	0.000000		0	100.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	1	0
monster10108019	MonsterNpc	12062002	name_m062		6	m062|body|m062_body_t1	m062_portrait02			1005	3	3	0	0	90000050	skill21400		88		1.000000			1	-3.000000	-2.000000		0	100.000000	1.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	2	0,0,0	1.000000	1	0
monster10108020	MonsterNpc	3	name_n911		1	n911|body|n911_body_t1	n911_portrait02			1005	3	3	0	0	90000050		skill33105,skill33106	88		1.000000			1	-3.500000	-3.500000		0	100.000000	1.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	1	0
monster10108022	MonsterNpc	1001001	name_10108022		1	n016|body|n016_body_t1	n016_portrait01			1003	3	0	0	0	101010085	skill101110	skill101113,skill101114,skill101115,skill101116,skill101117	85		1.000000			1	0.000000	0.000000		0	20.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	3	0	0,0,0	1.000000	0	0
monster10108023	MonsterNpc	12927002	name_10800001		4	m927|body|m927_body_t1	m927_portrait01			1003	1	1	0	0	101010067	skill21010	skill21011	85		1.000000			1	-3.000000	-2.000000		0	20.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108024	MonsterNpc	12300002	name_10800002		4	m300|body|m300_body_t1	m300_portrait01			1003	1	1	0	0	101010067	skill21020		85		1.000000			1	-3.000000	-2.000000		0	20.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108025	MonsterNpc	12301002	name_10800003		4	m301|body|m301_body_t1	m301_portrait01			1003	1	1	0	0	111020067	skill21030		85		1.000000			1	-3.000000	-2.000000		0	20.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108026	MonsterNpc	12302002	name_10800004		4	m302|body|m302_body_t1	m302_portrait01			1003	1	1	0	0	111020067	skill21040		85		1.000000			1	-3.000000	-2.000000		0	20.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108027	MonsterNpc	12927002	name_10800001		4	m927|body|m927_body_t1	m927_portrait01			1003	1	1	0	0	111020067	skill21010	skill21011	85		1.000000			1	-3.000000	-2.000000		0	20.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108028	MonsterNpc	12300002	name_m300		4	m300|body|m300_body_t1	m300_portrait01			1005	1	1	0	0	101010085	skill21020		85		1.300000			1	-3.000000	-2.000000		0	100.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108029	MonsterNpc	12301002	name_m301		4	m301|body|m301_body_t1	m301_portrait01			1005	1	1	0	0	101010085	skill21030		85		1.300000			1	-3.000000	-2.000000		0	100.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108030	MonsterNpc	12302002	name_m302		4	m302|body|m302_body_t1	m302_portrait01			1005	1	1	0	0	101010085	skill21040		85		1.300000			1	-3.000000	-2.000000		0	100.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108031	MonsterNpc	12300002	name_m300		4	m300|body|m300_body_t1	m300_portrait01			1005	1	1	0	0	101010085	skill21020		85		1.300000			1	-3.000000	-2.000000		0	100.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108032	MonsterNpc	12301002	name_m301		4	m301|body|m301_body_t1	m301_portrait01			1005	1	1	0	0	101010085	skill21030		85		1.300000			1	-3.000000	-2.000000		0	100.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108033	MonsterNpc	12302002	name_m302		4	m302|body|m302_body_t1	m302_portrait01			1005	1	1	0	0	101010085	skill21040		85		1.300000			1	-3.000000	-2.000000		0	100.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108034	MonsterNpc	12061002	name_m0611		6	m061|body|m061_body_t2	m061_portrait02			1005	3	3	0	0	90000049			88		1.300000			1	0.000000	0.000000		0	100.000000	5.000000	1	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	1	0
monster10108035	MonsterNpc	14084024	name_10108035		1	n084|body|n084_body_t1	n084_portrait01			1003	1	1	0	0	101010067	skill20740		85		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108036	MonsterNpc	1004001	name_10108036		1	n019|body|n019_body_t1	n019_portrait01			1003	2	1	0	0	101010067	skill21100	skill200021	20		1.000000			1	-0.500000	-0.500000		0	12.000000	4.000000	0	8.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108037	MonsterNpc	12300002	name_10108037		4	m300|body|m300_body_t1	m300_portrait01			1003	1	1	0	0	101010067	skill21020		85		1.000000			1	-3.000000	-2.000000		0	20.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108038	MonsterNpc	12301002	name_10108038		4	m301|body|m301_body_t1	m301_portrait01			1003	1	1	0	0	111020067	skill21030		85		1.000000			1	-3.000000	-2.000000		0	20.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108039	MonsterNpc	12302002	name_10108039		4	m302|body|m302_body_t1	m302_portrait01			1003	1	1	0	0	111020067	skill21040		85		1.000000			1	-3.000000	-2.000000		0	20.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108040	MonsterNpc	12927002	name_10108040		4	m927|body|m927_body_t1	m927_portrait01			1003	1	1	0	0	111020067	skill21010	skill21011	85		1.000000			1	-3.000000	-2.000000		0	20.000000	3.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10108041	MonsterNpc	13023004	name_10108041		4	b023|body|b023_body_t1	b023_portrait01			1003	2	1	0	0	111020067	skill33800		85		1.300000			1	0.000000	1.000000		0	15.000000	3.000000	0	20.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10109001	MonsterNpc	13026004	name_b026		6	b026|body|b026_body_t1	b026_portrait01			1002	3	3	0	0	111030095	skill21761	skill21762,skill21763	100		1.300000			1	-3.000000	-2.000000		0	15.000000	5.000000	0	1000.000000	160	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10109002	MonsterNpc	13027004	name_b027		9	b027|body|b027_body_t1	b027_portrait01			1002	3	3	0	0	111030095	skill21771	skill21772,skill21773	100		1.500000			1	-3.000000	-2.000000		0	15.000000	5.000000	0	1000.000000	160	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10109003	MonsterNpc	13028004	name_b028		9	b028|body|b028_body_t1	b028_portrait01			1002	3	3	0	0	111030095	skill21781	skill21782,skill21783	100		1.500000			1	-3.000000	-2.000000		0	15.000000	5.000000	0	1000.000000	160	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10109004	MonsterNpc	12309002	name_m309		6	m309|body|m309_body_t1|parta|m309_parta_t1|partb|m309_partb_t1	m309_portrait01			1002	1	1	0	0	101010095	skill21711	skill21712	100		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	1000.000000	80	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10109005	MonsterNpc	12310002	name_m310		6	m310|body|m310_body_t1|parta|m310_parta_t1|partb|m310_partb_t1	m310_portrait01			1002	1	1	0	0	101010095	skill21721	skill21722	100		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	1000.000000	80	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10109006	MonsterNpc	12311002	name_m311		6	m311|body|m311_body_t1|parta|m311_parta_t1|partb|m311_partb_t1|partc|m311_partc_t1	m311_portrait01			1002	1	1	0	0	101010095	skill21731	skill21732	100		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	1000.000000	80	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10109007	MonsterNpc	12312002	name_m312		6	m312|body|m312_body_t1|partb|m312_partb_t1|partc|m312_partc_t1|partd|m312_partd_t1|parte|m312_parte_t1	m312_portrait01			1002	1	1	0	0	101010095	skill21741	skill21742	100		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	1000.000000	80	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10109008	MonsterNpc	12313002	name_m313		6	m313|body|m313_body_t1|parta|m313_parta_t1	m313_portrait01			1002	1	1	0	0	101010095	skill21751	skill21752	100		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	1000.000000	80	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10110001	MonsterNpc	13029004	name_b029		1	b029|body|b029_body_t1	b029_portrait01			1002	3	3	0	0	111030105	skill21801	skill21802,skill21803	110		1.000000			1	2.000000	2.000000		0	15.000000	3.000000	0	1000.000000	180	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10110002	MonsterNpc	13030004	name_b030		2	b030|body|b030_body_t1	b030_portrait01			1002	3	3	0	0	111030105	skill21791	skill21792,skill21793	110		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	1000.000000	180	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10110003	MonsterNpc	14084024	name_10110003		1	n084|body|n084_body_t3	n084_portrait03			1002	1	1	0	0	101010105	skill20740		110		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	1000.000000	90	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
