特色属性ID	六维1	六维2	六维3	六维4	六维5	六维6	属性id	六维1显示	六维2显示	六维3显示	六维4显示	六维5显示	六维6显示	特色属性语言包	特色属性参数	觉醒属性语言包	觉醒属性参数	战力评分
4003030	80	71	70	71	70	71	1,600	80	71	70	71	70	71	CharacteristicLang4003	600,800			180
4003031	80	81	70	71	70	71	1,600	80	81	70	71	70	71	CharacteristicLang4003	600,800			180
4003032	80	81	80	71	70	71	1,600	80	81	80	71	70	71	CharacteristicLang4003	600,800			180
4003033	80	81	80	81	70	71	1,600	80	81	80	81	70	71	CharacteristicLang4003	600,800			180
4003034	80	81	80	81	80	71	1,600	80	81	80	81	80	71	CharacteristicLang4003	600,800			180
4003035	80	81	80	81	80	81	1,600	80	81	80	81	80	81	CharacteristicLang4003	600,800			180
4003036	88	89	88	89	88	89	1,800	88	89	88	89	88	89	CharacteristicLangMax4003	800			200
4003037	103	104	103	104	103	104	1,1600	103	104	103	104	103	104	CharacteristicLangMax4003	800	AwakeLang4003	800	400
4004001	19	19	19	19	19	19	70,100	19	19	19	19	19	19	CharacteristicLang4004	1,1.4			100
4004002	25	19	19	19	19	19	70,100	25	19	19	19	19	19	CharacteristicLang4004	1,1.4			100
4004003	25	25	19	19	19	19	70,100	25	25	19	19	19	19	CharacteristicLang4004	1,1.4			100
4004004	25	25	25	19	19	19	70,100	25	25	25	19	19	19	CharacteristicLang4004	1,1.4			100
4004005	25	25	25	25	19	19	70,100	25	25	25	25	19	19	CharacteristicLang4004	1,1.4			100
4004006	25	25	25	25	25	19	70,100	25	25	25	25	25	19	CharacteristicLang4004	1,1.4			100
4004007	25	25	25	25	25	25	70,100	25	25	25	25	25	25	CharacteristicLang4004	1,1.4			100
4004008	29	29	29	29	29	29	70,140	29	29	29	29	29	29	CharacteristicLang4004	1.4,1.8			110
4004009	36	29	29	29	29	29	70,140	36	29	29	29	29	29	CharacteristicLang4004	1.4,1.8			110
4004010	36	36	29	29	29	29	70,140	36	36	29	29	29	29	CharacteristicLang4004	1.4,1.8			110
4004011	36	36	36	29	29	29	70,140	36	36	36	29	29	29	CharacteristicLang4004	1.4,1.8			110
4004012	36	36	36	36	29	29	70,140	36	36	36	36	29	29	CharacteristicLang4004	1.4,1.8			110
4004013	36	36	36	36	36	29	70,140	36	36	36	36	36	29	CharacteristicLang4004	1.4,1.8			110
4004014	36	36	36	36	36	36	70,140	36	36	36	36	36	36	CharacteristicLang4004	1.4,1.8			110
4004015	41	41	41	41	41	41	70,180	41	41	41	41	41	41	CharacteristicLang4004	1.8,2.2			130
4004016	49	41	41	41	41	41	70,180	49	41	41	41	41	41	CharacteristicLang4004	1.8,2.2			130
4004017	49	49	41	41	41	41	70,180	49	49	41	41	41	41	CharacteristicLang4004	1.8,2.2			130
4004018	49	49	49	41	41	41	70,180	49	49	49	41	41	41	CharacteristicLang4004	1.8,2.2			130
4004019	49	49	49	49	41	41	70,180	49	49	49	49	41	41	CharacteristicLang4004	1.8,2.2			130
4004020	49	49	49	49	49	41	70,180	49	49	49	49	49	41	CharacteristicLang4004	1.8,2.2			130
4004021	49	49	49	49	49	49	70,180	49	49	49	49	49	49	CharacteristicLang4004	1.8,2.2			130
4004022	55	55	55	55	55	55	70,220	55	55	55	55	55	55	CharacteristicLang4004	2.2,2.6			150
4004023	64	55	55	55	55	55	70,220	64	55	55	55	55	55	CharacteristicLang4004	2.2,2.6			150
4004024	64	64	55	55	55	55	70,220	64	64	55	55	55	55	CharacteristicLang4004	2.2,2.6			150
4004025	64	64	64	55	55	55	70,220	64	64	64	55	55	55	CharacteristicLang4004	2.2,2.6			150
4004026	64	64	64	64	55	55	70,220	64	64	64	64	55	55	CharacteristicLang4004	2.2,2.6			150
4004027	64	64	64	64	64	55	70,220	64	64	64	64	64	55	CharacteristicLang4004	2.2,2.6			150
4004028	64	64	64	64	64	64	70,220	64	64	64	64	64	64	CharacteristicLang4004	2.2,2.6			150
4004029	71	71	71	71	71	71	70,260	71	71	71	71	71	71	CharacteristicLang4004	2.6,3			180
4004030	81	71	71	71	71	71	70,260	81	71	71	71	71	71	CharacteristicLang4004	2.6,3			180
4004031	81	81	71	71	71	71	70,260	81	81	71	71	71	71	CharacteristicLang4004	2.6,3			180
4004032	81	81	81	71	71	71	70,260	81	81	81	71	71	71	CharacteristicLang4004	2.6,3			180
4004033	81	81	81	81	71	71	70,260	81	81	81	81	71	71	CharacteristicLang4004	2.6,3			180
4004034	81	81	81	81	81	71	70,260	81	81	81	81	81	71	CharacteristicLang4004	2.6,3			180
4004035	81	81	81	81	81	81	70,260	81	81	81	81	81	81	CharacteristicLang4004	2.6,3			180
4004036	89	89	89	89	89	89	70,300	89	89	89	89	89	89	CharacteristicLangMax4004	3			200
4004037	104	104	104	104	104	104	70,300;67,200	104	104	104	104	104	104	CharacteristicLangMax4004	3	AwakeLang4004	2	400
4005001	19	19	19	19	19	19	76,100	19	19	19	19	19	19	CharacteristicLang4005	1,1.4			100
4005002	25	19	19	19	19	19	76,100	25	19	19	19	19	19	CharacteristicLang4005	1,1.4			100
4005003	25	25	19	19	19	19	76,100	25	25	19	19	19	19	CharacteristicLang4005	1,1.4			100
4005004	25	25	25	19	19	19	76,100	25	25	25	19	19	19	CharacteristicLang4005	1,1.4			100
4005005	25	25	25	25	19	19	76,100	25	25	25	25	19	19	CharacteristicLang4005	1,1.4			100
4005006	25	25	25	25	25	19	76,100	25	25	25	25	25	19	CharacteristicLang4005	1,1.4			100
4005007	25	25	25	25	25	25	76,100	25	25	25	25	25	25	CharacteristicLang4005	1,1.4			100
4005008	29	29	29	29	29	29	76,140	29	29	29	29	29	29	CharacteristicLang4005	1.4,1.8			110
4005009	36	29	29	29	29	29	76,140	36	29	29	29	29	29	CharacteristicLang4005	1.4,1.8			110
4005010	36	36	29	29	29	29	76,140	36	36	29	29	29	29	CharacteristicLang4005	1.4,1.8			110
4005011	36	36	36	29	29	29	76,140	36	36	36	29	29	29	CharacteristicLang4005	1.4,1.8			110
4005012	36	36	36	36	29	29	76,140	36	36	36	36	29	29	CharacteristicLang4005	1.4,1.8			110
4005013	36	36	36	36	36	29	76,140	36	36	36	36	36	29	CharacteristicLang4005	1.4,1.8			110
4005014	36	36	36	36	36	36	76,140	36	36	36	36	36	36	CharacteristicLang4005	1.4,1.8			110
4005015	41	41	41	41	41	41	76,180	41	41	41	41	41	41	CharacteristicLang4005	1.8,2.2			130
4005016	49	41	41	41	41	41	76,180	49	41	41	41	41	41	CharacteristicLang4005	1.8,2.2			130
4005017	49	49	41	41	41	41	76,180	49	49	41	41	41	41	CharacteristicLang4005	1.8,2.2			130
4005018	49	49	49	41	41	41	76,180	49	49	49	41	41	41	CharacteristicLang4005	1.8,2.2			130
4005019	49	49	49	49	41	41	76,180	49	49	49	49	41	41	CharacteristicLang4005	1.8,2.2			130
4005020	49	49	49	49	49	41	76,180	49	49	49	49	49	41	CharacteristicLang4005	1.8,2.2			130
4005021	49	49	49	49	49	49	76,180	49	49	49	49	49	49	CharacteristicLang4005	1.8,2.2			130
4005022	55	55	55	55	55	55	76,220	55	55	55	55	55	55	CharacteristicLang4005	2.2,2.6			150
4005023	64	55	55	55	55	55	76,220	64	55	55	55	55	55	CharacteristicLang4005	2.2,2.6			150
4005024	64	64	55	55	55	55	76,220	64	64	55	55	55	55	CharacteristicLang4005	2.2,2.6			150
4005025	64	64	64	55	55	55	76,220	64	64	64	55	55	55	CharacteristicLang4005	2.2,2.6			150
4005026	64	64	64	64	55	55	76,220	64	64	64	64	55	55	CharacteristicLang4005	2.2,2.6			150
4005027	64	64	64	64	64	55	76,220	64	64	64	64	64	55	CharacteristicLang4005	2.2,2.6			150
4005028	64	64	64	64	64	64	76,220	64	64	64	64	64	64	CharacteristicLang4005	2.2,2.6			150
4005029	71	71	71	71	71	71	76,260	71	71	71	71	71	71	CharacteristicLang4005	2.6,3			180
4005030	81	71	71	71	71	71	76,260	81	71	71	71	71	71	CharacteristicLang4005	2.6,3			180
4005031	81	81	71	71	71	71	76,260	81	81	71	71	71	71	CharacteristicLang4005	2.6,3			180
4005032	81	81	81	71	71	71	76,260	81	81	81	71	71	71	CharacteristicLang4005	2.6,3			180
4005033	81	81	81	81	71	71	76,260	81	81	81	81	71	71	CharacteristicLang4005	2.6,3			180
4005034	81	81	81	81	81	71	76,260	81	81	81	81	81	71	CharacteristicLang4005	2.6,3			180
4005035	81	81	81	81	81	81	76,260	81	81	81	81	81	81	CharacteristicLang4005	2.6,3			180
4005036	89	89	89	89	89	89	76,300	89	89	89	89	89	89	CharacteristicLangMax4005	3			200
4005037	104	104	104	104	104	104	76,300;75,200	104	104	104	104	104	104	CharacteristicLangMax4005	3	AwakeLang4005	2	400
4006001	19	19	19	19	19	19	69,100	19	19	19	19	19	19	CharacteristicLang4006	1,1.4			100
4006002	25	19	19	19	19	19	69,100	25	19	19	19	19	19	CharacteristicLang4006	1,1.4			100
4006003	25	25	19	19	19	19	69,100	25	25	19	19	19	19	CharacteristicLang4006	1,1.4			100
4006004	25	25	25	19	19	19	69,100	25	25	25	19	19	19	CharacteristicLang4006	1,1.4			100
4006005	25	25	25	25	19	19	69,100	25	25	25	25	19	19	CharacteristicLang4006	1,1.4			100
4006006	25	25	25	25	25	19	69,100	25	25	25	25	25	19	CharacteristicLang4006	1,1.4			100
4006007	25	25	25	25	25	25	69,100	25	25	25	25	25	25	CharacteristicLang4006	1,1.4			100
4006008	29	29	29	29	29	29	69,140	29	29	29	29	29	29	CharacteristicLang4006	1.4,1.8			110
4006009	36	29	29	29	29	29	69,140	36	29	29	29	29	29	CharacteristicLang4006	1.4,1.8			110
4006010	36	36	29	29	29	29	69,140	36	36	29	29	29	29	CharacteristicLang4006	1.4,1.8			110
4006011	36	36	36	29	29	29	69,140	36	36	36	29	29	29	CharacteristicLang4006	1.4,1.8			110
4006012	36	36	36	36	29	29	69,140	36	36	36	36	29	29	CharacteristicLang4006	1.4,1.8			110
4006013	36	36	36	36	36	29	69,140	36	36	36	36	36	29	CharacteristicLang4006	1.4,1.8			110
4006014	36	36	36	36	36	36	69,140	36	36	36	36	36	36	CharacteristicLang4006	1.4,1.8			110
4006015	41	41	41	41	41	41	69,180	41	41	41	41	41	41	CharacteristicLang4006	1.8,2.2			130
4006016	49	41	41	41	41	41	69,180	49	41	41	41	41	41	CharacteristicLang4006	1.8,2.2			130
4006017	49	49	41	41	41	41	69,180	49	49	41	41	41	41	CharacteristicLang4006	1.8,2.2			130
4006018	49	49	49	41	41	41	69,180	49	49	49	41	41	41	CharacteristicLang4006	1.8,2.2			130
4006019	49	49	49	49	41	41	69,180	49	49	49	49	41	41	CharacteristicLang4006	1.8,2.2			130
4006020	49	49	49	49	49	41	69,180	49	49	49	49	49	41	CharacteristicLang4006	1.8,2.2			130
4006021	49	49	49	49	49	49	69,180	49	49	49	49	49	49	CharacteristicLang4006	1.8,2.2			130
4006022	55	55	55	55	55	55	69,220	55	55	55	55	55	55	CharacteristicLang4006	2.2,2.6			150
4006023	64	55	55	55	55	55	69,220	64	55	55	55	55	55	CharacteristicLang4006	2.2,2.6			150
4006024	64	64	55	55	55	55	69,220	64	64	55	55	55	55	CharacteristicLang4006	2.2,2.6			150
4006025	64	64	64	55	55	55	69,220	64	64	64	55	55	55	CharacteristicLang4006	2.2,2.6			150
4006026	64	64	64	64	55	55	69,220	64	64	64	64	55	55	CharacteristicLang4006	2.2,2.6			150
4006027	64	64	64	64	64	55	69,220	64	64	64	64	64	55	CharacteristicLang4006	2.2,2.6			150
4006028	64	64	64	64	64	64	69,220	64	64	64	64	64	64	CharacteristicLang4006	2.2,2.6			150
4006029	71	71	71	71	71	71	69,260	71	71	71	71	71	71	CharacteristicLang4006	2.6,3			180
4006030	81	71	71	71	71	71	69,260	81	71	71	71	71	71	CharacteristicLang4006	2.6,3			180
4006031	81	81	71	71	71	71	69,260	81	81	71	71	71	71	CharacteristicLang4006	2.6,3			180
4006032	81	81	81	71	71	71	69,260	81	81	81	71	71	71	CharacteristicLang4006	2.6,3			180
4006033	81	81	81	81	71	71	69,260	81	81	81	81	71	71	CharacteristicLang4006	2.6,3			180
4006034	81	81	81	81	81	71	69,260	81	81	81	81	81	71	CharacteristicLang4006	2.6,3			180
4006035	81	81	81	81	81	81	69,260	81	81	81	81	81	81	CharacteristicLang4006	2.6,3			180
4006036	89	89	89	89	89	89	69,300	89	89	89	89	89	89	CharacteristicLangMax4006	3			200
4006037	104	104	104	104	104	104	69,300;66,200	104	104	104	104	104	104	CharacteristicLangMax4006	3	AwakeLang4006	2	400
4007001	19	19	19	19	19	19	80,100	19	19	19	19	19	19	CharacteristicLang4007	1,1.4			100
4007002	25	19	19	19	19	19	80,100	25	19	19	19	19	19	CharacteristicLang4007	1,1.4			100
4007003	25	25	19	19	19	19	80,100	25	25	19	19	19	19	CharacteristicLang4007	1,1.4			100
4007004	25	25	25	19	19	19	80,100	25	25	25	19	19	19	CharacteristicLang4007	1,1.4			100
4007005	25	25	25	25	19	19	80,100	25	25	25	25	19	19	CharacteristicLang4007	1,1.4			100
4007006	25	25	25	25	25	19	80,100	25	25	25	25	25	19	CharacteristicLang4007	1,1.4			100
4007007	25	25	25	25	25	25	80,100	25	25	25	25	25	25	CharacteristicLang4007	1,1.4			100
4007008	29	29	29	29	29	29	80,140	29	29	29	29	29	29	CharacteristicLang4007	1.4,1.8			110
4007009	36	29	29	29	29	29	80,140	36	29	29	29	29	29	CharacteristicLang4007	1.4,1.8			110
4007010	36	36	29	29	29	29	80,140	36	36	29	29	29	29	CharacteristicLang4007	1.4,1.8			110
4007011	36	36	36	29	29	29	80,140	36	36	36	29	29	29	CharacteristicLang4007	1.4,1.8			110
4007012	36	36	36	36	29	29	80,140	36	36	36	36	29	29	CharacteristicLang4007	1.4,1.8			110
4007013	36	36	36	36	36	29	80,140	36	36	36	36	36	29	CharacteristicLang4007	1.4,1.8			110
4007014	36	36	36	36	36	36	80,140	36	36	36	36	36	36	CharacteristicLang4007	1.4,1.8			110
4007015	41	41	41	41	41	41	80,180	41	41	41	41	41	41	CharacteristicLang4007	1.8,2.2			130
4007016	49	41	41	41	41	41	80,180	49	41	41	41	41	41	CharacteristicLang4007	1.8,2.2			130
4007017	49	49	41	41	41	41	80,180	49	49	41	41	41	41	CharacteristicLang4007	1.8,2.2			130
4007018	49	49	49	41	41	41	80,180	49	49	49	41	41	41	CharacteristicLang4007	1.8,2.2			130
4007019	49	49	49	49	41	41	80,180	49	49	49	49	41	41	CharacteristicLang4007	1.8,2.2			130
4007020	49	49	49	49	49	41	80,180	49	49	49	49	49	41	CharacteristicLang4007	1.8,2.2			130
4007021	49	49	49	49	49	49	80,180	49	49	49	49	49	49	CharacteristicLang4007	1.8,2.2			130
4007022	55	55	55	55	55	55	80,220	55	55	55	55	55	55	CharacteristicLang4007	2.2,2.6			150
4007023	64	55	55	55	55	55	80,220	64	55	55	55	55	55	CharacteristicLang4007	2.2,2.6			150
4007024	64	64	55	55	55	55	80,220	64	64	55	55	55	55	CharacteristicLang4007	2.2,2.6			150
4007025	64	64	64	55	55	55	80,220	64	64	64	55	55	55	CharacteristicLang4007	2.2,2.6			150
4007026	64	64	64	64	55	55	80,220	64	64	64	64	55	55	CharacteristicLang4007	2.2,2.6			150
4007027	64	64	64	64	64	55	80,220	64	64	64	64	64	55	CharacteristicLang4007	2.2,2.6			150
4007028	64	64	64	64	64	64	80,220	64	64	64	64	64	64	CharacteristicLang4007	2.2,2.6			150
4007029	71	71	71	71	71	71	80,260	71	71	71	71	71	71	CharacteristicLang4007	2.6,3			180
4007030	81	71	71	71	71	71	80,260	81	71	71	71	71	71	CharacteristicLang4007	2.6,3			180
4007031	81	81	71	71	71	71	80,260	81	81	71	71	71	71	CharacteristicLang4007	2.6,3			180
4007032	81	81	81	71	71	71	80,260	81	81	81	71	71	71	CharacteristicLang4007	2.6,3			180
4007033	81	81	81	81	71	71	80,260	81	81	81	81	71	71	CharacteristicLang4007	2.6,3			180
4007034	81	81	81	81	81	71	80,260	81	81	81	81	81	71	CharacteristicLang4007	2.6,3			180
4007035	81	81	81	81	81	81	80,260	81	81	81	81	81	81	CharacteristicLang4007	2.6,3			180
4007036	89	89	89	89	89	89	80,300	89	89	89	89	89	89	CharacteristicLangMax4007	3			200
4007037	104	104	104	104	104	104	80,300;79,200	104	104	104	104	104	104	CharacteristicLangMax4007	3	AwakeLang4007	2	400
4008001	19	19	19	19	19	19	84,100	19	19	19	19	19	19	CharacteristicLang4008	1,1.4			100
4008002	25	19	19	19	19	19	84,100	25	19	19	19	19	19	CharacteristicLang4008	1,1.4			100
4008003	25	25	19	19	19	19	84,100	25	25	19	19	19	19	CharacteristicLang4008	1,1.4			100
4008004	25	25	25	19	19	19	84,100	25	25	25	19	19	19	CharacteristicLang4008	1,1.4			100
4008005	25	25	25	25	19	19	84,100	25	25	25	25	19	19	CharacteristicLang4008	1,1.4			100
4008006	25	25	25	25	25	19	84,100	25	25	25	25	25	19	CharacteristicLang4008	1,1.4			100
4008007	25	25	25	25	25	25	84,100	25	25	25	25	25	25	CharacteristicLang4008	1,1.4			100
4008008	29	29	29	29	29	29	84,140	29	29	29	29	29	29	CharacteristicLang4008	1.4,1.8			110
4008009	36	29	29	29	29	29	84,140	36	29	29	29	29	29	CharacteristicLang4008	1.4,1.8			110
4008010	36	36	29	29	29	29	84,140	36	36	29	29	29	29	CharacteristicLang4008	1.4,1.8			110
4008011	36	36	36	29	29	29	84,140	36	36	36	29	29	29	CharacteristicLang4008	1.4,1.8			110
4008012	36	36	36	36	29	29	84,140	36	36	36	36	29	29	CharacteristicLang4008	1.4,1.8			110
4008013	36	36	36	36	36	29	84,140	36	36	36	36	36	29	CharacteristicLang4008	1.4,1.8			110
4008014	36	36	36	36	36	36	84,140	36	36	36	36	36	36	CharacteristicLang4008	1.4,1.8			110
4008015	41	41	41	41	41	41	84,180	41	41	41	41	41	41	CharacteristicLang4008	1.8,2.2			130
4008016	49	41	41	41	41	41	84,180	49	41	41	41	41	41	CharacteristicLang4008	1.8,2.2			130
4008017	49	49	41	41	41	41	84,180	49	49	41	41	41	41	CharacteristicLang4008	1.8,2.2			130
4008018	49	49	49	41	41	41	84,180	49	49	49	41	41	41	CharacteristicLang4008	1.8,2.2			130
4008019	49	49	49	49	41	41	84,180	49	49	49	49	41	41	CharacteristicLang4008	1.8,2.2			130
4008020	49	49	49	49	49	41	84,180	49	49	49	49	49	41	CharacteristicLang4008	1.8,2.2			130
4008021	49	49	49	49	49	49	84,180	49	49	49	49	49	49	CharacteristicLang4008	1.8,2.2			130
4008022	55	55	55	55	55	55	84,220	55	55	55	55	55	55	CharacteristicLang4008	2.2,2.6			150
4008023	64	55	55	55	55	55	84,220	64	55	55	55	55	55	CharacteristicLang4008	2.2,2.6			150
4008024	64	64	55	55	55	55	84,220	64	64	55	55	55	55	CharacteristicLang4008	2.2,2.6			150
4008025	64	64	64	55	55	55	84,220	64	64	64	55	55	55	CharacteristicLang4008	2.2,2.6			150
4008026	64	64	64	64	55	55	84,220	64	64	64	64	55	55	CharacteristicLang4008	2.2,2.6			150
4008027	64	64	64	64	64	55	84,220	64	64	64	64	64	55	CharacteristicLang4008	2.2,2.6			150
4008028	64	64	64	64	64	64	84,220	64	64	64	64	64	64	CharacteristicLang4008	2.2,2.6			150
4008029	71	71	71	71	71	71	84,260	71	71	71	71	71	71	CharacteristicLang4008	2.6,3			180
4008030	81	71	71	71	71	71	84,260	81	71	71	71	71	71	CharacteristicLang4008	2.6,3			180
4008031	81	81	71	71	71	71	84,260	81	81	71	71	71	71	CharacteristicLang4008	2.6,3			180
4008032	81	81	81	71	71	71	84,260	81	81	81	71	71	71	CharacteristicLang4008	2.6,3			180
4008033	81	81	81	81	71	71	84,260	81	81	81	81	71	71	CharacteristicLang4008	2.6,3			180
4008034	81	81	81	81	81	71	84,260	81	81	81	81	81	71	CharacteristicLang4008	2.6,3			180
4008035	81	81	81	81	81	81	84,260	81	81	81	81	81	81	CharacteristicLang4008	2.6,3			180
4008036	89	89	89	89	89	89	84,300	89	89	89	89	89	89	CharacteristicLangMax4008	3			200
4008037	104	104	104	104	104	104	84,300;83,200	104	104	104	104	104	104	CharacteristicLangMax4008	3	AwakeLang4008	2	400
4009001	19	19	19	19	19	19		19	19	19	19	19	19	CharacteristicLang4009	40,50			100
4009002	25	19	19	19	19	19		25	19	19	19	19	19	CharacteristicLang4009	40,50			100
4009003	25	25	19	19	19	19		25	25	19	19	19	19	CharacteristicLang4009	40,50			100
4009004	25	25	25	19	19	19		25	25	25	19	19	19	CharacteristicLang4009	40,50			100
4009005	25	25	25	25	19	19		25	25	25	25	19	19	CharacteristicLang4009	40,50			100
4009006	25	25	25	25	25	19		25	25	25	25	25	19	CharacteristicLang4009	40,50			100
4009007	25	25	25	25	25	25		25	25	25	25	25	25	CharacteristicLang4009	40,50			100
4009008	29	29	29	29	29	29		29	29	29	29	29	29	CharacteristicLang4009	50,60			120
4009009	36	29	29	29	29	29		36	29	29	29	29	29	CharacteristicLang4009	50,60			120
4009010	36	36	29	29	29	29		36	36	29	29	29	29	CharacteristicLang4009	50,60			120
4009011	36	36	36	29	29	29		36	36	36	29	29	29	CharacteristicLang4009	50,60			120
4009012	36	36	36	36	29	29		36	36	36	36	29	29	CharacteristicLang4009	50,60			120
4009013	36	36	36	36	36	29		36	36	36	36	36	29	CharacteristicLang4009	50,60			120
4009014	36	36	36	36	36	36		36	36	36	36	36	36	CharacteristicLang4009	50,60			120
4009015	41	41	41	41	41	41		41	41	41	41	41	41	CharacteristicLang4009	60,70			140
4009016	49	41	41	41	41	41		49	41	41	41	41	41	CharacteristicLang4009	60,70			140
4009017	49	49	41	41	41	41		49	49	41	41	41	41	CharacteristicLang4009	60,70			140
4009018	49	49	49	41	41	41		49	49	49	41	41	41	CharacteristicLang4009	60,70			140
4009019	49	49	49	49	41	41		49	49	49	49	41	41	CharacteristicLang4009	60,70			140
4009020	49	49	49	49	49	41		49	49	49	49	49	41	CharacteristicLang4009	60,70			140
4009021	49	49	49	49	49	49		49	49	49	49	49	49	CharacteristicLang4009	60,70			140
4009022	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang4009	70,80			180
4009023	64	55	55	55	55	55		64	55	55	55	55	55	CharacteristicLang4009	70,80			180
4009024	64	64	55	55	55	55		64	64	55	55	55	55	CharacteristicLang4009	70,80			180
4009025	64	64	64	55	55	55		64	64	64	55	55	55	CharacteristicLang4009	70,80			180
4009026	64	64	64	64	55	55		64	64	64	64	55	55	CharacteristicLang4009	70,80			180
4009027	64	64	64	64	64	55		64	64	64	64	64	55	CharacteristicLang4009	70,80			180
4009028	64	64	64	64	64	64		64	64	64	64	64	64	CharacteristicLang4009	70,80			180
4009029	71	71	71	71	71	71		71	71	71	71	71	71	CharacteristicLang4009	80,100			200
4009030	81	71	71	71	71	71		81	71	71	71	71	71	CharacteristicLang4009	80,100			200
4009031	81	81	71	71	71	71		81	81	71	71	71	71	CharacteristicLang4009	80,100			200
4009032	81	81	81	71	71	71		81	81	81	71	71	71	CharacteristicLang4009	80,100			200
4009033	81	81	81	81	71	71		81	81	81	81	71	71	CharacteristicLang4009	80,100			200
4009034	81	81	81	81	81	71		81	81	81	81	81	71	CharacteristicLang4009	80,100			200
4009035	81	81	81	81	81	81		81	81	81	81	81	81	CharacteristicLang4009	80,100			200
4009036	89	89	89	89	89	89		89	89	89	89	89	89	CharacteristicLangMax4009	100			250
4009037	104	104	104	104	104	104		104	104	104	104	104	104	CharacteristicLangMax4009	100	AwakeLang4009	200	500
4010001	19	19	19	19	19	19		19	19	19	19	19	19	CharacteristicLang4010	1,2			100
4010002	25	19	19	19	19	19		25	19	19	19	19	19	CharacteristicLang4010	1,2			100
4010003	25	25	19	19	19	19		25	25	19	19	19	19	CharacteristicLang4010	1,2			100
4010004	25	25	25	19	19	19		25	25	25	19	19	19	CharacteristicLang4010	1,2			100
4010005	25	25	25	25	19	19		25	25	25	25	19	19	CharacteristicLang4010	1,2			100
4010006	25	25	25	25	25	19		25	25	25	25	25	19	CharacteristicLang4010	1,2			100
4010007	25	25	25	25	25	25		25	25	25	25	25	25	CharacteristicLang4010	1,2			100
4010008	29	29	29	29	29	29		29	29	29	29	29	29	CharacteristicLang4010	2,3			120
4010009	36	29	29	29	29	29		36	29	29	29	29	29	CharacteristicLang4010	2,3			120
4010010	36	36	29	29	29	29		36	36	29	29	29	29	CharacteristicLang4010	2,3			120
4010011	36	36	36	29	29	29		36	36	36	29	29	29	CharacteristicLang4010	2,3			120
4010012	36	36	36	36	29	29		36	36	36	36	29	29	CharacteristicLang4010	2,3			120
