编号	解锁	显示ID	排序	类型	可视等级	解锁条件	特殊条件参数	奖励冒险币	增加属性	介绍	出现场景	坐标	UI界面模型倍数	UI界面模型位置	捕捉怪物	怪物情报分析	征服之路组合	装备套装分类	爱好解锁条件类型	爱好解锁参数	爱好道具	海报链接	小传解锁条件类型	小传解锁参数	小传内容	获取魔灵的道具	普通副本名	普通首领技能	英雄副本名	英雄首领技能	地区渠道号	冒险点数
401396	3061005006	equip306100541006	798	4	1	4		0					0.000000					175	0													0
401397	3011104001	equip301110443001	799	4	1	4		0					0.000000					180	0													0
401398	3011104002	equip301110443002	800	4	1	4		0					0.000000					181	0													0
401399	3011104003	equip301110443003	801	4	1	4		0					0.000000					182	0													0
401400	3011104004	equip301110443004	802	4	1	4		0					0.000000					183	0													0
401401	3011104005	equip301110443005	803	4	1	4		0					0.000000					184	0													0
401402	3011104006	equip301110443006	804	4	1	4		0					0.000000					185	0													0
401403	3021104001	equip302110443001	805	4	1	4		0					0.000000					180	0													0
401404	3021104002	equip302110443002	806	4	1	4		0					0.000000					181	0													0
401405	3021104003	equip302110443003	807	4	1	4		0					0.000000					182	0													0
401406	3021104004	equip302110443004	808	4	1	4		0					0.000000					183	0													0
401407	3021104005	equip302110443005	809	4	1	4		0					0.000000					184	0													0
401408	3021104006	equip302110443006	810	4	1	4		0					0.000000					185	0													0
401409	3031104001	equip303110443001	811	4	1	4		0					0.000000					180	0													0
401410	3031104002	equip303110443002	812	4	1	4		0					0.000000					181	0													0
401411	3031104003	equip303110443003	813	4	1	4		0					0.000000					182	0													0
401412	3031104004	equip303110443004	814	4	1	4		0					0.000000					183	0													0
401413	3031104005	equip303110443005	815	4	1	4		0					0.000000					184	0													0
401414	3031104006	equip303110443006	816	4	1	4		0					0.000000					185	0													0
401415	3041104001	equip304110443001	817	4	1	4		0					0.000000					180	0													0
401416	3041104002	equip304110443002	818	4	1	4		0					0.000000					181	0													0
401417	3041104003	equip304110443003	819	4	1	4		0					0.000000					182	0													0
401418	3041104004	equip304110443004	820	4	1	4		0					0.000000					183	0													0
401419	3041104005	equip304110443005	821	4	1	4		0					0.000000					184	0													0
401420	3041104006	equip304110443006	822	4	1	4		0					0.000000					185	0													0
401421	3051104001	equip305110443001	823	4	1	4		0					0.000000					180	0													0
401422	3051104002	equip305110443002	824	4	1	4		0					0.000000					181	0													0
401423	3051104003	equip305110443003	825	4	1	4		0					0.000000					182	0													0
401424	3051104004	equip305110443004	826	4	1	4		0					0.000000					183	0													0
401425	3051104005	equip305110443005	827	4	1	4		0					0.000000					184	0													0
401426	3051104006	equip305110443006	828	4	1	4		0					0.000000					185	0													0
401427	3061104001	equip306110443001	829	4	1	4		0					0.000000					180	0													0
401428	3061104002	equip306110443002	830	4	1	4		0					0.000000					181	0													0
401429	3061104003	equip306110443003	831	4	1	4		0					0.000000					182	0													0
401430	3061104004	equip306110443004	832	4	1	4		0					0.000000					183	0													0
401431	3061104005	equip306110443005	833	4	1	4		0					0.000000					184	0													0
401432	3061104006	equip306110443006	834	4	1	4		0					0.000000					185	0													0
401433	3011105001	equip301110541001	835	4	1	4		0					0.000000					190	0													0
401434	3011105002	equip301110541002	836	4	1	4		0					0.000000					191	0													0
401435	3011105003	equip301110541003	837	4	1	4		0					0.000000					192	0													0
401436	3011105004	equip301110541004	838	4	1	4		0					0.000000					193	0													0
401437	3011105005	equip301110541005	839	4	1	4		0					0.000000					194	0													0
401438	3011105006	equip301110541006	840	4	1	4		0					0.000000					195	0													0
401439	3021105001	equip302110541001	841	4	1	4		0					0.000000					190	0													0
401440	3021105002	equip302110541002	842	4	1	4		0					0.000000					191	0													0
401441	3021105003	equip302110541003	843	4	1	4		0					0.000000					192	0													0
401442	3021105004	equip302110541004	844	4	1	4		0					0.000000					193	0													0
401443	3021105005	equip302110541005	845	4	1	4		0					0.000000					194	0													0
401444	3021105006	equip302110541006	846	4	1	4		0					0.000000					195	0													0
401445	3031105001	equip303110541001	847	4	1	4		0					0.000000					190	0													0
401446	3031105002	equip303110541002	848	4	1	4		0					0.000000					191	0													0
401447	3031105003	equip303110541003	849	4	1	4		0					0.000000					192	0													0
401448	3031105004	equip303110541004	850	4	1	4		0					0.000000					193	0													0
401449	3031105005	equip303110541005	851	4	1	4		0					0.000000					194	0													0
401450	3031105006	equip303110541006	852	4	1	4		0					0.000000					195	0													0
401451	3041105001	equip304110541001	853	4	1	4		0					0.000000					190	0													0
401452	3041105002	equip304110541002	854	4	1	4		0					0.000000					191	0													0
401453	3041105003	equip304110541003	855	4	1	4		0					0.000000					192	0													0
401454	3041105004	equip304110541004	856	4	1	4		0					0.000000					193	0													0
401455	3041105005	equip304110541005	857	4	1	4		0					0.000000					194	0													0
401456	3041105006	equip304110541006	858	4	1	4		0					0.000000					195	0													0
401457	3051105001	equip305110541001	859	4	1	4		0					0.000000					190	0													0
401458	3051105002	equip305110541002	860	4	1	4		0					0.000000					191	0													0
401459	3051105003	equip305110541003	861	4	1	4		0					0.000000					192	0													0
401460	3051105004	equip305110541004	862	4	1	4		0					0.000000					193	0													0
401461	3051105005	equip305110541005	863	4	1	4		0					0.000000					194	0													0
401462	3051105006	equip305110541006	864	4	1	4		0					0.000000					195	0													0
401463	3061105001	equip306110541001	865	4	1	4		0					0.000000					190	0													0
401464	3061105002	equip306110541002	866	4	1	4		0					0.000000					191	0													0
401465	3061105003	equip306110541003	867	4	1	4		0					0.000000					192	0													0
401466	3061105004	equip306110541004	868	4	1	4		0					0.000000					193	0													0
401467	3061105005	equip306110541005	869	4	1	4		0					0.000000					194	0													0
401468	3061105006	equip306110541006	870	4	1	4		0					0.000000					195	0													0
402201	equip301090651001	equip301090651001	871	4	1	4		0					0.000000					158	0													0
402202	equip301090652001	equip301090652001	872	4	1	4		0					0.000000					158	0													0
402203	equip301090653001	equip301090653001	873	4	1	4		0					0.000000					158	0													0
402204	equip301090654001	equip301090654001	874	4	1	4		0					0.000000					158	0													0
402205	equip301090655001	equip301090655001	875	4	1	4		0					0.000000					158	0													0
402291	equip301090656001	equip301090656001	876	4	1	4		0					0.000000					158	0													0
402206	equip301090651002	equip301090651002	877	4	1	4		0					0.000000					158	0													0
402207	equip301090652002	equip301090652002	878	4	1	4		0					0.000000					158	0													0
402208	equip301090653002	equip301090653002	879	4	1	4		0					0.000000					158	0													0
402209	equip301090654002	equip301090654002	880	4	1	4		0					0.000000					158	0													0
402210	equip301090655002	equip301090655002	881	4	1	4		0					0.000000					158	0													0
402292	equip301090656002	equip301090656002	882	4	1	4		0					0.000000					158	0													0
402211	equip301090651003	equip301090651003	883	4	1	4		0					0.000000					158	0													0
402212	equip301090652003	equip301090652003	884	4	1	4		0					0.000000					158	0													0
402213	equip301090653003	equip301090653003	885	4	1	4		0					0.000000					158	0													0
402214	equip301090654003	equip301090654003	886	4	1	4		0					0.000000					158	0													0
402215	equip301090655003	equip301090655003	887	4	1	4		0					0.000000					158	0													0
402293	equip301090656003	equip301090656003	888	4	1	4		0					0.000000					158	0													0
402216	equip301090651004	equip301090651004	889	4	1	4		0					0.000000					158	0													0
402217	equip301090652004	equip301090652004	890	4	1	4		0					0.000000					158	0													0
402218	equip301090653004	equip301090653004	891	4	1	4		0					0.000000					158	0													0
402219	equip301090654004	equip301090654004	892	4	1	4		0					0.000000					158	0													0
402220	equip301090655004	equip301090655004	893	4	1	4		0					0.000000					158	0													0
402294	equip301090656004	equip301090656004	894	4	1	4		0					0.000000					158	0													0
402221	equip301090651005	equip301090651005	895	4	1	4		0					0.000000					158	0													0
402222	equip301090652005	equip301090652005	896	4	1	4		0					0.000000					158	0													0
402223	equip301090653005	equip301090653005	897	4	1	4		0					0.000000					158	0													0
402224	equip301090654005	equip301090654005	898	4	1	4		0					0.000000					158	0													0
402225	equip301090655005	equip301090655005	899	4	1	4		0					0.000000					158	0													0
402295	equip301090656005	equip301090656005	900	4	1	4		0					0.000000					158	0													0
402226	equip301090651006	equip301090651006	901	4	1	4		0					0.000000					158	0													0
402227	equip301090652006	equip301090652006	902	4	1	4		0					0.000000					158	0													0
402228	equip301090653006	equip301090653006	903	4	1	4		0					0.000000					158	0													0
402229	equip301090654006	equip301090654006	904	4	1	4		0					0.000000					158	0													0
402230	equip301090655006	equip301090655006	905	4	1	4		0					0.000000					158	0													0
402296	equip301090656006	equip301090656006	906	4	1	4		0					0.000000					158	0													0
402231	equip301100651001	equip301100651001	907	4	1	4		0					0.000000					178	0													0
402232	equip301100652001	equip301100652001	908	4	1	4		0					0.000000					178	0													0
402233	equip301100653001	equip301100653001	909	4	1	4		0					0.000000					178	0													0
402234	equip301100654001	equip301100654001	910	4	1	4		0					0.000000					178	0													0
402235	equip301100655001	equip301100655001	911	4	1	4		0					0.000000					178	0													0
402297	equip301100656001	equip301100656001	912	4	1	4		0					0.000000					178	0													0
402236	equip301100651002	equip301100651002	913	4	1	4		0					0.000000					178	0													0
402237	equip301100652002	equip301100652002	914	4	1	4		0					0.000000					178	0													0
402238	equip301100653002	equip301100653002	915	4	1	4		0					0.000000					178	0													0
402239	equip301100654002	equip301100654002	916	4	1	4		0					0.000000					178	0													0
402240	equip301100655002	equip301100655002	917	4	1	4		0					0.000000					178	0													0
402298	equip301100656002	equip301100656002	918	4	1	4		0					0.000000					178	0													0
402241	equip301100651003	equip301100651003	919	4	1	4		0					0.000000					178	0													0
402242	equip301100652003	equip301100652003	920	4	1	4		0					0.000000					178	0													0
402243	equip301100653003	equip301100653003	921	4	1	4		0					0.000000					178	0													0
402244	equip301100654003	equip301100654003	922	4	1	4		0					0.000000					178	0													0
402245	equip301100655003	equip301100655003	923	4	1	4		0					0.000000					178	0													0
402299	equip301100656003	equip301100656003	924	4	1	4		0					0.000000					178	0													0
402246	equip301100651004	equip301100651004	925	4	1	4		0					0.000000					178	0													0
402247	equip301100652004	equip301100652004	926	4	1	4		0					0.000000					178	0													0
402248	equip301100653004	equip301100653004	927	4	1	4		0					0.000000					178	0													0
402249	equip301100654004	equip301100654004	928	4	1	4		0					0.000000					178	0													0
402250	equip301100655004	equip301100655004	929	4	1	4		0					0.000000					178	0													0
402300	equip301100656004	equip301100656004	930	4	1	4		0					0.000000					178	0													0
402251	equip301100651005	equip301100651005	931	4	1	4		0					0.000000					178	0													0
402252	equip301100652005	equip301100652005	932	4	1	4		0					0.000000					178	0													0
